locus_id,chrom,start,end,description,genome_version
J:305119-305220,CHR_10,305119,305220,between YJL073W and YJL072C,Genome Release 64-3-1
J:305863-306131,CHR_10,305863,306131,between YJL072C and YJL071W,Genome Release 64-3-1
J:307857-307970,CHR_10,307857,307970,between YJL071W and YJL070C,Genome Release 64-3-1
J:310638-310921,CHR_10,310638,310921,between YJL070C and YJL069C,Genome Release 64-3-1
J:312707-313015,CHR_10,312707,313015,between YJL069C and YJL068C,Genome Release 64-3-1
J:313916-314083,CHR_10,313916,314083,between YJL068C and YJL067W,Genome Release 64-3-1
J:314873-315053,CHR_10,314873,315053,between YJL066C and YJL065C,Genome Release 64-3-1
J:315571-315758,CHR_10,315571,315758,between YJL064W and YJL063C,Genome Release 64-3-1
J:316476-316722,CHR_10,316476,316722,between YJL063C and YJL062W-A,Genome Release 64-3-1
J:316981-317283,CHR_10,316981,317283,between YJL062W-A and YJL062W,Genome Release 64-3-1
J:319777-320015,CHR_10,319777,320015,between YJL062W and YJL061W,Genome Release 64-3-1
J:322158-323385,CHR_10,322158,323385,between YJL061W and YJL060W,Genome Release 64-3-1
J:324721-324963,CHR_10,324721,324963,between YJL060W and YJL059W,Genome Release 64-3-1
J:326191-326241,CHR_10,326191,326241,between YJL059W and YJL058C,Genome Release 64-3-1
J:327874-328117,CHR_10,327874,328117,between YJL058C and YJL057C,Genome Release 64-3-1
J:330122-330430,CHR_10,330122,330430,between YJL057C and YJL056C,Genome Release 64-3-1
J:333074-333356,CHR_10,333074,333356,between YJL056C and YJL055W,Genome Release 64-3-1
J:334095-334264,CHR_10,334095,334264,between YJL055W and YJL054W,Genome Release 64-3-1
J:335702-335897,CHR_10,335702,335897,between YJL054W and YJL053W,Genome Release 64-3-1
J:337038-337280,CHR_10,337038,337280,between YJL053W and ARS1011,Genome Release 64-3-1
J:337530-337883,CHR_10,337530,337883,between ARS1011 and YJL052C-A,Genome Release 64-3-1
J:338004-338270,CHR_10,338004,338270,between YJL052C-A and YJL052W,Genome Release 64-3-1
J:339270-339786,CHR_10,339270,339786,between YJL052W and YJL051W,Genome Release 64-3-1
J:342256-342521,CHR_10,342256,342521,between YJL051W and YJL050W,Genome Release 64-3-1
J:345744-345972,CHR_10,345744,345972,between YJL050W and YJL049W,Genome Release 64-3-1
J:347326-347446,CHR_10,347326,347446,between YJL049W and YJL048C,Genome Release 64-3-1
J:348638-349043,CHR_10,348638,349043,between YJL048C and YJL047C-A,Genome Release 64-3-1
J:349234-349579,CHR_10,349234,349579,between YNCJ0009C and YJL047C,Genome Release 64-3-1
J:352109-352385,CHR_10,352109,352385,between YJL047C and YJL046W,Genome Release 64-3-1
J:353616-354243,CHR_10,353616,354243,between YJL046W and YNCJ0010W,Genome Release 64-3-1
J:354333-354537,CHR_10,354333,354537,between YNCJ0010W and YJLCdelta4,Genome Release 64-3-1
J:355205-355373,CHR_10,355205,355373,between YJLCdelta4 and YNCJ0011W,Genome Release 64-3-1
J:355446-355455,CHR_10,355446,355455,between YNCJ0011W and YNCJ0012W,Genome Release 64-3-1
J:355528-356023,CHR_10,355528,356023,between YNCJ0012W and YJL045W,Genome Release 64-3-1
J:357929-358299,CHR_10,357929,358299,between YJL045W and YJL044C,Genome Release 64-3-1
J:359677-360129,CHR_10,359677,360129,between YJL044C and YJL043W,Genome Release 64-3-1
J:360904-361248,CHR_10,360904,361248,between YJL043W and YJL042W,Genome Release 64-3-1
J:365446-365783,CHR_10,365446,365783,between YJL042W and YJL041W,Genome Release 64-3-1
J:368374-368747,CHR_10,368374,368747,between YJL041W and YJL039C,Genome Release 64-3-1
J:373800-374423,CHR_10,373800,374423,between YJL039C and YNCJ0013C,Genome Release 64-3-1
J:374496-374505,CHR_10,374496,374505,between YNCJ0013C and YNCJ0014C,Genome Release 64-3-1
J:374578-374843,CHR_10,374578,374843,between YNCJ0014C and YJLCdelta6,Genome Release 64-3-1
J:376228-376661,CHR_10,376228,376661,between ARS1013 and YJL037W,Genome Release 64-3-1
J:377337-377597,CHR_10,377337,377597,between YJL037W and YJLCdelta7,Genome Release 64-3-1
J:377871-378359,CHR_10,377871,378359,between YJLCdelta7 and YNCJ0015W,Genome Release 64-3-1
J:378434-378824,CHR_10,378434,378824,between YNCJ0015W and YJL036W,Genome Release 64-3-1
J:380097-380248,CHR_10,380097,380248,between YJL036W and YJL035C,Genome Release 64-3-1
J:381002-381326,CHR_10,381002,381326,between YJL035C and YJL034W,Genome Release 64-3-1
J:383376-383836,CHR_10,383376,383836,between YJL034W and YJL033W,Genome Release 64-3-1
J:386150-386347,CHR_10,386150,386347,between YJL033W and YJL032W,Genome Release 64-3-1
J:387439-387656,CHR_10,387439,387656,between YJL031C and YJL030W,Genome Release 64-3-1
J:388248-388384,CHR_10,388248,388384,between YJL030W and YJL029C,Genome Release 64-3-1
J:390854-391042,CHR_10,390854,391042,between YJL029C and YNCJ0016C,Genome Release 64-3-1
J:391116-391310,CHR_10,391116,391310,between YNCJ0016C and YJL028W,Genome Release 64-3-1
J:391647-391832,CHR_10,391647,391832,between YJL028W and YJL027C,Genome Release 64-3-1
J:392250-392403,CHR_10,392250,392403,between YJL027C and YJL026W,Genome Release 64-3-1
J:393604-393966,CHR_10,393604,393966,between YJL026W and YJL025W,Genome Release 64-3-1
J:395512-395930,CHR_10,395512,395930,between YJL025W and YJL024C,Genome Release 64-3-1
J:396593-396725,CHR_10,396593,396725,between YJL024C and YNCJ0017C,Genome Release 64-3-1
J:396797-397354,CHR_10,396797,397354,between YNCJ0017C and YJL023C,Genome Release 64-3-1
J:398418-398936,CHR_10,398418,398936,between YJL022W and YJL020C,Genome Release 64-3-1
J:402411-402896,CHR_10,402411,402896,between YJL020C and YJL019W,Genome Release 64-3-1
J:404946-405587,CHR_10,404946,405587,between YJL019W and YJL016W,Genome Release 64-3-1
J:407427-407557,CHR_10,407427,407557,between YJL015C and YJL014W,Genome Release 64-3-1
J:409163-409492,CHR_10,409163,409492,between YJL014W and YJL013C,Genome Release 64-3-1
J:411041-411233,CHR_10,411041,411233,between YJL013C and YJL012C,Genome Release 64-3-1
J:413400-414284,CHR_10,413400,414284,between YJL012C and YJL011C,Genome Release 64-3-1
J:414771-414965,CHR_10,414771,414965,between YJL011C and YNCJ0018W,Genome Release 64-3-1
J:415039-415930,CHR_10,415039,415930,between YNCJ0018W and YNCJ0019C,Genome Release 64-3-1
J:416037-416265,CHR_10,416037,416265,between YNCJ0019C and YJLWtau3,Genome Release 64-3-1
J:416442-416505,CHR_10,416442,416505,between YJLWtau3 and YJLWdelta8,Genome Release 64-3-1
J:416651-416898,CHR_10,416651,416898,between YJLWdelta8 and YJLWdelta9,Genome Release 64-3-1
J:417027-417194,CHR_10,417027,417194,between YJLWdelta9 and ARS1014,Genome Release 64-3-1
J:417441-417561,CHR_10,417441,417561,between ARS1014 and YJL010C,Genome Release 64-3-1
J:419563-419854,CHR_10,419563,419854,between YJL010C and YJL009W,Genome Release 64-3-1
J:421664-421945,CHR_10,421664,421945,between YJL008C and YJLWtau4,Genome Release 64-3-1
J:422296-422600,CHR_10,422296,422600,between YJLWtau4 and YJLWdelta10,Genome Release 64-3-1
J:423013-423137,CHR_10,423013,423137,between YJL007C and YJL006C,Genome Release 64-3-1
J:424110-424431,CHR_10,424110,424431,between YJL006C and YNCJ0021C,Genome Release 64-3-1
J:424516-425156,CHR_10,424516,425156,between YNCJ0021C and YJL005W,Genome Release 64-3-1
J:431238-431588,CHR_10,431238,431588,between YJL005W and YJL004C,Genome Release 64-3-1
J:432201-432643,CHR_10,432201,432643,between YJL004C and YJL003W,Genome Release 64-3-1
J:433001-433220,CHR_10,433001,433220,between YJL003W and YJL002C,Genome Release 64-3-1
J:434652-435162,CHR_10,434652,435162,between YJL002C and YJL001W,Genome Release 64-3-1
J:435927-436306,CHR_10,435927,436306,between YJL001W and CEN10,Genome Release 64-3-1
J:436426-436801,CHR_10,436426,436801,between CEN10 and YJR001W,Genome Release 64-3-1
J:438611-438864,CHR_10,438611,438864,between YJR001W and YJR002W,Genome Release 64-3-1
J:440647-440993,CHR_10,440647,440993,between YJR002W and YJR003C,Genome Release 64-3-1
J:442554-442555,CHR_10,442554,442555,between YJR003C and ARS1015,Genome Release 64-3-1
J:444862-445922,CHR_10,444862,445922,between YJR004C and YJR005W,Genome Release 64-3-1
J:448026-448476,CHR_10,448026,448476,between YJR005W and YJR005C-A,Genome Release 64-3-1
J:448759-449201,CHR_10,448759,449201,between YJR005C-A and YJR006W,Genome Release 64-3-1
J:450666-451019,CHR_10,450666,451019,between YJR006W and YJR007W,Genome Release 64-3-1
J:451935-452429,CHR_10,451935,452429,between YJR007W and YJR008W,Genome Release 64-3-1
J:453447-453682,CHR_10,453447,453682,between YJR008W and YJR009C,Genome Release 64-3-1
J:455556-456238,CHR_10,455556,456238,between ARS1016 and YJR010W,Genome Release 64-3-1
J:457775-458076,CHR_10,457775,458076,between YJR010W and YJR010C-A,Genome Release 64-3-1
J:458362-458640,CHR_10,458362,458640,between YJR010C-A and YJR011C,Genome Release 64-3-1
J:460194-460381,CHR_10,460194,460381,between YJR012C and YJR013W,Genome Release 64-3-1
J:461594-461828,CHR_10,461594,461828,between YJR013W and YJR014W,Genome Release 64-3-1
J:462426-462720,CHR_10,462426,462720,between YJR014W and YJR015W,Genome Release 64-3-1
J:464254-464450,CHR_10,464254,464450,between YJR015W and YJR016C,Genome Release 64-3-1
J:466209-466520,CHR_10,466209,466520,between YJR016C and YJR017C,Genome Release 64-3-1
J:467149-467231,CHR_10,467149,467231,between YJR018W and YJR019C,Genome Release 64-3-1
J:468334-468554,CHR_10,468334,468554,between YJR020W and YJR021C,Genome Release 64-3-1
J:469580-469783,CHR_10,469580,469783,between YJR021C and YJR022W,Genome Release 64-3-1
J:470206-470229,CHR_10,470206,470229,between YJR023C and YJR024C,Genome Release 64-3-1
J:470965-471137,CHR_10,470965,471137,between YJR024C and YJR025C,Genome Release 64-3-1
J:471672-472462,CHR_10,471672,472462,between YJR025C and YJRWdelta11,Genome Release 64-3-1
J:486197-486585,CHR_10,486197,486585,between YJR030C and YJR031C,Genome Release 64-3-1
J:490813-491080,CHR_10,490813,491080,between YJR031C and YJR032W,Genome Release 64-3-1
J:492263-492377,CHR_10,492263,492377,between YJR032W and YJR033C,Genome Release 64-3-1
J:496452-496682,CHR_10,496452,496682,between YJR033C and YJR034W,Genome Release 64-3-1
J:497010-497354,CHR_10,497010,497354,between YJR034W and YJR035W,Genome Release 64-3-1
J:500613-500712,CHR_10,500613,500712,between YJR035W and YJR036C,Genome Release 64-3-1
J:503486-503709,CHR_10,503486,503709,between YJR037W and YJR038C,Genome Release 64-3-1
J:507302-507745,CHR_10,507302,507745,between YJR039W and YJR040W,Genome Release 64-3-1
J:510086-510238,CHR_10,510086,510238,between YJR040W and YJR041C,Genome Release 64-3-1
J:513764-514054,CHR_10,513764,514054,between YJR041C and YJR042W,Genome Release 64-3-1
J:516290-516460,CHR_10,516290,516460,between YJR042W and YJR043C,Genome Release 64-3-1
J:517514-517812,CHR_10,517514,517812,between YJR043C and YNCJ0022C,Genome Release 64-3-1
J:517885-517958,CHR_10,517885,517958,between YNCJ0022C and YJRWdelta14,Genome Release 64-3-1
J:518100-518762,CHR_10,518100,518762,between YJRWdelta14 and YJR044C,Genome Release 64-3-1
J:519186-519637,CHR_10,519186,519637,between YJR044C and YJR045C,Genome Release 64-3-1
J:521603-522047,CHR_10,521603,522047,between YJR045C and YJR046W,Genome Release 64-3-1
J:523863-524011,CHR_10,523863,524011,between YJR046W and YNCJ0023C,Genome Release 64-3-1
J:524094-524907,CHR_10,524094,524907,between YNCJ0023C and YJR047C,Genome Release 64-3-1
J:525382-526334,CHR_10,525382,526334,between YJR047C and YJR048W,Genome Release 64-3-1
J:526665-526883,CHR_10,526665,526883,between YJR048W and YJR049C,Genome Release 64-3-1
J:528477-528696,CHR_10,528477,528696,between YJR049C and YJR050W,Genome Release 64-3-1
J:529405-529860,CHR_10,529405,529860,between YJR050W and YJR051W,Genome Release 64-3-1
J:531367-531515,CHR_10,531367,531515,between YJR051W and YJRCdelta15,Genome Release 64-3-1
J:531676-531827,CHR_10,531676,531827,between YJRCdelta15 and YNCJ0024W,Genome Release 64-3-1
J:531899-532061,CHR_10,531899,532061,between YNCJ0024W and YJR052W,Genome Release 64-3-1
J:533760-534026,CHR_10,533760,534026,between YJR052W and YJR053W,Genome Release 64-3-1
J:535752-536055,CHR_10,535752,536055,between YJR053W and YJR054W,Genome Release 64-3-1
J:537550-537740,CHR_10,537550,537740,between YJR054W and YJRCdelta16,Genome Release 64-3-1
J:538042-538102,CHR_10,538042,538102,between YJRCdelta16 and YJRWdelta17,Genome Release 64-3-1
J:538435-538554,CHR_10,538435,538554,between YJRWdelta17 and YNCJ0025W,Genome Release 64-3-1
J:538627-538771,CHR_10,538627,538771,between YNCJ0025W and YJR055W,Genome Release 64-3-1
J:539267-540545,CHR_10,539267,540545,between YJR055W and ARS1018,Genome Release 64-3-1
J:541088-541094,CHR_10,541088,541094,between YJRWdelta18 and YJRCdelta19,Genome Release 64-3-1
J:541428-541507,CHR_10,541428,541507,between YJRCdelta19 and YNCJ0026W,Genome Release 64-3-1
J:541580-541791,CHR_10,541580,541791,between YNCJ0026W and YJR056C,Genome Release 64-3-1
J:542503-542955,CHR_10,542503,542955,between YJR056C and YNCJ0027C,Genome Release 64-3-1
J:543045-543447,CHR_10,543045,543447,between YNCJ0027C and YJRWdelta20,Genome Release 64-3-1
J:543771-544061,CHR_10,543771,544061,between YJRWdelta20 and YJR057W,Genome Release 64-3-1
J:544713-544731,CHR_10,544713,544731,between YJR057W and YJR058C,Genome Release 64-3-1
J:545176-545786,CHR_10,545176,545786,between YJR058C and YJR059W,Genome Release 64-3-1
J:548244-548758,CHR_10,548244,548758,between YJR059W and YJR060W,Genome Release 64-3-1
J:549815-550510,CHR_10,549815,550510,between YJR060W and YJR061W,Genome Release 64-3-1
J:553319-553475,CHR_10,553319,553475,between YJR061W and YJR062C,Genome Release 64-3-1
J:554850-555194,CHR_10,554850,555194,between YJR062C and YJR063W,Genome Release 64-3-1
J:555573-555913,CHR_10,555573,555913,between YJR063W and YJR064W,Genome Release 64-3-1
J:557603-557808,CHR_10,557603,557808,between YJR064W and YJR065C,Genome Release 64-3-1
J:559159-559415,CHR_10,559159,559415,between YJR065C and YJR066W,Genome Release 64-3-1
J:566829-567018,CHR_10,566829,567018,between YJR066W and YJR067C,Genome Release 64-3-1
J:567445-567642,CHR_10,567445,567642,between YJR067C and YJR068W,Genome Release 64-3-1
J:568705-568805,CHR_10,568705,568805,between YJR068W and YJR069C,Genome Release 64-3-1
J:569400-569620,CHR_10,569400,569620,between YJR069C and YJR070C,Genome Release 64-3-1
J:570774-570966,CHR_10,570774,570966,between YJR071W and YJR072C,Genome Release 64-3-1
J:572125-572314,CHR_10,572125,572314,between YJR072C and YJR073C,Genome Release 64-3-1
J:572936-573094,CHR_10,572936,573094,between YJR073C and YJR074W,Genome Release 64-3-1
J:573752-573980,CHR_10,573752,573980,between YJR074W and YJR075W,Genome Release 64-3-1
J:575172-575353,CHR_10,575172,575353,between YJR075W and YJR076C,Genome Release 64-3-1
J:576602-577254,CHR_10,576602,577254,between YJR076C and YJR077C,Genome Release 64-3-1
J:578191-578859,CHR_10,578191,578859,between YJR077C and YJR078W,Genome Release 64-3-1
J:581617-581913,CHR_10,581617,581913,between YJR080C and YJR082C,Genome Release 64-3-1
J:582256-582607,CHR_10,582256,582607,between YJR082C and YJR083C,Genome Release 64-3-1
J:583538-583732,CHR_10,583538,583732,between YJR083C and YJR084W,Genome Release 64-3-1
J:585005-585119,CHR_10,585005,585119,between YJR084W and YJR085C,Genome Release 64-3-1
J:585438-586067,CHR_10,585438,586067,between YJR085C and YJR086W,Genome Release 64-3-1
J:587374-587717,CHR_10,587374,587717,between YJR088C and YJR089W,Genome Release 64-3-1
J:590583-590871,CHR_10,590583,590871,between YJR089W and YJR090C,Genome Release 64-3-1
J:594328-595060,CHR_10,594328,595060,between YJR090C and YJR091C,Genome Release 64-3-1
J:598337-598734,CHR_10,598337,598734,between YJR091C and YJR092W,Genome Release 64-3-1
J:603079-603219,CHR_10,603079,603219,between YJR092W and YJR093C,Genome Release 64-3-1
J:604204-604568,CHR_10,604204,604568,between YJR093C and YJR094C,Genome Release 64-3-1
J:605652-605935,CHR_10,605652,605935,between YJR094C and YNCJ0028C,Genome Release 64-3-1
J:607425-608304,CHR_10,607425,608304,between YNCJ0028C and YJR094W-A,Genome Release 64-3-1
J:608859-609772,CHR_10,608859,609772,between YJR094W-A and YJR095W,Genome Release 64-3-1
J:610742-611194,CHR_10,610742,611194,between YJR095W and YJR096W,Genome Release 64-3-1
J:612044-612412,CHR_10,612044,612412,between YJR096W and YJR097W,Genome Release 64-3-1
J:615157-615575,CHR_10,615157,615575,between YJR098C and YJR099W,Genome Release 64-3-1
J:616287-616350,CHR_10,616287,616350,between YJR099W and YJR100C,Genome Release 64-3-1
J:617335-617918,CHR_10,617335,617918,between YJR100C and YNCJ0029W,Genome Release 64-3-1
J:618020-618233,CHR_10,618020,618233,between YNCJ0029W and YJR101W,Genome Release 64-3-1
J:619035-619156,CHR_10,619035,619156,between YJR101W and YJR102C,Genome Release 64-3-1
J:619766-620753,CHR_10,619766,620753,between YJR102C and YJR103W,Genome Release 64-3-1
J:622491-622549,CHR_10,622491,622549,between YJR103W and YJR104C,Genome Release 64-3-1
J:623015-623580,CHR_10,623015,623580,between YJR104C and YJR105W,Genome Release 64-3-1
J:624604-624837,CHR_10,624604,624837,between YJR105W and YJR106W,Genome Release 64-3-1
J:627016-627339,CHR_10,627016,627339,between YJR106W and YJR107W,Genome Release 64-3-1
J:628327-628456,CHR_10,628327,628456,between YJR107W and YJR107C-A,Genome Release 64-3-1
J:628694-628711,CHR_10,628694,628711,between YJR107C-A and YJR108W,Genome Release 64-3-1
J:629084-629584,CHR_10,629084,629584,between YJR108W and YJR109C,Genome Release 64-3-1
J:632942-633614,CHR_10,632942,633614,between YJR109C and YJR110W,Genome Release 64-3-1
J:635682-635854,CHR_10,635682,635854,between YJR110W and YJR111C,Genome Release 64-3-1
J:636707-637029,CHR_10,636707,637029,between YJR111C and YJR112W,Genome Release 64-3-1
J:637636-637789,CHR_10,637636,637789,between YJR112W and YJR112W-A,Genome Release 64-3-1
J:638169-638231,CHR_10,638169,638231,between YJR112W-A and YJR113C,Genome Release 64-3-1
J:639052-639941,CHR_10,639052,639941,between YJR114W and YJR115W,Genome Release 64-3-1
J:640452-640824,CHR_10,640452,640824,between YJR115W and YJR116W,Genome Release 64-3-1
J:641665-642006,CHR_10,641665,642006,between YJR116W and YJR117W,Genome Release 64-3-1
J:643369-643489,CHR_10,643369,643489,between YJR117W and YJR118C,Genome Release 64-3-1
J:644102-644303,CHR_10,644102,644303,between YJR118C and YJR119C,Genome Release 64-3-1
J:646491-647125,CHR_10,646491,647125,between YJR119C and YJR120W,Genome Release 64-3-1
J:647477-647606,CHR_10,647477,647606,between YJR120W and YJR121W,Genome Release 64-3-1
J:649143-649775,CHR_10,649143,649775,between YJR121W and YJR122W,Genome Release 64-3-1
J:651270-651900,CHR_10,651270,651900,between YJR122W and YJR123W,Genome Release 64-3-1
J:652579-652891,CHR_10,652579,652891,between YJR123W and YJR124C,Genome Release 64-3-1
J:654239-654374,CHR_10,654239,654374,between YJR124C and ARS1020,Genome Release 64-3-1
J:654615-654736,CHR_10,654615,654736,between ARS1020 and YJR125C,Genome Release 64-3-1
