chromosome,start,end,gene,score,orientation
chrXVI,183050,183051,YPL192C,.,-
chrXV,845791,845792,YOR280C,.,-
chrIV,829581,829582,YDR183W,.,+
chrIV,1428988,1428989,YDR487C,.,-
chrV,271136,271137,YER057C,.,-
chrV,232446,232447,YER041W,.,+
chrVII,922160,922161,YGR215W,.,+
chrII,145748,145749,YBL039C,.,-
chrXIII,537815,537816,YMR134W,.,+
chrXII,636749,636750,YLR249W,.,+
chrXI,491332,491333,YKR027W,.,+
chrVII,595870,595871,YGR053C,.,-
chrXV,453732,453733,YOR069W,.,+
chrIX,113275,113276,YIL129C,.,-
chrIII,172472,172473,YCR028C,.,-
chrIV,126737,126738,YDL185W,.,+
chrXIII,108749,108750,YML080W,.,+
chrVIII,34140,34141,YHL034C,.,-
chrII,324024,324025,YBR043C,.,-
chrXV,630641,630642,YOR156C,.,-
chrXIV,427607,427608,YNL103W,.,+
chrII,572070,572071,YBR167C,.,-
chrXV,68954,68955,YOL136C,.,-
chrIX,249720,249721,YIL056W,.,+
chrIV,576135,576136,YDR062W,.,+
chrIV,482346,482347,YDR017C,.,-
chrXIV,310171,310172,YNL173C,.,-
chrXVI,74852,74853,YPL250C,.,-
chrVII,1080083,1080084,YGR294W,.,+
chrII,556217,556218,YBR158W,.,+
chrV,166865,166866,YER007C-A,.,-
chrV,462597,462598,YER146W,.,+
chrXVI,878699,878700,YPR169W,.,+
chrXIV,724296,724297,YNR054C,.,-
chrI,129277,129278,YAL013W,.,+
chrXII,540533,540534,YLR193C,.,-
chrIV,1491095,1491096,YDR527W,.,+
chrXVI,386444,386445,YPL086C,.,-
chrVIII,491788,491789,YHR196W,.,+
chrXI,334938,334939,YKL056C,.,-
chrVI,180788,180789,YFR016C,.,-
chrIV,1279010,1279011,YDR406W,.,+
chrIII,238957,238958,YCR069W,.,+
chrXVI,875010,875011,YPR165W,.,+
chrX,410970,410971,YJL013C,.,-
chrX,356088,356089,YJL045W,.,+
chrX,442493,442494,YJR003C,.,-
chrXIV,44230,44231,YNL315C,.,-
chrVII,848379,848380,YGR175C,.,-
chrXV,400386,400387,YOR036W,.,+
chrXII,423718,423719,YLR141W,.,+
chrVII,1045446,1045447,YGR276C,.,-
chrXIII,348227,348228,YMR038C,.,-
chrIV,1414605,1414606,YDR478W,.,+
chrXV,721678,721679,YOR201C,.,-
chrIX,276552,276553,YIL041W,.,+
chrXVI,671152,671153,YPR056W,.,+
chrXII,378010,378011,YLR115W,.,+
chrXII,617556,617557,YLR240W,.,+
chrVI,40156,40157,YFL048C,.,-
chrXI,404121,404122,YKL018W,.,+
chrXII,522682,522683,YLR185W,.,+
chrXIV,394703,394704,YNL123W,.,+
chrIV,1478626,1478627,YDR518W,.,+
chrXII,260994,260995,YLR060W,.,+
chrXI,418010,418011,YKL013C,.,-
chrXVI,634132,634133,YPR032W,.,+
chrXVI,534698,534699,YPL011C,.,-
chrIV,1436933,1436934,YDR494W,.,+
chrX,432646,432647,YJL003W,.,+
chrX,434647,434648,YJL002C,.,-
chrXII,222132,222133,YLR036C,.,-
chrXIV,622428,622429,YNL005C,.,-
chrXI,556515,556516,YKR060W,.,+
chrXV,142556,142557,YOL094C,.,-
chrXIII,41797,41798,YML115C,.,-
chrXV,511181,511182,YOR098C,.,-
chrII,310318,310319,YBR036C,.,-
chrVII,41491,41492,YGL244W,.,+
chrXIV,214915,214916,YNL232W,.,+
chrV,467476,467477,YER149C,.,-
chrII,798530,798531,YBR296C,.,-
chrV,404362,404363,YER122C,.,-
chrXIII,462620,462621,YMR098C,.,-
chrXVI,826571,826572,YPR147C,.,-
chrXIV,164606,164607,YNL256W,.,+
chrXV,685749,685750,YOR188W,.,+
chrXIV,330097,330098,YNL163C,.,-
chrVIII,301958,301959,YHR098C,.,-
chrXIV,286275,286276,YNL188W,.,+
chrII,467214,467215,YBR114W,.,+
chrIV,728221,728222,YDR137W,.,+
chrIV,114624,114625,YDL193W,.,+
chrX,303129,303130,YJL073W,.,+
chrXI,374451,374452,YKL033W-A,.,+
chrXII,559497,559498,YLR208W,.,+
chrIV,578602,578603,YDR063W,.,+
chrXIII,445173,445174,YMR088C,.,-
chrVI,233615,233616,YFR039C,.,-
chrIV,892801,892802,YDR214W,.,+
chrXIII,97472,97473,YML086C,.,-
chrXI,242711,242712,YKL105C,.,-
chrVII,894283,894284,YGR197C,.,-
chrXI,299418,299419,YKL072W,.,+
chrV,512512,512513,YER166W,.,+
chrXIII,514223,514224,YMR124W,.,+
chrII,193949,193950,YBL015W,.,+
chrIV,413996,413997,YDL021W,.,+
chrIII,24801,24802,YCL057W,.,+
chrXVI,912445,912446,YPR188C,.,-
chrIX,310392,310393,YIL023C,.,-
chrVII,39045,39046,YGL245W,.,+
chrIV,856337,856338,YDR201W,.,+
chrXVI,664974,664975,YPR051W,.,+
chrV,522655,522656,YER168C,.,-
chrXV,818876,818877,YOR264W,.,+
chrIX,398743,398744,YIR022W,.,+
chrXVI,218635,218636,YPL175W,.,+
chrVIII,488368,488369,YHR193C,.,-
chrVII,307440,307441,YGL105W,.,+
chrXIV,188052,188053,YNL243W,.,+
chrXIV,444313,444314,YNL096C,.,-
chrV,222634,222635,YER035W,.,+
chrXI,361833,361834,YKL040C,.,-
chrIV,238673,238674,YDL126C,.,-
chrIV,831680,831681,YDR184C,.,-
chrX,154867,154868,YJL138C,.,-
chrXI,291262,291263,YKL077W,.,+
chrXIII,892468,892469,YMR308C,.,-
chrV,82873,82874,YEL037C,.,-
chrVIII,371817,371818,YHR134W,.,+
chrIV,388837,388838,YDL036C,.,-
chrI,82754,82755,YAL033W,.,+
chrXII,423423,423424,YLR139C,.,-
chrXV,196555,196556,YOL071W,.,+
chrXIII,14708,14709,YML129C,.,-
chrXIII,406344,406345,YMR068W,.,+
chrV,69797,69798,YEL044W,.,+
chrXI,171822,171823,YKL146W,.,+
chrXIII,327519,327520,YMR028W,.,+
chrXVI,427961,427962,YPL065W,.,+
chrXII,68223,68224,YLL036C,.,-
chrXIV,34202,34203,YNL322C,.,-
chrXVI,746802,746803,YPR110C,.,-
chrXII,198053,198054,YLR027C,.,-
chrIV,77934,77935,YDL213C,.,-
chrVII,359471,359472,YGL079W,.,+
chrXIV,258128,258129,YNL206C,.,-
chrXV,609170,609171,YOR148C,.,-
chrXI,551681,551682,YKR057W,.,+
chrXIII,739209,739210,YMR233W,.,+
chrVII,843565,843566,YGR172C,.,-
chrVII,506992,506993,YGR007W,.,+
chrXIII,205664,205665,YML036W,.,+
chrVI,153413,153414,YFR004W,.,+
chrXIII,865329,865330,YMR299C,.,-
chrIV,1421176,1421177,YDR483W,.,+
chrXIII,412854,412855,YMR073C,.,-
chrXV,560658,560659,YOR126C,.,-
chrXI,158628,158629,YKL156W,.,+
chrIII,108036,108037,YCL005W,.,+
chrIV,1496532,1496533,YDR529C,.,-
chrVII,381255,381256,YGL065C,.,-
chrIV,769537,769538,YDR156W,.,+
chrXI,613872,613873,YKR092C,.,-
chrXIII,732425,732426,YMR230W,.,+
chrII,80719,80720,YBL078C,.,-
chrI,113348,113349,YAL021C,.,-
chrXIV,28337,28338,YNL326C,.,-
chrII,172541,172542,YBL024W,.,+
chrXIII,707139,707140,YMR219W,.,+
chrVII,634056,634057,YGR071C,.,-
chrI,52589,52590,YAL049C,.,-
chrVII,283931,283932,YGL120C,.,-
chrXIV,510207,510208,YNL062C,.,-
chrXV,65345,65346,YOL138C,.,-
chrIV,190581,190582,YDL148C,.,-
chrXV,142816,142817,YOL093W,.,+
chrXII,208761,208762,YLR033W,.,+
chrXII,719460,719461,YLR291C,.,-
chrX,140431,140432,YJL148W,.,+
chrIV,1052233,1052234,YDR294C,.,-
chrXV,467602,467603,YOR074C,.,-
chrVII,871429,871430,YGR187C,.,-
chrII,458376,458377,YBR109C,.,-
chrXI,282344,282345,YKL082C,.,-
chrXVI,665989,665990,YPR052C,.,-
chrIX,314837,314838,YIL020C,.,-
chrXV,631770,631771,YOR157C,.,-
chrV,208493,208494,YER026C,.,-
chrX,618210,618211,YJR101W,.,+
chrII,296030,296031,YBR028C,.,-
chrXV,573138,573139,YOR132W,.,+
chrI,138381,138382,YAL007C,.,-
chrIV,486765,486766,YDR021W,.,+
chrXVI,467220,467221,YPL045W,.,+
chrIV,1477193,1477194,YDR517W,.,+
chrIX,311116,311117,YIL022W,.,+
chrXV,441440,441441,YOR061W,.,+
chrXI,262164,262165,YKL095W,.,+
chrXV,106592,106593,YOL112W,.,+
chrIV,562457,562458,YDR054C,.,-
chrIV,861775,861776,YDR206W,.,+
chrVII,1026948,1026949,YGR270W,.,+
chrVIII,452958,452959,YHR175W-A,.,+
chrVII,581517,581518,YGR043C,.,-
chrVII,627708,627709,YGR070W,.,+
chrXV,226172,226173,YOL055C,.,-
chrVII,959953,959954,YGR234W,.,+
chrV,106115,106116,YEL025C,.,-
chrX,491108,491109,YJR032W,.,+
chrXVI,153128,153129,YPL212C,.,-
chrV,182615,182616,YER014W,.,+
chrXIV,668388,668389,YNR021W,.,+
chrIII,206631,206632,YCR043C,.,-
chrV,546826,546827,YER178W,.,+
chrXVI,135655,135656,YPL220W,.,+
chrIV,666770,666771,YDR105C,.,-
chrIV,1067728,1067729,YDR302W,.,+
chrVII,646818,646819,YGR083C,.,-
chrXI,426094,426095,YKL009W,.,+
chrXIV,664260,664261,YNR018W,.,+
chrXI,282736,282737,YKL081W,.,+
chrXV,519096,519097,YOR106W,.,+
chrIV,979237,979238,YDR261C,.,-
chrXIII,160142,160143,YML057W,.,+
chrII,479158,479159,YBR119W,.,+
chrXIII,628012,628013,YMR183C,.,-
chrXII,300329,300330,YLR084C,.,-
chrIX,288989,288990,YIL035C,.,-
chrXII,495193,495194,YLR165C,.,-
chrIII,63220,63221,YCL033C,.,-
chrII,477719,477720,YBR118W,.,+
chrXII,433913,433914,YLR146W-A,.,+
chrXIII,82318,82319,YML094W,.,+
chrXIII,848725,848726,YMR289W,.,+
chrVI,150056,150057,YFR002W,.,+
chrVII,62115,62116,YGL232W,.,+
chrIX,55235,55236,YIL153W,.,+
chrX,583499,583500,YJR083C,.,-
chrIX,277758,277759,YIL040W,.,+
chrIX,315128,315129,YIL019W,.,+
chrXII,153941,153942,YLR001C,.,-
chrIV,954322,954323,YDR246W,.,+
chrXI,565857,565858,YKR065C,.,-
chrXIII,233489,233490,YML019W,.,+
chrXI,567165,567166,YKR066C,.,-
chrVII,635743,635744,YGR074W,.,+
chrXIII,391128,391129,YMR059W,.,+
chrXIII,370488,370489,YMR049C,.,-
chrIV,539830,539831,YDR041W,.,+
chrII,722637,722638,YBR252W,.,+
chrXII,1060860,1060861,YLR460C,.,-
chrIII,264440,264441,YCR087C-A,.,-
chrX,324988,324989,YJL059W,.,+
chrXII,990800,990801,YLR429W,.,+
chrII,760317,760318,YBR278W,.,+
chrIV,1112268,1112269,YDR322C-A,.,-
chrVII,180722,180723,YGL172W,.,+
chrVI,104439,104440,YFL017C,.,-
chrXIV,169228,169229,YNL254C,.,-
chrIV,827598,827599,YDR182W,.,+
chrXIV,318792,318793,YNL168C,.,-
chrXI,184996,184997,YKL138C-A,.,-
chrII,167823,167824,YBL028C,.,-
chrXIII,513604,513605,YMR123W,.,+
chrIV,442297,442298,YDL005C,.,-
chrVI,63984,63985,YFL034C-B,.,-
chrII,592766,592767,YBR181C,.,-
chrXVI,320760,320761,YPL122C,.,-
chrXVI,383460,383461,YPL087W,.,+
chrII,492817,492818,YBR127C,.,-
chrII,633376,633377,YBR204C,.,-
chrIII,305464,305465,YCR102C,.,-
chrV,432496,432497,YER133W,.,+
chrIV,588384,588385,YDR070C,.,-
chrXIII,151859,151860,YML060W,.,+
chrIX,117980,117981,YIL126W,.,+
chrXII,771696,771697,YLR319C,.,-
chrX,604218,604219,YJR093C,.,-
chrXIV,218677,218678,YNL230C,.,-
chrIV,746719,746720,YDR145W,.,+
chrII,315554,315555,YBR039W,.,+
chrVIII,439079,439080,YHR166C,.,-
chrVII,494204,494205,YGL003C,.,-
chrXI,122267,122268,YKL174C,.,-
chrXVI,458492,458493,YPL053C,.,-
chrVII,107538,107539,YGL206C,.,-
chrXII,166121,166122,YLR008C,.,-
chrX,690566,690567,YJR139C,.,-
chrXV,662356,662357,YOR176W,.,+
chrXIII,820204,820205,YMR277W,.,+
chrXVI,225806,225807,YPL172C,.,-
chrXIV,685936,685937,YNR032W,.,+
chrIV,230945,230946,YDL129W,.,+
chrX,95011,95012,YJL174W,.,+
chrV,465162,465163,YER148W,.,+
chrXIV,220344,220345,YNL229C,.,-
chrXV,271554,271555,YOL028C,.,-
chrII,423285,423286,YBR086C,.,-
chrXIII,782350,782351,YMR257C,.,-
chrXIII,158636,158637,YML058W-A,.,+
chrXV,128052,128053,YOL101C,.,-
chrXIV,113130,113131,YNL278W,.,+
chrX,26740,26741,YJL214W,.,+
chrV,27040,27041,YEL067C,.,-
chrVII,166799,166800,YGL178W,.,+
chrVI,112253,112254,YFL011W,.,+
chrX,73827,73828,YJL191W,.,+
chrVIII,525428,525429,YHR211W,.,+
chrXIII,167423,167424,YML054C,.,-
chrXVI,876616,876617,YPR166C,.,-
chrXVI,303127,303128,YPL131W,.,+
chrXV,899921,899922,YOR311C,.,-
chrXV,784713,784714,YOR239W,.,+
chrV,117205,117206,YEL020W-A,.,+
chrVI,56188,56189,YFL037W,.,+
chrXII,903565,903566,YLR390W-A,.,+
chrII,535241,535242,YBR146W,.,+
chrXIII,411427,411428,YMR071C,.,-
chrXI,431739,431740,YKL006W,.,+
chrXVI,709864,709865,YPR085C,.,-
chrXII,728759,728760,YLR300W,.,+
chrXVI,228251,228252,YPL170W,.,+
chrII,336894,336895,YBR049C,.,-
chrIX,139672,139673,YIL118W,.,+
chrV,258191,258192,YER052C,.,-
chrXIII,553117,553118,YMR144W,.,+
chrIV,546459,546460,YDR044W,.,+
chrVIII,345593,345594,YHR119W,.,+
chrXII,282977,282978,YLR075W,.,+
chrII,132474,132475,YBL046W,.,+
chrVII,491905,491906,YGL004C,.,-
chrI,56812,56813,YAL047C,.,-
chrVII,984227,984228,YGR246C,.,-
chrX,559118,559119,YJR065C,.,-
chrXII,853499,853500,YLR363W-A,.,+
chrVI,229150,229151,YFR037C,.,-
chrIV,1325268,1325269,YDR429C,.,-
chrXV,804407,804408,YOR253W,.,+
chrXIII,689111,689112,YMR211W,.,+
chrVI,245137,245138,YFR047C,.,-
chrII,611854,611855,YBR195C,.,-
chrXIII,121298,121299,YML074C,.,-
chrVIII,328326,328327,YHR108W,.,+
chrX,100872,100873,YJL171C,.,-
chrXVI,919019,919020,YPR190C,.,-
chrXII,566260,566261,YLR212C,.,-
chrXIII,214208,214209,YML031W,.,+
chrXIII,45080,45081,YML112W,.,+
chrIV,733905,733906,YDR139C,.,-
chrX,147117,147118,YJL143W,.,+
chrXIII,779110,779111,YMR256C,.,-
chrVII,911612,911613,YGR207C,.,-
chrXV,875307,875308,YOR297C,.,-
chrIII,69907,69908,YCL029C,.,-
chrIX,97406,97407,YIL134W,.,+
chrII,321598,321599,YBR042C,.,-
chrV,271777,271778,YER058W,.,+
chrXIV,678478,678479,YNR029C,.,-
chrXIII,228656,228657,YML023C,.,-
chrX,555916,555917,YJR064W,.,+
chrXII,175229,175230,YLR015W,.,+
chrXVI,752259,752260,YPR113W,.,+
chrII,170623,170624,YBL026W,.,+
chrV,150016,150017,YEL002C,.,-
chrXV,832808,832809,YOR272W,.,+
chrXIV,323826,323827,YNL165W,.,+
chrII,618527,618528,YBR198C,.,-
chrXV,490834,490835,YOR089C,.,-
chrXVI,814064,814065,YPR139C,.,-
chrII,124770,124771,YBL051C,.,-
chrXV,889003,889004,YOR305W,.,+
chrX,570617,570618,YJR070C,.,-
chrXIII,647096,647097,YMR192W,.,+
chrVII,953502,953503,YGR231C,.,-
chrXIV,298310,298311,YNL181W,.,+
chrV,328439,328440,YER086W,.,+
chrV,349382,349383,YER094C,.,-
chrVII,114702,114703,YGL203C,.,-
chrXVI,787916,787917,YPR125W,.,+
chrXIV,140812,140813,YNL267W,.,+
chrVIII,51042,51043,YHL027W,.,+
chrX,130754,130755,YJL155C,.,-
chrII,465898,465899,YBR112C,.,-
chrV,318502,318503,YER078C,.,-
chrXV,342598,342599,YOR008C,.,-
chrXII,180048,180049,YLR019W,.,+
chrXVI,906947,906948,YPR185W,.,+
chrXVI,572712,572713,YPR008W,.,+
chrXV,256415,256416,YOL036W,.,+
chrIV,1451254,1451255,YDR501W,.,+
chrVII,426919,426920,YGL038C,.,-
chrXV,219066,219067,YOL058W,.,+
chrII,255852,255853,YBR009C,.,-
chrXII,100157,100158,YLL022C,.,-
chrII,734602,734603,YBR260C,.,-
chrIV,1093558,1093559,YDR315C,.,-
chrXIV,370382,370383,YNL136W,.,+
chrXIV,674674,674675,YNR026C,.,-
chrII,235926,235927,YBL003C,.,-
chrXVI,656806,656807,YPR046W,.,+
chrV,156810,156811,YER002W,.,+
chrX,323248,323249,YJL060W,.,+
chrXVI,678317,678318,YPR063C,.,-
chrVII,829117,829118,YGR165W,.,+
chrXVI,361866,361867,YPL100W,.,+
chrVIII,439331,439332,YHR167W,.,+
chrIX,142914,142915,YIL116W,.,+
chrXV,381023,381024,YOR027W,.,+
chrIX,160199,160200,YIL109C,.,-
chrXV,361148,361149,YOR016C,.,-
chrII,544937,544938,YBR151W,.,+
chrVII,364013,364014,YGL077C,.,-
chrXVI,66784,66785,YPL256C,.,-
chrV,128478,128479,YEL013W,.,+
chrIV,1108445,1108446,YDR320C-A,.,-
chrX,678656,678657,YJR136C,.,-
chrXII,417054,417055,YLR137W,.,+
chrVII,835854,835855,YGR169C,.,-
chrXV,137778,137779,YOL097C,.,-
chrIV,1224801,1224802,YDR374W-A,.,+
chrVIII,218798,218799,YHR057C,.,-
chrII,741341,741342,YBR268W,.,+
chrX,497396,497397,YJR035W,.,+
chrII,730120,730121,YBR258C,.,-
chrIV,683540,683541,YDR116C,.,-
chrIV,819155,819156,YDR179C,.,-
chrVIII,69507,69508,YHL019C,.,-
chrVIII,284586,284587,YHR090C,.,-
chrX,333391,333392,YJL055W,.,+
chrXI,511761,511762,YKR037C,.,-
chrXIV,330363,330364,YNL162W-A,.,+
chrXII,717943,717944,YLR290C,.,-
chrVII,1043306,1043307,YGR275W,.,+
chrXIV,517278,517279,YNL056W,.,+
chrXI,50077,50078,YKL205W,.,+
chrIII,265094,265095,YCR088W,.,+
chrXIV,107711,107712,YNL282W,.,+
chrXI,385781,385782,YKL028W,.,+
chrXIV,145257,145258,YNL265C,.,-
chrV,80483,80484,YEL038W,.,+
chrXV,285404,285405,YOL021C,.,-
chrX,567662,567663,YJR068W,.,+
chrXI,219196,219197,YKL119C,.,-
chrXV,479167,479168,YOR081C,.,-
chrXVI,720656,720657,YPR094W,.,+
chrX,555209,555210,YJR063W,.,+
chrXIII,92249,92250,YML088W,.,+
chrXIII,477590,477591,YMR105C,.,-
chrVII,698613,698614,YGR105W,.,+
chrVI,103712,103713,YFL017W-A,.,+
chrII,89426,89427,YBL072C,.,-
chrV,401145,401146,YER120W,.,+
chrXII,1018898,1018899,YLR441C,.,-
chrIV,1367490,1367491,YDR456W,.,+
chrIX,321459,321460,YIL016W,.,+
chrXVI,254305,254306,YPL158C,.,-
chrXIII,558520,558521,YMR146C,.,-
chrIII,223227,223228,YCR057C,.,-
chrXII,267165,267166,YLR066W,.,+
chrIX,231075,231076,YIL070C,.,-
chrXII,337271,337272,YLR097C,.,-
chrII,714462,714463,YBR247C,.,-
chrXV,373450,373451,YOR021C,.,-
chrIV,1008997,1008998,YDR272W,.,+
chrXI,483151,483152,YKR022C,.,-
chrXIII,366717,366718,YMR047C,.,-
chrVIII,241650,241651,YHR072W-A,.,+
chrXIV,676162,676163,YNR028W,.,+
chrXV,1023230,1023231,YOR363C,.,-
chrIV,371217,371218,YDL046W,.,+
chrII,504817,504818,YBR135W,.,+
chrIV,1184692,1184693,YDR354W,.,+
chrV,13658,13659,YEL072W,.,+
chrV,284288,284289,YER064C,.,-
chrXIII,756254,756255,YMR243C,.,-
chrIV,868126,868127,YDR208W,.,+
chrVIII,490642,490643,YHR195W,.,+
chrVII,532878,532879,YGR026W,.,+
chrIV,597024,597025,YDR075W,.,+
chrXI,96609,96610,YKL184W,.,+
chrV,523160,523161,YER169W,.,+
chrII,96094,96095,YBL067C,.,-
chrIII,35628,35629,YCL051W,.,+
chrVII,413836,413837,YGL045W,.,+
chrX,58907,58908,YJL200C,.,-
chrXVI,242818,242819,YPL163C,.,-
chrIV,133317,133318,YDL182W,.,+
chrIV,1454591,1454592,YDR502C,.,-
chrXIII,653838,653839,YMR195W,.,+
chrIX,127734,127735,YIL123W,.,+
chrXI,398822,398823,YKL021C,.,-
chrXVI,938967,938968,YPR199C,.,-
chrXV,48923,48924,YOL146W,.,+
chrVIII,78327,78328,YHL013C,.,-
chrXIII,21677,21678,YML125C,.,-
chrII,706775,706776,YBR243C,.,-
chrIX,422847,422848,YIR036C,.,-
chrXII,434652,434653,YLR148W,.,+
chrX,623590,623591,YJR105W,.,+
chrXIII,70079,70080,YML101C,.,-
chrXII,131414,131415,YLL009C,.,-
chrXV,554581,554582,YOR123C,.,-
chrXV,1036488,1036489,YOR372C,.,-
chrXV,757585,757586,YOR221C,.,-
chrVII,376066,376067,YGL067W,.,+
chrX,672953,672954,YJR133W,.,+
chrXVI,742401,742402,YPR108W,.,+
chrIX,212207,212208,YIL079C,.,-
chrIV,28991,28992,YDL239C,.,-
chrIV,591464,591465,YDR072C,.,-
chrX,735896,735897,YJR159W,.,+
chrV,337763,337764,YER089C,.,-
chrIV,507704,507705,YDR033W,.,+
chrI,36582,36583,YAL059W,.,+
chrXVI,96190,96191,YPL241C,.,-
chrXVI,878128,878129,YPR168W,.,+
chrXIII,58642,58643,YML105C,.,-
chrXIV,146570,146571,YNL264C,.,-
chrII,242526,242527,YBR002C,.,-
chrX,88519,88520,YJL180C,.,-
chrIII,246999,247000,YCR073W-A,.,+
chrII,426836,426837,YBR089C-A,.,-
chrVI,147166,147167,YFL001W,.,+
chrVIII,516449,516450,YHR207C,.,-
chrI,61017,61018,YAL043C,.,-
chrII,782623,782624,YBR290W,.,+
chrXV,326860,326861,YOR001W,.,+
chrXI,82974,82975,YKL190W,.,+
chrXII,517959,517960,YLR182W,.,+
chrII,779445,779446,YBR288C,.,-
chrXI,112486,112487,YKL179C,.,-
chrXI,225858,225859,YKL113C,.,-
chrX,387423,387424,YJL031C,.,-
chrIV,241429,241430,YDL123W,.,+
chrXII,293560,293561,YLR082C,.,-
chrIV,1386083,1386084,YDR462W,.,+
chrXII,713148,713149,YLR287C-A,.,-
chrXIII,668498,668499,YMR203W,.,+
chrXV,632170,632171,YOR158W,.,+
chrIV,613997,613998,YDR084C,.,-
chrXIV,439277,439278,YNL099C,.,-
chrXIV,678795,678796,YNR030W,.,+
chrVIII,328043,328044,YHR107C,.,-
chrIV,1206392,1206393,YDR365C,.,-
chrVI,106245,106246,YFL016C,.,-
chrXI,91546,91547,YKL187C,.,-
chrVII,589814,589815,YGR048W,.,+
chrVII,546428,546429,YGR031W,.,+
chrVII,605514,605515,YGR057C,.,-
chrIX,258293,258294,YIL051C,.,-
chrXIV,569706,569707,YNL035C,.,-
chrV,215043,215044,YER032W,.,+
chrIV,1410115,1410116,YDR475C,.,-
chrIX,204682,204683,YIL083C,.,-
chrXV,135869,135870,YOL098C,.,-
chrXII,704061,704062,YLR278C,.,-
chrXII,1036051,1036052,YLR451W,.,+
chrIV,461321,461322,YDR006C,.,-
chrX,542626,542627,YJR056C,.,-
chrV,490705,490706,YER158C,.,-
chrXIII,208990,208991,YML035C,.,-
chrV,126349,126350,YEL016C,.,-
chrXIII,505186,505187,YMR119W,.,+
chrXII,932792,932793,YLR407W,.,+
chrXIII,594653,594654,YMR166C,.,-
chrXV,767973,767974,YOR228C,.,-
chrXI,180547,180548,YKL140W,.,+
chrXIV,269885,269886,YNL197C,.,-
chrXVI,115144,115145,YPL230W,.,+
chrXII,36462,36463,YLL052C,.,-
chrX,120320,120321,YJL159W,.,+
chrIX,322193,322194,YIL015W,.,+
chrXII,1041519,1041520,YLR452C,.,-
chrIV,366075,366076,YDL049C,.,-
chrXII,273865,273866,YLR069C,.,-
chrXI,507969,507970,YKR035W-A,.,+
chrXII,568445,568446,YLR214W,.,+
chrIII,193170,193171,YCR036W,.,+
chrX,189568,189569,YJL123C,.,-
chrV,451580,451581,YER140W,.,+
chrX,517505,517506,YJR043C,.,-
chrIV,1126019,1126020,YDR328C,.,-
chrVII,123454,123455,YGL200C,.,-
chrIX,304107,304108,YIL027C,.,-
chrIV,884720,884721,YDR211W,.,+
chrII,738571,738572,YBR265W,.,+
chrX,88768,88769,YJL179W,.,+
chrVIII,302739,302740,YHR099W,.,+
chrXII,49765,49766,YLL043W,.,+
chrXVI,919352,919353,YPR191W,.,+
chrXVI,584075,584076,YPR011C,.,-
chrVI,255092,255093,YFR053C,.,-
chrX,450955,450956,YJR007W,.,+
chrVII,420633,420634,YGL040C,.,-
chrVIII,98026,98027,YHL007C,.,-
chrVIII,101973,101974,YHL003C,.,-
chrII,59579,59580,YBL088C,.,-
chrXIII,321949,321950,YMR024W,.,+
chrXIV,104026,104027,YNL284C,.,-
chrVII,1051682,1051683,YGR280C,.,-
chrV,121511,121512,YEL018W,.,+
chrXII,777826,777827,YLR321C,.,-
chrXV,1065079,1065080,YOR385W,.,+
chrXI,154414,154415,YKL159C,.,-
chrVIII,499114,499115,YHR200W,.,+
chrIV,1399048,1399049,YDR469W,.,+
chrXII,502128,502129,YLR172C,.,-
chrXII,433693,433694,YLR146C,.,-
chrXIV,44477,44478,YNL314W,.,+
chrVIII,39456,39457,YHL031C,.,-
chrXV,44965,44966,YOL149W,.,+
chrXI,592517,592518,YKR081C,.,-
chrI,192639,192640,YAR042W,.,+
chrXII,924427,924428,YLR401C,.,-
chrXII,937218,937219,YLR409C,.,-
chrXV,53111,53112,YOL144W,.,+
chrX,407570,407571,YJL014W,.,+
chrXI,575966,575967,YKR071C,.,-
chrXIV,19288,19289,YNL330C,.,-
chrXI,625874,625875,YKR095W-A,.,+
chrVII,1038490,1038491,YGR271C-A,.,-
chrXVI,100504,100505,YPL237W,.,+
chrVI,153116,153117,YFR003C,.,-
chrV,342160,342161,YER091C,.,-
chrIV,916490,916491,YDR226W,.,+
chrIV,423505,423506,YDL018C,.,-
chrIV,715374,715375,YDR129C,.,-
chrIII,40720,40721,YCL049C,.,-
chrIX,77279,77280,YIL145C,.,-
chrVIII,442182,442183,YHR169W,.,+
chrIV,1267469,1267470,YDR398W,.,+
chrIX,374521,374522,YIR009W,.,+
chrXII,408440,408441,YLR133W,.,+
chrII,318260,318261,YBR041W,.,+
chrXV,960191,960192,YOR340C,.,-
chrV,177823,177824,YER012W,.,+
chrXII,871681,871682,YLR375W,.,+
chrXIV,66490,66491,YNL299W,.,+
chrXV,575070,575071,YOR133W,.,+
chrV,122962,122963,YEL017C-A,.,-
chrX,272533,272534,YJL087C,.,-
chrIII,94320,94321,YCL017C,.,-
chrVII,115961,115962,YGL202W,.,+
chrXI,428657,428658,YKL008C,.,-
chrXIV,198054,198055,YNL241C,.,-
chrXVI,11762,11763,YPL280W,.,+
chrIV,975910,975911,YDR259C,.,-
chrIV,224064,224065,YDL132W,.,+
chrIV,94516,94517,YDL204W,.,+
chrXV,836588,836589,YOR273C,.,-
chrVII,809587,809588,YGR161C,.,-
chrXIII,541022,541023,YMR136W,.,+
chrXI,356450,356451,YKL043W,.,+
chrVII,196776,196777,YGL163C,.,-
chrXIII,836791,836792,YMR283C,.,-
chrV,19513,19514,YEL070W,.,+
chrIV,399380,399381,YDL029W,.,+
chrVII,299999,300000,YGL111W,.,+
