chromosome,start,end,gene,stable/fragile,gene orientation
chrXII,73294,73295,YLL034C,fragile,-
chrXV,481857,481858,YOR085W,fragile,+
chrXV,733612,733613,YOR208W,fragile,+
chrXV,733612,733613,YOR207C,fragile,-
chrXI,134247,134248,YKL167C,fragile,-
chrXIV,668238,668239,YNR021W,fragile,+
chrXIII,348402,348403,YMR038C,fragile,-
chrXV,400235,400236,YOR035C,fragile,-
chrXV,400235,400236,YOR036W,fragile,+
chrIV,952614,952615,YDR245W,fragile,+
chrXIII,668364,668365,YMR203W,fragile,+
chrII,306136,306137,YBR034C,fragile,-
chrIV,145644,145645,YDL175C,fragile,-
chrIV,308288,308289,YDL082W,fragile,+
chrIV,1478475,1478476,YDR518W,fragile,+
chrX,559287,559288,YJR066W,fragile,+
chrX,559287,559288,YJR065C,fragile,-
chrXIII,560832,560833,YMR149W,fragile,+
chrXVI,736816,736817,YPR104C,fragile,-
chrVII,131401,131402,YGL195W,fragile,+
chrII,484635,484636,YBR122C,fragile,-
chrIV,971584,971585,YDR257C,fragile,-
chrX,47560,47561,YJL207C,fragile,-
chrXI,125635,125636,YKL172W,fragile,+
chrX,407449,407450,YJL014W,fragile,+
chrXVI,95314,95315,YPL242C,fragile,-
chrV,500513,500514,YER161C,fragile,-
chrII,805026,805027,YBR298C,fragile,-
chrXV,727373,727374,YOR206W,fragile,+
chrXV,727373,727374,YOR205C,fragile,-
chrIV,1002337,1002338,YDR266C,fragile,-
chrII,242680,242681,YBR003W,fragile,+
chrII,242680,242681,YBR002C,fragile,-
chrXVI,165944,165945,YPL203W,fragile,+
chrVI,123254,123255,YFL007W,fragile,+
chrX,186812,186813,YJL125C,fragile,-
chrXVI,529493,529494,YPL013C,fragile,-
chrXVI,529493,529494,YPL012W,fragile,+
chrXVI,49095,49096,YPL260W,fragile,+
chrVIII,187786,187787,YHR040W,fragile,+
chrVII,1063269,1063270,YGR285C,fragile,-
chrXII,100704,100705,YLL021W,fragile,+
chrX,594715,594716,YJR090C,fragile,-
chrIX,244587,244588,YIL062C,fragile,-
chrII,398396,398397,YBR079C,fragile,-
chrII,132319,132320,YBL046W,fragile,+
chrII,132319,132320,YBL047C,fragile,-
chrXV,43517,43518,YOL151W,fragile,+
chrIV,704309,704310,YDR127W,fragile,+
chrXIII,82988,82989,YML093W,fragile,+
chrXIV,292864,292865,YNL185C,fragile,-
chrXIII,701316,701317,YMR216C,fragile,-
chrX,319883,319884,YJL061W,fragile,+
chrVIII,173128,173129,YHR032W,fragile,+
chrVIII,173128,173129,YHR031C,fragile,-
chrIV,251433,251434,YDL116W,fragile,+
chrXI,82793,82794,YKL190W,fragile,+
chrXII,844081,844082,YLR359W,fragile,+
chrVIII,277851,277852,YHR086W,fragile,+
chrXIII,696632,696633,YMR215W,fragile,+
chrV,156652,156653,YER002W,fragile,+
chrIV,1445683,1445684,YDR497C,fragile,-
chrXV,880842,880843,YOR301W,fragile,+
chrIV,304974,304975,YDL084W,fragile,+
chrIV,20379,20380,YDL241W,fragile,+
chrXIII,517382,517383,YMR125W,fragile,+
chrVIII,261929,261930,YHR079C,fragile,-
chrXII,63870,63871,YLL040C,fragile,-
chrXII,1006218,1006219,YLR433C,fragile,-
chrXIV,307248,307249,YNL176C,fragile,-
chrVIII,459135,459136,YHR178W,fragile,+
chrXVI,156347,156348,YPL210C,fragile,-
chrXV,960352,960353,YOR340C,fragile,-
chrV,326087,326088,YER082C,fragile,-
chrXV,70174,70175,YOL133W,fragile,+
chrXV,70174,70175,YOL135C,fragile,-
chrV,13473,13474,YEL072W,fragile,+
chrV,39757,39758,YEL061C,fragile,-
chrX,421794,421795,YJL008C,fragile,-
chrVII,729852,729853,YGR119C,fragile,-
chrVII,452244,452245,YGL022W,fragile,+
chrVII,452244,452245,YGL023C,fragile,-
chrIV,497549,497550,YDR027C,fragile,-
chrXIII,628878,628879,YMR185W,fragile,+
chrVIII,402811,402812,YHR154W,fragile,+
chrIV,504963,504964,YDR032C,fragile,-
chrII,113563,113564,YBL056W,fragile,+
chrII,113563,113564,YBL057C,fragile,-
chrXIII,99543,99544,YML085C,fragile,-
chrVIII,281370,281371,YHR088W,fragile,+
chrXV,712687,712688,YOR194C,fragile,-
chrXV,712687,712688,YOR195W,fragile,+
chrVII,157728,157729,YGL181W,fragile,+
chrXVI,866613,866614,YPR161C,fragile,-
chrVII,306430,306431,YGL106W,fragile,+
chrVII,306430,306431,YGL107C,fragile,-
chrVII,98780,98781,YGL207W,fragile,+
chrVII,81330,81331,YGL222C,fragile,-
chrIV,842172,842173,YDR191W,fragile,+
chrIV,842172,842173,YDR190C,fragile,-
chrV,70352,70353,YEL043W,fragile,+
chrXII,131580,131581,YLL008W,fragile,+
chrXII,131580,131581,YLL009C,fragile,-
chrXV,307784,307785,YOL010W,fragile,+
chrIV,794361,794362,YDR169C,fragile,-
chrXIII,355238,355239,YMR044W,fragile,+
chrXV,421792,421793,YOR048C,fragile,-
chrXII,552143,552144,YLR203C,fragile,-
chrXII,552143,552144,YLR204W,fragile,+
chrIV,1067582,1067583,YDR302W,fragile,+
chrIV,1196419,1196420,YDR361C,fragile,-
chrX,578747,578748,YJR078W,fragile,+
chrIV,1250051,1250052,YDR388W,fragile,+
chrIV,1250051,1250052,YDR387C,fragile,-
chrV,281501,281502,YER063W,fragile,+
chrIX,220852,220853,YIL075C,fragile,-
chrIV,1328673,1328674,YDR430C,fragile,-
chrVIII,360780,360781,YHR127W,fragile,+
chrVII,770425,770426,YGR141W,fragile,+
chrIV,1178334,1178335,YDR351W,fragile,+
chrIV,1178334,1178335,YDR350C,fragile,-
chrX,383715,383716,YJL033W,fragile,+
chrXIV,182765,182766,YNL247W,fragile,+
chrXIV,182765,182766,YNL248C,fragile,-
chrXI,592687,592688,YKR082W,fragile,+
chrXI,592687,592688,YKR081C,fragile,-
chrIV,964935,964936,YDR254W,fragile,+
chrXII,523474,523475,YLR186W,fragile,+
chrII,679351,679352,YBR229C,fragile,-
chrVII,87394,87395,YGL215W,fragile,+
chrXI,178295,178296,YKL142W,fragile,+
chrXI,255574,255575,YKL100C,fragile,-
chrI,31028,31029,YAL062W,fragile,+
chrXIV,424694,424695,YNL106C,fragile,-
chrII,23898,23899,YBL102W,fragile,+
chrII,23898,23899,YBL103C,fragile,-
chrXIV,723280,723281,YNR053C,fragile,-
chrVIII,181842,181843,YHR037W,fragile,+
chrII,776413,776414,YBR287W,fragile,+
chrVII,1076275,1076276,YGR289C,fragile,-
chrXII,990666,990667,YLR429W,fragile,+
chrXVI,415637,415638,YPL074W,fragile,+
chrXVI,444397,444398,YPL059W,fragile,+
chrXVI,251899,251900,YPL159C,fragile,-
chrIV,1386675,1386676,YDR463W,fragile,+
chrXV,851968,851969,YOR287C,fragile,-
chrXII,380739,380740,YLR116W,fragile,+
chrVII,532730,532731,YGR026W,fragile,+
chrVII,532730,532731,YGR024C,fragile,-
chrVII,364178,364179,YGL077C,fragile,-
chrVII,208791,208792,YGL157W,fragile,+
chrXVI,539050,539051,YPL009C,fragile,-
chrXVI,539050,539051,YPL008W,fragile,+
chrVII,750227,750228,YGR128C,fragile,-
chrVII,750227,750228,YGR129W,fragile,+
chrIV,394071,394072,YDL031W,fragile,+
chrIV,394071,394072,YDL033C,fragile,-
chrXIV,108305,108306,YNL281W,fragile,+
chrVI,22982,22983,YFL054C,fragile,-
chrXI,461452,461453,YKR010C,fragile,-
chrXV,900107,900108,YOR311C,fragile,-
chrXVI,752060,752061,YPR112C,fragile,-
chrXVI,752060,752061,YPR113W,fragile,+
chrXIII,513458,513459,YMR123W,fragile,+
chrXII,296329,296330,YLR083C,fragile,-
chrXIII,272946,272947,YMR003W,fragile,+
chrXVI,305145,305146,YPL129W,fragile,+
chrXII,699752,699753,YLR277C,fragile,-
chrVI,149897,149898,YFR002W,fragile,+
chrVII,321629,321630,YGL097W,fragile,+
chrVII,478865,478866,YGL009C,fragile,-
chrXVI,153312,153313,YPL211W,fragile,+
chrXVI,153312,153313,YPL212C,fragile,-
chrXIII,271676,271677,YMR001C,fragile,-
chrIII,279973,279974,YCR092C,fragile,-
chrIII,279973,279974,YCR093W,fragile,+
chrXI,576130,576131,YKR071C,fragile,-
chrII,549221,549222,YBR154C,fragile,-
chrXV,61224,61225,YOL139C,fragile,-
chrIV,1385935,1385936,YDR462W,fragile,+
chrIV,1385935,1385936,YDR461C-A,fragile,-
chrV,51716,51717,YEL055C,fragile,-
chrV,541541,541542,YER176W,fragile,+
chrIV,1059480,1059481,YDR299W,fragile,+
chrXII,937378,937379,YLR410W,fragile,+
chrXII,937378,937379,YLR409C,fragile,-
chrI,61177,61178,YAL042W,fragile,+
chrI,61177,61178,YAL043C,fragile,-
chrVIII,117673,117674,YHR006W,fragile,+
chrIII,190451,190452,YCR034W,fragile,+
chrVII,1051843,1051844,YGR280C,fragile,-
chrVII,107714,107715,YGL206C,fragile,-
chrXIV,690108,690109,YNR034W,fragile,+
chrII,515535,515536,YBR139W,fragile,+
chrII,515535,515536,YBR138C,fragile,-
chrV,337763,337764,YER090W,fragile,+
chrIX,285380,285381,YIL036W,fragile,+
chrVII,646964,646965,YGR083C,fragile,-
chrXII,576538,576539,YLR220W,fragile,+
chrIV,258746,258747,YDL112W,fragile,+
chrIV,258746,258747,YDL113C,fragile,-
chrXIV,695463,695464,YNR037C,fragile,-
chrXIV,695463,695464,YNR038W,fragile,+
chrXV,989636,989637,YOR349W,fragile,+
chrXII,669067,669068,YLR262C,fragile,-
chrXVI,52802,52803,YPL259C,fragile,-
chrX,227191,227192,YJL104W,fragile,+
chrXV,405524,405525,YOR039W,fragile,+
chrXV,405524,405525,YOR038C,fragile,-
chrXI,127224,127225,YKL171W,fragile,+
chrX,641877,641878,YJR117W,fragile,+
chrXII,17823,17824,YLL062C,fragile,-
chrXII,17823,17824,YLL061W,fragile,+
chrXIV,185362,185363,YNL246W,fragile,+
chrIII,186189,186190,YCR033W,fragile,+
chrX,130887,130888,YJL155C,fragile,-
chrXVI,888839,888840,YPR175W,fragile,+
chrIII,206774,206775,YCR043C,fragile,-
chrIII,246784,246785,YCR073C,fragile,-
chrIII,246784,246785,YCR073W-A,fragile,+
chrII,761111,761112,YBR279W,fragile,+
chrXVI,118150,118151,YPL228W,fragile,+
chrVII,249724,249725,YGL137W,fragile,+
chrXVI,96345,96346,YPL241C,fragile,-
chrV,512360,512361,YER166W,fragile,+
chrXV,915323,915324,YOR320C,fragile,-
chrXII,958264,958265,YLR418C,fragile,-
chrXII,958264,958265,YLR419W,fragile,+
chrVII,1026807,1026808,YGR270W,fragile,+
chrVII,1026807,1026808,YGR268C,fragile,-
chrVII,781644,781645,YGR145W,fragile,+
chrIII,238792,238793,YCR069W,fragile,+
chrII,300035,300036,YBR031W,fragile,+
chrV,150168,150169,YEL002C,fragile,-
chrXV,186890,186891,YOL077C,fragile,-
chrXV,186890,186891,YOL076W,fragile,+
chrVIII,328192,328193,YHR108W,fragile,+
chrVIII,328192,328193,YHR107C,fragile,-
chrII,172391,172392,YBL024W,fragile,+
chrIV,478882,478883,YDR016C,fragile,-
chrV,238235,238236,YER044C,fragile,-
chrVII,500028,500029,YGR003W,fragile,+
chrVII,500028,500029,YGR002C,fragile,-
chrXVI,883121,883122,YPR170W-B,fragile,+
chrII,362729,362730,YBR060C,fragile,-
chrVII,229973,229974,YGL146C,fragile,-
chrVII,229973,229974,YGL145W,fragile,+
chrI,33067,33068,YAL061W,fragile,+
chrVIII,210706,210707,YHR052W,fragile,+
chrXIII,192031,192032,YML043C,fragile,-
chrXV,299358,299359,YOL014W,fragile,+
chrVII,27636,27637,YGL252C,fragile,-
chrXII,1030703,1030704,YLR449W,fragile,+
chrXII,147732,147733,YLL001W,fragile,+
chrXV,87339,87340,YOL123W,fragile,+
chrVII,1060168,1060169,YGR283C,fragile,-
chrXIII,159990,159991,YML057W,fragile,+
chrIV,264274,264275,YDL111C,fragile,-
chrII,700174,700175,YBR239C,fragile,-
chrVII,428484,428485,YGL036W,fragile,+
chrIV,1239258,1239259,YDR382W,fragile,+
chrIV,1239258,1239259,YDR381C-A,fragile,-
chrV,332978,332979,YER087C-B,fragile,-
chrIV,190761,190762,YDL147W,fragile,+
chrIV,190761,190762,YDL148C,fragile,-
chrX,187911,187912,YJL124C,fragile,-
chrXII,363976,363977,YLR107W,fragile,+
chrXII,363976,363977,YLR106C,fragile,-
chrVI,110076,110077,YFL013C,fragile,-
chrXVI,581360,581361,YPR010C,fragile,-
chrXIII,370652,370653,YMR049C,fragile,-
chrX,217436,217437,YJL109C,fragile,-
chrX,636907,636908,YJR111C,fragile,-
chrX,636907,636908,YJR112W,fragile,+
chrXIII,731324,731325,YMR229C,fragile,-
chrI,101289,101290,YAL025C,fragile,-
chrIV,1224659,1224660,YDR374W-A,fragile,+
chrVI,56188,56189,YFL038C,fragile,-
chrIX,77890,77891,YIL144W,fragile,+
chrII,273859,273860,YBR017C,fragile,-
chrXVI,551850,551851,YPL004C,fragile,-
chrXVI,551850,551851,YPL003W,fragile,+
chrVIII,393428,393429,YHR148W,fragile,+
chrVIII,393428,393429,YHR147C,fragile,-
chrXIII,540200,540201,YMR135C,fragile,-
chrXVI,797409,797410,YPR133W-A,fragile,+
chrXVI,797409,797410,YPR133C,fragile,-
chrII,680216,680217,YBR230C,fragile,-
chrXVI,277676,277677,YPL146C,fragile,-
chrXIV,66356,66357,YNL299W,fragile,+
chrII,324183,324184,YBR043C,fragile,-
chrVIII,170600,170601,YHR030C,fragile,-
chrIV,52317,52318,YDL225W,fragile,+
chrIV,52317,52318,YDL226C,fragile,-
chrXI,581103,581104,YKR075C,fragile,-
chrXV,781648,781649,YOR237W,fragile,+
chrXIII,219975,219976,YML028W,fragile,+
chrIV,1489957,1489958,YDR524C-B,fragile,-
chrIV,539689,539690,YDR041W,fragile,+
chrVIII,276648,276649,YHR085W,fragile,+
chrIV,1388666,1388667,YDR464W,fragile,+
chrXVI,159710,159711,YPL207W,fragile,+
chrX,145015,145016,YJL145W,fragile,+
chrI,130626,130627,YAL012W,fragile,+
chrV,214882,214883,YER031C,fragile,-
chrV,214882,214883,YER032W,fragile,+
chrVII,67396,67397,YGL228W,fragile,+
chrVII,67396,67397,YGL229C,fragile,-
chrVIII,36193,36194,YHL033C,fragile,-
chrXVI,818189,818190,YPR143W,fragile,+
chrXVI,818189,818190,YPR141C,fragile,-
chrIV,715547,715548,YDR129C,fragile,-
chrIV,1125221,1125222,YDR326C,fragile,-
chrXIV,110691,110692,YNL280C,fragile,-
chrXII,127375,127376,YLL011W,fragile,+
chrXII,196701,196702,YLR026C,fragile,-
chrXVI,150433,150434,YPL214C,fragile,-
chrXVI,150433,150434,YPL213W,fragile,+
chrXII,166277,166278,YLR008C,fragile,-
chrIV,927049,927050,YDR231C,fragile,-
chrIV,927049,927050,YDR232W,fragile,+
chrVII,643913,643914,YGR082W,fragile,+
chrVII,643913,643914,YGR081C,fragile,-
chrX,381154,381155,YJL035C,fragile,-
chrX,381154,381155,YJL034W,fragile,+
chrXVI,29940,29941,YPL271W,fragile,+
chrXV,654081,654082,YOR171C,fragile,-
chrXV,654081,654082,YOR172W,fragile,+
chrIX,350189,350190,YIL002W-A,fragile,+
chrXV,898507,898508,YOR310C,fragile,-
chrXIII,275854,275855,YMR005W,fragile,+
chrXIV,220526,220527,YNL229C,fragile,-
chrXV,159011,159012,YOL087C,fragile,-
chrXV,159011,159012,YOL086W-A,fragile,+
chrII,449437,449438,YBR104W,fragile,+
chrXII,707254,707255,YLR285W,fragile,+
chrXII,707254,707255,YLR284C,fragile,-
chrIV,955528,955529,YDR247W,fragile,+
chrVII,362037,362038,YGL078C,fragile,-
chrIV,570477,570478,YDR060W,fragile,+
chrX,150746,150747,YJL140W,fragile,+
chrX,150746,150747,YJL141C,fragile,-
chrII,625539,625540,YBR202W,fragile,+
chrXI,49927,49928,YKL205W,fragile,+
chrIV,560876,560877,YDR052C,fragile,-
chrII,201878,201879,YBL014C,fragile,-
chrIV,977349,977350,YDR260C,fragile,-
chrIV,1443530,1443531,YDR496C,fragile,-
chrXV,216317,216318,YOL060C,fragile,-
chrIV,626227,626228,YDR090C,fragile,-
chrXIII,70320,70321,YML100W,fragile,+
chrXIII,70320,70321,YML101C,fragile,-
chrXII,40514,40515,YLL050C,fragile,-
chrXII,40514,40515,YLL049W,fragile,+
chrXIII,859088,859089,YMR295C,fragile,-
chrVII,280651,280652,YGL122C,fragile,-
chrXII,802521,802522,YLR336C,fragile,-
chrIV,558202,558203,YDR051C,fragile,-
chrX,555053,555054,YJR063W,fragile,+
chrIX,212370,212371,YIL078W,fragile,+
chrIX,212370,212371,YIL079C,fragile,-
chrVIII,390136,390137,YHR146W,fragile,+
chrXV,956701,956702,YOR338W,fragile,+
chrXIV,636857,636858,YNR006W,fragile,+
chrII,532353,532354,YBR143C,fragile,-
chrVII,182259,182260,YGL171W,fragile,+
chrXV,1000987,1000988,YOR353C,fragile,-
chrII,488678,488679,YBR125C,fragile,-
chrXV,807156,807157,YOR254C,fragile,-
chrII,124933,124934,YBL050W,fragile,+
chrII,124933,124934,YBL051C,fragile,-
chrXI,426094,426095,YKL010C,fragile,-
chrXVI,901715,901716,YPR184W,fragile,+
chrV,404518,404519,YER122C,fragile,-
chrV,404518,404519,YER123W,fragile,+
chrXIV,295830,295831,YNL183C,fragile,-
chrXVI,187939,187940,YPL190C,fragile,-
chrXIV,140674,140675,YNL267W,fragile,+
chrXIV,452160,452161,YNL091W,fragile,+
chrII,628800,628801,YBR203W,fragile,+
chrIV,281997,281998,YDL101C,fragile,-
chrVII,695278,695279,YGR103W,fragile,+
chrVII,695278,695279,YGR102C,fragile,-
chrXV,234628,234629,YOL051W,fragile,+
chrXVI,643673,643674,YPR036W,fragile,+
chrV,394123,394124,YER114C,fragile,-
chrIV,954183,954184,YDR246W,fragile,+
chrX,134118,134119,YJL154C,fragile,-
chrVIII,241501,241502,YHR072W-A,fragile,+
chrIV,126567,126568,YDL185W,fragile,+
chrXIII,228806,228807,YML022W,fragile,+
chrXIII,228806,228807,YML023C,fragile,-
chrXV,772351,772352,YOR231W,fragile,+
chrXI,208020,208021,YKL125W,fragile,+
chrII,615966,615967,YBR197C,fragile,-
chrIV,644036,644037,YDR097C,fragile,-
chrXIII,420232,420233,YMR076C,fragile,-
chrIX,46055,46056,YIL158W,fragile,+
chrV,414356,414357,YER126C,fragile,-
chrV,414356,414357,YER127W,fragile,+
chrV,545405,545406,YER177W,fragile,+
chrXI,442885,442886,YKR002W,fragile,+
chrXI,442885,442886,YKR001C,fragile,-
chrXI,262024,262025,YKL095W,fragile,+
chrXIII,101730,101731,YML082W,fragile,+
chrV,453288,453289,YER141W,fragile,+
chrV,284523,284524,YER064C,fragile,-
chrXV,1003366,1003367,YOR354C,fragile,-
chrXVI,14511,14512,YPL279C,fragile,-
chrXIII,486454,486455,YMR109W,fragile,+
chrXIII,347079,347080,YMR037C,fragile,-
chrXVI,393905,393906,YPL084W,fragile,+
chrVII,667924,667925,YGR092W,fragile,+
chrXI,107030,107031,YKL181W,fragile,+
chrII,227431,227432,YBL004W,fragile,+
chrXII,954412,954413,YLR414C,fragile,-
chrXV,860502,860503,YOR290C,fragile,-
chrXII,853320,853321,YLR363C,fragile,-
chrXII,853320,853321,YLR363W-A,fragile,+
chrXV,373591,373592,YOR021C,fragile,-
chrXII,607279,607280,YLR231C,fragile,-
chrIV,1090259,1090260,YDR313C,fragile,-
chrXV,441294,441295,YOR061W,fragile,+
chrXIV,317864,317865,YNL169C,fragile,-
chrXVI,534864,534865,YPL010W,fragile,+
chrXVI,534864,534865,YPL011C,fragile,-
chrXV,761400,761401,YOR224C,fragile,-
chrVII,676478,676479,YGR096W,fragile,+
chrXI,98469,98470,YKL183W,fragile,+
chrXV,949331,949332,YOR335C,fragile,-
chrXIII,41941,41942,YML115C,fragile,-
chrV,546669,546670,YER178W,fragile,+
chrXIII,514074,514075,YMR124W,fragile,+
chrXI,201906,201907,YKL128C,fragile,-
chrXIV,270040,270041,YNL197C,fragile,-
chrIV,924608,924609,YDR229W,fragile,+
chrIV,427116,427117,YDL014W,fragile,+
chrIV,427116,427117,YDL015C,fragile,-
chrV,69050,69051,YEL046C,fragile,-
chrIV,172315,172316,YDL160C,fragile,-
chrIV,172315,172316,YDL159W,fragile,+
chrIV,1494130,1494131,YDR528W,fragile,+
chrVII,1026003,1026004,YGR267C,fragile,-
chrXI,288735,288736,YKL078W,fragile,+
chrXII,559381,559382,YLR208W,fragile,+
chrIII,223390,223391,YCR057C,fragile,-
chrXII,80361,80362,YLL031C,fragile,-
chrIV,816687,816688,YDR177W,fragile,+
chrVIII,488481,488482,YHR193C,fragile,-
chrVIII,488481,488482,YHR194W,fragile,+
chrII,425963,425964,YBR088C,fragile,-
chrIV,1222547,1222548,YDR372C,fragile,-
chrIV,1222547,1222548,YDR373W,fragile,+
chrIV,1496704,1496705,YDR529C,fragile,-
chrVIII,149051,149052,YHR021C,fragile,-
chrIV,654884,654885,YDR100W,fragile,+
chrX,22882,22883,YJL217W,fragile,+
chrXVI,677053,677054,YPR061C,fragile,-
chrV,80297,80298,YEL039C,fragile,-
chrV,80297,80298,YEL038W,fragile,+
chrIX,117804,117805,YIL127C,fragile,-
chrIX,117804,117805,YIL126W,fragile,+
chrXIII,387152,387153,YMR055C,fragile,-
chrVIII,209420,209421,YHR051W,fragile,+
chrXIII,688966,688967,YMR211W,fragile,+
chrXIV,250449,250450,YNL211C,fragile,-
chrIV,238839,238840,YDL126C,fragile,-
chrXIV,48143,48144,YNL313C,fragile,-
chrXIV,48143,48144,YNL312W,fragile,+
chrXIII,129687,129688,YML072C,fragile,-
chrIV,657606,657607,YDR101C,fragile,-
chrXV,931355,931356,YOR327C,fragile,-
chrXIII,852309,852310,YMR291W,fragile,+
chrVII,970262,970263,YGR239C,fragile,-
chrII,666568,666569,YBR221C,fragile,-
chrXV,1039599,1039600,YOR374W,fragile,+
chrXIV,665146,665147,YNR019W,fragile,+
chrX,466394,466395,YJR016C,fragile,-
chrIV,1277455,1277456,YDR404C,fragile,-
chrIV,1277455,1277456,YDR405W,fragile,+
chrXV,609322,609323,YOR148C,fragile,-
chrXI,352942,352943,YKL046C,fragile,-
chrXIV,510371,510372,YNL062C,fragile,-
chrXIV,510371,510372,YNL061W,fragile,+
chrVII,596395,596396,YGR054W,fragile,+
chrXIV,392479,392480,YNL125C,fragile,-
chrV,400986,400987,YER119C,fragile,-
chrV,400986,400987,YER120W,fragile,+
chrXIV,359381,359382,YNL141W,fragile,+
chrXIII,137360,137361,YML068W,fragile,+
chrXI,256624,256625,YKL098W,fragile,+
chrXI,256624,256625,YKL099C,fragile,-
chrXIV,224632,224633,YNL225C,fragile,-
chrIV,111284,111285,YDL194W,fragile,+
chrVIII,517384,517385,YHR208W,fragile,+
chrIV,730441,730442,YDR138W,fragile,+
chrIV,814336,814337,YDR176W,fragile,+
chrIV,814336,814337,YDR175C,fragile,-
chrXIV,91677,91678,YNL287W,fragile,+
chrXI,284791,284792,YKL080W,fragile,+
chrXIII,158441,158442,YML059C,fragile,-
chrXIII,158441,158442,YML058W-A,fragile,+
chrXIII,558670,558671,YMR146C,fragile,-
chrXIV,280271,280272,YNL191W,fragile,+
chrVII,787123,787124,YGR147C,fragile,-
chrXII,1035906,1035907,YLR451W,fragile,+
chrXI,462936,462937,YKR011C,fragile,-
chrIX,148981,148982,YIL115C,fragile,-
chrXV,357319,357320,YOR014W,fragile,+
chrXIV,63106,63107,YNL302C,fragile,-
chrX,85514,85515,YJL181W,fragile,+
chrIV,453938,453939,YDR003W,fragile,+
chrX,136934,136935,YJL151C,fragile,-
chrXV,525065,525066,YOR109W,fragile,+
chrXII,910142,910143,YLR395C,fragile,-
chrVIII,190368,190369,YHR042W,fragile,+
chrIX,166082,166083,YIL107C,fragile,-
chrXI,196193,196194,YKL130C,fragile,-
chrVII,627217,627218,YGR068C,fragile,-
chrIV,867984,867985,YDR208W,fragile,+
chrII,216518,216519,YBL007C,fragile,-
chrII,454674,454675,YBR107C,fragile,-
chrII,454674,454675,YBR108W,fragile,+
chrXII,198232,198233,YLR027C,fragile,-
chrXIV,138017,138018,YNL270C,fragile,-
chrXII,212265,212266,YLR034C,fragile,-
chrX,612220,612221,YJR097W,fragile,+
chrX,647225,647226,YJR121W,fragile,+
chrXV,853230,853231,YOR288C,fragile,-
chrXV,853230,853231,YOR289W,fragile,+
chrVIII,234772,234773,YHR069C,fragile,-
