CHR|S288C|YJM975|RM11
CHR12|348510-349006|353566-353635|354251-354662
CHR12|363738-364116|354053-354463|355968-357984
CHR12|365330-366235|355769-357915|360277-361026
CHR12|366346-366667|360208-360956|363604-363862
CHR12|368124-368781|363534-363793|365291-365512
CHR12|369311-369697|365222-365442|367574-367766
CHR12|370098-370391|367504-367696|368448-368575
CHR12|370723-370791|368378-368505|369213-369550
CHR12|371210-371620|369143-369480|371258-371783
CHR12|372927-374355|371188-371713|373308-373993
CHR12|374427-374944|373238-373923|374369-376523
CHR12|377238-377985|374299-376453|376932-377805
CHR12|380564-380822|376862-377735|378559-378798
CHR12|382252-382471|378489-378728|381358-381570
CHR12|384534-384725|381288-381500|382472-382697
CHR12|385408-385534|382402-382627|385527-385833
CHR12|386175-386511|385457-385763|387100-387549
CHR12|388220-388744|387030-387479|389860-390322
CHR12|390270-390954|389790-390252|391193-391484
CHR12|391331-393484|391123-391414|393231-393762
CHR12|393894-394765|393161-393692|395452-396320
CHR12|395520-395758|395382-396250|398566-398840
CHR12|398319-398530|398495-398770|399696-400045
CHR12|399433-399657|399626-399975|401147-401476
CHR12|402488-402794|401077-401406|404432-404577
CHR12|404062-404510|404362-404507|406507-406717
CHR12|406822-407283|406437-406648|407807-408220
CHR12|408155-408445|407738-408151|409649-410362
CHR12|410193-410723|409580-410294|412418-412710
CHR12|412414-413281|412350-412642|415048-415201
CHR12|415527-415801|414980-415133|415805-415856
CHR12|416658-417006|415737-415788|416757-416903
CHR12|418109-418437|416689-416835|417090-417191
CHR12|421394-421542|417022-417123|417495-417674
CHR12|423473-423683|417427-417606|420429-420664
CHR12|424774-425186|420361-420596|422855-423498
CHR12|426616-427132|422787-423431|424318-424746
CHR12|427203-427329|424251-424681|425767-428640
CHR12|429386-429677|425702-425922|428640-428796
CHR12|432016-432168|427651-428488|428796-451073
CHR12|432773-432823|430538-430946|451073-451188
CHR12|433725-433870|431277-659054|451188-451192
CHR12|434058-434158|1005384-1005386|451192-452922
CHR12|434463-434641|1005386-1005560|453057-461167
CHR12|437397-437631|1006985-1007133|461167-461375
CHR12|439823-440467|1008296-1008669|461551-462978
CHR12|441288-441715|1069451-1069638|463126-464291
CHR12|442737-448650|1070907-1072294|464664-464777
CHR12|448721-451575|1072923-1073429|464777-465007
CHR12|451575-451785|1073535-1074298|465007-465167
CHR12|451786-454696|1074471-1077085|465167-465526
CHR12|455070-455181|1077984-1078441|465526-465528
CHR12|455182-455413|1078615-1079306|465528-467326
CHR12|455414-455571|1079616-1080085|467326-479304
CHR12|455572-455932|1080297-1081198|479304-479516
CHR12|455933-457732|1081458-1083283|479516-482910
CHR12|457733-458432|1083629-1084866|482910-485465
CHR12|458432-459676|1085174-1086633|485465-486156
CHR12|459796-460712|1086847-1089280|486156-487413
CHR12|460712-460922|1090105-1091987|487413-487528
CHR12|460923-462522|1092214-1092872|487528-487857
CHR12|462671-464318|1093157-1093761|487905-488097
CHR12|464319-464550|1094309-1095456|489565-490215
CHR12|464551-464708|1095725-1096716|490839-491184
CHR12|464709-465069|1096988-1099398|491941-492417
CHR12|465070-466869|1099590-1101058|495495-495852
CHR12|466870-467569|1101708-1102332|497938-498349
CHR12|467569-468813|1102677-1103434|501944-502767
CHR12|468827-468931|1103910-1106989|504241-504825
CHR12|468958-472465|1107346-1109432|505984-506345
CHR12|472479-472583|1109843-1113438|507141-507563
CHR12|472610-476333|1114260-1115734|508089-508363
CHR12|480279-481601|1116318-1117477|509126-509491
CHR12|481601-482045|1117838-1118634|510857-511523
CHR12|482059-482163|1119056-1119582|513252-513651
CHR12|482190-485697|1119856-1120619|515164-515407
CHR12|485711-485815|1120984-1122350|516322-516565
CHR12|485842-489349|1123015-1124744|516908-517064
CHR12|489469-489573|1125144-1126657|517845-518203
CHR12|489929-490406|1126902-1127817|519512-519823
CHR12|490594-498947|1128061-1128404|520157-520276
CHR12|499405-515262|1128560-1129341|521231-522137
CHR12|516410-517940|1129699-1131008|523980-524361
CHR12|520351-520543|1131319-1131653|526867-527130
CHR12|522012-522663|1131773-1132728|528022-528375
CHR12|523288-523632|1133632-1135466|529309-529586
CHR12|524390-524865|1135849-1138358|530967-531377
CHR12|527945-528300|1138621-1139513|532115-532445
CHR12|530387-530797|1139867-1140801|533865-534239
CHR12|534393-535214|1141078-1142459|535506-536151
CHR12|536689-537272|1142861-1143599|538210-538360
CHR12|538432-538792|1143929-1145349|539441-539678
CHR12|539589-540009|1145723-1146990|540792-541048
CHR12|540536-540809|1147635-1149693|541499-541733
CHR12|541573-541937|1149843-1150924|543918-544409
CHR12|543304-543968|1151161-1152275|545376-545946
CHR12|545698-546097|1152531-1152982|546607-546902
CHR12|547611-547853|1153216-1155401|549354-549817
CHR12|548769-549012|1155890-1156857|553073-554044
CHR12|549356-549511|1157427-1158088|555152-555275
CHR12|550293-550650|1158383-1160835|556497-556933
CHR12|551960-552270|1161298-1164554|558119-558141
CHR12|552605-552724|1165528-1166636|559621-561676
CHR12|553677-554578|1166759-1167981|564119-565869
CHR12|556419-556788|1168418-1169604|566443-566963
CHR12|559289-559551|1169626-1171106|567094-567690
CHR12|560444-560797|1173161-1175604|573005-573384
CHR12|561732-562008|1177354-1177928|574744-575050
CHR12|563390-563792|1178448-1178579|577148-577408
CHR12|564531-564860|1178902-1180262|579377-579419
CHR12|566281-566654|1180567-1182665|579740-579989
CHR12|567922-568567|1182925-1184894|581783-582375
CHR12|570627-570776|1184936-1185257|583810-583951
CHR12|571858-572096|1185506-1187301|584936-585152
CHR12|573211-573466|1187894-1189329|587778-588092
CHR12|573918-574151|1189470-1190455|590439-590537
CHR12|576337-576825|1190671-1193297|591501-591822
CHR12|577793-578362|1193611-1195958|592639-592789
CHR12|579024-579318|1196056-1197020|593951-594124
CHR12|581771-582233|1197341-1198158|594551-594740
CHR12|585490-586464|1198308-1199470|595818-596004
CHR12|587573-587695|1199645-1200072|596117-596305
CHR12|588918-589354|1200261-1201339|600974-601870
CHR12|590541-590562|1201525-1201638|603701-604391
CHR12|592043-592519|1201826-1206495|607524-607930
CHR12|592619-593438|1207391-1209222|608633-609078
CHR12|593438-594760|1209916-1213049|609670-610241
CHR12|598706-600019|1213455-1214158|611949-612019
CHR12|602463-604212|1214603-1215195|612587-613214
CHR12|604787-605300|1215766-1217474|613576-614038
CHR12|605432-605758|1217544-1218112|618445-620527
CHR12|607119-607425|1218739-1219101|621491-622417
CHR12|609524-609783|1219567-1223974|624533-624985
CHR12|611753-611794|1226056-1227020|626702-627545
CHR12|612117-612367|1227946-1230062|629580-629912
CHR12|614163-614755|1230514-1232231|629919-630237
CHR12|616191-616332|1233074-1235109|630565-631142
CHR12|617318-617533|1235441-1235448|631335-632009
CHR12|620160-620473|1235766-1236094|634491-634801
CHR12|622821-622918|1236672-1236865|635003-635496
CHR12|623883-624203|1237539-1240021|635611-636095
CHR12|625021-625168|1240329-1240531|637122-637287
CHR12|626331-626502|1241025-1241140|639391-639880
CHR12|626930-627118|1241624-1242651|641591-641869
CHR12|628197-628383|1242816-1244920|642512-642856
CHR12|628497-628684|1245409-1247120|643907-644408
CHR12|633354-634252|1247398-1248041|645231-645343
CHR12|636084-636780|1248385-1249436|648875-651103
CHR12|639914-640317|1249937-1250760|653048-653575
CHR12|641021-641464|1250872-1254404|655901-656398
CHR12|642057-642627|1256659-1258604|656819-657066
CHR12|644336-644404|1259131-1261457|658849-659181
CHR12|644973-645600|1261954-1262375|661519-662024
CHR12|645953-646415|1262622-1264405|666051-666515
CHR12|650923-651117|1264747-1267085|666983-667210
CHR12|652439-656934|1267585-1271612|668153-668222
CHR12|657006-658826|1272076-1272542|669063-669304
CHR12|659791-660716|1272769-1273712|669384-670168
CHR12|662833-663284|1273781-1274622|670192-670361
CHR12|665002-665844|1274943-1275727|670472-672129
CHR12|666816-667907|1275751-1275920|672985-674051
CHR12|668237-668244|1276031-1277688|674533-675127
CHR12|668563-668891|1278544-1279610|675448-676871
CHR12|669468-669662|1280092-1280686|677057-678993
CHR12|670340-672823|1281007-1282430|679113-679945
CHR12|673131-673334|1282616-1284552|680289-681433
CHR12|673828-673944|1284672-1285504|681760-682340
CHR12|674427-675455|1285848-1286992|682742-683400
CHR12|675619-677724|1287320-1287900|683970-684343
CHR12|678212-679924|1288302-1288960|684950-685273
CHR12|680200-680844|1289530-1289903|686014-686402
CHR12|681186-682238|1290511-1290833|686687-687381
CHR12|682737-683561|1291574-1291962|688034-690015
CHR12|683672-687202|1292250-1292944|690920-692265
CHR12|687859-687932|1293597-1295578|692790-693523
CHR12|689083-691029|1296483-1297828|693818-694170
CHR12|691555-693882|1298353-1299086|694180-695503
CHR12|694378-694800|1299381-1299733|697180-699515
CHR12|695046-696830|1299743-1301066|700129-705830
CHR12|697156-699495|1302404-1304739|706121-706820
CHR12|699999-704024|1305353-1311054|707589-708493
CHR12|704493-704960|1311345-1312044|708817-709079
CHR12|705186-706130|1312813-1313717|709907-710844
CHR12|706198-707040|1314041-1314303|711003-713735
CHR12|707360-708145|1315131-1316068|714191-718959
CHR12|708168-708338|1316227-1318961|719591-720786
CHR12|708448-710136|1319417-1324185|721433-722193
CHR12|710991-712058|1324819-1326014|722703-724292
CHR12|712537-713158|1326661-1327421|724526-726087
CHR12|713480-714904|1327931-1329520|726758-727216
CHR12|715089-717026|1329754-1331315|727218-728306
CHR12|717145-717978|1331986-1332444|728490-731141
CHR12|718317-719462|1332446-1333534|731264-733629
CHR12|719789-720370|1333715-1336364|733890-738253
CHR12|720771-721430|1336487-1338852|738534-739813
CHR12|721999-722373|1339113-1343476|740123-740901
CHR12|722978-723304|1343757-1345036|741165-742735
CHR12|724044-724433|1345346-1346124|743093-743328
CHR12|724721-725416|1346388-1347958|744124-744845
CHR12|726069-728051|1348316-1348551|745077-745336
CHR12|728955-730301|1349347-1350068|746864-748068
CHR12|730825-731559|1350300-1350559|748393-749283
CHR12|732090-732190|1352086-1353290|749614-751119
CHR12|732191-732542|1353615-1354505|752535-752542
CHR12|732553-733876|1354836-1356362|752911-753671
CHR12|734802-734875|1357778-1357785|756689-756777
CHR12|735212-737548|1358154-1358914|756900-756996
CHR12|738161-743863|1361596-1361684|757140-757226
CHR12|744151-744851|1361807-1361903|757776-758101
CHR12|745620-746525|1362047-1362133|759631-761792
CHR12|746848-747111|1362683-1363008|761898-764596
CHR12|747937-748875|1364539-1366700|764851-767303
CHR12|749034-751769|1366806-1369504|768084-769021
CHR12|752224-756993|1369759-1372211|769581-771013
CHR12|757637-758833|1372992-1373929|772194-777823
CHR12|759480-760241|1374489-1375921|778007-778179
CHR12|760750-762342|1377101-1382730|778291-779957
CHR12|762575-764137|1382914-1383086|781481-781551
CHR12|764808-765266|1383198-1384864|782181-783010
CHR12|765269-766358|1385995-1386065|783379-784907
CHR12|766542-769196|1386695-1387524|785155-785459
CHR12|769318-771684|1387893-1389421|786640-789224
CHR12|771940-776304|1389669-1389973|789786-790681
CHR12|776584-777864|1391154-1393738|791542-792191
CHR12|778173-778952|1394303-1395198|792303-793177
CHR12|779215-780786|1396059-1396708|793926-796348
CHR12|781143-781379|1396819-1397693|797161-798968
CHR12|782174-782896|1398442-1400864|799156-800162
CHR12|783127-783387|1401677-1403484|800882-802068
CHR12|784354-784453|1403672-1404678|803138-803730
CHR12|784913-786118|1405398-1406584|804148-806304
CHR12|786442-787333|1407654-1408246|806816-806866
CHR12|787664-789679|1408664-1410820|807099-808546
CHR12|790669-790676|1411332-1411382|808941-810226
CHR12|791046-791806|1411615-1413062|810259-811961
CHR12|793918-793989|1413457-1414742|812221-812513
CHR12|794486-794575|1414775-1416477|812701-814853
CHR12|794697-794794|1416737-1417029|815329-815984
CHR12|794937-795024|1417217-1419369|816295-816551
CHR12|795573-795899|1419845-1420500|816896-817224
CHR12|797178-797249|1420811-1421067|818033-818364
CHR12|797430-799592|1421412-1421740|819274-819542
CHR12|799697-802396|1422549-1422880|819751-820148
CHR12|802653-805106|1423791-1424059|820372-822167
CHR12|805887-806825|1424268-1424665|822384-824356
CHR12|807385-808818|1424889-1426684|824551-825086
CHR12|809997-815627|1426901-1428873|825547-829613
CHR12|815810-815983|1429068-1429603|830183-831219
CHR12|816094-817761|1430064-1434130|831491-834195
CHR12|818609-818680|1434701-1435737|834526-835556
CHR12|819312-820142|1436009-1438713|835656-836383
CHR12|820511-822040|1439044-1440074|836580-837625
CHR12|822287-822592|1440174-1440901|838567-840008
CHR12|823828-826413|1441100-1442145|841109-842334
CHR12|826977-827873|1443089-1444530|842550-844750
CHR12|828730-829380|1445631-1446856|844898-847581
CHR12|829489-830364|1447072-1449272|848119-851462
CHR12|831116-833539|1449422-1452105|851682-855730
CHR12|834352-836163|1452643-1455986|855823-856220
CHR12|836350-837357|1456206-1460254|856459-859100
CHR12|838066-839253|1460348-1460745|859205-860502
CHR12|840321-840914|1460984-1463625|861482-861651
CHR12|841331-843487|1463730-1465027|862010-862211
CHR12|844000-844050|1466007-1466176|862407-865489
CHR12|844282-845730|1466535-1466736|865896-866233
CHR12|846103-847388|1466932-1470014|866554-867269
CHR12|847422-849124|1470421-1470758|867579-869134
CHR12|849383-849679|1471079-1471794|869909-870747
CHR12|849866-852019|1472104-1473659|870780-872227
CHR12|852495-853151|1474434-1475272|872559-872794
CHR12|853461-853718|1475305-1476752|873065-875139
CHR12|854062-854391|1477084-1477319|875380-877721
CHR12|855199-855531|1477590-1479664|877982-881844
CHR12|856442-856710|1479905-1482246|882362-884421
CHR12|856920-857317|1482507-1486369|885267-887272
CHR12|857540-859336|1486887-1488946|888393-890443
CHR12|859552-861525|1489792-1491797|891569-892425
CHR12|861718-862254|1492918-1494968|892615-893717
CHR12|862714-866784|1496094-1496950|893891-894580
CHR12|867354-868391|1497140-1498242|895032-895181
CHR12|868662-871367|1498416-1499105|895794-896479
CHR12|871697-872728|1499557-1499706|896712-897079
CHR12|872826-873554|1500319-1501004|897241-900059
CHR12|873746-874792|1501237-1501604|900362-903801
CHR12|875376-875471|1501766-1504584|904110-904834
CHR12|875736-877178|1504893-1508332|905225-906048
CHR12|878282-879508|1508641-1509365|907124-907329
CHR12|879723-881924|1509757-1510580|908013-910039
CHR12|882067-884751|1511656-1511734|910210-911000
CHR12|885288-888632|1513577-1515603|911116-911453
CHR12|888851-892900|1515774-1516564|911867-913566
CHR12|892992-893390|1516680-1517017|913771-914951
CHR12|893628-896270|1517431-1519130|915285-919588
CHR12|896374-897672|1519335-1520515|920641-921734
CHR12|898651-898821|1520849-1525152|921946-922415
CHR12|899180-899382|1526206-1527299|922753-928550
CHR12|899577-902660|1527511-1527980|928773-930025
CHR12|903066-903404|1528318-1534115|930251-932376
CHR12|903724-904440|1534338-1535590|934783-938705
CHR12|904749-906305|1535816-1537941|938951-940000
CHR12|907079-907918|1540012-1543934|940316-942327
CHR12|907950-909398|1544180-1545230|942665-944619
CHR12|909729-909965|1545546-1547557|945321-952015
CHR12|910235-912310|1547895-1549849|952229-953589
CHR12|912550-914892|1550552-1557246|954445-956015
CHR12|915156-919019|1557460-1558820|956235-957895
CHR12|919536-921596|1559674-1561244|958266-958882
CHR12|922442-924448|1561464-1563124|959309-963132
CHR12|925568-927619|1563500-1564116|963509-963909
CHR12|928743-929600|1564543-1568366|964392-965665
CHR12|929789-930892|1568744-1569150|965799-966067
CHR12|931065-931755|1569633-1570906|966389-967347
CHR12|932206-932355|1571041-1571309|967467-969595
CHR12|932967-933653|1571631-1572589|970040-970806
CHR12|933885-934253|1572710-1574838|971213-974148
CHR12|934414-937233|1575283-1576049|974523-975868
CHR12|937541-940981|1576445-1579380|976087-976734
CHR12|942799-946796|1579755-1581100|977113-978413
CHR12|947253-947978|1581319-1581966|978758-979794
CHR12|948368-949192|1582354-1583654|980756-981670
CHR12|950267-950473|1583995-1585031|982738-983915
CHR12|951156-953183|1585993-1586907|984531-987667
CHR12|953353-954144|1587976-1589153|987997-990656
CHR12|954259-954597|1589769-1592905|991175-993270
CHR12|955010-956710|1593235-1595894|993704-994890
CHR12|956914-958095|1596413-1598508|995904-1003789
CHR12|958428-962735|1598942-1600128|1003975-1004046
CHR12|962972-963055|1601142-1609027|1004046-1004047
CHR12|963785-964879|1611098-1612011|1005860-1006773
CHR12|965090-965560|1612537-1613150|1007299-1007912
CHR12|965897-971695|1613279-1614237|1008041-1008999
CHR12|971917-973170|1614802-1615985|1009564-1010747
