Chromosome_Name,strand,feature_type,gene_class,husinga_classification,systematic_id,common_name,NFR/NDR_Start,NFR/NDR_End,NFR/NDR_Length,nucleosome_stability,TATA_type
CHR1,-,02_STM,02a_RSTM_NFR/NDR,TFIID-dominated,YAL005C_NFR/NDR,SSA1,142202.0,141570.0,632.0,fragile,TATA_box
CHR14,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YNL125C_NFR/NDR,ESBP6,392630.0,392341.0,289.0,fragile,TATA_like
CHR15,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YOR370C_NFR/NDR,MRS6,1031595.0,1031267.0,328.0,nan,TATA_like
CHR7,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YGL190C_NFR/NDR,CDC55,148349.0,147900.0,449.0,fragile, 
CHR1,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YAL054C_NFR/NDR,ACS1,45361.0,44987.0,374.0,nan, 
CHR10,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YJR119C_NFR/NDR,JHD2,646902.0,646532.0,370.0,fragile,TATA_like
CHR12,-,02_STM,02a_RSTM_NFR/NDR,TFIID-dominated,YLR285C-A_NFR/NDR,nan,710891.0,710559.0,332.0,nan, 
CHR9,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YIL105C_NFR/NDR,SLM1,170029.0,169755.0,274.0,stable, 
CHR2,-,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YBR169C_NFR/NDR,SSE2,576380.0,576072.0,308.0,stable, 
CHR12,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YLL051C_NFR/NDR,FRE6,39613.0,39475.0,138.0,stable,TATA_like
CHR16,-,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YPL089C_NFR/NDR,RLM1,381671.0,381350.0,321.0,fragile,TATA_like
CHR16,-,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YPR156C_NFR/NDR,TPO3,840498.0,840022.0,476.0,stable,TATA_box
CHR12,-,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YLR153C_NFR/NDR,ACS2,448145.0,447593.0,552.0,fragile,TATA_box
CHR12,-,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YLR399C_NFR/NDR,BDF1,922001.0,921643.0,358.0,fragile,TATA_like
CHR15,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YOL158C_NFR/NDR,ENB1,21944.0,21630.0,314.0,fragile,TATA_like
CHR10,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YJL101C_NFR/NDR,GSH1,236862.0,236489.0,373.0,fragile,TATA_like
CHR10,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YJR045C_NFR/NDR,SSC1,522032.0,521883.0,149.0,fragile,TATA_like
CHR4,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YDR490C_NFR/NDR,PKH1,1434532.0,1434294.0,238.0,fragile,TATA_like
CHR8,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YHR149C_NFR/NDR,SKG6,397242.0,396770.0,472.0,fragile,TATA_like
CHR9,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YIL055C_NFR/NDR,nan,254833.0,254423.0,410.0,nan, 
CHR2,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YBR007C_NFR/NDR,DSF2,251878.0,251128.0,750.0,fragile,TATA_like
CHR13,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YMR008C_NFR/NDR,PLB1,283095.0,282840.0,255.0,stable, 
CHR8,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YHR161C_NFR/NDR,YAP1801,422945.0,422665.0,280.0,stable,TATA_like
CHR4,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YDR258C_NFR/NDR,HSP78,974599.0,974296.0,303.0,stable,TATA_box
CHR10,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YJL141C_NFR/NDR,YAK1,150879.0,150511.0,368.0,fragile,TATA_like
CHR7,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YGR067C_NFR/NDR,nan,625511.0,624843.0,668.0,stable, 
CHR11,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YKL054C_NFR/NDR,DEF1,339313.0,338821.0,492.0,fragile,TATA_like
CHR12,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YLR228C_NFR/NDR,ECM22,602631.0,602410.0,221.0,stable,TATA_box
CHR12,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YLR304C_NFR/NDR,ACO1,737904.0,737485.0,419.0,fragile,TATA_box
CHR3,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YCL030C_NFR/NDR,HIS4,68734.0,68378.0,356.0,stable,TATA_like
CHR7,-,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YGR250C_NFR/NDR,RIE1,994361.0,993687.0,674.0,fragile,TATA_box
CHR16,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YPR091C_NFR/NDR,NVJ2,718664.0,718447.0,217.0,stable,TATA_like
CHR4,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YDR264C_NFR/NDR,AKR1,998685.0,998330.0,355.0,stable,TATA_like
CHR16,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YPR181C_NFR/NDR,SEC23,899964.0,899673.0,291.0,stable,TATA_like
CHR2,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YBR069C_NFR/NDR,TAT1,379270.0,378520.0,750.0,fragile,TATA_box
CHR4,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YDL126C_NFR/NDR,CDC48,238954.0,238662.0,292.0,fragile,TATA_like
CHR13,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YMR302C_NFR/NDR,YME2,873029.0,872622.0,407.0,fragile,TATA_like
CHR10,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YJL187C_NFR/NDR,SWE1,79714.0,79390.0,324.0,fragile,TATA_like
CHR2,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YBR049C_NFR/NDR,REB1,337262.0,336950.0,312.0,fragile,TATA_like
CHR2,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YBR133C_NFR/NDR,HSL7,504824.0,504381.0,443.0,fragile,TATA_box
CHR4,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YDL148C_NFR/NDR,NOP14,190915.0,190580.0,335.0,fragile,TATA_like
CHR2,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YBR238C_NFR/NDR,nan,698111.0,697361.0,750.0,fragile,TATA_like
CHR13,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YMR016C_NFR/NDR,SOK2,306321.0,305809.0,512.0,stable, 
CHR4,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YDR207C_NFR/NDR,UME6,868114.0,867802.0,312.0,stable,TATA_like
CHR13,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YMR031C_NFR/NDR,EIS1,335194.0,334829.0,365.0,fragile,TATA_like
CHR10,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YJL165C_NFR/NDR,HAL5,109838.0,109573.0,265.0,stable, 
CHR4,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YDR186C_NFR/NDR,SND1,836075.0,835499.0,576.0,fragile,TATA_like
CHR13,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YMR037C_NFR/NDR,MSN2,347245.0,346916.0,329.0,fragile, 
CHR9,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YIL047C_NFR/NDR,SYG1,268222.0,267845.0,377.0,fragile,TATA_like
CHR7,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YGL229C_NFR/NDR,SAP4,67590.0,67178.0,412.0,fragile,TATA_like
CHR4,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YDR006C_NFR/NDR,SOK1,461674.0,461318.0,356.0,fragile,TATA_like
CHR3,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YCR037C_NFR/NDR,PHO87,197432.0,197226.0,206.0,stable,TATA_like
CHR13,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YML035C_NFR/NDR,AMD1,209470.0,208991.0,479.0,fragile,TATA_like
CHR10,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YJL212C_NFR/NDR,OPT1,36784.0,36241.0,543.0,stable,TATA_box
CHR16,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YPL141C_NFR/NDR,FRK1,286631.0,286319.0,312.0,stable,TATA_like
CHR15,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YOR071C_NFR/NDR,NRT1,462065.0,461716.0,349.0,fragile, 
CHR9,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YIL109C_NFR/NDR,SEC24,160453.0,160195.0,258.0,stable,TATA_like
CHR5,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YER075C_NFR/NDR,PTP3,311748.0,311405.0,343.0,fragile,TATA_like
CHR8,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YHL016C_NFR/NDR,DUR3,75429.0,74997.0,432.0,nan,TATA_box
CHR8,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YHL007C_NFR/NDR,STE20,98439.0,98019.0,420.0,fragile, 
CHR15,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YOL021C_NFR/NDR,DIS3,286155.0,285405.0,750.0,fragile,TATA_like
CHR10,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YJL078C_NFR/NDR,PRY3,294140.0,293940.0,200.0,nan,TATA_like
CHR16,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YPL032C_NFR/NDR,SVL3,492048.0,491676.0,372.0,stable,TATA_like
CHR4,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YDR375C_NFR/NDR,BCS1,1228560.0,1228267.0,293.0,stable,TATA_like
CHR7,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YGR047C_NFR/NDR,TFC4,589802.0,589440.0,362.0,fragile,TATA_like
CHR5,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YER184C_NFR/NDR,TOG1,559362.0,559037.0,325.0,fragile,TATA_like
CHR12,-,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YLR347C_NFR/NDR,KAP95,826898.0,826509.0,389.0,fragile,TATA_like
CHR6,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YFL024C_NFR/NDR,EPL1,91007.0,90751.0,256.0,fragile,TATA_like
CHR14,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YNR068C_NFR/NDR,nan,763382.0,763069.0,313.0,nan, 
CHR13,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YMR205C_NFR/NDR,PFK2,675536.0,674786.0,750.0,fragile,TATA_like
CHR2,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YBR112C_NFR/NDR,CYC8,466171.0,465911.0,260.0,fragile,TATA_like
CHR3,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YCR011C_NFR/NDR,ADP1,137519.0,137014.0,505.0,fragile,TATA_like
CHR12,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YLL013C_NFR/NDR,PUF3,125230.0,124937.0,293.0,fragile,TATA_like
CHR2,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YBL076C_NFR/NDR,ILS1,84576.0,84247.0,329.0,fragile,TATA_like
CHR7,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YGL013C_NFR/NDR,PDR1,472834.0,472397.0,437.0,fragile,TATA_like
CHR2,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YBR150C_NFR/NDR,TBS1,544926.0,544474.0,452.0,fragile,TATA_like
CHR2,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YBL075C_NFR/NDR,SSA3,88060.0,87768.0,292.0,nan, 
CHR13,-,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YMR261C_NFR/NDR,TPS3,793733.0,793516.0,217.0,stable,TATA_like
CHR4,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YDR038C_NFR/NDR,ENA5,531517.0,530767.0,750.0,stable, 
CHR4,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YDR040C_NFR/NDR,ENA1,539287.0,538537.0,750.0,fragile, 
CHR7,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YGL167C_NFR/NDR,PMR1,191159.0,190856.0,303.0,fragile,TATA_like
CHR7,-,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YGR240C_NFR/NDR,PFK1,974408.0,973934.0,474.0,stable,TATA_like
CHR5,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YER033C_NFR/NDR,ZRG8,221847.0,221486.0,361.0,fragile,TATA_like
CHR14,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YNR067C_NFR/NDR,DSE4,759560.0,759213.0,347.0,fragile,TATA_box
CHR4,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YDL215C_NFR/NDR,GDH2,74427.0,74086.0,341.0,stable,TATA_like
CHR13,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YML075C_NFR/NDR,HMG1,119513.0,119128.0,385.0,stable,TATA_like
CHR10,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YJR091C_NFR/NDR,JSN1,598664.0,598322.0,342.0,fragile,TATA_like
CHR10,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YJR109C_NFR/NDR,CPA2,633534.0,633160.0,374.0,fragile,TATA_like
CHR5,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YER111C_NFR/NDR,SWI4,386505.0,386188.0,317.0,fragile,TATA_like
CHR12,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YLR189C_NFR/NDR,ATG26,534800.0,534411.0,389.0,fragile,TATA_like
CHR4,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YDR534C_NFR/NDR,FIT1,1507632.0,1507101.0,531.0,nan,TATA_like
CHR16,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YPR042C_NFR/NDR,PUF2,654190.0,653757.0,433.0,fragile,TATA_like
CHR2,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YBR218C_NFR/NDR,PYC2,662676.0,662381.0,295.0,fragile,TATA_like
CHR10,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YJL074C_NFR/NDR,SMC3,303115.0,302851.0,264.0,stable,TATA_like
CHR12,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YLR046C_NFR/NDR,nan,241993.0,241638.0,355.0,nan, 
CHR13,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YML091C_NFR/NDR,RPM2,91423.0,91068.0,355.0,fragile,TATA_like
CHR11,-,02_STM,02a_RSTM_NFR/NDR,SAGA-dominated,YKL201C_NFR/NDR,MNN4,68418.0,67668.0,750.0,fragile, 
CHR12,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YLR084C_NFR/NDR,RAX2,300803.0,300404.0,399.0,fragile,TATA_like
CHR14,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YNL329C_NFR/NDR,PEX6,23888.0,23470.0,418.0,nan,TATA_like
CHR4,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YDL019C_NFR/NDR,OSH2,421976.0,421717.0,259.0,stable,TATA_like
CHR2,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YBR115C_NFR/NDR,LYS2,474370.0,473967.0,403.0,fragile,TATA_box
CHR5,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YEL025C_NFR/NDR,nan,107195.0,106884.0,311.0,fragile,TATA_like
CHR14,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YNR073C_NFR/NDR,MAN2,777395.0,776412.0,983.0,stable, 
CHR12,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YLR247C_NFR/NDR,IRC20,633624.0,633337.0,287.0,fragile,TATA_like
CHR9,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YIL149C_NFR/NDR,MLP2,68539.0,68142.0,397.0,fragile,TATA_like
CHR16,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YPL058C_NFR/NDR,PDR12,451241.0,450698.0,543.0,stable,TATA_like
CHR6,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YFL033C_NFR/NDR,RIM15,75141.0,74647.0,494.0,fragile,TATA_like
CHR4,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YDL171C_NFR/NDR,GLT1,156343.0,155877.0,466.0,fragile,TATA_like
CHR6,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YFL054C_NFR/NDR,AQY3,28238.0,27923.0,315.0,fragile, 
CHR10,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YJL130C_NFR/NDR,URA2,173606.0,172930.0,676.0,stable,TATA_like
CHR12,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YLL040C_NFR/NDR,VPS13,64171.0,63717.0,454.0,fragile,TATA_like
CHR7,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YGR183C_NFR/NDR,QCR9,860025.0,859533.0,492.0,fragile,TATA_like
CHR1,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YAL037C-A_NFR/NDR,nan,73874.0,73519.0,355.0,nan, 
CHR3,-,03_TFO,03a_TF_NFR/NDR,SAGA-dominated,YCR024C-A_NFR/NDR,PMP1,163207.0,163029.0,178.0,fragile,TATA_box
CHR12,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YLR159C-A_NFR/NDR,nan,486662.0,485912.0,750.0,nan, 
CHR12,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YLR157C-C_NFR/NDR,nan,483010.0,482260.0,750.0,nan, 
CHR3,-,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YCR108C_NFR/NDR,nan,316347.0,316191.0,156.0,nan, 
CHR2,-,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YBR182C-A_NFR/NDR,nan,595926.0,595520.0,406.0,nan, 
CHR9,-,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YIL134C-A_NFR/NDR,nan,96884.0,96662.0,222.0,nan,TATA_box
CHR5,-,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YER039C-A_NFR/NDR,nan,229743.0,229457.0,286.0,nan, 
CHR14,-,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YNR037C_NFR/NDR,RSM19,695628.0,695330.0,298.0,fragile,TATA_like
CHR13,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YMR001C-A_NFR/NDR,nan,271887.0,271647.0,240.0,nan, 
CHR12,-,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YLL009C_NFR/NDR,COX17,131739.0,131398.0,341.0,fragile,TATA_like
CHR14,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YNR032C-A_NFR/NDR,HUB1,687852.0,687455.0,397.0,stable, 
CHR14,-,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YNR077C_NFR/NDR,nan,783843.0,783669.0,174.0,nan, 
CHR6,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YFR032C-B_NFR/NDR,nan,224257.0,224043.0,214.0,stable, 
CHR4,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YDR512C_NFR/NDR,EMI1,1471057.0,1470775.0,282.0,stable,TATA_like
CHR13,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YML081C-A_NFR/NDR,ATP18,104421.0,104147.0,274.0,stable,TATA_like
CHR4,-,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YDL085C-A_NFR/NDR,nan,302953.0,302703.0,250.0,stable,TATA_like
CHR13,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YML129C_NFR/NDR,COX14,15012.0,14718.0,294.0,stable,TATA_like
CHR8,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YHR199C-A_NFR/NDR,NBL1,499121.0,498841.0,280.0,nan, 
CHR3,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YCL057C-A_NFR/NDR,MIC10,24588.0,24298.0,290.0,stable,TATA_like
CHR4,-,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YDR016C_NFR/NDR,DAD1,479040.0,478735.0,305.0,fragile,TATA_like
CHR5,-,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YER019C-A_NFR/NDR,SBH2,194863.0,194536.0,327.0,fragile,TATA_like
CHR5,-,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YER188C-A_NFR/NDR,nan,570249.0,570009.0,240.0,nan, 
CHR7,-,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YGL222C_NFR/NDR,EDC1,81482.0,81184.0,298.0,fragile,TATA_like
CHR3,-,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YCR050C_NFR/NDR,nan,214105.0,213809.0,296.0,nan, 
CHR3,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YCL058C_NFR/NDR,FYV5,24588.0,24298.0,290.0,nan, 
CHR4,-,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YDR461C-A_NFR/NDR,nan,1386075.0,1385742.0,333.0,fragile,TATA_like
CHR11,-,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YKL053C-A_NFR/NDR,MDM35,339745.0,339457.0,288.0,stable,TATA_like
CHR13,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YMR256C_NFR/NDR,COX7,779428.0,779109.0,319.0,fragile,TATA_like
CHR16,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YPR052C_NFR/NDR,NHP6A,666311.0,665959.0,352.0,fragile,TATA_like
CHR2,-,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YBR091C_NFR/NDR,TIM12,427766.0,427453.0,313.0,fragile,TATA_like
CHR12,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YLL030C_NFR/NDR,RRT7,81035.0,80688.0,347.0,nan, 
CHR2,-,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YBR058C-A_NFR/NDR,TSC3,356999.0,356567.0,432.0,stable,TATA_like
CHR2,-,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YBR090C_NFR/NDR,nan,427766.0,427453.0,313.0,nan,TATA_like
CHR8,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YHR079C-A_NFR/NDR,SAE3,262852.0,262553.0,299.0,nan, 
CHR9,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YIL176C_NFR/NDR,PAU14,9975.0,9225.0,750.0,nan, 
CHR1,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YAL068C_NFR/NDR,PAU8,2689.0,2245.0,444.0,stable, 
CHR10,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YJL223C_NFR/NDR,PAU1,9958.0,9208.0,750.0,nan, 
CHR5,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YER053C-A_NFR/NDR,nan,261574.0,261140.0,434.0,stable, 
CHR12,-,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YLR408C_NFR/NDR,BLS1,934473.0,934186.0,287.0,nan, 
CHR7,-,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YGL034C_NFR/NDR,nan,434325.0,433693.0,632.0,nan,TATA_like
CHR11,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YKL224C_NFR/NDR,PAU16,2696.0,2261.0,435.0,stable, 
CHR5,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YER087C-B_NFR/NDR,SBH1,333275.0,332812.0,463.0,fragile,TATA_like
CHR12,-,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YLR438C-A_NFR/NDR,LSM3,1014496.0,1014192.0,304.0,stable, 
CHR14,-,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YNL244C_NFR/NDR,SUI1,187766.0,187482.0,284.0,stable,TATA_like
CHR12,-,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YLR295C_NFR/NDR,ATP14,722681.0,722379.0,302.0,stable,TATA_box
CHR13,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YML122C_NFR/NDR,nan,26922.0,26419.0,503.0,nan, 
CHR3,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YCR087C-A_NFR/NDR,nan,265087.0,264459.0,628.0,stable,TATA_like
CHR7,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YGL015C_NFR/NDR,nan,465764.0,465474.0,290.0,nan, 
CHR15,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YOR316C-A_NFR/NDR,nan,908501.0,908193.0,308.0,nan,TATA_box
CHR7,-,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YGR045C_NFR/NDR,nan,584818.0,584547.0,271.0,nan, 
CHR4,-,03_TFO,03b_COF_NFR/NDR,SAGA-dominated,YDR086C_NFR/NDR,SSS1,617507.0,617186.0,321.0,stable,TATA_like
CHR15,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YOR268C_NFR/NDR,nan,826340.0,826054.0,286.0,nan, 
CHR4,-,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YDR378C_NFR/NDR,LSM6,1229850.0,1229566.0,284.0,stable,TATA_like
CHR14,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YNL024C-A_NFR/NDR,KSH1,587121.0,586843.0,278.0,fragile,TATA_like
CHR10,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YJL047C-A_NFR/NDR,nan,349623.0,349348.0,275.0,nan, 
CHR10,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YJR010C-A_NFR/NDR,SPC1,458611.0,458354.0,257.0,stable, 
CHR3,-,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YCR071C_NFR/NDR,IMG2,240841.0,240534.0,307.0,stable,TATA_like
CHR5,-,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YER050C_NFR/NDR,RSM18,254698.0,254393.0,305.0,stable,TATA_like
CHR13,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YMR071C_NFR/NDR,TVP18,411611.0,411269.0,342.0,stable,TATA_like
CHR15,-,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YOR224C_NFR/NDR,RPB8,761686.0,761228.0,458.0,fragile,TATA_box
CHR1,-,03_TFO,03a_TF_NFR/NDR,SAGA-dominated,YAL044C_NFR/NDR,GCV3,58725.0,58428.0,297.0,stable,TATA_box
CHR11,-,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YKL192C_NFR/NDR,ACP1,80802.0,80524.0,278.0,stable,TATA_like
CHR2,-,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YBR173C_NFR/NDR,UMP1,582433.0,582148.0,285.0,stable,TATA_like
