SNP,Chr,Pos,Effect,SE,PMC1_CTR2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
5129,8,250827,-0.149415917483884,0.140244156098243,0.287423792063643,YHR076W,PTC7,SGDID:S000001118,Close to 3'-UTR,Close to 3'-UTR,"""Type 2C serine/threonine protein phosphatase (PP2C); alternatively spliced to create two mRNA isoforms; protein from spliced form localizes to the mitochondria while the one from the unspliced form is localized to the nuclear envelope; activates coenzyme Q6 biosynthesis by dephosphorylation of demethoxy-Q6 hydroxylase Coq7p""",Verified ORF
5130,8,252848,-0.159474380305875,0.137630551670472,0.247356242198287,YHR077C,NMD2,SGDID:S000001119,ORF,Verified ORF,"""Protein involved in the nonsense-mediated mRNA decay (NMD) pathway; interacts with Nam7p and Upf3p; involved in telomere maintenance""",Verified ORF
5131,8,252929,-0.148523606155267,0.137521807711574,0.280879341913643,YHR077C,NMD2,SGDID:S000001119,ORF,Verified ORF,"""Protein involved in the nonsense-mediated mRNA decay (NMD) pathway; interacts with Nam7p and Upf3p; involved in telomere maintenance""",Verified ORF
5132,8,253025,-0.14622265671272,0.137786659240502,0.289313145529886,YHR077C,NMD2,SGDID:S000001119,ORF,Verified ORF,"""Protein involved in the nonsense-mediated mRNA decay (NMD) pathway; interacts with Nam7p and Upf3p; involved in telomere maintenance""",Verified ORF
5133,8,255323,-0.135807187675033,0.137674171966126,0.324593318437766,YHR077C,NMD2,SGDID:S000001119,ORF,Verified ORF,"""Protein involved in the nonsense-mediated mRNA decay (NMD) pathway; interacts with Nam7p and Upf3p; involved in telomere maintenance""",Verified ORF
5134,8,257550,-0.159372577800359,0.138925911237782,0.252085495784698,YHR078W,YHR078W,SGDID:S000001120,ORF,Uncharacterized ORF,"""High osmolarity-regulated gene of unknown function""",Uncharacterized ORF
5135,8,259324,-0.150381428031024,0.13847656542119,0.278233191090194,YHR079C,IRE1,SGDID:S000001121,ORF,Verified ORF,"""Serine-threonine kinase and endoribonuclease; transmembrane protein that mediates the unfolded protein response (UPR) by regulating Hac1p synthesis through HAC1 mRNA splicing; role in homeostatic adaptation to ER stress; Kar2p binds inactive Ire1p and releases from it upon ER stress""",Verified ORF
5136,8,261710,-0.169691165754323,0.137707147857586,0.218671684685727,YHR079C,IRE1,SGDID:S000001121,Close to 3'-UTR,Close to 3'-UTR,"""Serine-threonine kinase and endoribonuclease; transmembrane protein that mediates the unfolded protein response (UPR) by regulating Hac1p synthesis through HAC1 mRNA splicing; role in homeostatic adaptation to ER stress; Kar2p binds inactive Ire1p and releases from it upon ER stress""",Verified ORF
5137,8,261724,-0.172712360397537,0.137914268693517,0.21128349354606,YHR079C,IRE1,SGDID:S000001121,Close to 3'-UTR,Close to 3'-UTR,"""Serine-threonine kinase and endoribonuclease; transmembrane protein that mediates the unfolded protein response (UPR) by regulating Hac1p synthesis through HAC1 mRNA splicing; role in homeostatic adaptation to ER stress; Kar2p binds inactive Ire1p and releases from it upon ER stress""",Verified ORF
5138,8,262618,-0.172775210770911,0.138187973744891,0.212021361241566,YHR079C-A_NFR/NDR,,,Promoter,Promoter,,Promoter
5139,8,263049,-0.179762017559447,0.137691695204352,0.192559260972467,YHR080C,LAM4,SGDID:S000001122,ORF,Verified ORF,"""Sterol-binding protein that localizes to puncta in the cortical ER; sterol binding occurs via two StART-like domains; one of six StART-like domain-containing proteins in yeast that may be involved in intracellular sterol transfer between membranes; conserved across eukaryotes; has both GRAM and StART-like (VASt) domains; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
5140,8,263382,-0.16567645971622,0.137741739363779,0.229857893555472,YHR080C,LAM4,SGDID:S000001122,ORF,Verified ORF,"""Sterol-binding protein that localizes to puncta in the cortical ER; sterol binding occurs via two StART-like domains; one of six StART-like domain-containing proteins in yeast that may be involved in intracellular sterol transfer between membranes; conserved across eukaryotes; has both GRAM and StART-like (VASt) domains; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
5141,8,267630,-0.223733368077292,0.137289717336217,0.104068728612235,YHR081W,LRP1,SGDID:S000001123,ORF,Verified ORF,"""Nuclear exosome-associated nucleic acid binding protein; involved in RNA processing ; surveillance ; degradation ; tethering ; and export; forms a stable heterodimer with Rrp6p and regulates its exonucleolytic activity; rapidly degraded by the proteasome in the absence of Rrp6p; homolog of mammalian nuclear matrix protein C1D involved in regulation of DNA repair and recombination""",Verified ORF
5142,8,269682,-0.281473516419701,0.137164425056287,0.0408982100378973,YHR082C,KSP1,SGDID:S000001124,ORF,Verified ORF,"""Serine/threonine protein kinase; associates with TORC1 and likely involved in TOR signaling cascades; negative regulator of autophagy; nuclear translocation required for haploid filamentous growth; regulates filamentous growth induced nuclear translocation of Bcy1p ; Fus3p ; and Sks1p; overproduction causes allele-specific suppression of prp20-10; protein abundance increases in response to DNA replication stress""",Verified ORF
5143,8,272525,-0.174708777141428,0.137869864831097,0.205918917850457,YHR083W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5144,8,272825,-0.219773104051785,0.137527151059898,0.110930040837667,YHR083W,SAM35,SGDID:S000001125,ORF,Verified ORF,"""Component of the sorting and assembly machinery (SAM) complex; the SAM (or TOB) complex is located in the mitochondrial outer membrane; the complex binds precursors of beta-barrel proteins and facilitates their insertion into the outer membrane""",Verified ORF
5145,8,277103,-0.191764749469431,0.137799054803666,0.164911959212284,YHR085W,IPI1,SGDID:S000001127,ORF,Verified ORF,"""Component of the Rix1 complex and possibly pre-replicative complexes; required for processing of ITS2 sequences from 35S pre-rRNA; component of the pre-60S ribosomal particle with the dynein-related AAA-type ATPase Mdn1p; required for pre-replicative complex (pre-RC) formation and maintenance during DNA replication licensing; relocalizes to the cytosol in response to hypoxia; essential gene""",Verified ORF
5146,8,279899,-0.251262255563188,0.143321366567828,0.0804461736386542,YHR086W-A_NFR/NDR,,,Promoter,Promoter,,Promoter
5147,8,282569,-0.206939274022592,0.147034031798467,0.160181516202557,YHR088W,RPF1,SGDID:S000001130,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in assembly and export of the large ribosomal subunit; nucleolar protein; constituent of 66S pre-ribosomal particles; contains a sigma(70)-like motif ; which is thought to bind RNA""",Verified ORF
5148,8,284047,-0.152450394912096,0.138924415070673,0.273231097744937,YHR090C,YNG2,SGDID:S000001132,ORF,Verified ORF,"""Subunit of NuA4 ; an essential histone acetyltransferase complex; positions Piccolo NuA4 for efficient acetylation of histone H4 or histone H2A; relocalizes to the cytosol in response to hypoxia; similar to human tumor suppressor ING1 and its isoforms ING4 and ING5""",Verified ORF
5149,8,289273,-0.215425729170373,0.144531972500158,0.136984303423852,YHR093W,AHT1,SGDID:S000001135,ORF,Uncharacterized ORF,"""Putative protein of unknown function; conserved across S. cerevisiae strains; not conserved in closely related Saccharomyces species; multicopy suppressor of glucose transport defects ; likely due to the presence of an HXT4 regulatory element in the region""",Uncharacterized ORF
5150,8,289717,-0.217959672075887,0.13907865550589,0.117971290207717,YHR092C,HXT4,SGDID:S000001134,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity glucose transporter; member of the major facilitator superfamily ; expression is induced by low levels of glucose and repressed by high levels of glucose; HXT4 has a paralog ; HXT7 ; that arose from the whole genome duplication""",Verified ORF
5151,8,291360,-1.39203744537667,1.30510998982695,0.286878966635905,YHR094C,HXT1,SGDID:S000001136,ORF,Verified ORF,"""Low-affinity glucose transporter of the major facilitator superfamily; expression is induced by Hxk2p in the presence of glucose and repressed by Rgt1p when glucose is limiting; HXT1 has a paralog ; HXT6 ; what arose from the whole genome duplication""",Verified ORF
5152,8,291363,-1.39203744537667,1.30510998982695,0.286878966635905,YHR094C,HXT1,SGDID:S000001136,ORF,Verified ORF,"""Low-affinity glucose transporter of the major facilitator superfamily; expression is induced by Hxk2p in the presence of glucose and repressed by Rgt1p when glucose is limiting; HXT1 has a paralog ; HXT6 ; what arose from the whole genome duplication""",Verified ORF
5153,8,292640,-0.200389044253236,0.14018161224021,0.153746125953873,YHR094C,HXT1,SGDID:S000001136,Close to 3'-UTR,Close to 3'-UTR,"""Low-affinity glucose transporter of the major facilitator superfamily; expression is induced by Hxk2p in the presence of glucose and repressed by Rgt1p when glucose is limiting; HXT1 has a paralog ; HXT6 ; what arose from the whole genome duplication""",Verified ORF
5154,8,298467,-0.178766238534941,0.137276710811865,0.193685831619221,YHR097C,PAL2,SGDID:S000001139,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in clathrin-mediated endocytosis; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and the nucleus; YHR097C has a paralog ; PAL1 ; that arose from the whole genome duplication""",Verified ORF
5155,8,298906,-0.0982012645632452,0.138692266144864,0.479380537316464,YHR097C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5156,8,300010,-0.128774326041476,0.138023959249802,0.351465256363229,YHR098C,SFB3,SGDID:S000001140,ORF,Verified ORF,"""Component of the Sec23p-Sfb3p heterodimer of the COPII vesicle coat; COPII coat is required for cargo selection during vesicle formation in ER to Golgi transport; scaffolding function of Lst1p required to generate vesicles that can accommodate difficult cargo proteins that include large oligomeric assemblies and asymmetrically distributed membrane proteins; with Atg40p acts in autophagy of the ER; homologous to Sec24p and Sfb2p""",Verified ORF
5157,8,302175,-0.0923893855274697,0.138106514841594,0.50395062129588,YHR098C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5158,8,303954,-0.0896882997918575,0.13929884026887,0.520087348726445,YHR099W,TRA1,SGDID:S000001141,ORF,Verified ORF,"""Subunit of SAGA and NuA4 histone acetyltransferase complexes; interacts with acidic activators (e.g. ; Gal4p) which leads to transcription activation; similar to human TRRAP ; which is a cofactor for c-Myc mediated oncogenic transformation""",Verified ORF
5159,8,312174,-0.122319394081709,0.137918111088036,0.375737272037785,YHR099W,TRA1,SGDID:S000001141,ORF,Verified ORF,"""Subunit of SAGA and NuA4 histone acetyltransferase complexes; interacts with acidic activators (e.g. ; Gal4p) which leads to transcription activation; similar to human TRRAP ; which is a cofactor for c-Myc mediated oncogenic transformation""",Verified ORF
5160,8,313105,-0.131147416391328,0.137643494740082,0.341340813798255,YHR099W,TRA1,SGDID:S000001141,ORF,Verified ORF,"""Subunit of SAGA and NuA4 histone acetyltransferase complexes; interacts with acidic activators (e.g. ; Gal4p) which leads to transcription activation; similar to human TRRAP ; which is a cofactor for c-Myc mediated oncogenic transformation""",Verified ORF
5161,8,315156,-0.122799119080065,0.13768486468843,0.373061907609425,YHR101C,BIG1,SGDID:S000001143,ORF,Verified ORF,"""Integral membrane protein of the endoplasmic reticulum; required for normal content of cell wall beta-1,6-glucan""",Verified ORF
5162,8,315211,-0.124501761853066,0.1376609768639,0.366395624964935,YHR101C,BIG1,SGDID:S000001143,ORF,Verified ORF,"""Integral membrane protein of the endoplasmic reticulum; required for normal content of cell wall beta-1,6-glucan""",Verified ORF
5163,8,317992,-0.128915556173522,0.137966672563451,0.350738199963145,YHR102W,KIC1,SGDID:S000001144,ORF,Verified ORF,"""Protein kinase of the PAK/Ste20 family ; required for cell integrity; physically interacts with Cdc31p (centrin) ; which is a component of the spindle pole body; phosphorylates Cbk1p kinase after allosteric activation by Hym1p; part of the RAM network that regulates cellular polarity and morphogenesis""",Verified ORF
5164,8,318497,-0.0799724543990351,0.137895958882055,0.56231981025301,YHR102W,KIC1,SGDID:S000001144,ORF,Verified ORF,"""Protein kinase of the PAK/Ste20 family ; required for cell integrity; physically interacts with Cdc31p (centrin) ; which is a component of the spindle pole body; phosphorylates Cbk1p kinase after allosteric activation by Hym1p; part of the RAM network that regulates cellular polarity and morphogenesis""",Verified ORF
5165,8,319453,-0.0798361935442202,0.137754853669459,0.562585995641487,YHR102W,KIC1,SGDID:S000001144,ORF,Verified ORF,"""Protein kinase of the PAK/Ste20 family ; required for cell integrity; physically interacts with Cdc31p (centrin) ; which is a component of the spindle pole body; phosphorylates Cbk1p kinase after allosteric activation by Hym1p; part of the RAM network that regulates cellular polarity and morphogenesis""",Verified ORF
5166,8,321066,-0.0367661098358791,0.138950116688323,0.791472549840313,YHR103W,SBE22,SGDID:S000001145,ORF,Verified ORF,"""Protein involved in bud growth; involved in the transport of cell wall components from the Golgi to the cell surface; similar in structure and functionally redundant with Sbe2p; SBE22 has a paralog ; SBE2 ; that arose from the whole genome duplication""",Verified ORF
5167,8,321259,-0.042045858978529,0.138866966304895,0.762237409397519,YHR103W,SBE22,SGDID:S000001145,ORF,Verified ORF,"""Protein involved in bud growth; involved in the transport of cell wall components from the Golgi to the cell surface; similar in structure and functionally redundant with Sbe2p; SBE22 has a paralog ; SBE2 ; that arose from the whole genome duplication""",Verified ORF
5168,8,323234,-0.0250995735501648,0.145560662117632,0.863195344659919,YHR104W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5169,8,323454,-0.0661183083777342,0.13902625703877,0.634666755854536,YHR104W,GRE3,SGDID:S000001146,ORF,Verified ORF,"""Aldose reductase; involved in methylglyoxal ; d-xylose ; arabinose ; and galactose metabolism; stress induced (osmotic ; ionic ; oxidative ; heat shock ; starvation and heavy metals); regulated by HOG pathway; overexpression allows xylose fermentation in strains expressing heterologous xylitol dehydrogenase and xylulokinase; protein abundance increases in response to DNA replication stress""",Verified ORF
5170,8,324043,-0.0387283703559662,0.137946237113483,0.779066827435782,YHR104W,GRE3,SGDID:S000001146,ORF,Verified ORF,"""Aldose reductase; involved in methylglyoxal ; d-xylose ; arabinose ; and galactose metabolism; stress induced (osmotic ; ionic ; oxidative ; heat shock ; starvation and heavy metals); regulated by HOG pathway; overexpression allows xylose fermentation in strains expressing heterologous xylitol dehydrogenase and xylulokinase; protein abundance increases in response to DNA replication stress""",Verified ORF
5171,8,327592,-0.0253560511734243,0.1380389156147,0.85436392323334,YHR107C,CDC12,SGDID:S000001149,ORF,Verified ORF,"""Component of the septin ring that is required for cytokinesis; septins are GTP-binding proteins that assemble into rod-like hetero-oligomers that can associate with other rods to form filaments; septin rings at the mother-bud neck act as scaffolds for recruiting cell division factors and as barriers to prevent diffusion of specific proteins between mother and daughter cells""",Verified ORF
