SNP,Chr,Pos,Effect,SE,PLM2_SNA3_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
6972,11,185280,0.0788338701370957,0.143339947961145,0.582682020697263,YKL139W,CTK1,SGDID:S000001622,Close to 3'-UTR,Close to 3'-UTR,"""Catalytic (alpha) subunit of C-terminal domain kinase I (CTDK-I); phosphorylates both RNA pol II subunit Rpo21p to affect transcription and pre-mRNA 3' end processing ; and ribosomal protein Rps2p to increase translational fidelity; required for H3K36 trimethylation but not dimethylation by Set2p; suggested stimulatory role in 80S formation during translation initiation; similar to the Drosophila dCDK12 and human CDK12 and probably CDK13""",Verified ORF
6973,11,185287,0.0752157289376895,0.143098733066253,0.59948143445046,YKL138C,MRPL31,SGDID:S000001621,ORF,Verified ORF,"""Mitochondrial ribosomal protein of the large subunit""",Verified ORF
6974,11,185527,0.140888364414445,0.141421213097906,0.319819743123739,YKL138C,MRPL31,SGDID:S000001621,ORF,Verified ORF,"""Mitochondrial ribosomal protein of the large subunit""",Verified ORF
6975,11,185734,0.169147875917449,0.140783572661998,0.230372649343486,YKL137W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6976,11,185749,0.191151345577102,0.141326440754544,0.177064578841361,YKL137W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6977,11,185846,0.134731158164261,0.141788729977741,0.342648186480814,YKL137W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6978,11,185997,0.178437908148458,0.140411257111165,0.204628329513429,YKL137W,CMC1,SGDID:S000001620,ORF,Verified ORF,"""Copper-binding protein of the mitochondrial intermembrane space; evolutionarily conserved; may be involved in delivering copper from the matrix to the cytochrome c oxidase complex; contains a twin CX9C motif""",Verified ORF
6979,11,186085,0.137594540290087,0.140999486307389,0.329806386379444,YKL137W,CMC1,SGDID:S000001620,ORF,Verified ORF,"""Copper-binding protein of the mitochondrial intermembrane space; evolutionarily conserved; may be involved in delivering copper from the matrix to the cytochrome c oxidase complex; contains a twin CX9C motif""",Verified ORF
6980,11,186196,0.115116558978464,0.143035212119424,0.421469474150707,YKL137W,CMC1,SGDID:S000001620,ORF,Verified ORF,"""Copper-binding protein of the mitochondrial intermembrane space; evolutionarily conserved; may be involved in delivering copper from the matrix to the cytochrome c oxidase complex; contains a twin CX9C motif""",Verified ORF
6981,11,186216,0.0672004910286834,0.144837606206825,0.642954297226186,YKL137W,CMC1,SGDID:S000001620,ORF,Verified ORF,"""Copper-binding protein of the mitochondrial intermembrane space; evolutionarily conserved; may be involved in delivering copper from the matrix to the cytochrome c oxidase complex; contains a twin CX9C motif""",Verified ORF
6982,11,186408,0.144612228797341,0.147226165123447,0.326651670799341,YKL138C,MRPL31,SGDID:S000001621,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosomal protein of the large subunit""",Verified ORF
6983,11,191520,0.18679513980475,0.142178656905782,0.189764754578671,YKL134C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6984,11,193196,0.116111613986034,0.141009467310497,0.410818698953447,YKL133C_NFR/NDR,,,Promoter,Promoter,,Promoter
6985,11,195507,0.148506576839914,0.140598774742943,0.291579196747665,XUT_11F-87,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
6986,11,196211,-0.211205505275139,0.284790801495873,0.458812941385709,ARS1126,ARS1126,SGDID:S000119036,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
6987,11,196560,0.133633796511747,0.140712209704868,0.342916571883646,XUT_11F-88,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
6988,11,196565,0.133633796511747,0.140712209704868,0.342916571883646,XUT_11F-88,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
6989,11,196914,0.147707887837976,0.142316919498641,0.300036317556757,YKL129C,MYO3,SGDID:S000001612,ORF,Verified ORF,"""One of two type I myosins; localizes to actin cortical patches; deletion of MYO3 has little effect on growth ; but myo3 myo5 double deletion causes severe defects in growth and actin cytoskeleton organization; MYO3 has a paralog ; MYO5 ; that arose from the whole genome duplication""",Verified ORF
6990,11,200393,0.0851262779970903,0.143329752692625,0.552946623053406,SUT232,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
6991,11,201609,0.0493023855652328,0.141023300669801,0.726843980130805,SUT232,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
6992,11,201652,0.0736517507849711,0.141325713437939,0.602589768208234,SUT232,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
6993,11,202640,0.233287665798278,0.716664921017135,0.744981569995854,XUT_11F-90,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
6994,11,203111,0.0632894025237907,0.148244404464964,0.669693433622078,tK(CUU)K_NFR/NDR,,,Promoter,Promoter,,Promoter
6995,11,203385,0.051542919523874,0.141522236667314,0.715923974658353,YKL127W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6996,11,203741,0.0561441369479871,0.140886850565467,0.690498784980483,YKL127W,PGM1,SGDID:S000001610,ORF,Verified ORF,"""Phosphoglucomutase ; minor isoform; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate ; which is a key step in hexose metabolism; PGM1 has a paralog ; PGM2 ; that arose from the whole genome duplication""",Verified ORF
6997,11,204131,0.0688325692649535,0.141157672036667,0.626115379504627,YKL127W,PGM1,SGDID:S000001610,ORF,Verified ORF,"""Phosphoglucomutase ; minor isoform; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate ; which is a key step in hexose metabolism; PGM1 has a paralog ; PGM2 ; that arose from the whole genome duplication""",Verified ORF
6998,11,204491,0.0306485697655173,0.140749222890771,0.827747358027749,YKL127W,PGM1,SGDID:S000001610,ORF,Verified ORF,"""Phosphoglucomutase ; minor isoform; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate ; which is a key step in hexose metabolism; PGM1 has a paralog ; PGM2 ; that arose from the whole genome duplication""",Verified ORF
6999,11,208258,0.0166813713942443,0.141587758563662,0.906280079206886,YKL125W,RRN3,SGDID:S000001608,ORF,Verified ORF,"""Protein required for transcription of rDNA by RNA polymerase I; transcription factor independent of DNA template; involved in recruitment of RNA polymerase I to rDNA; structure reveals unique HEAT repeat fold and a surface serine patch; phosphorylation of serine patch impairs cell growth and reduces RNA polymerase I binding in vitro and RNA polymerase I recruitment to the rDNA gene in vivo""",Verified ORF
7000,11,209475,0.1352789563281,0.140820290498337,0.337385918312393,YKL125W,RRN3,SGDID:S000001608,ORF,Verified ORF,"""Protein required for transcription of rDNA by RNA polymerase I; transcription factor independent of DNA template; involved in recruitment of RNA polymerase I to rDNA; structure reveals unique HEAT repeat fold and a surface serine patch; phosphorylation of serine patch impairs cell growth and reduces RNA polymerase I binding in vitro and RNA polymerase I recruitment to the rDNA gene in vivo""",Verified ORF
7001,11,210267,0.116852393482068,0.144520123245675,0.419316037813913,YKL124W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7002,11,213574,0.0447824787180545,0.146107267932569,0.759401553372621,ARS1127,ARS1127,SGDID:S000119037,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
7003,11,213651,0.0010745112917713,0.154219623009802,0.994444792176878,ARS1127,ARS1127,SGDID:S000119037,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
7004,11,215041,0.0377659414288911,0.141321999252395,0.789445610578814,YKL121W,DGR2,SGDID:S000001604,ORF,Uncharacterized ORF,"""Protein of unknown function; null mutant is resistant to 2-deoxy-D-glucose and displays abnormally elongated buds; DGR2 has a paralog ; YMR102C ; that arose from the whole genome duplication""",Uncharacterized ORF
7005,11,215493,0.0708851079481179,0.143563183086884,0.621785949881605,YKL121W,DGR2,SGDID:S000001604,ORF,Uncharacterized ORF,"""Protein of unknown function; null mutant is resistant to 2-deoxy-D-glucose and displays abnormally elongated buds; DGR2 has a paralog ; YMR102C ; that arose from the whole genome duplication""",Uncharacterized ORF
7006,11,215546,0.053937876963112,0.144484842369421,0.709140576553141,YKL121W,DGR2,SGDID:S000001604,ORF,Uncharacterized ORF,"""Protein of unknown function; null mutant is resistant to 2-deoxy-D-glucose and displays abnormally elongated buds; DGR2 has a paralog ; YMR102C ; that arose from the whole genome duplication""",Uncharacterized ORF
7007,11,215813,0.0484426009158924,0.141195094911625,0.731735109626577,YKL121W,DGR2,SGDID:S000001604,ORF,Uncharacterized ORF,"""Protein of unknown function; null mutant is resistant to 2-deoxy-D-glucose and displays abnormally elongated buds; DGR2 has a paralog ; YMR102C ; that arose from the whole genome duplication""",Uncharacterized ORF
7008,11,216541,0.0477084405181802,0.141412333924465,0.736037650046589,YKL121W,DGR2,SGDID:S000001604,ORF,Uncharacterized ORF,"""Protein of unknown function; null mutant is resistant to 2-deoxy-D-glucose and displays abnormally elongated buds; DGR2 has a paralog ; YMR102C ; that arose from the whole genome duplication""",Uncharacterized ORF
7009,11,216953,0.0457369716495484,0.142076628720773,0.747705644097484,YKL120W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7010,11,217107,-0.0607925266294594,0.156124204148571,0.697225675709266,YKL120W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7011,11,217203,0.0281351177133431,0.144642527982332,0.845884674978764,YKL120W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7012,11,217553,0.0310460962273816,0.141242555622078,0.826148555606997,YKL120W,OAC1,SGDID:S000001603,ORF,Verified ORF,"""Mitochondrial inner membrane transporter; transports oxaloacetate ; sulfate ; thiosulfate ; and isopropylmalate; member of the mitochondrial carrier family""",Verified ORF
7013,11,218464,0.0050948039771753,0.146309073046898,0.972241199417189,YKL120W,OAC1,SGDID:S000001603,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial inner membrane transporter; transports oxaloacetate ; sulfate ; thiosulfate ; and isopropylmalate; member of the mitochondrial carrier family""",Verified ORF
7014,11,218588,0.0220205381581637,0.142617770271511,0.877380632767726,YKL119C,VPH2,SGDID:S000001602,ORF,Verified ORF,"""Integral membrane protein required for V-ATPase function; not an actual component of the vacuolar H+-ATPase (V-ATPase) complex; functions in the assembly of the V-ATPase; localized to the endoplasmic reticulum (ER); involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner""",Verified ORF
7015,11,219380,0.0063795885486817,0.141724562519938,0.964121607900139,YKL118W,YKL118W,SGDID:S000001601,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene VPH2""",Dubious ORF
7016,11,220819,-0.0265802598770946,0.140973755286779,0.850555771428076,YKL117W,SBA1,SGDID:S000001600,ORF,Verified ORF,"""Co-chaperone that binds and regulates Hsp90 family chaperones; plays a role in determining prion variants; important for pp60v-src activity in yeast; homologous to the mammalian p23 proteins ; and like p23 can regulate telomerase activity; protein abundance increases in response to DNA replication stress""",Verified ORF
7017,11,221202,0.0221718976700281,0.144953156777975,0.878517960871988,YKL117W,SBA1,SGDID:S000001600,Close to 3'-UTR,Close to 3'-UTR,"""Co-chaperone that binds and regulates Hsp90 family chaperones; plays a role in determining prion variants; important for pp60v-src activity in yeast; homologous to the mammalian p23 proteins ; and like p23 can regulate telomerase activity; protein abundance increases in response to DNA replication stress""",Verified ORF
7018,11,222267,0.0280171037933159,0.141826988718868,0.843515370481765,YKL116C,PRR1,SGDID:S000001599,ORF,Verified ORF,"""Serine/threonine protein kinase; inhibits pheromone induced signaling downstream of MAPK ; possibly at the level of the Ste12p transcription factor""",Verified ORF
7019,11,223086,0.0542159965900401,0.141081809164265,0.700996649621093,YKL115C,YKL115C,SGDID:S000001598,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene PRR1""",Dubious ORF
7020,11,223175,0.138593232844736,0.145769369945996,0.342371338100503,YKL115C,YKL115C,SGDID:S000001598,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene PRR1""",Dubious ORF
7021,11,223467,-0.0033861881855623,0.141111201660418,0.980868884620317,CUT228,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
7022,11,225287,0.0217429052796663,0.140929357668056,0.877475321902106,YKL113C,RAD27,SGDID:S000001596,ORF,Verified ORF,"""5' to 3' exonuclease ; 5' flap endonuclease; required for Okazaki fragment processing and maturation ; for long-patch base-excision repair and large loop repair (LLR) ; ribonucleotide excision repair; member of the S. pombe RAD2/FEN1 family; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7023,11,225381,0.0202199666182057,0.140710250343569,0.88581990862019,YKL113C,RAD27,SGDID:S000001596,ORF,Verified ORF,"""5' to 3' exonuclease ; 5' flap endonuclease; required for Okazaki fragment processing and maturation ; for long-patch base-excision repair and large loop repair (LLR) ; ribonucleotide excision repair; member of the S. pombe RAD2/FEN1 family; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7024,11,225819,-0.0032653368975972,0.14131711716389,0.981578416425915,YKL113C,RAD27,SGDID:S000001596,ORF,Verified ORF,"""5' to 3' exonuclease ; 5' flap endonuclease; required for Okazaki fragment processing and maturation ; for long-patch base-excision repair and large loop repair (LLR) ; ribonucleotide excision repair; member of the S. pombe RAD2/FEN1 family; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7025,11,226471,0.0074558531644898,0.141281912673223,0.957942722857991,YKL112W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7026,11,227255,0.0202657180340349,0.14075454271657,0.885599101231438,YKL112W,ABF1,SGDID:S000001595,ORF,Verified ORF,"""DNA binding protein with possible chromatin-reorganizing activity; involved in transcriptional activation ; gene silencing ; and DNA replication and repair""",Verified ORF
7027,11,227403,0.0445713834458577,0.141185277088333,0.752421135946721,YKL112W,ABF1,SGDID:S000001595,ORF,Verified ORF,"""DNA binding protein with possible chromatin-reorganizing activity; involved in transcriptional activation ; gene silencing ; and DNA replication and repair""",Verified ORF
