SNP,Chr,Pos,Effect,SE,SSH1_PIS1_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
5433,8,556476,-0.107057839458938,0.149108203187827,0.473239837633324,TEL08R,TEL08R,SGDID:S000028964,Other features,Telomere,"""Telomeric region on the right arm of Chromosome VIII; composed of an X element core sequence ; X element combinatorial repeats ; an internal stretch of telomeric repeats ; a short Y' element ; and a terminal stretch of telomeric repeats""",telomere
5434,8,556515,0.145056029426522,0.198224430406505,0.464790365142661,TEL08R,TEL08R,SGDID:S000028964,Other features,Telomere,"""Telomeric region on the right arm of Chromosome VIII; composed of an X element core sequence ; X element combinatorial repeats ; an internal stretch of telomeric repeats ; a short Y' element ; and a terminal stretch of telomeric repeats""",telomere
5435,9,19515,-0.103580365336957,0.125959334930649,0.411443199287553,YIL171W,YIL171W,SGDID:S000001433,ORF,pseudogene,"""Possible pseudogene in strain S288C; YIL171W and the adjacent ORF ; YIL170W/HXT12 ; together encode a non-functional member of the hexose transporter family""",pseudogene
5436,9,19625,-1.09637542012377,0.752061247188392,0.145777214152775,YIL171W,YIL171W,SGDID:S000001433,ORF,pseudogene,"""Possible pseudogene in strain S288C; YIL171W and the adjacent ORF ; YIL170W/HXT12 ; together encode a non-functional member of the hexose transporter family""",pseudogene
5437,9,19763,-0.64864657048168,0.513899296521924,0.207708084066247,YIL171W,YIL171W,SGDID:S000001433,ORF,pseudogene,"""Possible pseudogene in strain S288C; YIL171W and the adjacent ORF ; YIL170W/HXT12 ; together encode a non-functional member of the hexose transporter family""",pseudogene
5438,9,20087,-0.0787906154832516,0.302766886940372,0.794834044364954,YIL170W,HXT12,SGDID:S000001432,ORF,pseudogene,"""Possible pseudogene in strain S288C; YIL170W/HXT12 and the adjacent ORF ; YIL171W ; together encode a non-functional member of the hexose transporter family""",pseudogene
5439,9,20731,0.171372128826672,0.202736721136483,0.398519294531254,YIL170W,HXT12,SGDID:S000001432,ORF,pseudogene,"""Possible pseudogene in strain S288C; YIL170W/HXT12 and the adjacent ORF ; YIL171W ; together encode a non-functional member of the hexose transporter family""",pseudogene
5440,9,20738,-0.305564668203865,0.216599999620882,0.159204122455266,YIL170W,HXT12,SGDID:S000001432,ORF,pseudogene,"""Possible pseudogene in strain S288C; YIL170W/HXT12 and the adjacent ORF ; YIL171W ; together encode a non-functional member of the hexose transporter family""",pseudogene
5441,9,25061,-0.0692085292121873,0.0977140854212041,0.479241378756796,YIL169C,CSS1,SGDID:S000001431,ORF,Verified ORF,"""Protein of unknown function ; secreted when constitutively expressed; SWAT-GFP ; seamless-GFP and mCherry fusion proteins localize to the cell periphery ; SWAT-GFP fusion also localizes to the extracellular region ; and mCherry fusion also localizes to the vacuole; S/T rich and highly similar to YOL155C ; a putative glucan alpha-1,4-glucosidase; transcript is induced in both high and low pH environments; non-essential gene""",Verified ORF
5442,9,26439,-0.0585961202454462,0.0985361250373762,0.552447462921434,YIL169C,CSS1,SGDID:S000001431,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function ; secreted when constitutively expressed; SWAT-GFP ; seamless-GFP and mCherry fusion proteins localize to the cell periphery ; SWAT-GFP fusion also localizes to the extracellular region ; and mCherry fusion also localizes to the vacuole; S/T rich and highly similar to YOL155C ; a putative glucan alpha-1,4-glucosidase; transcript is induced in both high and low pH environments; non-essential gene""",Verified ORF
5443,9,27016,-0.083876824627699,0.103794147392641,0.419572964691457,YIL169C,CSS1,SGDID:S000001431,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function ; secreted when constitutively expressed; SWAT-GFP ; seamless-GFP and mCherry fusion proteins localize to the cell periphery ; SWAT-GFP fusion also localizes to the extracellular region ; and mCherry fusion also localizes to the vacuole; S/T rich and highly similar to YOL155C ; a putative glucan alpha-1,4-glucosidase; transcript is induced in both high and low pH environments; non-essential gene""",Verified ORF
5444,9,27196,0.179606337404749,0.180661309666039,0.320825710638179,I:26107-29031,,,Intergenic region,Intergenic region,between YIL169C and YIL167W,Intergenic region
5445,9,27399,-0.0625973802635879,0.0984436731204918,0.525273172387022,I:26107-29031,,,Intergenic region,Intergenic region,between YIL169C and YIL167W,Intergenic region
5446,9,27401,-0.0765599117943854,0.0983430501516668,0.436796737212421,I:26107-29031,,,Intergenic region,Intergenic region,between YIL169C and YIL167W,Intergenic region
5447,9,32320,-0.104246028105078,0.0998102412851218,0.296995543168017,YIL166C,SOA1,SGDID:S000001428,ORF,Verified ORF,"""Sulfonate and inorganic sulfur transporter; low affinity sulfate ; high affinity sulfite ; thiosulfite and major sulfonate transporter; functions as a an H+ symporter; similar to the allantoate permease (Dal5p) subfamily of the major facilitator superfamily; mRNA expression is elevated by sulfur limitation; non-essential gene""",Verified ORF
5448,9,32732,-0.098334652148415,0.0977635139461324,0.315180533435138,YIL166C,SOA1,SGDID:S000001428,Close to 3'-UTR,Close to 3'-UTR,"""Sulfonate and inorganic sulfur transporter; low affinity sulfate ; high affinity sulfite ; thiosulfite and major sulfonate transporter; functions as a an H+ symporter; similar to the allantoate permease (Dal5p) subfamily of the major facilitator superfamily; mRNA expression is elevated by sulfur limitation; non-essential gene""",Verified ORF
5449,9,33187,-0.146930334720922,0.108444171615755,0.176317841167174,YIL166C_NFR/NDR,,,Promoter,Promoter,,Promoter
5450,9,34142,-0.0572911729054689,0.0976170690864446,0.557647982883704,YIL164C,NIT1,SGDID:S000001426,ORF,Verified ORF,"""Nitrilase; member of the nitrilase branch of the nitrilase superfamily; in closely related species and other S. cerevisiae strain backgrounds YIL164C and adjacent ORF ; YIL165C ; likely constitute a single ORF encoding a nitrilase gene""",Verified ORF
5451,9,34160,-0.0572911729054689,0.0976170690864446,0.557647982883704,YIL164C,NIT1,SGDID:S000001426,ORF,Verified ORF,"""Nitrilase; member of the nitrilase branch of the nitrilase superfamily; in closely related species and other S. cerevisiae strain backgrounds YIL164C and adjacent ORF ; YIL165C ; likely constitute a single ORF encoding a nitrilase gene""",Verified ORF
5452,9,34596,-0.0607208772213798,0.0978501546136445,0.535296416701113,YIL164C,NIT1,SGDID:S000001426,ORF,Verified ORF,"""Nitrilase; member of the nitrilase branch of the nitrilase superfamily; in closely related species and other S. cerevisiae strain backgrounds YIL164C and adjacent ORF ; YIL165C ; likely constitute a single ORF encoding a nitrilase gene""",Verified ORF
5453,9,35132,-0.0485365123300793,0.097829870231324,0.620110172303903,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5454,9,35156,-0.0443188810545618,0.0981134041486798,0.651754767504246,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5455,9,35364,-0.0548753720114834,0.0978203789148314,0.575166414726846,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5456,9,35938,-0.0772970330283732,0.0989835339549965,0.435379977888968,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5457,9,36116,-0.0698131532552714,0.0998671744794511,0.484974829377037,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5458,9,36369,-0.0686096823871966,0.0975594211485494,0.48235701697659,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5459,9,36687,-0.0412318998951494,0.0978447891134525,0.673718708882148,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5460,9,37201,-0.303608508297721,0.143597338225958,0.0351899533894909,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5461,9,37379,-0.0500250799176274,0.0999925441179901,0.617183974058794,YIL162W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5462,9,37777,-0.0408063398085582,0.0979166839182089,0.67711785080121,YIL162W,SUC2,SGDID:S000001424,ORF,Verified ORF,"""Invertase; sucrose hydrolyzing enzyme; a secreted ; glycosylated form is regulated by glucose repression ; and an intracellular ; nonglycosylated enzyme is produced constitutively""",Verified ORF
5463,9,37779,-0.0374391736614132,0.0977631862634436,0.701981561439425,YIL162W,SUC2,SGDID:S000001424,ORF,Verified ORF,"""Invertase; sucrose hydrolyzing enzyme; a secreted ; glycosylated form is regulated by glucose repression ; and an intracellular ; nonglycosylated enzyme is produced constitutively""",Verified ORF
5464,9,39887,-0.0999503456682604,0.0987094370630129,0.311958497195428,YIL161W,YIL161W,SGDID:S000001423,ORF,Uncharacterized ORF,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; mRNA is enriched in Scp160p-associated mRNPs; YIL161W is a non-essential gene""",Uncharacterized ORF
5465,9,41668,-0.0607380202710784,0.0979037239382397,0.535404523709075,YIL159W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5466,9,42163,-0.0495530933064827,0.0984813201043331,0.615156798879594,YIL159W,BNR1,SGDID:S000001421,ORF,Verified ORF,"""Formin; nucleates the formation of linear actin filaments; involved in processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables; activity is regulated by Hof1p and by the Bud14p-Kel1p-Kel2p complex; dephosphorylated and delocalized from the division site in a Glc7p/Ref2p-dependent manner; functionally redundant with BNI1""",Verified ORF
5467,9,44433,-0.0657387530429066,0.0976853160528753,0.501410165568397,YIL159W,BNR1,SGDID:S000001421,ORF,Verified ORF,"""Formin; nucleates the formation of linear actin filaments; involved in processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables; activity is regulated by Hof1p and by the Bud14p-Kel1p-Kel2p complex; dephosphorylated and delocalized from the division site in a Glc7p/Ref2p-dependent manner; functionally redundant with BNI1""",Verified ORF
5468,9,45103,-0.0459886371561773,0.104797241082527,0.661049982200142,YIL159W,BNR1,SGDID:S000001421,ORF,Verified ORF,"""Formin; nucleates the formation of linear actin filaments; involved in processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables; activity is regulated by Hof1p and by the Bud14p-Kel1p-Kel2p complex; dephosphorylated and delocalized from the division site in a Glc7p/Ref2p-dependent manner; functionally redundant with BNI1""",Verified ORF
5469,9,46709,-0.104324862634002,0.0979642082578697,0.28763622603874,YIL158W,AIM20,SGDID:S000001420,ORF,Verified ORF,"""Protein of unknown function; overexpression causes cell cycle delay or arrest; green fluorescent protein (GFP)-fusion protein localizes to vacuole; null mutant displays elevated frequency of mitochondrial genome loss; relocalizes from nucleus to cytoplasm upon DNA replication stress; AIM20 has a paralog ; SKG1 ; that arose from the whole genome duplication""",Verified ORF
5470,9,49364,-0.0701073730700755,0.0991801736685435,0.480114336894583,YIL156W,UBP7,SGDID:S000001418,ORF,Verified ORF,"""Ubiquitin-specific protease that cleaves ubiquitin-protein fusions; involved in cell cycle progression through S phase; UBP7 has a paralog ; UBP11 ; that arose from the whole genome duplication""",Verified ORF
5471,9,49801,-0.0354853099268942,0.0978201825842037,0.717000817608986,YIL156W,UBP7,SGDID:S000001418,ORF,Verified ORF,"""Ubiquitin-specific protease that cleaves ubiquitin-protein fusions; involved in cell cycle progression through S phase; UBP7 has a paralog ; UBP11 ; that arose from the whole genome duplication""",Verified ORF
5472,9,51500,0.200691344176143,0.21296236608393,0.346642920541983,YIL156W,UBP7,SGDID:S000001418,Close to 3'-UTR,Close to 3'-UTR,"""Ubiquitin-specific protease that cleaves ubiquitin-protein fusions; involved in cell cycle progression through S phase; UBP7 has a paralog ; UBP11 ; that arose from the whole genome duplication""",Verified ORF
5473,9,51605,0.393693008405325,0.224226918406661,0.0799933430500172,YIL156W,UBP7,SGDID:S000001418,Close to 3'-UTR,Close to 3'-UTR,"""Ubiquitin-specific protease that cleaves ubiquitin-protein fusions; involved in cell cycle progression through S phase; UBP7 has a paralog ; UBP11 ; that arose from the whole genome duplication""",Verified ORF
5474,9,57000,-0.131691201060675,0.0974963297699343,0.177647198714278,YIL152W,YIL152W,SGDID:S000001414,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
5475,9,57578,-0.18339516119556,0.0972291150381135,0.0600864569269162,YIL151C,ESL1,SGDID:S000001413,ORF,Verified ORF,"""hEST1A/B (SMG5/6)-like protein; contributes to environment-sensing adaptive gene expression responses; Esl1p and Esl2p contain a 14-3-3-like domain and a putative PilT N-terminus ribonuclease domain; ESL1 has a paralog ; ESL2 ; that arose from the whole genome duplication""",Verified ORF
5476,9,58928,-0.208367991708399,0.0972312051551337,0.0327950437190477,YIL151C,ESL1,SGDID:S000001413,ORF,Verified ORF,"""hEST1A/B (SMG5/6)-like protein; contributes to environment-sensing adaptive gene expression responses; Esl1p and Esl2p contain a 14-3-3-like domain and a putative PilT N-terminus ribonuclease domain; ESL1 has a paralog ; ESL2 ; that arose from the whole genome duplication""",Verified ORF
5477,9,60132,-0.185762024201232,0.0975068581829901,0.0575771722757623,YIL151C,ESL1,SGDID:S000001413,ORF,Verified ORF,"""hEST1A/B (SMG5/6)-like protein; contributes to environment-sensing adaptive gene expression responses; Esl1p and Esl2p contain a 14-3-3-like domain and a putative PilT N-terminus ribonuclease domain; ESL1 has a paralog ; ESL2 ; that arose from the whole genome duplication""",Verified ORF
5478,9,62935,-0.2002219867564,0.0992620670005805,0.0444411558835818,YIL150C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5479,9,64645,-0.179960890710342,0.0983706990146807,0.0681807258359715,YIL149C,MLP2,SGDID:S000001411,ORF,Verified ORF,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved in the Tel1p pathway that controls telomere length; MLP2 has a paralog ; MLP1 ; that arose from the whole genome duplication""",Verified ORF
