SNP,Chr,Pos,Effect,SE,FMP45_MID2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
5181,8,337892,0.0571099169868939,0.0949471208651489,0.547898531579461,YHR114W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5182,8,338392,0.0369640317093094,0.0898901000189645,0.681165448633837,YHR114W,BZZ1,SGDID:S000001156,ORF,Verified ORF,"""SH3 domain protein implicated in regulating actin polymerization; able to recruit actin polymerization machinery through its SH3 domains; colocalizes with cortical actin patches and Las17p; interacts with type I myosins""",Verified ORF
5183,8,340175,0.042694493428086,0.090036619409909,0.635657372050849,YHR115C,DMA1,SGDID:S000001157,ORF,Verified ORF,"""Ubiquitin-protein ligase (E3); controls septin dynamics ; spindle position checkpoint (SPOC) with ligase Dma2p by regulating recruitment of Elm1p to bud neck; regulates levels of eIF2 subunit Gcd11p ; as well as abundance ; localization ; and ubiquitination of Cdk inhibitory kinase Swe1p; ubiquitinates cyclin Pcl1p; ortholog of human RNF8 ; similar to human Chfr; contains FHA ; RING fingers; DMA1 has a paralog ; DMA2 ; that arose from the whole genome duplication""",Verified ORF
5184,8,340253,0.0166847743043636,0.0897776618183752,0.852672668070847,YHR115C,DMA1,SGDID:S000001157,ORF,Verified ORF,"""Ubiquitin-protein ligase (E3); controls septin dynamics ; spindle position checkpoint (SPOC) with ligase Dma2p by regulating recruitment of Elm1p to bud neck; regulates levels of eIF2 subunit Gcd11p ; as well as abundance ; localization ; and ubiquitination of Cdk inhibitory kinase Swe1p; ubiquitinates cyclin Pcl1p; ortholog of human RNF8 ; similar to human Chfr; contains FHA ; RING fingers; DMA1 has a paralog ; DMA2 ; that arose from the whole genome duplication""",Verified ORF
5185,8,341299,-0.0605763768508353,0.0896013816291329,0.499441928917075,YHR115C,DMA1,SGDID:S000001157,ORF,Verified ORF,"""Ubiquitin-protein ligase (E3); controls septin dynamics ; spindle position checkpoint (SPOC) with ligase Dma2p by regulating recruitment of Elm1p to bud neck; regulates levels of eIF2 subunit Gcd11p ; as well as abundance ; localization ; and ubiquitination of Cdk inhibitory kinase Swe1p; ubiquitinates cyclin Pcl1p; ortholog of human RNF8 ; similar to human Chfr; contains FHA ; RING fingers; DMA1 has a paralog ; DMA2 ; that arose from the whole genome duplication""",Verified ORF
5186,8,341317,-0.0681304234736207,0.0898384733034333,0.44873805575062,YHR115C,DMA1,SGDID:S000001157,ORF,Verified ORF,"""Ubiquitin-protein ligase (E3); controls septin dynamics ; spindle position checkpoint (SPOC) with ligase Dma2p by regulating recruitment of Elm1p to bud neck; regulates levels of eIF2 subunit Gcd11p ; as well as abundance ; localization ; and ubiquitination of Cdk inhibitory kinase Swe1p; ubiquitinates cyclin Pcl1p; ortholog of human RNF8 ; similar to human Chfr; contains FHA ; RING fingers; DMA1 has a paralog ; DMA2 ; that arose from the whole genome duplication""",Verified ORF
5187,8,342706,-0.101384454350965,0.0894883820829911,0.258010765758162,YHR117W,TOM71,SGDID:S000001159,ORF,Verified ORF,"""Mitochondrial outer membrane protein; probable minor component of the TOM (translocase of outer membrane) complex responsible for recognition and import of mitochondrially directed proteins; TOM71 has a paralog ; TOM70 ; that arose from the whole genome duplication""",Verified ORF
5188,8,343053,-0.0823377472693191,0.0899243523152147,0.360484227368402,YHR117W,TOM71,SGDID:S000001159,ORF,Verified ORF,"""Mitochondrial outer membrane protein; probable minor component of the TOM (translocase of outer membrane) complex responsible for recognition and import of mitochondrially directed proteins; TOM71 has a paralog ; TOM70 ; that arose from the whole genome duplication""",Verified ORF
5189,8,343641,-0.108339775141141,0.0900015354227088,0.229490977955135,YHR117W,TOM71,SGDID:S000001159,ORF,Verified ORF,"""Mitochondrial outer membrane protein; probable minor component of the TOM (translocase of outer membrane) complex responsible for recognition and import of mitochondrially directed proteins; TOM71 has a paralog ; TOM70 ; that arose from the whole genome duplication""",Verified ORF
5190,8,345499,-0.105942295561134,0.0896048089996616,0.23787126755042,YHR118C,ORC6,SGDID:S000001160,ORF,Verified ORF,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; phosphorylated by Cdc28p; mutation in the human Orc6p is linked to Meier-Gorlin syndrome""",Verified ORF
5191,8,346432,-0.104906760137517,0.0897466176063891,0.24322396830108,YHR119W,SET1,SGDID:S000001161,ORF,Verified ORF,"""Histone methyltransferase ; subunit of the COMPASS (Set1C) complex; COMPASS methylates histone H3K4; Set1p-dependent H3K4 trimethylation recruits Nrd1p ; allowing efficient termination of snoRNAs and cryptic unstable transcripts (CUTs) by Nrd1p-Nab3p-Sen1p pathway; modulates histone acetylation levels in promoter proximal regions to ensure efficient Nrd1p-dependent termination; required in transcriptional silencing near telomeres and at silent mating type loci; has a SET domain""",Verified ORF
5192,8,347011,-0.0936026429063283,0.0902794636908449,0.300534154357652,YHR119W,SET1,SGDID:S000001161,ORF,Verified ORF,"""Histone methyltransferase ; subunit of the COMPASS (Set1C) complex; COMPASS methylates histone H3K4; Set1p-dependent H3K4 trimethylation recruits Nrd1p ; allowing efficient termination of snoRNAs and cryptic unstable transcripts (CUTs) by Nrd1p-Nab3p-Sen1p pathway; modulates histone acetylation levels in promoter proximal regions to ensure efficient Nrd1p-dependent termination; required in transcriptional silencing near telomeres and at silent mating type loci; has a SET domain""",Verified ORF
5193,8,350623,-0.0880608037574699,0.0897893798212052,0.327388436831453,YHR120W,MSH1,SGDID:S000001162,ORF,Verified ORF,"""DNA-binding protein of the mitochondria; involved in repair of mitochondrial DNA; has ATPase activity and binds to DNA mismatches; has homology to E. coli MutS; transcription is induced during meiosis""",Verified ORF
5194,8,350664,-0.0968076668813801,0.089772397920066,0.281605953384982,YHR120W,MSH1,SGDID:S000001162,ORF,Verified ORF,"""DNA-binding protein of the mitochondria; involved in repair of mitochondrial DNA; has ATPase activity and binds to DNA mismatches; has homology to E. coli MutS; transcription is induced during meiosis""",Verified ORF
5195,8,353097,-0.0775853727289644,0.0899705743583259,0.389084990224082,YHR121W,LSM12,SGDID:S000001163,ORF,Verified ORF,"""Protein of unknown function that may function in RNA processing; interacts with Pbp1p and Pbp4p and associates with ribosomes; contains an RNA-binding LSM domain and an AD domain; GFP-fusion protein is induced by the DNA-damaging agent MMS; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
5196,8,359103,-0.0134458395920716,0.0901574603916138,0.881530463864699,YHRWdelta9,YHRWdelta9,SGDID:S000007008,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
5197,8,359104,-0.0134751676734286,0.0900324935419314,0.881110415072126,YHRWdelta9,YHRWdelta9,SGDID:S000007008,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
5198,8,359105,-0.0134458395920716,0.0901574603916138,0.881530463864699,YHRWdelta9,YHRWdelta9,SGDID:S000007008,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
5199,8,359203,-0.0140957311140215,0.0897732672748601,0.875322954526422,YHRWdelta9,YHRWdelta9,SGDID:S000007008,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
5200,8,359415,-0.0352837279794762,0.0897581712564129,0.694484635107208,YHR124W,NDT80,SGDID:S000001166,Close to 3'-UTR,Close to 3'-UTR,"""Meiosis-specific transcription factor; required for exit from pachytene and for full meiotic recombination; activates middle sporulation genes; competes with Sum1p for binding to promoters containing middle sporulation elements (MSE)""",Verified ORF
5201,8,359491,-0.02077671656554,0.0902797189213244,0.818118507854837,YHR125W,YHR125W,SGDID:S000001167,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
5202,8,359522,-0.0292548675483365,0.0900218850513012,0.745392458399858,YHR125W,YHR125W,SGDID:S000001167,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
5203,8,359637,0.0089528595642429,0.0969195044485406,0.926453155391764,ACS_8_359715_-_NFR/NDR,,,Promoter,Promoter,,Promoter
5204,8,359646,0.0208196993010021,0.0975317278318985,0.831086808384059,ACS_8_359715_-_NFR/NDR,,,Promoter,Promoter,,Promoter
5205,8,359670,-0.0190495973809446,0.0929842992509983,0.83779257801866,ACS_8_359715_-_NFR/NDR,,,Promoter,Promoter,,Promoter
5206,8,360543,-0.0140860655264109,0.0950984336345327,0.882331927906361,YHR126C,ANS1,SGDID:S000001168,Close to 3'-UTR,Close to 3'-UTR,"""Putative GPI protein; SWAT-GFP and mCherry fusion proteins localize to the vacuole; transcription dependent upon Azf1p""",Uncharacterized ORF
5207,8,360784,-0.0086147749981794,0.0937322800310183,0.926823027139663,YHR127W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5208,8,360938,-0.0793923837181486,0.0899361347514634,0.377964536663963,YHR127W,YHR127W,SGDID:S000001169,ORF,Verified ORF,"""Protein of unknown function; localizes to the nucleus; required for asymmetric localization of Kar9p during mitosis""",Verified ORF
5209,8,361900,0.0119565982085578,0.0920833394155483,0.896762697889885,YHR128W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5210,8,363516,-0.0048602830585765,0.0899176421880913,0.956923827765069,YHR129C,ARP1,SGDID:S000001171,ORF,Verified ORF,"""Actin-related protein of the dynactin complex; required for spindle orientation and nuclear migration; forms actin-like short filament composed of 9 or 10 Arp1p monomers; putative ortholog of mammalian centractin""",Verified ORF
5211,8,368023,-0.0803184173484094,0.0945405029165249,0.396142105813923,XUT_8F-159_NFR/NDR,,,Promoter,Promoter,,Promoter
5212,8,368026,-0.0253870180909957,0.0976039466826451,0.794936452527622,XUT_8F-159_NFR/NDR,,,Promoter,Promoter,,Promoter
5213,8,369658,0.0067132114904564,0.0897516832905966,0.940418111475006,YHR132C,ECM14,SGDID:S000001174,ORF,Verified ORF,"""Conserved fungal protein with similarity to zinc carboxypeptidases; in some strains required for normal cell wall assembly""",Verified ORF
5214,8,372172,-0.0173919724659735,0.0899857339223048,0.846854937870682,YHR134W,WSS1,SGDID:S000001176,ORF,Verified ORF,"""SUMO-ligase and SUMO-targeted metalloprotease; involved in DNA repair; removes DNA-protein crosslinks at stalled replication forks during replication of damaged DNA; clears chromatin-bound sumoylated proteins; localizes to single spot on nuclear periphery of mother cells but not daughters; exhibits vacuolar localization upon genotoxic stress; activated by DNA binding; member of minigluzincins protease family with mammalian DVC1/Spartan""",Verified ORF
5215,8,372393,-0.0304817092631547,0.0898934406545771,0.734745715914111,YHR134W,WSS1,SGDID:S000001176,ORF,Verified ORF,"""SUMO-ligase and SUMO-targeted metalloprotease; involved in DNA repair; removes DNA-protein crosslinks at stalled replication forks during replication of damaged DNA; clears chromatin-bound sumoylated proteins; localizes to single spot on nuclear periphery of mother cells but not daughters; exhibits vacuolar localization upon genotoxic stress; activated by DNA binding; member of minigluzincins protease family with mammalian DVC1/Spartan""",Verified ORF
5216,8,373115,-0.0873732480968186,0.0912744782033838,0.3390920484767,YHR135C,YCK1,SGDID:S000001177,ORF,Verified ORF,"""Palmitoylated plasma membrane-bound casein kinase I (CK1) isoform; shares redundant functions with Yck2p in morphogenesis ; proper septin assembly ; endocytic trafficking ; and glucose sensing; stabilized by Sod1p binding in the presence of glucose and oxygen ; causing glucose repression of respiratory metabolism; involved in the phosphorylation and regulation of glucose sensor Rgt2p; YCK1 has a paralog ; YCK2 ; that arose from the whole genome duplication""",Verified ORF
5217,8,373116,-0.0873732480968186,0.0912744782033838,0.3390920484767,YHR135C,YCK1,SGDID:S000001177,ORF,Verified ORF,"""Palmitoylated plasma membrane-bound casein kinase I (CK1) isoform; shares redundant functions with Yck2p in morphogenesis ; proper septin assembly ; endocytic trafficking ; and glucose sensing; stabilized by Sod1p binding in the presence of glucose and oxygen ; causing glucose repression of respiratory metabolism; involved in the phosphorylation and regulation of glucose sensor Rgt2p; YCK1 has a paralog ; YCK2 ; that arose from the whole genome duplication""",Verified ORF
5218,8,373932,-0.0521915384659532,0.0901949058908223,0.563192452275572,YHR135C,YCK1,SGDID:S000001177,ORF,Verified ORF,"""Palmitoylated plasma membrane-bound casein kinase I (CK1) isoform; shares redundant functions with Yck2p in morphogenesis ; proper septin assembly ; endocytic trafficking ; and glucose sensing; stabilized by Sod1p binding in the presence of glucose and oxygen ; causing glucose repression of respiratory metabolism; involved in the phosphorylation and regulation of glucose sensor Rgt2p; YCK1 has a paralog ; YCK2 ; that arose from the whole genome duplication""",Verified ORF
5219,8,374064,-0.0468470405765264,0.0903622281532602,0.604478845902136,YHR135C,YCK1,SGDID:S000001177,ORF,Verified ORF,"""Palmitoylated plasma membrane-bound casein kinase I (CK1) isoform; shares redundant functions with Yck2p in morphogenesis ; proper septin assembly ; endocytic trafficking ; and glucose sensing; stabilized by Sod1p binding in the presence of glucose and oxygen ; causing glucose repression of respiratory metabolism; involved in the phosphorylation and regulation of glucose sensor Rgt2p; YCK1 has a paralog ; YCK2 ; that arose from the whole genome duplication""",Verified ORF
5220,8,374065,-0.0468470405765264,0.0903622281532602,0.604478845902136,YHR135C,YCK1,SGDID:S000001177,ORF,Verified ORF,"""Palmitoylated plasma membrane-bound casein kinase I (CK1) isoform; shares redundant functions with Yck2p in morphogenesis ; proper septin assembly ; endocytic trafficking ; and glucose sensing; stabilized by Sod1p binding in the presence of glucose and oxygen ; causing glucose repression of respiratory metabolism; involved in the phosphorylation and regulation of glucose sensor Rgt2p; YCK1 has a paralog ; YCK2 ; that arose from the whole genome duplication""",Verified ORF
