SNP,Chr,Pos,Effect,SE,ERG11_ERV25_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
5384,8,520381,-0.0497116207457747,0.141911182178303,0.726321787391394,YHR209W,CRG1,SGDID:S000001252,Close to 3'-UTR,Close to 3'-UTR,"""S-AdoMet-dependent methyltransferase involved in lipid homeostasis; mediates resistance to a drug cantharidin""",Verified ORF
5385,8,521047,-0.0129875062808671,0.118303869683503,0.91264551483886,YHR210C,YHR210C,SGDID:S000001253,ORF,Uncharacterized ORF,"""Putative aldose 1-epimerase superfamily protein; non-essential gene; highly expressed under anaeorbic conditions""",Uncharacterized ORF
5386,8,522590,-0.0071699253965988,0.117998661103189,0.951582527895725,YHR210C,YHR210C,SGDID:S000001253,Close to 3'-UTR,Close to 3'-UTR,"""Putative aldose 1-epimerase superfamily protein; non-essential gene; highly expressed under anaeorbic conditions""",Uncharacterized ORF
5387,8,522597,0.0087881976184843,0.118335283553975,0.940841404820276,YHR210C,YHR210C,SGDID:S000001253,Close to 3'-UTR,Close to 3'-UTR,"""Putative aldose 1-epimerase superfamily protein; non-essential gene; highly expressed under anaeorbic conditions""",Uncharacterized ORF
5388,8,522681,0.0073099398735962,0.12189452926519,0.952213954372449,YHR210C,YHR210C,SGDID:S000001253,Close to 3'-UTR,Close to 3'-UTR,"""Putative aldose 1-epimerase superfamily protein; non-essential gene; highly expressed under anaeorbic conditions""",Uncharacterized ORF
5389,8,522950,0.0070839636480995,0.118515155359977,0.952370541265783,YHR211W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5390,8,523118,0.0028328135131008,0.117354198536121,0.980755370824432,H:521738-525391,,,Intergenic region,Intergenic region,between YHR210C and YHR211W,Intergenic region
5391,8,523239,0.0154679743449125,0.117331074950686,0.895192389175888,H:521738-525391,,,Intergenic region,Intergenic region,between YHR210C and YHR211W,Intergenic region
5392,8,523298,0.0295504445217629,0.117654697813572,0.801834638557462,H:521738-525391,,,Intergenic region,Intergenic region,between YHR210C and YHR211W,Intergenic region
5393,8,523356,0.0396294605572007,0.117845311058595,0.736856728178193,H:521738-525391,,,Intergenic region,Intergenic region,between YHR210C and YHR211W,Intergenic region
5394,8,523454,0.0178328051486169,0.11786036422489,0.87982193748978,H:521738-525391,,,Intergenic region,Intergenic region,between YHR210C and YHR211W,Intergenic region
5395,8,523510,0.0640275737626161,0.118627101451247,0.58971791989243,H:521738-525391,,,Intergenic region,Intergenic region,between YHR210C and YHR211W,Intergenic region
5396,8,523907,0.0625447716031291,0.11779468674578,0.595777429664089,H:521738-525391,,,Intergenic region,Intergenic region,between YHR210C and YHR211W,Intergenic region
5397,8,524455,0.0119798782966986,0.118254951776044,0.919365457720669,YHR211W,FLO5,SGDID:S000001254,Close to 3'-UTR,Close to 3'-UTR,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5398,8,525036,0.0608892125049724,0.117975453865935,0.606095382601539,YHR211W,FLO5,SGDID:S000001254,Close to 3'-UTR,Close to 3'-UTR,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5399,8,525056,0.0661084052331462,0.117789173678103,0.574987673939839,YHR211W,FLO5,SGDID:S000001254,Close to 3'-UTR,Close to 3'-UTR,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5400,8,525297,0.0235074002024423,0.12076385970714,0.845774301955059,YHR211W,FLO5,SGDID:S000001254,Close to 3'-UTR,Close to 3'-UTR,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5401,8,525401,0.0527804145894306,0.119807237193801,0.659812470512665,YHR211W,FLO5,SGDID:S000001254,ORF,Verified ORF,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5402,8,525441,0.24259253871204,0.217743230679803,0.265984819568182,YHR211W,FLO5,SGDID:S000001254,ORF,Verified ORF,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5403,8,525442,0.219377246217222,0.210493477003638,0.298030118995871,YHR211W,FLO5,SGDID:S000001254,ORF,Verified ORF,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5404,8,525446,0.210106844396724,0.139516926831403,0.132971851342182,YHR211W,FLO5,SGDID:S000001254,ORF,Verified ORF,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5405,8,525451,0.275506678613624,0.241804837661113,0.255318834844793,YHR211W,FLO5,SGDID:S000001254,ORF,Verified ORF,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5406,8,525454,0.0735962545952127,0.280856712590553,0.793441904972458,YHR211W,FLO5,SGDID:S000001254,ORF,Verified ORF,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5407,8,525803,0.0647448951594285,0.231300125213052,0.779704944415171,YHR211W,FLO5,SGDID:S000001254,ORF,Verified ORF,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5408,8,525866,0.0404464863492626,0.121464824612123,0.73934004124213,YHR211W,FLO5,SGDID:S000001254,ORF,Verified ORF,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5409,8,526127,0.089884447935523,0.235086313400014,0.702434400106251,YHR211W,FLO5,SGDID:S000001254,ORF,Verified ORF,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5410,8,526188,0.0263694447336107,0.204416631682343,0.897432279280594,YHR211W,FLO5,SGDID:S000001254,ORF,Verified ORF,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5411,8,528155,0.0213774499211503,0.234399519821038,0.927384680270904,YHR211W,FLO5,SGDID:S000001254,ORF,Verified ORF,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5412,8,529025,-0.111138686552326,0.167346093509366,0.507044003376339,YHR211W,FLO5,SGDID:S000001254,Close to 3'-UTR,Close to 3'-UTR,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5413,8,529350,-0.0312881913010408,0.234396365724201,0.89388659079388,YHR211W,FLO5,SGDID:S000001254,Close to 3'-UTR,Close to 3'-UTR,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5414,8,530211,0.244581158427946,0.337236374166684,0.468778298744707,YHRCdelta14,YHRCdelta14,SGDID:S000007000,Other features,LTR,"""Ty1 LTR""",reverse complement
5415,8,531108,-0.0468955983991144,0.234639869423026,0.841703577878314,H:530380-537758,,,Intergenic region,Intergenic region,between YHRCdelta14 and YHR212C,Intergenic region
5416,8,541428,-0.247114641748617,0.25888997124319,0.340475648870506,YHR213W-A,YHR213W-A,SGDID:S000028651,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; identified by gene-trapping ; microarray-based expression analysis ; and genome-wide homology searching""",Uncharacterized ORF
5417,8,553590,-0.0005230699412004,0.121680240741509,0.996572552195393,YHR215W,PHO12,SGDID:S000001258,Close to 3'-UTR,Close to 3'-UTR,"""One of three repressible acid phosphatases; glycoprotein that is transported to the cell surface by the secretory pathway; pregulated by phosphate starvation; PHO12 has a paralog ; PHO11 ; that arose from a segmental duplication""",Verified ORF
5418,8,553978,0.0528850354665467,0.120704290710653,0.661554842971099,YHR216W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5419,8,553996,0.0074309161135037,0.119946962458095,0.950636371743669,YHR216W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5420,8,554022,0.284174820313943,0.249065770334705,0.254658786545149,YHR216W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5421,8,554028,0.0654844910121868,0.123367787295144,0.595886281739054,YHR216W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5422,8,554135,-0.0763607245601482,0.135401852523685,0.573141998589195,YHR216W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5423,8,554142,-0.0978698037769108,0.136407583517486,0.473552070845705,YHR216W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5424,8,554143,-0.11052800260617,0.138198309306861,0.424377143196705,YHR216W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5425,8,554151,0.0119347858207854,0.138945335599484,0.931598148185349,YHR216W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5426,8,554202,-0.1332557877695,0.234405581752245,0.570067928404448,YHR216W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5427,8,556136,-0.0302023901428488,0.190225575733472,0.873939738835561,ARS824,ARS824,SGDID:S000118363,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
5428,8,556148,-0.017437164498574,0.294998497621595,0.95289847222855,ARS824,ARS824,SGDID:S000118363,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
5429,8,556173,0.14924183525404,0.234135091194461,0.524266048380431,ARS824,ARS824,SGDID:S000118363,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
5430,8,556173,0.0528843335740401,0.337475792972647,0.875566489137891,ARS824,ARS824,SGDID:S000118363,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
5431,8,556175,0.322218355502937,0.236456106866849,0.17384628101648,ARS824,ARS824,SGDID:S000118363,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
5432,8,556318,-0.414812692323656,0.179792528670399,0.0216232435539969,ARS824,ARS824,SGDID:S000118363,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
5433,8,556476,-0.20623967244771,0.179051288574522,0.250163497023421,TEL08R,TEL08R,SGDID:S000028964,Other features,Telomere,"""Telomeric region on the right arm of Chromosome VIII; composed of an X element core sequence ; X element combinatorial repeats ; an internal stretch of telomeric repeats ; a short Y' element ; and a terminal stretch of telomeric repeats""",telomere
