SNP,Chr,Pos,Effect,SE,ALO1_UIP4_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
6403,10,590949,0.0199234890906321,0.0615384797695857,0.746314043068732,YJR090C,GRR1,SGDID:S000003850,ORF,Verified ORF,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6404,10,591089,0.0215271828314587,0.0617063681545336,0.727398765942329,YJR090C,GRR1,SGDID:S000003850,ORF,Verified ORF,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6405,10,591752,0.0397456002008671,0.0615770250882912,0.519047462573896,YJR090C,GRR1,SGDID:S000003850,ORF,Verified ORF,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6406,10,592545,0.0082270055762039,0.0626373530446702,0.895578451100146,YJR090C,GRR1,SGDID:S000003850,ORF,Verified ORF,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6407,10,594187,0.0572902664275787,0.12472161371009,0.646269080261557,YJR090C,GRR1,SGDID:S000003850,ORF,Verified ORF,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6408,10,594906,0.0222368494723274,0.061336689590013,0.717167371327667,YJR090C,GRR1,SGDID:S000003850,Close to 3'-UTR,Close to 3'-UTR,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6409,10,595280,0.0311043905861795,0.0610222411084091,0.610564621310561,YJR091C,JSN1,SGDID:S000003851,ORF,Verified ORF,"""Member of the Puf family of RNA-binding proteins; interacts with mRNAs encoding membrane-associated proteins; involved in localizing the Arp2/3 complex to mitochondria; overexpression causes increased sensitivity to benomyl; JSN1 has a paralog ; PUF2 ; that arose from the whole genome duplication""",Verified ORF
6410,10,598877,0.0278437613190219,0.0612561825071604,0.649715174923102,YJR092W,BUD4,SGDID:S000003852,ORF,Verified ORF,"""Anillin-like protein involved in bud-site selection; required for the axial budding pattern; required for the formation and disassembly of the double septin ring structure ; and generally for septin organization; functions as a platform linking the cytokinesis tag septins to the axial landmark through its multiple domains; in vivo substrate of Cdc28p/Clb2p""",Verified ORF
6411,10,599081,0.0291048631716244,0.0614927578557931,0.636287760138655,YJR092W,BUD4,SGDID:S000003852,ORF,Verified ORF,"""Anillin-like protein involved in bud-site selection; required for the axial budding pattern; required for the formation and disassembly of the double septin ring structure ; and generally for septin organization; functions as a platform linking the cytokinesis tag septins to the axial landmark through its multiple domains; in vivo substrate of Cdc28p/Clb2p""",Verified ORF
6412,10,599712,-0.0107416395832576,0.0618169800156538,0.862149601763055,YJR092W,BUD4,SGDID:S000003852,ORF,Verified ORF,"""Anillin-like protein involved in bud-site selection; required for the axial budding pattern; required for the formation and disassembly of the double septin ring structure ; and generally for septin organization; functions as a platform linking the cytokinesis tag septins to the axial landmark through its multiple domains; in vivo substrate of Cdc28p/Clb2p""",Verified ORF
6413,10,602670,-0.0111529262712863,0.0611089584591345,0.855288170788657,YJR092W,BUD4,SGDID:S000003852,ORF,Verified ORF,"""Anillin-like protein involved in bud-site selection; required for the axial budding pattern; required for the formation and disassembly of the double septin ring structure ; and generally for septin organization; functions as a platform linking the cytokinesis tag septins to the axial landmark through its multiple domains; in vivo substrate of Cdc28p/Clb2p""",Verified ORF
6414,10,603082,-0.026989330712341,0.0618403848541337,0.66278769860964,YJR092W,BUD4,SGDID:S000003852,Close to 3'-UTR,Close to 3'-UTR,"""Anillin-like protein involved in bud-site selection; required for the axial budding pattern; required for the formation and disassembly of the double septin ring structure ; and generally for septin organization; functions as a platform linking the cytokinesis tag septins to the axial landmark through its multiple domains; in vivo substrate of Cdc28p/Clb2p""",Verified ORF
6415,10,603693,-0.0007707129070928,0.0610201813529279,0.989929754775114,YJR093C,FIP1,SGDID:S000003853,ORF,Verified ORF,"""Subunit of cleavage polyadenylation factor (CPF); interacts directly with poly(A) polymerase (Pap1p) to regulate its activity; bridging factor that links Pap1p and the CPF complex via Yth1p""",Verified ORF
6416,10,604721,0.0418077026189629,0.0611588974908151,0.494681606460795,CUT218,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
6417,10,605419,0.034761227510917,0.0619045158854816,0.574792769803938,YJR094C,IME1,SGDID:S000003854,ORF,Verified ORF,"""Master regulator of meiosis that is active only during meiotic events; activates transcription of early meiotic genes through interaction with Ume6p; degraded by the 26S proteasome following phosphorylation by Ime2p; transcription is negatively regulated in cis by the IRT1 long noncoding antisense RNA""",Verified ORF
6418,10,605428,0.0197322631413315,0.0616044001393828,0.748925838195368,YJR094C,IME1,SGDID:S000003854,ORF,Verified ORF,"""Master regulator of meiosis that is active only during meiotic events; activates transcription of early meiotic genes through interaction with Ume6p; degraded by the 26S proteasome following phosphorylation by Ime2p; transcription is negatively regulated in cis by the IRT1 long noncoding antisense RNA""",Verified ORF
6419,10,605865,-0.0083808477974092,0.0632287861714523,0.89462639789244,YJR094C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6420,10,606786,-0.039105342787364,0.115582247974501,0.735313042935538,YNCJ0028C,IRT1,SGDID:S000178119,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""Long noncoding RNA that governs mating-type control of gametogenesis; located in the IME1 promoter; in haploids ; expression of IME1 ; the central inducer of gametogenesis ; is inhibited in cis by transcription of IRT1 ; which recruits the Set2p histone methyltransferase and the Set3p histone deacetylase complex to establish repressive chromatin at the IME1 promoter""",ncRNA_gene
6421,10,607274,0.0260254729938796,0.0617822868000126,0.673832635424638,YNCJ0028C,IRT1,SGDID:S000178119,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""Long noncoding RNA that governs mating-type control of gametogenesis; located in the IME1 promoter; in haploids ; expression of IME1 ; the central inducer of gametogenesis ; is inhibited in cis by transcription of IRT1 ; which recruits the Set2p histone methyltransferase and the Set3p histone deacetylase complex to establish repressive chromatin at the IME1 promoter""",ncRNA_gene
6422,10,608426,0.00750158417033,0.0613498549970691,0.902750415349031,YJR094W-A,RPL43B,SGDID:S000003855,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L43B; homologous to mammalian ribosomal protein L37A ; no bacterial homolog; RPL43B has a paralog ; RPL43A ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
6423,10,610850,-0.0148179630464191,0.0645627368781091,0.818603436588017,YJR095W,SFC1,SGDID:S000003856,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial succinate-fumarate transporter; transports succinate into and fumarate out of the mitochondrion; required for ethanol and acetate utilization""",Verified ORF
6424,10,610869,-0.123925047561857,0.119358897535826,0.299861708455097,YJR096W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6425,10,610869,0.127943020175375,0.138941041105532,0.357760764950487,YJR096W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6426,10,611690,-0.0004081715601154,0.0614626725629912,0.994705065557529,YJR096W,YJR096W,SGDID:S000003857,ORF,Verified ORF,"""Xylose and arabinose reductase; member of the aldo-keto reductase (AKR) family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS""",Verified ORF
6427,10,612904,0.0101812057547341,0.0616934393104776,0.869015630522296,ARS1019,ARS1019,SGDID:S000028456,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
6428,10,615292,-0.0196556091763687,0.0618721806614091,0.750914844027747,YJR099W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6429,10,617634,0.0123640861895533,0.0627242626445492,0.843848582060655,YJR100C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6430,10,618031,-0.0083288735558499,0.0662723784242645,0.900059633363145,YJR101W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6431,10,618415,0.0014105602993308,0.0612492846970119,0.981639494835597,YJR101W,RSM26,SGDID:S000003862,ORF,Verified ORF,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
6432,10,618419,0.0003888031411543,0.0612999222548568,0.994942924831802,YJR101W,RSM26,SGDID:S000003862,ORF,Verified ORF,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
6433,10,618867,0.0083641579383397,0.0613495390309423,0.891633291186453,YJR101W,RSM26,SGDID:S000003862,ORF,Verified ORF,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
6434,10,619199,0.0059185564673613,0.0618297351794093,0.923794521943085,YJR102C,VPS25,SGDID:S000003863,ORF,Verified ORF,"""Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome""",Verified ORF
6435,10,619526,-0.0009976326495548,0.0616385494448486,0.987095781229227,YJR102C,VPS25,SGDID:S000003863,ORF,Verified ORF,"""Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome""",Verified ORF
6436,10,619631,0.0016545935868488,0.0615122037508731,0.978555791504863,YJR102C,VPS25,SGDID:S000003863,ORF,Verified ORF,"""Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome""",Verified ORF
6437,10,620344,-0.0584856676091778,0.114354625604623,0.609361905205692,YJR102C,VPS25,SGDID:S000003863,Close to 3'-UTR,Close to 3'-UTR,"""Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome""",Verified ORF
6438,10,620582,0.0157216978572705,0.062098586259941,0.800281749620221,YJR103W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6439,10,620664,0.0043481831188669,0.0619129268010736,0.944049873574676,YJR102C,VPS25,SGDID:S000003863,Close to 3'-UTR,Close to 3'-UTR,"""Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome""",Verified ORF
6440,10,621701,0.0179371617821689,0.0615012745240121,0.770721639189796,YJR103W,URA8,SGDID:S000003864,ORF,Verified ORF,"""Minor CTP synthase isozyme (see also URA7); catalyzes the ATP-dependent transfer of the amide nitrogen from glutamine to UTP ; forming CTP ; the final step in de novo biosynthesis of pyrimidines; involved in phospholipid biosynthesis; capable of forming cytoplasmic filaments termed cytoophidium ; especially during conditions of glucose depletion; URA8 has a paralog ; URA7 ; that arose from the whole genome duplication""",Verified ORF
6441,10,622018,-0.004458704876767,0.0610197336746326,0.941791891379007,YJR103W,URA8,SGDID:S000003864,ORF,Verified ORF,"""Minor CTP synthase isozyme (see also URA7); catalyzes the ATP-dependent transfer of the amide nitrogen from glutamine to UTP ; forming CTP ; the final step in de novo biosynthesis of pyrimidines; involved in phospholipid biosynthesis; capable of forming cytoplasmic filaments termed cytoophidium ; especially during conditions of glucose depletion; URA8 has a paralog ; URA7 ; that arose from the whole genome duplication""",Verified ORF
6442,10,627474,0.0048331202520443,0.0603638087412444,0.936229720035977,YJR107W,LIH1,SGDID:S000003868,ORF,Uncharacterized ORF,"""Putative lipase""",Uncharacterized ORF
6443,10,628811,-0.0112324563134187,0.146625057054299,0.938979857743645,YJR108W,ABM1,SGDID:S000003869,ORF,Verified ORF,"""Protein of unknown function; required for normal microtubule organization""",Verified ORF
6444,10,628814,0.0004530600423739,0.0769180170886221,0.99530368032851,YJR108W,ABM1,SGDID:S000003869,ORF,Verified ORF,"""Protein of unknown function; required for normal microtubule organization""",Verified ORF
6445,10,629030,-0.0024631018469362,0.0603014268646005,0.96744136603362,YJR108W,ABM1,SGDID:S000003869,ORF,Verified ORF,"""Protein of unknown function; required for normal microtubule organization""",Verified ORF
