SNP,Chr,Pos,Effect,SE,ERV25_EMP47_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
5791,9,268445,0.0233136253929295,0.0603545169334734,0.699523469619063,YIL046W-A,YIL046W-A,SGDID:S000028836,ORF,Uncharacterized ORF,"""Putative protein of unknown function; identified by expression profiling and mass spectrometry""",Uncharacterized ORF
5792,9,270121,-0.0776707263096327,0.0594222732656059,0.192030270042056,YIL046W,MET30,SGDID:S000001308,ORF,Verified ORF,"""F-box protein containing five copies of the WD40 motif; controls cell cycle function ; sulfur metabolism ; and methionine biosynthesis as part of the ubiquitin ligase complex; interacts with and regulates Met4p ; localizes within the nucleus; dissociation of Met30p from SCF complex in response to cadmium stress is regulated by Cdc48p""",Verified ORF
5793,9,270686,-0.139111480727738,0.108371500410547,0.200105115461316,YIL045W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5794,9,270827,-0.0439654851892412,0.0602781139172656,0.466254601471311,YIL046W,MET30,SGDID:S000001308,Close to 3'-UTR,Close to 3'-UTR,"""F-box protein containing five copies of the WD40 motif; controls cell cycle function ; sulfur metabolism ; and methionine biosynthesis as part of the ubiquitin ligase complex; interacts with and regulates Met4p ; localizes within the nucleus; dissociation of Met30p from SCF complex in response to cadmium stress is regulated by Cdc48p""",Verified ORF
5795,9,273029,-0.058208629301284,0.06008263067657,0.333303506402594,YIL044C,AGE2,SGDID:S000001306,ORF,Verified ORF,"""ADP-ribosylation factor (ARF) GTPase activating protein (GAP) effector; involved in Trans-Golgi-Network (TGN) transport; contains C2C2H2 cysteine/histidine motif""",Verified ORF
5796,9,273060,-0.0645701579783248,0.0597226138775039,0.280360606832173,YIL044C,AGE2,SGDID:S000001306,ORF,Verified ORF,"""ADP-ribosylation factor (ARF) GTPase activating protein (GAP) effector; involved in Trans-Golgi-Network (TGN) transport; contains C2C2H2 cysteine/histidine motif""",Verified ORF
5797,9,273430,-0.0611881391493128,0.059572557506112,0.305067459265222,YIL044C,AGE2,SGDID:S000001306,ORF,Verified ORF,"""ADP-ribosylation factor (ARF) GTPase activating protein (GAP) effector; involved in Trans-Golgi-Network (TGN) transport; contains C2C2H2 cysteine/histidine motif""",Verified ORF
5798,9,273993,-0.0775575606619583,0.0604427415223525,0.200278661720181,YIL044C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5799,9,276483,-0.0888369025802038,0.059465369010323,0.136088082338277,YIL041W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5800,9,276759,-0.070092827892321,0.0594564550373676,0.23923458812757,YIL041W,GVP36,SGDID:S000001303,ORF,Verified ORF,"""BAR domain protein that localizes to early and late Golgi vesicles; required for adaptation to varying nutrient concentrations ; fluid-phase endocytosis ; polarization of the actin cytoskeleton ; and vacuole biogenesis""",Verified ORF
5801,9,280761,-0.0048147711812148,0.0597273135784585,0.935795766553552,YIL038C,NOT3,SGDID:S000001300,ORF,Verified ORF,"""Component of the CCR4-NOT core complex ; involved in mRNA decapping; involved in transcription initiation and elongation and in mRNA degradation; conserved lysine in human homolog of Not3p and Not5p is mutated in cancers""",Verified ORF
5802,9,280878,0.007297706839562,0.0600660406157954,0.903368325650761,YIL038C,NOT3,SGDID:S000001300,ORF,Verified ORF,"""Component of the CCR4-NOT core complex ; involved in mRNA decapping; involved in transcription initiation and elongation and in mRNA degradation; conserved lysine in human homolog of Not3p and Not5p is mutated in cancers""",Verified ORF
5803,9,281757,0.0031113584691573,0.0598145563868578,0.958544774183135,YIL038C,NOT3,SGDID:S000001300,ORF,Verified ORF,"""Component of the CCR4-NOT core complex ; involved in mRNA decapping; involved in transcription initiation and elongation and in mRNA degradation; conserved lysine in human homolog of Not3p and Not5p is mutated in cancers""",Verified ORF
5804,9,282224,-0.0009547117400912,0.0597240710809455,0.987255089229733,YIL038C,NOT3,SGDID:S000001300,ORF,Verified ORF,"""Component of the CCR4-NOT core complex ; involved in mRNA decapping; involved in transcription initiation and elongation and in mRNA degradation; conserved lysine in human homolog of Not3p and Not5p is mutated in cancers""",Verified ORF
5805,9,283213,0.0146015869452186,0.0600756990996566,0.808105406828939,YIL037C,PRM2,SGDID:S000001299,ORF,Verified ORF,"""Pheromone-regulated protein; predicted to have 4 transmembrane segments and a coiled coil domain; regulated by Ste12p; required for efficient nuclear fusion""",Verified ORF
5806,9,283290,-0.0044875849266287,0.0599439780915747,0.94036613634842,YIL037C,PRM2,SGDID:S000001299,ORF,Verified ORF,"""Pheromone-regulated protein; predicted to have 4 transmembrane segments and a coiled coil domain; regulated by Ste12p; required for efficient nuclear fusion""",Verified ORF
5807,9,286125,-0.0094535123165758,0.0595918489998425,0.87404506108215,YIL036W,CST6,SGDID:S000001298,ORF,Verified ORF,"""Basic leucine zipper (bZIP) transcription factor from ATF/CREB family involved in stress-responsive regulatory network; mediates transcriptional activation of NCE103 in response to low CO2 levels; proposed to be a regulator of oleate responsive genes; involved in utilization of non-optimal carbon sources and chromosome stability; relocalizes to the cytosol in response to hypoxia; CST6 has a paralog ; ACA1 ; that arose from the whole genome duplication""",Verified ORF
5808,9,287755,-0.0325118062560315,0.0720829441761407,0.652242503132995,YIL036W,CST6,SGDID:S000001298,Close to 3'-UTR,Close to 3'-UTR,"""Basic leucine zipper (bZIP) transcription factor from ATF/CREB family involved in stress-responsive regulatory network; mediates transcriptional activation of NCE103 in response to low CO2 levels; proposed to be a regulator of oleate responsive genes; involved in utilization of non-optimal carbon sources and chromosome stability; relocalizes to the cytosol in response to hypoxia; CST6 has a paralog ; ACA1 ; that arose from the whole genome duplication""",Verified ORF
5809,9,289043,-0.0105248540730763,0.0598804569207631,0.86057980150959,YIL035C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5810,9,289127,0.0079781205468121,0.0595924602959606,0.893575324319664,YIL035C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5811,9,289513,0.0215149071528195,0.0598916177051284,0.719637301353188,SUT187,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5812,9,292353,0.001616759768752,0.0598668697956598,0.978470274455281,YIL031W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5813,9,294986,0.0262492924726308,0.0596978521354476,0.660421689313864,YIL031W,ULP2,SGDID:S000001293,ORF,Verified ORF,"""Peptidase that deconjugates Smt3/SUMO-1 peptides from proteins; plays a role in chromosome cohesion at centromeric regions and recovery from checkpoint arrest induced by DNA damage or DNA replication defects; potential Cdc28p substrate; human homolog PML implicated in promyelocytic leukemia can partially complement yeast null mutant""",Verified ORF
5814,9,296974,0.014982809581623,0.0598616201778563,0.802508116351644,YIL030C,SSM4,SGDID:S000001292,ORF,Verified ORF,"""Membrane-embedded ubiquitin-protein ligase and retrotranslocase; ER and inner nuclear membrane localized RING-CH domain E3 ligase involved in ER-associated protein degradation (ERAD); aids Cdc48p in the extraction of faulty membrane proteins; targets misfolded cytosolic/nucleoplasmic domains of soluble and membrane embedded proteins (ERAD-C) and Sbh2p ; a transmembrane domain-containing substrate (ERAD-M); C-terminal element ; conserved in human ortholog MARCH6 ; determines substrate selectivity""",Verified ORF
5815,9,298782,0.0289321469204734,0.0595459921345275,0.627354419004118,YIL030C,SSM4,SGDID:S000001292,ORF,Verified ORF,"""Membrane-embedded ubiquitin-protein ligase and retrotranslocase; ER and inner nuclear membrane localized RING-CH domain E3 ligase involved in ER-associated protein degradation (ERAD); aids Cdc48p in the extraction of faulty membrane proteins; targets misfolded cytosolic/nucleoplasmic domains of soluble and membrane embedded proteins (ERAD-C) and Sbh2p ; a transmembrane domain-containing substrate (ERAD-M); C-terminal element ; conserved in human ortholog MARCH6 ; determines substrate selectivity""",Verified ORF
5816,9,299767,0.029109901041136,0.0598825237449607,0.627185981017846,YIL030C,SSM4,SGDID:S000001292,ORF,Verified ORF,"""Membrane-embedded ubiquitin-protein ligase and retrotranslocase; ER and inner nuclear membrane localized RING-CH domain E3 ligase involved in ER-associated protein degradation (ERAD); aids Cdc48p in the extraction of faulty membrane proteins; targets misfolded cytosolic/nucleoplasmic domains of soluble and membrane embedded proteins (ERAD-C) and Sbh2p ; a transmembrane domain-containing substrate (ERAD-M); C-terminal element ; conserved in human ortholog MARCH6 ; determines substrate selectivity""",Verified ORF
5817,9,300482,0.0343069422592048,0.119263967437547,0.773779217594842,YILCdelta3,YILCdelta3,SGDID:S000007013,Other features,LTR,"""Ty1 LTR""",reverse complement
5818,9,300559,0.0449398507602972,0.11916394307409,0.706306399788486,YILCdelta3,YILCdelta3,SGDID:S000007013,Other features,LTR,"""Ty1 LTR""",reverse complement
5819,9,303507,0.0839302620976515,0.0597543713455932,0.161023171327091,YIL027C,EMC5,SGDID:S000001289,Close to 3'-UTR,Close to 3'-UTR,"""Member of conserved ER transmembrane complex; required for efficient folding of proteins in the ER; null mutant displays induction of the unfolded protein response ; and also shows K1 killer toxin resistance; homologous to worm B0334.15/EMC-5 ; fly CG15168 ; human MMGT""",Verified ORF
5820,9,303589,0.073876311988607,0.0597919681410318,0.217445360578144,YIL027C,EMC5,SGDID:S000001289,Close to 3'-UTR,Close to 3'-UTR,"""Member of conserved ER transmembrane complex; required for efficient folding of proteins in the ER; null mutant displays induction of the unfolded protein response ; and also shows K1 killer toxin resistance; homologous to worm B0334.15/EMC-5 ; fly CG15168 ; human MMGT""",Verified ORF
5821,9,303690,0.0700117951227785,0.0608534302261642,0.250717274707601,YIL027C,EMC5,SGDID:S000001289,ORF,Verified ORF,"""Member of conserved ER transmembrane complex; required for efficient folding of proteins in the ER; null mutant displays induction of the unfolded protein response ; and also shows K1 killer toxin resistance; homologous to worm B0334.15/EMC-5 ; fly CG15168 ; human MMGT""",Verified ORF
5822,9,304133,0.0773222830504771,0.0598714354247782,0.197385051749714,YIL027C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5823,9,310366,-0.0163380591117969,0.0598198311551967,0.784919828924429,YIL023C,YKE4,SGDID:S000001285,ORF,Verified ORF,"""Zinc transporter; localizes to the ER; null mutant is sensitive to calcofluor white ; leads to zinc accumulation in cytosol; ortholog of the mouse KE4 and member of the ZIP (ZRT ; IRT-like Protein) family""",Verified ORF
5824,9,310436,0.0028405531534085,0.0599442632881629,0.962231928316915,YIL023C,YKE4,SGDID:S000001285,Close to 3'-UTR,Close to 3'-UTR,"""Zinc transporter; localizes to the ER; null mutant is sensitive to calcofluor white ; leads to zinc accumulation in cytosol; ortholog of the mouse KE4 and member of the ZIP (ZRT ; IRT-like Protein) family""",Verified ORF
5825,9,310500,-0.0443328557121117,0.122895536726288,0.718512512812398,YIL023C,YKE4,SGDID:S000001285,Close to 3'-UTR,Close to 3'-UTR,"""Zinc transporter; localizes to the ER; null mutant is sensitive to calcofluor white ; leads to zinc accumulation in cytosol; ortholog of the mouse KE4 and member of the ZIP (ZRT ; IRT-like Protein) family""",Verified ORF
5826,9,314400,-0.0880634058028476,0.0595777405877958,0.140265749624371,YIL020C,HIS6,SGDID:S000001282,ORF,Verified ORF,"""Enzyme that catalyzes the fourth step in the histidine pathway; Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase; mutations cause histidine auxotrophy and sensitivity to Cu ; Co ; and Ni salts""",Verified ORF
5827,9,314913,-0.0687628202934154,0.0594946231189486,0.248551962927113,YIL019W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5828,9,315623,-0.0737242993725029,0.059697328325999,0.217663720933306,YIL019W,FAF1,SGDID:S000001281,ORF,Verified ORF,"""Protein required for pre-rRNA processing; also required for 40S ribosomal subunit assembly""",Verified ORF
5829,9,317005,-0.0739842921536805,0.0597648959269346,0.216567606381484,YIL019W,FAF1,SGDID:S000001281,Close to 3'-UTR,Close to 3'-UTR,"""Protein required for pre-rRNA processing; also required for 40S ribosomal subunit assembly""",Verified ORF
5830,9,317752,-0.0529086956938345,0.119282268030557,0.657633362658753,YIL018W,RPL2B,SGDID:S000001280,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L2B; homologous to mammalian ribosomal protein L2 and bacterial L2; RPL2B has a paralog ; RPL2A ; that arose from the whole genome duplication; expression is upregulated at low temperatures""",Verified ORF
5831,9,322200,-0.0608662021830552,0.0598334814468455,0.309726497427387,YIL015W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5832,9,323432,-0.0440978459565789,0.0598009631957092,0.461362741071089,YIL015W,BAR1,SGDID:S000001277,ORF,Verified ORF,"""Aspartyl protease secreted to periplasmic space of mating type a cell; helps cells monitor availability of mating partners; cleaves and inactivates alpha factor allowing cells to recover from alpha-factor-induced cell cycle arrest""",Verified ORF
5833,9,324397,0.277014008903854,0.205084822605477,0.177647478039496,YILWsigma3,YILWsigma3,SGDID:S000007019,Other features,LTR,"""Ty3 LTR""",long_terminal_repeat
5834,9,324487,0.190479838723342,0.14059979983947,0.176358504263825,YILWsigma3,YILWsigma3,SGDID:S000007019,Other features,LTR,"""Ty3 LTR""",long_terminal_repeat
5835,9,324521,0.429616479832991,0.50398127135851,0.394544952756467,YILWsigma3,YILWsigma3,SGDID:S000007019,Other features,LTR,"""Ty3 LTR""",long_terminal_repeat
5836,9,328426,-0.0860208007034808,0.059598036625047,0.149808841403419,YIL013C,PDR11,SGDID:S000001275,ORF,Verified ORF,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in multiple drug resistance; mediates sterol uptake when sterol biosynthesis is compromised; regulated by Pdr1p; required for anaerobic growth; PDR11 has a paralog ; AUS1 ; that arose from the whole genome duplication""",Verified ORF
5837,9,330193,-0.0786785634137193,0.0598908898277421,0.189800876380438,YIL013C,PDR11,SGDID:S000001275,ORF,Verified ORF,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in multiple drug resistance; mediates sterol uptake when sterol biosynthesis is compromised; regulated by Pdr1p; required for anaerobic growth; PDR11 has a paralog ; AUS1 ; that arose from the whole genome duplication""",Verified ORF
5838,9,330993,-0.0786437927549929,0.0602395482432069,0.192566866495921,YIL013C,PDR11,SGDID:S000001275,ORF,Verified ORF,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in multiple drug resistance; mediates sterol uptake when sterol biosynthesis is compromised; regulated by Pdr1p; required for anaerobic growth; PDR11 has a paralog ; AUS1 ; that arose from the whole genome duplication""",Verified ORF
5839,9,334143,-0.0335969913220756,0.0599645510455217,0.575643262501698,YIL011W,TIR3,SGDID:S000001273,ORF,Verified ORF,"""Cell wall mannoprotein; member of Srp1p/Tip1p family of serine-alanine-rich proteins; expressed under anaerobic conditions and required for anaerobic growth; TIR3 has a paralog ; TIR2 ; that arose from the whole genome duplication""",Verified ORF
5840,9,334329,-0.0189069742092149,0.0889016339624683,0.831704811718161,YIL011W,TIR3,SGDID:S000001273,ORF,Verified ORF,"""Cell wall mannoprotein; member of Srp1p/Tip1p family of serine-alanine-rich proteins; expressed under anaerobic conditions and required for anaerobic growth; TIR3 has a paralog ; TIR2 ; that arose from the whole genome duplication""",Verified ORF
5841,9,334958,0.0069165788328786,0.0597507839150571,0.907910854612409,YIL010W,DOT5,SGDID:S000001272,ORF,Verified ORF,"""Nuclear thiol peroxidase; functions as an alkyl-hydroperoxide reductase during post-diauxic growth""",Verified ORF
