SNP,Chr,Pos,Effect,SE,PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7683,12,262552,-0.050494204469258,0.182740141389073,0.782466318462309,YLR060W,FRS1,SGDID:S000004050,ORF,Verified ORF,"""Beta subunit of cytoplasmic phenylalanyl-tRNA synthetase; forms a tetramer with Frs2p to generate active enzyme; able to hydrolyze mis-aminoacylated tRNA-Phe ; which could contribute to translational quality control""",Verified ORF
7684,12,263103,-0.0868626587973486,0.186752985174603,0.642131890452477,YLR061W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7685,12,265316,-0.0400649027458899,0.201979880195436,0.842876925747859,YLR064W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7686,12,265316,1.24677193565989,1.22771621055785,0.310552935188164,YLR064W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7687,12,266631,0.133285535180032,0.183947789169417,0.469187556655155,YLR065C,SND2,SGDID:S000004055,ORF,Verified ORF,"""Protein involved in SRP-independent targeting of substrates to the ER; component of an alternative ER targeting pathway that has partial functional redundancy with the GET pathway; preference for substrates with downstream transmembrane domains; interacts with Snd1p ; Pho88p/Snd3p and Sec61p-translocon subunits; can compensate for loss of SRP; role in the late endosome-vacuole interface; putative role in secretory protein quality control""",Verified ORF
7688,12,271300,-0.183394839949636,0.184639028585592,0.321262885440984,YLR068W,FYV7,SGDID:S000004058,ORF,Verified ORF,"""Nucleolar protein required for maturation of 18S rRNA; required for survival upon exposure to K1 killer toxin""",Verified ORF
7689,12,271394,-0.190993827161493,0.182725173840651,0.296621805299065,YLR068W,FYV7,SGDID:S000004058,ORF,Verified ORF,"""Nucleolar protein required for maturation of 18S rRNA; required for survival upon exposure to K1 killer toxin""",Verified ORF
7690,12,272038,-0.247525480255189,0.182550380710089,0.175988288054058,YLR069C,MEF1,SGDID:S000004059,ORF,Verified ORF,"""Mitochondrial elongation factor involved in translational elongation""",Verified ORF
7691,12,274242,-0.217520045606508,0.182900716404744,0.235129103436297,SUT256,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7692,12,275222,-0.149063663206398,0.182318935202226,0.414138059221279,SUT256,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7693,12,275647,-0.14089876304618,0.182337327425128,0.440195244779038,YLR071C,RGR1,SGDID:S000004061,ORF,Verified ORF,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for glucose repression ; HO repression ; RME1 repression and sporulation""",Verified ORF
7694,12,276459,-0.0957025216138928,0.183983003456303,0.60327084343225,YLR071C,RGR1,SGDID:S000004061,ORF,Verified ORF,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for glucose repression ; HO repression ; RME1 repression and sporulation""",Verified ORF
7695,12,277526,-0.099463133365729,0.185131985136712,0.591429790826331,YLR071C,RGR1,SGDID:S000004061,ORF,Verified ORF,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for glucose repression ; HO repression ; RME1 repression and sporulation""",Verified ORF
7696,12,279975,-0.0785432256756131,0.181988711434562,0.666308015456115,YLR072W,LAM6,SGDID:S000004062,ORF,Verified ORF,"""Sterol transporter that transfers sterols between membranes; may regulate and coordinate formation of contact sites between organelles; localizes to ER-mitochondrial contact sites in a Tom70p- and Tom71p-dependent manner; mitochondrial localization requires GRAM domain; also localizes to ER-vacuole contact sites ; in a Vac8p-dependent manner; has GRAM and StART-like (VASt) domains; one of six StART-like domain-containing proteins in yeast; conserved across eukaryotes""",Verified ORF
7697,12,281400,-0.11742898342019,0.182505566835184,0.520364928320311,YLR073C,RFU1,SGDID:S000004063,ORF,Verified ORF,"""Protein that inhibits Doa4p deubiquitinating activity; contributes to ubiquitin homeostasis by regulating the conversion of free ubiquitin chains to ubiquitin monomers by Doa4p; GFP-fusion protein localizes to endosomes""",Verified ORF
7698,12,281460,-0.133946159543652,0.184481226819268,0.468277398467569,YLR073C,RFU1,SGDID:S000004063,ORF,Verified ORF,"""Protein that inhibits Doa4p deubiquitinating activity; contributes to ubiquitin homeostasis by regulating the conversion of free ubiquitin chains to ubiquitin monomers by Doa4p; GFP-fusion protein localizes to endosomes""",Verified ORF
7699,12,281802,-0.364631401286247,0.223940548802729,0.104363820452763,YLR073C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7700,12,281805,-0.557242575282375,0.365683266101684,0.128444177988297,YLR073C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7701,12,282684,-0.371949882726078,0.257103254085428,0.148869850469231,SUT258,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7702,12,282691,-0.164567420750202,0.261085089723484,0.528892390463025,SUT258,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7703,12,282692,-0.0641205418329598,0.246952529183584,0.795287259428315,SUT258,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7704,12,282693,-0.345421259147876,0.251523691510351,0.170526059340454,SUT258,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7705,12,282769,-0.300499547386559,0.186617658502867,0.108238903736068,SUT258,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7706,12,283368,-0.187316226426368,0.182998306791803,0.30672735735259,YLR075W,RPL10,SGDID:S000004065,ORF,Verified ORF,"""Ribosomal 60S subunit protein L10; homologous to mammalian ribosomal protein L10 and bacterial L16; responsible for joining the 40S and 60S subunits; regulates translation initiation; similar to members of the QM gene family; protein abundance increases under DNA replication stress; mutations in human homolog implicated in T-cell acute lymphoblastic leukemia and also autism spectrum disorders (ASD); human RPL10 can complement yeast null mutant""",Verified ORF
7707,12,283720,-0.202203852258635,0.197437465402564,0.306469870569611,YLR077W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7708,12,284459,-0.257228078224718,0.183140508672405,0.1610375379128,YLR077W,FMP25,SGDID:S000004067,ORF,Verified ORF,"""Protein required for assembly of respiratory complex III; mitochondrial inner membrane protein; required for an early step in assembly of respiratory complex III (cytochrome bc1 complex); mRNA is targeted to mitochondria""",Verified ORF
7709,12,284882,-0.211076799065934,0.183201815244935,0.250037260264548,YLR077W,FMP25,SGDID:S000004067,ORF,Verified ORF,"""Protein required for assembly of respiratory complex III; mitochondrial inner membrane protein; required for an early step in assembly of respiratory complex III (cytochrome bc1 complex); mRNA is targeted to mitochondria""",Verified ORF
7710,12,286066,-0.138126508876525,0.182157714117172,0.448789466567282,YLR078C,BOS1,SGDID:S000004068,ORF,Verified ORF,"""v-SNARE (vesicle specific SNAP receptor); localized to the endoplasmic reticulum membrane and necessary for vesicular transport from the ER to the Golgi; required for efficient nuclear fusion during mating""",Verified ORF
7711,12,289576,-0.302304897173321,0.181989293583047,0.0975784762034992,YLR080W,EMP46,SGDID:S000004070,Close to 3'-UTR,Close to 3'-UTR,"""Integral membrane component of ER-derived COPII-coated vesicles; functions in ER to Golgi transport; EMP46 has a paralog ; EMP47 ; that arose from the whole genome duplication""",Verified ORF
7712,12,290595,-0.258573657753816,0.182275803928607,0.156902406839018,YLR081W,GAL2,SGDID:S000004071,ORF,Verified ORF,"""Galactose permease; required for utilization of galactose; also able to transport glucose""",Verified ORF
7713,12,290718,-0.255968470365539,0.18228622023565,0.161134980999432,YLR081W,GAL2,SGDID:S000004071,ORF,Verified ORF,"""Galactose permease; required for utilization of galactose; also able to transport glucose""",Verified ORF
7714,12,290736,-0.273383309538368,0.181698481464032,0.133321451696239,YLR081W,GAL2,SGDID:S000004071,ORF,Verified ORF,"""Galactose permease; required for utilization of galactose; also able to transport glucose""",Verified ORF
7715,12,291984,-0.269304590852958,0.191842180324892,0.161262899582717,YLR081W,GAL2,SGDID:S000004071,Close to 3'-UTR,Close to 3'-UTR,"""Galactose permease; required for utilization of galactose; also able to transport glucose""",Verified ORF
7716,12,292112,-0.168556641753793,0.199520358997645,0.398789560780355,YLR081W,GAL2,SGDID:S000004071,Close to 3'-UTR,Close to 3'-UTR,"""Galactose permease; required for utilization of galactose; also able to transport glucose""",Verified ORF
7717,12,292251,-0.26185350740569,0.18356063310165,0.154601188486093,YLR081W,GAL2,SGDID:S000004071,Close to 3'-UTR,Close to 3'-UTR,"""Galactose permease; required for utilization of galactose; also able to transport glucose""",Verified ORF
7718,12,293404,-0.211189749986555,0.191007387962063,0.2696255053154,YLR082C,SRL2,SGDID:S000004072,ORF,Verified ORF,"""Protein of unknown function; overexpression suppresses the lethality caused by a rad53 null mutation""",Verified ORF
7719,12,294765,-0.233013776971781,0.182431464372818,0.20234727595749,YLR083C,EMP70,SGDID:S000004073,ORF,Verified ORF,"""Protein with a role in cellular adhesion and filamentous growth; also endosome-to-vacuole sorting; similar to Tmn3p; member of Transmembrane Nine family of proteins with 9 transmembrane segments; EMP70 has a paralog ; TMN2 ; that arose from the whole genome duplication""",Verified ORF
7720,12,299795,-0.182545711165449,0.183145014097409,0.319579433579116,YLR084C,RAX2,SGDID:S000004074,ORF,Verified ORF,"""Protein required for the maintenance of bud site selection; localizes; localization to the bud neck and previous sites of cell division (bud scars; cytokinesis remnants (CRMs)) is interdependent with Rax2p; required with Rax1p to anchor both Nba1p and Nis1p to CRMs where a Cdc42p inhibitory zone is established preventing repolarization of cells at previous division sites; RAX2 mRNA stability is regulated by Mpt5p; predicted type I membrane-spanning protein; N-glycosylated""",Verified ORF
7721,12,300917,-0.273316325284791,0.183215977385069,0.136652231683395,XUT_12F-121,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
7722,12,301172,-0.291098527008871,0.182807109574445,0.112194203490226,XUT_12F-121,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
7723,12,301957,-0.278098753939319,0.182714894397182,0.128895176267608,YLR085C,ARP6,SGDID:S000004075,ORF,Verified ORF,"""Actin-related protein that binds nucleosomes; a component of the SWR1 complex ; which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A""",Verified ORF
7724,12,301966,-0.267198239026627,0.183265152061616,0.145733168352686,YLR085C,ARP6,SGDID:S000004075,ORF,Verified ORF,"""Actin-related protein that binds nucleosomes; a component of the SWR1 complex ; which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A""",Verified ORF
7725,12,303253,-0.309451093177271,0.184985224473588,0.095244318198885,YLR086W,SMC4,SGDID:S000004076,ORF,Verified ORF,"""Subunit of the condensin complex; condensin reorganizes chromosomes during both mitosis and meiosis; forms a subcomplex with Smc2p that has ATP-hydrolyzing and DNA-binding activity ; but other condensin subunits are required for chromatin binding; required for tRNA gene clustering at the nucleolus; potential Cdc28p substrate""",Verified ORF
7726,12,310274,-0.182634357040268,0.186501467593262,0.328119710430753,YLR087C,CSF1,SGDID:S000004077,ORF,Verified ORF,"""Protein required for fermentation at low temperature; plays a role in the maturation of secretory proteins; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7727,12,311616,-0.206297683485275,0.182678036714541,0.25953956469147,YLR087C,CSF1,SGDID:S000004077,ORF,Verified ORF,"""Protein required for fermentation at low temperature; plays a role in the maturation of secretory proteins; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7728,12,313965,-0.24342398246584,0.183602846073921,0.185757244703221,YLR087C,CSF1,SGDID:S000004077,ORF,Verified ORF,"""Protein required for fermentation at low temperature; plays a role in the maturation of secretory proteins; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7729,12,316991,-0.141961434905562,0.182886573923838,0.43813493357966,YLR088W,GAA1,SGDID:S000004078,ORF,Verified ORF,"""Subunit of the GPI:protein transamidase complex; removes the GPI-anchoring signal and attaches GPI (glycosylphosphatidylinositol) to proteins in the ER; human homolog GPAA1 can complement growth defects of yeast thermosensitive mutant at restrictive temperature""",Verified ORF
7730,12,320775,-0.234002338067945,0.182323432778678,0.20017764953712,YLR090W,XDJ1,SGDID:S000004080,ORF,Verified ORF,"""Chaperone with a role in facilitating mitochondrial protein import; ascomycete-specific member of the DnaJ-like family ; closely related to Ydj1p; predicted to be C-terminally prenylated; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7731,12,320834,-0.244525118153191,0.183354803185491,0.183189212664513,YLR090W,XDJ1,SGDID:S000004080,ORF,Verified ORF,"""Chaperone with a role in facilitating mitochondrial protein import; ascomycete-specific member of the DnaJ-like family ; closely related to Ydj1p; predicted to be C-terminally prenylated; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7732,12,321460,-0.14836474163325,0.182854725037522,0.417693990614648,YLR090W,XDJ1,SGDID:S000004080,ORF,Verified ORF,"""Chaperone with a role in facilitating mitochondrial protein import; ascomycete-specific member of the DnaJ-like family ; closely related to Ydj1p; predicted to be C-terminally prenylated; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7733,12,322104,-0.0428048830794218,0.223829745122398,0.848448623541522,YLR091W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7734,12,322765,-0.105963806879042,0.183472481485894,0.563938826150103,YLR091W,GEP5,SGDID:S000004081,ORF,Verified ORF,"""Protein of unknown function; required for efficient 5' processing of mitochondrial tRNAs ; for respiratory growth and mitochondrial genome maintenance; null mutant has decreased levels of cardiolipin and phosphatidylethanolamine; localizes to the matrix side of the inner mitochondrial membrane""",Verified ORF
