SNP,Chr,Pos,Effect,SE,ALO1_HYR1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
8011,12,548327,0.0420345626468765,0.0570533529587786,0.461758375025375,YLR199C,PBA1,SGDID:S000004189,CDS,CDS,"""Protein involved in 20S proteasome assembly; forms a heterodimer with Add66p that binds to proteasome precursors; interaction with Pba1p-Add66p may affect function of the mature proteasome and its role in maintaining respiratory metabolism; similar to human PAC1 constituent of the PAC1-PAC2 complex involved in proteasome assembly""",Verified ORF
8012,12,548452,0.0109175209205772,0.0572682821477263,0.848918667004038,YLR199C,PBA1,SGDID:S000004189,CDS,CDS,"""Protein involved in 20S proteasome assembly; forms a heterodimer with Add66p that binds to proteasome precursors; interaction with Pba1p-Add66p may affect function of the mature proteasome and its role in maintaining respiratory metabolism; similar to human PAC1 constituent of the PAC1-PAC2 complex involved in proteasome assembly""",Verified ORF
8013,12,548551,0.0427176158314475,0.0569498857661018,0.453699336942718,YLR199C,PBA1,SGDID:S000004189,CDS,CDS,"""Protein involved in 20S proteasome assembly; forms a heterodimer with Add66p that binds to proteasome precursors; interaction with Pba1p-Add66p may affect function of the mature proteasome and its role in maintaining respiratory metabolism; similar to human PAC1 constituent of the PAC1-PAC2 complex involved in proteasome assembly""",Verified ORF
8015,12,549297,0.0421210971980352,0.0571862652917996,0.461879372034442,YLR200W,YKE2,SGDID:S000004190,CDS,CDS,"""Subunit of the heterohexameric Gim/prefoldin protein complex; involved in the folding of alpha-tubulin ; beta-tubulin ; and actin; prefoldin complex also localizes to chromatin of actively transcribed genes in the nucleus and facilitates transcriptional elongation""",Verified ORF
8017,12,551811,0.026093686727478,0.0576227291479178,0.650944523781626,YLR203C,MSS51,SGDID:S000004193,CDS,CDS,"""Specific translational activator for the mitochondrial COX1 mRNA; loosely associated with the matrix face of the mitochondrial inner membrane; localizes to vacuole membrane in response to H2O2; influences both COX1 mRNA translation and Cox1p assembly into cytochrome c oxidase; binds to heme B ; which may be a mechanism for sensing oxygen levels in order to regulate cytochrome c oxidase biogenesis""",Verified ORF
8018,12,552053,-0.00716177378962,0.0569037623979432,0.899916256486686,YLR204W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8019,12,552056,0.0255066283305783,0.0569736831009289,0.654650533746083,YLR204W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8023,12,552743,0.0306326615352588,0.0574490819856819,0.594220909877853,YLR205C,HMX1,SGDID:S000004195,CDS,CDS,"""ER localized heme oxygenase; involved in heme degradation during iron starvation and in the oxidative stress response; expression is regulated by AFT1 and oxidative stress; relocates to the perinuclear region in the presence of oxidants""",Verified ORF
8024,12,553350,0.0179914163453075,0.0578887168096457,0.756141315934781,YLR205C,HMX1,SGDID:S000004195,CDS,CDS,"""ER localized heme oxygenase; involved in heme degradation during iron starvation and in the oxidative stress response; expression is regulated by AFT1 and oxidative stress; relocates to the perinuclear region in the presence of oxidants""",Verified ORF
8025,12,553633,0.0365931190091468,0.0573797543294728,0.524059171537718,YLR205C,HMX1,SGDID:S000004195,CDS,CDS,"""ER localized heme oxygenase; involved in heme degradation during iron starvation and in the oxidative stress response; expression is regulated by AFT1 and oxidative stress; relocates to the perinuclear region in the presence of oxidants""",Verified ORF
8028,12,553802,0.0675956455389455,0.0568046579121776,0.234859216043936,YLR205C,HMX1,SGDID:S000004195,Close to 3'-UTR,Close to 3'-UTR,"""ER localized heme oxygenase; involved in heme degradation during iron starvation and in the oxidative stress response; expression is regulated by AFT1 and oxidative stress; relocates to the perinuclear region in the presence of oxidants""",Verified ORF
8030,12,556335,0.114790512406338,0.0569388995791645,0.0445540273478071,YLR206W,ENT2,SGDID:S000004196,CDS,CDS,"""Epsin-like protein required for endocytosis and actin patch assembly; functionally redundant with Ent1p; contains clathrin-binding motif at C-terminus; ENT2 has a paralog ; ENT1 ; that arose from the whole genome duplication""",Verified ORF
8031,12,556427,0.0838715563231849,0.05705308580538,0.14243576189166,YLR206W,ENT2,SGDID:S000004196,Close to 3'-UTR,Close to 3'-UTR,"""Epsin-like protein required for endocytosis and actin patch assembly; functionally redundant with Ent1p; contains clathrin-binding motif at C-terminus; ENT2 has a paralog ; ENT1 ; that arose from the whole genome duplication""",Verified ORF
8032,12,556610,0.0885176766181581,0.0567893651710539,0.119963065982466,YLR207W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8033,12,556749,0.0843423152466302,0.0575542101021728,0.143690681555037,YLR207W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8034,12,556961,0.0843423152466302,0.0575542101021728,0.143690681555037,YLR207W,HRD3,SGDID:S000004197,CDS,CDS,"""ER membrane protein that plays a central role in ERAD; forms HRD complex with Hrd1p and ER-associated protein degradation (ERAD) determinants that engages in lumen to cytosol communication and coordination of ERAD events""",Verified ORF
8035,12,557450,0.0896786617219939,0.0573599535197541,0.118845901466262,YLR207W,HRD3,SGDID:S000004197,CDS,CDS,"""ER membrane protein that plays a central role in ERAD; forms HRD complex with Hrd1p and ER-associated protein degradation (ERAD) determinants that engages in lumen to cytosol communication and coordination of ERAD events""",Verified ORF
8036,12,557933,0.0552958930971756,0.0572711233691408,0.334949967853888,YLR207W,HRD3,SGDID:S000004197,CDS,CDS,"""ER membrane protein that plays a central role in ERAD; forms HRD complex with Hrd1p and ER-associated protein degradation (ERAD) determinants that engages in lumen to cytosol communication and coordination of ERAD events""",Verified ORF
8039,12,560481,0.0416772754925139,0.0573699302851389,0.468034875543282,YLR208W,SEC13,SGDID:S000004198,Close to 3'-UTR,Close to 3'-UTR,"""Structural component of 3 complexes; subunit of the Nup84p nuclear pore subcomplex that contributes to nucleocytoplasmic transport and NPC biogenesis; subunit of the COPII vesicle coat required for ER-to-Golgi transport; subunit of SEACAT ; a subcomplex of the coatomer-related ; vacuolar-associated SEA complex ; that inhibits the TORC1 inhibitory role of SEACIT (Iml1p-Npr2p-Npr3p) ; a GAP for Gtr1p ; thereby resulting in activation of TORC1 signaling; human SEC13 homolog""",Verified ORF
8047,12,567889,0.119320287448429,0.057207235898641,0.0377184899546917,SUT272,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8049,12,568225,0.121633471618442,0.057141275524609,0.0339756715750922,SUT272,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8050,12,569918,0.101087911305706,0.0573859290746862,0.0790117894389289,YLR214W,FRE1,SGDID:S000004204,CDS,CDS,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low copper and iron levels""",Verified ORF
8051,12,569926,0.107523017106388,0.0573252167845686,0.0615261643106599,YLR214W,FRE1,SGDID:S000004204,CDS,CDS,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low copper and iron levels""",Verified ORF
8052,12,570032,0.130276098244398,0.0573407712493306,0.0236898867579335,YLR214W,FRE1,SGDID:S000004204,CDS,CDS,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low copper and iron levels""",Verified ORF
8053,12,570630,0.0848903715761873,0.0571188413876615,0.13811716951273,YLR214W,FRE1,SGDID:S000004204,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low copper and iron levels""",Verified ORF
8054,12,570792,0.0770567404895447,0.0576587467063966,0.182270322552079,YLR215C,CDC123,SGDID:S000004205,CDS,CDS,"""Assembly factor for the eIF2 translation initiation factor complex; regulates translational initiation; conserved residues of this ATP-Grasp protein that bind to ATP-Mg2+ in the pombe ortholog are required for complex assembly in budding yeast; interaction with eIF2 subunit Gcd11p facilitates complex assembly and activity; required for the START transition and timely progression through G2; regulated by nutrient availability; human ortholog complements the yeast mutant""",Verified ORF
8055,12,570843,0.0824440142356373,0.0571744300709766,0.150196433904794,YLR215C,CDC123,SGDID:S000004205,CDS,CDS,"""Assembly factor for the eIF2 translation initiation factor complex; regulates translational initiation; conserved residues of this ATP-Grasp protein that bind to ATP-Mg2+ in the pombe ortholog are required for complex assembly in budding yeast; interaction with eIF2 subunit Gcd11p facilitates complex assembly and activity; required for the START transition and timely progression through G2; regulated by nutrient availability; human ortholog complements the yeast mutant""",Verified ORF
8056,12,570923,0.1011651171979,0.0577078552651359,0.0804603695706316,YLR215C,CDC123,SGDID:S000004205,CDS,CDS,"""Assembly factor for the eIF2 translation initiation factor complex; regulates translational initiation; conserved residues of this ATP-Grasp protein that bind to ATP-Mg2+ in the pombe ortholog are required for complex assembly in budding yeast; interaction with eIF2 subunit Gcd11p facilitates complex assembly and activity; required for the START transition and timely progression through G2; regulated by nutrient availability; human ortholog complements the yeast mutant""",Verified ORF
8058,12,574586,0.102182787434991,0.0579077055821016,0.0784991082365838,YLR219W,MSC3,SGDID:S000004209,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery; msc3 mutants are defective in directing meiotic recombination events to homologous chromatids; potential Cdc28p substrate; protein abundance increases in response to DNA replication stress""",Verified ORF
8059,12,575797,0.0858609005239042,0.0571468567142533,0.133872219221171,YLR219W,MSC3,SGDID:S000004209,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery; msc3 mutants are defective in directing meiotic recombination events to homologous chromatids; potential Cdc28p substrate; protein abundance increases in response to DNA replication stress""",Verified ORF
8060,12,576016,0.0813750088166361,0.0578992009663024,0.160764030886816,YLR219W,MSC3,SGDID:S000004209,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery; msc3 mutants are defective in directing meiotic recombination events to homologous chromatids; potential Cdc28p substrate; protein abundance increases in response to DNA replication stress""",Verified ORF
8061,12,576037,0.113941193171397,0.0574161733321979,0.0479763710689565,YLR219W,MSC3,SGDID:S000004209,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery; msc3 mutants are defective in directing meiotic recombination events to homologous chromatids; potential Cdc28p substrate; protein abundance increases in response to DNA replication stress""",Verified ORF
8062,12,576167,0.102276600993163,0.0571347545532878,0.0742956788230262,YLR219W,MSC3,SGDID:S000004209,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery; msc3 mutants are defective in directing meiotic recombination events to homologous chromatids; potential Cdc28p substrate; protein abundance increases in response to DNA replication stress""",Verified ORF
8064,12,581840,0.0787150601705177,0.0573711760269438,0.170924908689207,YLR222C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8065,12,582503,0.0727259564400047,0.0574283643799472,0.206213172334399,YLR223C,IFH1,SGDID:S000004213,CDS,CDS,"""Coactivator ; regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI ; a complex that coordinates RP production and pre-rRNA processing; regulated by acetylation and phosphorylation at different growth states via TORC1 signaling; IFH1 has a paralog ; CRF1 ; that arose from the whole genome duplication""",Verified ORF
8066,12,583133,0.0595081921741785,0.0572720174050537,0.299495066253314,YLR223C,IFH1,SGDID:S000004213,CDS,CDS,"""Coactivator ; regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI ; a complex that coordinates RP production and pre-rRNA processing; regulated by acetylation and phosphorylation at different growth states via TORC1 signaling; IFH1 has a paralog ; CRF1 ; that arose from the whole genome duplication""",Verified ORF
8067,12,583478,0.0661670123797699,0.0573531233089877,0.249412893097222,YLR223C,IFH1,SGDID:S000004213,CDS,CDS,"""Coactivator ; regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI ; a complex that coordinates RP production and pre-rRNA processing; regulated by acetylation and phosphorylation at different growth states via TORC1 signaling; IFH1 has a paralog ; CRF1 ; that arose from the whole genome duplication""",Verified ORF
8068,12,583525,0.0818704396612432,0.0571029279614908,0.15253319204999,YLR223C,IFH1,SGDID:S000004213,CDS,CDS,"""Coactivator ; regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI ; a complex that coordinates RP production and pre-rRNA processing; regulated by acetylation and phosphorylation at different growth states via TORC1 signaling; IFH1 has a paralog ; CRF1 ; that arose from the whole genome duplication""",Verified ORF
8069,12,586321,0.0584797675801377,0.0569987159011901,0.305601685252803,YLR223C,IFH1,SGDID:S000004213,Close to 3'-UTR,Close to 3'-UTR,"""Coactivator ; regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI ; a complex that coordinates RP production and pre-rRNA processing; regulated by acetylation and phosphorylation at different growth states via TORC1 signaling; IFH1 has a paralog ; CRF1 ; that arose from the whole genome duplication""",Verified ORF
