SNP,Chr,Pos,Effect,SE,FMP45_HNM1_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
5712,9,243723,-0.219513108512758,0.128752152917685,0.0890877265662249,YIL063C,YRB2,SGDID:S000001325,CDS,CDS,"""Protein of unknown function; involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p ; GTP-Gsp1p ; Rna1p and Crm1p; relocalizes to the cytosol in response to hypoxia; not essential for viability""",Verified ORF
5713,9,243786,-0.220733547166838,0.128754507152024,0.0873375588822778,YIL063C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5714,9,243799,-0.168939759763954,0.129528596607486,0.192992630324149,YIL063C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5717,9,244149,-0.175524271253281,0.128578547859654,0.17308685190454,YIL062C,ARC15,SGDID:S000001324,CDS,CDS,"""Subunit of the ARP2/3 complex; ARP2/3 is required for the motility and integrity of cortical actin patches; has mRNA binding activity""",Verified ORF
5718,9,244280,-0.202387490798812,0.128108830412471,0.115046206982332,YIL062C,ARC15,SGDID:S000001324,CDS,CDS,"""Subunit of the ARP2/3 complex; ARP2/3 is required for the motility and integrity of cortical actin patches; has mRNA binding activity""",Verified ORF
5719,9,244304,-0.201614158166413,0.128468062189451,0.117457232392909,YIL062C,ARC15,SGDID:S000001324,CDS,CDS,"""Subunit of the ARP2/3 complex; ARP2/3 is required for the motility and integrity of cortical actin patches; has mRNA binding activity""",Verified ORF
5720,9,244502,-0.189970356709101,0.128162685739898,0.139163409270578,YIL062C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5721,9,244863,-0.215828686292786,0.128586335294378,0.0941397860250315,YIL061C,SNP1,SGDID:S000001323,CDS,CDS,"""Component of U1 snRNP required for mRNA splicing via spliceosome; substrate of the arginine methyltransferase Hmt1p; may interact with poly(A) polymerase to regulate polyadenylation; homolog of human U1 70K protein; protein abundance increases in response to DNA replication stress""",Verified ORF
5722,9,244901,-0.233446200919456,0.128137322564747,0.0693247802603581,YIL061C,SNP1,SGDID:S000001323,CDS,CDS,"""Component of U1 snRNP required for mRNA splicing via spliceosome; substrate of the arginine methyltransferase Hmt1p; may interact with poly(A) polymerase to regulate polyadenylation; homolog of human U1 70K protein; protein abundance increases in response to DNA replication stress""",Verified ORF
5723,9,244951,-0.225825704091665,0.127991717152473,0.0785332582105959,YIL061C,SNP1,SGDID:S000001323,CDS,CDS,"""Component of U1 snRNP required for mRNA splicing via spliceosome; substrate of the arginine methyltransferase Hmt1p; may interact with poly(A) polymerase to regulate polyadenylation; homolog of human U1 70K protein; protein abundance increases in response to DNA replication stress""",Verified ORF
5724,9,245431,-0.232415336450054,0.127958295701011,0.0701668232642177,YIL061C,SNP1,SGDID:S000001323,CDS,CDS,"""Component of U1 snRNP required for mRNA splicing via spliceosome; substrate of the arginine methyltransferase Hmt1p; may interact with poly(A) polymerase to regulate polyadenylation; homolog of human U1 70K protein; protein abundance increases in response to DNA replication stress""",Verified ORF
5731,9,249562,-0.20325656674988,0.128319691723661,0.114092396299857,CUT192,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
5733,9,249795,-0.169040726381171,0.128825636283685,0.190316453745931,YIL056W,VHR1,SGDID:S000001318,Close to 3'-UTR,Close to 3'-UTR,"""Transcriptional activator; required for the vitamin H-responsive element (VHRE) mediated induction of VHT1 (Vitamin H transporter) and BIO5 (biotin biosynthesis intermediate transporter) in response to low biotin concentrations; VHR1 has a paralog ; VHR2 ; that arose from the whole genome duplication""",Verified ORF
5734,9,250484,-0.292378242979928,0.127658425836223,0.0225921141345135,YIL056W,VHR1,SGDID:S000001318,CDS,CDS,"""Transcriptional activator; required for the vitamin H-responsive element (VHRE) mediated induction of VHT1 (Vitamin H transporter) and BIO5 (biotin biosynthesis intermediate transporter) in response to low biotin concentrations; VHR1 has a paralog ; VHR2 ; that arose from the whole genome duplication""",Verified ORF
5735,9,250581,-0.262414558922289,0.12784273988343,0.040844753185546,YIL056W,VHR1,SGDID:S000001318,CDS,CDS,"""Transcriptional activator; required for the vitamin H-responsive element (VHRE) mediated induction of VHT1 (Vitamin H transporter) and BIO5 (biotin biosynthesis intermediate transporter) in response to low biotin concentrations; VHR1 has a paralog ; VHR2 ; that arose from the whole genome duplication""",Verified ORF
5736,9,251030,-0.275760120595482,0.127714238430694,0.0315081204091449,YIL056W,VHR1,SGDID:S000001318,CDS,CDS,"""Transcriptional activator; required for the vitamin H-responsive element (VHRE) mediated induction of VHT1 (Vitamin H transporter) and BIO5 (biotin biosynthesis intermediate transporter) in response to low biotin concentrations; VHR1 has a paralog ; VHR2 ; that arose from the whole genome duplication""",Verified ORF
5737,9,252109,-0.288403898070454,0.127665678378343,0.0244894310833091,YIL055C,YIL055C,SGDID:S000001317,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
5738,9,252323,-0.317978444398643,0.127442053409882,0.0130489860728953,YIL055C,YIL055C,SGDID:S000001317,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
5739,9,253139,-0.22278479196984,0.127848627362007,0.0822801349303448,YIL055C,YIL055C,SGDID:S000001317,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
5740,9,253318,-0.233160820674752,0.128335201007353,0.0700939413124654,YIL055C,YIL055C,SGDID:S000001317,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
5743,9,254027,-0.317776074198312,0.130591034582617,0.01545480298314,YIL054W_NFR/NDR,,,Promoter,Promoter,,Promoter
5744,9,254091,-0.304720708762373,0.127712613823937,0.0175598586509238,YIL054W_NFR/NDR,,,Promoter,Promoter,,Promoter
5745,9,254108,-0.294858035519804,0.12795663867639,0.0217824756967507,YIL054W_NFR/NDR,,,Promoter,Promoter,,Promoter
5746,9,254153,-0.268161096585912,0.128509526875267,0.0376321997392386,YIL054W_NFR/NDR,,,Promoter,Promoter,,Promoter
5747,9,254311,-0.30351543245752,0.12754191719291,0.0178559077664763,YIL054W_NFR/NDR,,,Promoter,Promoter,,Promoter
5748,9,254315,-0.295979342875522,0.127967808722352,0.0213013953418626,YIL054W_NFR/NDR,,,Promoter,Promoter,,Promoter
5749,9,254336,-0.317547107148856,0.127810967348841,0.0134360478653893,YIL054W_NFR/NDR,,,Promoter,Promoter,,Promoter
5750,9,254355,-0.311029972501153,0.127856357883825,0.0154849029977916,YIL054W_NFR/NDR,,,Promoter,Promoter,,Promoter
5751,9,254492,-0.271512395201111,0.127770568398051,0.0342808735624749,YIL053W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5752,9,254600,-0.252763289260991,0.128244395408914,0.0495104514569858,YIL054W,YIL054W,SGDID:S000001316,CDS,CDS,"""Protein of unknown function; expressed at both mRNA and protein levels""",Uncharacterized ORF
5756,9,255387,-0.291433807068544,0.127820905609064,0.0232025749233993,YIL053W,GPP1,SGDID:S000001315,CDS,CDS,"""Constitutively expressed DL-glycerol-3-phosphate phosphatase; also known as glycerol-1-phosphatase; involved in glycerol biosynthesis ; induced in response to both anaerobic and osmotic stress; GPP1 has a paralog ; GPP2 ; that arose from the whole genome duplication""",Verified ORF
5759,9,256304,-0.224140107201681,0.129133350332188,0.0834849169192647,YIL052C,RPL34B,SGDID:S000001314,CDS,CDS,"""Ribosomal 60S subunit protein L34B; homologous to mammalian ribosomal protein L34 ; no bacterial homolog; RPL34B has a paralog ; RPL34A ; that arose from the whole genome duplication""",Verified ORF
5760,9,257336,-0.297875265542041,0.127945063931293,0.0204685524300979,YIL052C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5761,9,257350,-0.283364401678595,0.127847738981412,0.0272997146661181,YIL052C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5765,9,257531,-0.299688287706759,0.130650825564536,0.0223882383547362,YIL052C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5766,9,257575,-0.340198297655175,0.129142536134118,0.0088027272833897,YIL052C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5767,9,257591,-0.311201884953163,0.129241091964644,0.0165560422030815,YIL052C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5768,9,257605,-0.29217240910399,0.130022011169611,0.0252509329412421,YIL052C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5769,9,257815,-0.294683272935503,0.127775229934166,0.0216746784948678,YIL052C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5770,9,258080,-0.268479125361347,0.127963251005995,0.0366070978658862,YIL051C,MMF1,SGDID:S000001313,CDS,CDS,"""Mitochondrial protein required for transamination of isoleucine; but not of valine or leucine; may regulate specificity of branched-chain transaminases Bat1p and Bat2p; induction of expression in response to stress is mediated by a Hog1p-regulated antisense RNA and gene looping; interacts genetically with mitochondrial ribosomal protein genes; MMF1 has a paralog ; HMF1 ; that arose from the whole genome duplication""",Verified ORF
5771,9,258259,-0.276382357708759,0.128298864206475,0.0319001980565052,YIL051C,MMF1,SGDID:S000001313,CDS,CDS,"""Mitochondrial protein required for transamination of isoleucine; but not of valine or leucine; may regulate specificity of branched-chain transaminases Bat1p and Bat2p; induction of expression in response to stress is mediated by a Hog1p-regulated antisense RNA and gene looping; interacts genetically with mitochondrial ribosomal protein genes; MMF1 has a paralog ; HMF1 ; that arose from the whole genome duplication""",Verified ORF
5772,9,258345,-0.315348937959557,0.128238910769168,0.0144087610954931,YIL050W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5773,9,258661,-0.297541624529213,0.12757567048678,0.0202478909366046,YIL051C,MMF1,SGDID:S000001313,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial protein required for transamination of isoleucine; but not of valine or leucine; may regulate specificity of branched-chain transaminases Bat1p and Bat2p; induction of expression in response to stress is mediated by a Hog1p-regulated antisense RNA and gene looping; interacts genetically with mitochondrial ribosomal protein genes; MMF1 has a paralog ; HMF1 ; that arose from the whole genome duplication""",Verified ORF
5774,9,258900,-0.282821284172492,0.127668449862925,0.0273786508424596,YIL051C,MMF1,SGDID:S000001313,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial protein required for transamination of isoleucine; but not of valine or leucine; may regulate specificity of branched-chain transaminases Bat1p and Bat2p; induction of expression in response to stress is mediated by a Hog1p-regulated antisense RNA and gene looping; interacts genetically with mitochondrial ribosomal protein genes; MMF1 has a paralog ; HMF1 ; that arose from the whole genome duplication""",Verified ORF
5778,9,260986,-0.269883253860858,0.130764895262193,0.0397593455959983,YIL048W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5779,9,261156,-0.295322073543817,0.1285121546325,0.0221454144612231,YIL048W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5780,9,264604,-0.30497272426102,0.128682210223892,0.0183266275095797,YIL048W,NEO1,SGDID:S000001310,CDS,CDS,"""Phospholipid translocase (flippase) ; role in phospholipid asymmetry of plasma membrane; involved in endocytosis ; vacuolar biogenesis and Golgi to ER vesicle-mediated transport; localizes to endosomes and the Golgi apparatus""",Verified ORF
5781,9,265537,-0.244782549901116,0.128480551558905,0.0575649936251482,YIL047C,SYG1,SGDID:S000001309,CDS,CDS,"""Plasma membrane protein of unknown function; truncation and overexpression suppresses lethality of G-alpha protein deficiency""",Verified ORF
5782,9,266567,-0.236815920636001,0.127765011347333,0.0646409849558875,YIL047C,SYG1,SGDID:S000001309,CDS,CDS,"""Plasma membrane protein of unknown function; truncation and overexpression suppresses lethality of G-alpha protein deficiency""",Verified ORF
5783,9,266879,-0.267845852857629,0.127778232260211,0.0367779795113923,YIL047C,SYG1,SGDID:S000001309,CDS,CDS,"""Plasma membrane protein of unknown function; truncation and overexpression suppresses lethality of G-alpha protein deficiency""",Verified ORF
5784,9,267323,-0.234213904259629,0.12799781663688,0.0681189620743408,YIL047C,SYG1,SGDID:S000001309,CDS,CDS,"""Plasma membrane protein of unknown function; truncation and overexpression suppresses lethality of G-alpha protein deficiency""",Verified ORF
5785,9,267437,-0.198625896871852,0.128125507443927,0.121978826647616,YIL047C,SYG1,SGDID:S000001309,CDS,CDS,"""Plasma membrane protein of unknown function; truncation and overexpression suppresses lethality of G-alpha protein deficiency""",Verified ORF
5786,9,267785,-0.234525768994828,0.128505901407808,0.0688430548743062,YIL047C,SYG1,SGDID:S000001309,CDS,CDS,"""Plasma membrane protein of unknown function; truncation and overexpression suppresses lethality of G-alpha protein deficiency""",Verified ORF
5788,9,268262,-0.262581260640283,0.127890696543946,0.0407926718838661,YIL047C,SYG1,SGDID:S000001309,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane protein of unknown function; truncation and overexpression suppresses lethality of G-alpha protein deficiency""",Verified ORF
5789,9,268351,-0.25284416448864,0.127848513814054,0.0487416016937348,YIL046W-A,YIL046W-A,SGDID:S000028836,CDS,CDS,"""Putative protein of unknown function; identified by expression profiling and mass spectrometry""",Uncharacterized ORF
5791,9,268445,-0.317738605398052,0.129021105188006,0.0142668653820178,YIL046W-A,YIL046W-A,SGDID:S000028836,CDS,CDS,"""Putative protein of unknown function; identified by expression profiling and mass spectrometry""",Uncharacterized ORF
5792,9,270121,-0.354614190869481,0.127002517040752,0.0055204280897765,YIL046W,MET30,SGDID:S000001308,CDS,CDS,"""F-box protein containing five copies of the WD40 motif; controls cell cycle function ; sulfur metabolism ; and methionine biosynthesis as part of the ubiquitin ligase complex; interacts with and regulates Met4p ; localizes within the nucleus; dissociation of Met30p from SCF complex in response to cadmium stress is regulated by Cdc48p""",Verified ORF
5794,9,270827,-0.254931404120328,0.129320537987596,0.0494686255103302,YIL046W,MET30,SGDID:S000001308,Close to 3'-UTR,Close to 3'-UTR,"""F-box protein containing five copies of the WD40 motif; controls cell cycle function ; sulfur metabolism ; and methionine biosynthesis as part of the ubiquitin ligase complex; interacts with and regulates Met4p ; localizes within the nucleus; dissociation of Met30p from SCF complex in response to cadmium stress is regulated by Cdc48p""",Verified ORF
5795,9,273029,-0.155870424066612,0.129417601771742,0.229242324588877,YIL044C,AGE2,SGDID:S000001306,CDS,CDS,"""ADP-ribosylation factor (ARF) GTPase activating protein (GAP) effector; involved in Trans-Golgi-Network (TGN) transport; contains C2C2H2 cysteine/histidine motif""",Verified ORF
5796,9,273060,-0.178691373578196,0.128596887363484,0.165542363876001,YIL044C,AGE2,SGDID:S000001306,CDS,CDS,"""ADP-ribosylation factor (ARF) GTPase activating protein (GAP) effector; involved in Trans-Golgi-Network (TGN) transport; contains C2C2H2 cysteine/histidine motif""",Verified ORF
