SNP,Chr,Pos,Effect,SE,MID2_WSC2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7386,11,632234,0.0172839568772863,0.0605788672281586,0.775571449951214,YKR097W,PCK1,SGDID:S000001805,CDS,CDS,"""Phosphoenolpyruvate carboxykinase; key enzyme in gluconeogenesis ; catalyzes early reaction in carbohydrate biosynthesis ; glucose represses transcription and accelerates mRNA degradation ; regulated by Mcm1p and Cat8p ; located in the cytosol""",Verified ORF
7389,11,635886,0.0128880572205554,0.0610685390206993,0.832975885032258,YKR099W,BAS1,SGDID:S000001807,CDS,CDS,"""Myb-related transcription factor; involved in regulating basal and induced expression of genes of the purine and histidine biosynthesis pathways; also involved in regulation of meiotic recombination at specific genes""",Verified ORF
7390,11,639035,-0.0316144250978115,0.0608072987831311,0.60345100806507,YKR100C,SKG1,SGDID:S000001808,CDS,CDS,"""Transmembrane protein with a role in cell wall polymer composition; localizes on inner surface of plasma membrane at bud and in daughter cell; SKG1 has a paralog ; AIM20 ; that arose from the whole genome duplication""",Verified ORF
7391,11,639322,-0.0280501155231722,0.0608793988735037,0.64526249598802,YKR100C,SKG1,SGDID:S000001808,CDS,CDS,"""Transmembrane protein with a role in cell wall polymer composition; localizes on inner surface of plasma membrane at bud and in daughter cell; SKG1 has a paralog ; AIM20 ; that arose from the whole genome duplication""",Verified ORF
7392,11,640812,-0.0317724555135331,0.0605584070085978,0.600150243895075,YKR101W,SIR1,SGDID:S000001809,CDS,CDS,"""Protein involved in silencing at mating-type loci HML and HMR; recruitment to silent chromatin requires interactions with Orc1p and with Sir4p ; through a common Sir1p domain; binds to centromeric chromatin""",Verified ORF
7393,11,640835,-0.0341522682151448,0.060630705115278,0.573599548947352,YKR101W,SIR1,SGDID:S000001809,CDS,CDS,"""Protein involved in silencing at mating-type loci HML and HMR; recruitment to silent chromatin requires interactions with Orc1p and with Sir4p ; through a common Sir1p domain; binds to centromeric chromatin""",Verified ORF
7394,11,641153,-0.0154285477904812,0.0615236109105097,0.802134421317796,YKR101W,SIR1,SGDID:S000001809,CDS,CDS,"""Protein involved in silencing at mating-type loci HML and HMR; recruitment to silent chromatin requires interactions with Orc1p and with Sir4p ; through a common Sir1p domain; binds to centromeric chromatin""",Verified ORF
7395,11,642681,-0.0718227420662569,0.0614869014287389,0.243555446671111,YKR102W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7398,11,642975,-0.0595701205195824,0.060595287676427,0.326240517860613,YKR102W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7399,11,643961,-0.069708975873942,0.0605125566755337,0.250110765649826,K:642974-646355,,,Intergenic region,Intergenic region,between ARS1123 and YKR102W,Intergenic region
7400,11,644027,-0.0635876635765112,0.0615125841896306,0.301968101551033,K:642974-646355,,,Intergenic region,Intergenic region,between ARS1123 and YKR102W,Intergenic region
7401,11,644029,-0.0615072015243125,0.061191345078524,0.315507462824353,K:642974-646355,,,Intergenic region,Intergenic region,between ARS1123 and YKR102W,Intergenic region
7402,11,644496,-0.0728515646723243,0.0606548685727188,0.230524067391516,K:642974-646355,,,Intergenic region,Intergenic region,between ARS1123 and YKR102W,Intergenic region
7404,11,644791,-0.0747582854668947,0.0609692457609016,0.220954337275261,K:642974-646355,,,Intergenic region,Intergenic region,between ARS1123 and YKR102W,Intergenic region
7415,11,666468,0.0539432466347982,0.061930188572321,0.384328034911371,TEL11R,TEL11R,SGDID:S000028978,Other features,Telomere,"""Telomeric region on the right arm of Chromosome XI; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",telomere
7416,11,666492,0.117749960739435,0.130492597153938,0.367486401759986,TEL11R,TEL11R,SGDID:S000028978,Other features,Telomere,"""Telomeric region on the right arm of Chromosome XI; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",telomere
7417,11,666493,0.105910909745166,0.122438932605729,0.387620714688692,TEL11R,TEL11R,SGDID:S000028978,Other features,Telomere,"""Telomeric region on the right arm of Chromosome XI; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",telomere
7418,11,666499,0.126548048978691,0.123312908390483,0.305483428577139,TEL11R,TEL11R,SGDID:S000028978,Other features,Telomere,"""Telomeric region on the right arm of Chromosome XI; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",telomere
7420,12,559,-0.069636284907474,0.0611666630301147,0.255697185050692,TEL12L,TEL12L,SGDID:S000028910,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XII; composed of an X element core sequence ; X element combinatorial repeats ; and three distinct regions of telomeric repeats separated by two short Y' elements""",reverse complement
7422,12,1659,-0.0579987814092654,0.0605996058801913,0.339180961241991,TEL12L,TEL12L,SGDID:S000028910,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XII; composed of an X element core sequence ; X element combinatorial repeats ; and three distinct regions of telomeric repeats separated by two short Y' elements""",reverse complement
7424,12,5023,-0.0881362987513434,0.0611553747750024,0.150418467224401,TEL12L,TEL12L,SGDID:S000028910,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XII; composed of an X element core sequence ; X element combinatorial repeats ; and three distinct regions of telomeric repeats separated by two short Y' elements""",reverse complement
7435,12,6428,-0.052079806149395,0.0606452522820921,0.391054876225771,TEL12L,TEL12L,SGDID:S000028910,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XII; composed of an X element core sequence ; X element combinatorial repeats ; and three distinct regions of telomeric repeats separated by two short Y' elements""",reverse complement
7436,12,6629,-0.0606679411290301,0.0608369330643729,0.319339739660232,TEL12L,TEL12L,SGDID:S000028910,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XII; composed of an X element core sequence ; X element combinatorial repeats ; and three distinct regions of telomeric repeats separated by two short Y' elements""",reverse complement
7437,12,9163,-0.0619263536830905,0.0613408406712357,0.313404704313891,TEL12L,TEL12L,SGDID:S000028910,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XII; composed of an X element core sequence ; X element combinatorial repeats ; and three distinct regions of telomeric repeats separated by two short Y' elements""",reverse complement
7438,12,10871,-0.0583593046787318,0.0609653218787915,0.339094141299371,TEL12L,TEL12L,SGDID:S000028910,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XII; composed of an X element core sequence ; X element combinatorial repeats ; and three distinct regions of telomeric repeats separated by two short Y' elements""",reverse complement
7443,12,12062,-0.0607953723845595,0.0617726536848262,0.325701387562182,TEL12L,TEL12L,SGDID:S000028910,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XII; composed of an X element core sequence ; X element combinatorial repeats ; and three distinct regions of telomeric repeats separated by two short Y' elements""",reverse complement
7444,12,13439,-0.0655507681418157,0.0618321410570249,0.289805426210467,YLL064C,PAU18,SGDID:S000003987,CDS,CDS,"""Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; identical to Pau6p""",Verified ORF
7454,12,14310,-0.057501578513713,0.0617137025376337,0.352103916968715,YLL064C,PAU18,SGDID:S000003987,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; identical to Pau6p""",Verified ORF
7455,12,17131,-0.0535954469912583,0.0615582326691592,0.384538998808015,YLL062C,MHT1,SGDID:S000003985,CDS,CDS,"""S-methylmethionine-homocysteine methyltransferase; functions along with Sam4p in the conversion of S-adenosylmethionine (AdoMet) to methionine to control the methionine/AdoMet ratio""",Verified ORF
7456,12,17741,-0.0649516340385521,0.0615333173313631,0.291894692212908,YLL061W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7468,12,20883,-0.0574161357317418,0.0609678588120184,0.346967577035739,YLL060C,GTT2,SGDID:S000003983,Close to 3'-UTR,Close to 3'-UTR,"""Glutathione S-transferase capable of homodimerization; functional overlap with Gtt2p ; Grx1p ; and Grx2p; protein abundance increases in response to DNA replication stress""",Verified ORF
7469,12,21290,-0.0575348698440888,0.060869502590326,0.345194783308074,YLL060C,GTT2,SGDID:S000003983,CDS,CDS,"""Glutathione S-transferase capable of homodimerization; functional overlap with Gtt2p ; Grx1p ; and Grx2p; protein abundance increases in response to DNA replication stress""",Verified ORF
7470,12,21339,-0.0564288512132889,0.0612614488113344,0.357619358373948,YLL060C,GTT2,SGDID:S000003983,CDS,CDS,"""Glutathione S-transferase capable of homodimerization; functional overlap with Gtt2p ; Grx1p ; and Grx2p; protein abundance increases in response to DNA replication stress""",Verified ORF
7471,12,21370,-0.05377265293391,0.0609125214829856,0.377953278850732,YLL060C,GTT2,SGDID:S000003983,CDS,CDS,"""Glutathione S-transferase capable of homodimerization; functional overlap with Gtt2p ; Grx1p ; and Grx2p; protein abundance increases in response to DNA replication stress""",Verified ORF
7472,12,21837,-0.0728322269118576,0.0618991029627507,0.24013677355983,YLL060C,GTT2,SGDID:S000003983,CDS,CDS,"""Glutathione S-transferase capable of homodimerization; functional overlap with Gtt2p ; Grx1p ; and Grx2p; protein abundance increases in response to DNA replication stress""",Verified ORF
7473,12,22208,-0.0719231209395339,0.0605302798415703,0.235546645229386,YLL060C,GTT2,SGDID:S000003983,Close to 3'-UTR,Close to 3'-UTR,"""Glutathione S-transferase capable of homodimerization; functional overlap with Gtt2p ; Grx1p ; and Grx2p; protein abundance increases in response to DNA replication stress""",Verified ORF
7474,12,23248,-0.0714203134674961,0.0607048760018825,0.24018113465791,YLL058W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7475,12,23264,-0.0681843637685757,0.0606901428208843,0.261995746767918,YLL058W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7476,12,23544,-0.0405242590842736,0.060629708104684,0.504321817815624,YLL059C,YLL059C,SGDID:S000003982,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
7477,12,24735,-0.0382231996946193,0.0609972358080896,0.531301434949186,YLL058W,YLL058W,SGDID:S000003981,CDS,CDS,"""Putative protein of unknown function with similarity to Str2p; Str2p is a cystathionine gamma-synthase important in sulfur metabolism; YLL058W is not an essential gene""",Uncharacterized ORF
7479,12,25742,-0.0272571693808721,0.0610139077565787,0.655338918292139,YLL058W,YLL058W,SGDID:S000003981,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function with similarity to Str2p; Str2p is a cystathionine gamma-synthase important in sulfur metabolism; YLL058W is not an essential gene""",Uncharacterized ORF
7480,12,25817,-0.0449055918962143,0.0612049180160984,0.463623144180109,YLL057C,JLP1,SGDID:S000003980,CDS,CDS,"""Fe(II)-dependent sulfonate/alpha-ketoglutarate dioxygenase; involved in sulfonate catabolism for use as a sulfur source; contains sequence that resembles a J domain (typified by the E. coli DnaJ protein); induced by sulphur starvation""",Verified ORF
7481,12,26505,-0.0420521508592467,0.060969496009658,0.490820660983224,YLL057C,JLP1,SGDID:S000003980,CDS,CDS,"""Fe(II)-dependent sulfonate/alpha-ketoglutarate dioxygenase; involved in sulfonate catabolism for use as a sulfur source; contains sequence that resembles a J domain (typified by the E. coli DnaJ protein); induced by sulphur starvation""",Verified ORF
7483,12,26817,0.0086520908911774,0.0612945056246898,0.887827175207559,YLL057C,JLP1,SGDID:S000003980,CDS,CDS,"""Fe(II)-dependent sulfonate/alpha-ketoglutarate dioxygenase; involved in sulfonate catabolism for use as a sulfur source; contains sequence that resembles a J domain (typified by the E. coli DnaJ protein); induced by sulphur starvation""",Verified ORF
7484,12,26922,-0.0156967951955833,0.0606946138533158,0.796079762360593,YLL057C,JLP1,SGDID:S000003980,CDS,CDS,"""Fe(II)-dependent sulfonate/alpha-ketoglutarate dioxygenase; involved in sulfonate catabolism for use as a sulfur source; contains sequence that resembles a J domain (typified by the E. coli DnaJ protein); induced by sulphur starvation""",Verified ORF
7485,12,26956,-0.030408107319945,0.0605138982087361,0.615630649237147,YLL057C,JLP1,SGDID:S000003980,CDS,CDS,"""Fe(II)-dependent sulfonate/alpha-ketoglutarate dioxygenase; involved in sulfonate catabolism for use as a sulfur source; contains sequence that resembles a J domain (typified by the E. coli DnaJ protein); induced by sulphur starvation""",Verified ORF
7486,12,27753,-0.0338087778425815,0.0619459137268792,0.585562596587857,YLL056C,YLL056C,SGDID:S000003979,CDS,CDS,"""NADH-dependent aldehyde reductase; reduces many aldehyde compounds including glycolaldehyde ; formaldehyde and furfural; transcription unregulated by furfural ; 5-hydroxymethylfurfural (HMF) and the mycotoxin patulin; expression increased by multidrug resistance transcription factors Yrm1p and Yrr1p; member of atypical subgroup 7 of the short-chain dehydrogenase/reductase (SDR) family; localizes to the cytoplasm; SWAT-GFP and mCherry fusion proteins localize to the ER and vacuole respectively""",Verified ORF
7487,12,27767,-0.0609642153748544,0.0612386716367239,0.320166179924092,YLL056C,YLL056C,SGDID:S000003979,CDS,CDS,"""NADH-dependent aldehyde reductase; reduces many aldehyde compounds including glycolaldehyde ; formaldehyde and furfural; transcription unregulated by furfural ; 5-hydroxymethylfurfural (HMF) and the mycotoxin patulin; expression increased by multidrug resistance transcription factors Yrm1p and Yrr1p; member of atypical subgroup 7 of the short-chain dehydrogenase/reductase (SDR) family; localizes to the cytoplasm; SWAT-GFP and mCherry fusion proteins localize to the ER and vacuole respectively""",Verified ORF
