SNP,Chr,Pos,Effect,SE,SRO9_GIS2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
4673,7,853046,-0.0297697524720592,0.106262097270981,0.779523450921646,YGR178C,PBP1,SGDID:S000003410,CDS,CDS,"""Component of glucose deprivation induced stress granules; involved in P-body-dependent granule assembly; regulates TORC1 signaling and autophagy; interacts with Pab1p to regulate mRNA polyadenylation; interacts with Mkt1p to regulate HO translation; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress; similar to human ataxin-2""",Verified ORF
4675,7,854465,0.0049126403267699,0.106334054265363,0.963176914834651,YGR179C,OKP1,SGDID:S000003411,CDS,CDS,"""Outer kinetochore protein required for accurate chromosome segregation; component of COMA (Ctf19p ; Okp1p ; Mcm21p ; Ame1p) a kinetochore sub-complex which functions as a platform for kinetochore assembly; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-Q and fission yeast fta7""",Verified ORF
4676,7,854905,-0.0082463828078499,0.106289789344108,0.938202958005566,YGR179C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4680,7,858005,0.0017041840781358,0.106150739378345,0.987200079883796,YGR181W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4681,7,858162,0.0341710677605969,0.106101760086437,0.747598343834492,YGR181W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4682,7,862412,-0.0116948147650002,0.108397543348561,0.91414567993692,YGR184C,UBR1,SGDID:S000003416,CDS,CDS,"""E3 Ub-ligase (N-recognin); recognizes and ubiquitinates N-end rule pathway substrates in complex with Rad6p; Roq1p-bound form accelerates degradation of misfolded and native ER membrane and cytosolic proteins as part of the stress-induced homeostatically regulated protein degradation (SHRED) pathway; role in ER-associated protein degradation; modifies Cup9p to regulate peptide transport; mutation in human UBR1 causes Johansson-Blizzard Syndrome (JBS)""",Verified ORF
4683,7,865950,-0.0427347504119787,0.107780110845636,0.69197622085614,YGR184C,UBR1,SGDID:S000003416,Close to 3'-UTR,Close to 3'-UTR,"""E3 Ub-ligase (N-recognin); recognizes and ubiquitinates N-end rule pathway substrates in complex with Rad6p; Roq1p-bound form accelerates degradation of misfolded and native ER membrane and cytosolic proteins as part of the stress-induced homeostatically regulated protein degradation (SHRED) pathway; role in ER-associated protein degradation; modifies Cup9p to regulate peptide transport; mutation in human UBR1 causes Johansson-Blizzard Syndrome (JBS)""",Verified ORF
4684,7,867038,-0.0608336751505957,0.108305558489485,0.57468666272702,YGR185C,TYS1,SGDID:S000003417,CDS,CDS,"""Cytoplasmic tyrosyl-tRNA synthetase; required for cytoplasmic protein synthesis; interacts with positions 34 and 35 of the tRNATyr anticodon; mutations in human ortholog YARS are associated with Charcot-Marie-Tooth (CMT) neuropathies; human ortholog YARS functionally complements the heat sensitivity of a ts allele; protein abundance increases in response to DNA replication stress""",Verified ORF
4685,7,867380,-0.0680706957805671,0.108323624195399,0.530147514085445,YGR185C,TYS1,SGDID:S000003417,CDS,CDS,"""Cytoplasmic tyrosyl-tRNA synthetase; required for cytoplasmic protein synthesis; interacts with positions 34 and 35 of the tRNATyr anticodon; mutations in human ortholog YARS are associated with Charcot-Marie-Tooth (CMT) neuropathies; human ortholog YARS functionally complements the heat sensitivity of a ts allele; protein abundance increases in response to DNA replication stress""",Verified ORF
4686,7,868348,-0.0522681120879941,0.107456776163623,0.626977931853336,YGR186W,TFG1,SGDID:S000003418,CDS,CDS,"""TFIIF (Transcription Factor II) largest subunit; involved in both transcription initiation and elongation of RNA polymerase II; homologous to human RAP74""",Verified ORF
4687,7,868406,-0.0306518185768347,0.10672171711357,0.774118084453601,YGR186W,TFG1,SGDID:S000003418,CDS,CDS,"""TFIIF (Transcription Factor II) largest subunit; involved in both transcription initiation and elongation of RNA polymerase II; homologous to human RAP74""",Verified ORF
4688,7,868413,-0.0548250707053768,0.106678986755795,0.607625502647432,YGR186W,TFG1,SGDID:S000003418,CDS,CDS,"""TFIIF (Transcription Factor II) largest subunit; involved in both transcription initiation and elongation of RNA polymerase II; homologous to human RAP74""",Verified ORF
4689,7,868485,-0.0357183787102819,0.106735962722175,0.738093603287534,YGR186W,TFG1,SGDID:S000003418,CDS,CDS,"""TFIIF (Transcription Factor II) largest subunit; involved in both transcription initiation and elongation of RNA polymerase II; homologous to human RAP74""",Verified ORF
4690,7,868494,-0.029803495220364,0.106986062177957,0.78073516879417,YGR186W,TFG1,SGDID:S000003418,CDS,CDS,"""TFIIF (Transcription Factor II) largest subunit; involved in both transcription initiation and elongation of RNA polymerase II; homologous to human RAP74""",Verified ORF
4691,7,868670,-0.0203496363517274,0.106368388053392,0.848390507532877,YGR186W,TFG1,SGDID:S000003418,CDS,CDS,"""TFIIF (Transcription Factor II) largest subunit; involved in both transcription initiation and elongation of RNA polymerase II; homologous to human RAP74""",Verified ORF
4692,7,869033,-0.0174761470170894,0.106860431885016,0.870185457732168,YGR186W,TFG1,SGDID:S000003418,CDS,CDS,"""TFIIF (Transcription Factor II) largest subunit; involved in both transcription initiation and elongation of RNA polymerase II; homologous to human RAP74""",Verified ORF
4693,7,869127,-0.0923525410453328,0.106058680424951,0.384472433582269,YGR186W,TFG1,SGDID:S000003418,CDS,CDS,"""TFIIF (Transcription Factor II) largest subunit; involved in both transcription initiation and elongation of RNA polymerase II; homologous to human RAP74""",Verified ORF
4694,7,869641,-0.0372617450868186,0.10631335749141,0.726180212241209,YGR186W,TFG1,SGDID:S000003418,CDS,CDS,"""TFIIF (Transcription Factor II) largest subunit; involved in both transcription initiation and elongation of RNA polymerase II; homologous to human RAP74""",Verified ORF
4697,7,870220,-0.0191381816762432,0.106288333188634,0.857209489547752,YGR186W,TFG1,SGDID:S000003418,Close to 3'-UTR,Close to 3'-UTR,"""TFIIF (Transcription Factor II) largest subunit; involved in both transcription initiation and elongation of RNA polymerase II; homologous to human RAP74""",Verified ORF
4699,7,871790,0.0173206624760982,0.107872939271464,0.872527547195818,YGR187C,HGH1,SGDID:S000003419,Close to 3'-UTR,Close to 3'-UTR,"""Chaperone protein for translation factor eEF2; involved in biogenesis of eukaryotic Elongation Factor 2 (Eft1p ; Eft2p); green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; similar to mammalian BRP16 (Brain protein 16); relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
4700,7,873474,-0.0289924483104378,0.109131501153352,0.790652107954283,YGR188C,BUB1,SGDID:S000003420,CDS,CDS,"""Protein kinase involved in the cell cycle checkpoint into anaphase; in complex with Mad1p and Bub3p ; prevents progression into anaphase in presence of spindle damage; Cdc28p-mediated phosphorylation at Bub1p-T566 is important for degradation in anaphase and adaptation of checkpoint to prolonged mitotic arrest; associates with centromere DNA via Skp1p; involved in Sgo1p relocalization in response to sister kinetochore tension; paralog MAD3 arose from whole genome duplication""",Verified ORF
4701,7,873805,0.0971243340334657,0.106596165567132,0.362841877411463,YGR188C,BUB1,SGDID:S000003420,CDS,CDS,"""Protein kinase involved in the cell cycle checkpoint into anaphase; in complex with Mad1p and Bub3p ; prevents progression into anaphase in presence of spindle damage; Cdc28p-mediated phosphorylation at Bub1p-T566 is important for degradation in anaphase and adaptation of checkpoint to prolonged mitotic arrest; associates with centromere DNA via Skp1p; involved in Sgo1p relocalization in response to sister kinetochore tension; paralog MAD3 arose from whole genome duplication""",Verified ORF
4702,7,874582,0.0754728665471656,0.106386554147473,0.478531499649045,YGR188C,BUB1,SGDID:S000003420,CDS,CDS,"""Protein kinase involved in the cell cycle checkpoint into anaphase; in complex with Mad1p and Bub3p ; prevents progression into anaphase in presence of spindle damage; Cdc28p-mediated phosphorylation at Bub1p-T566 is important for degradation in anaphase and adaptation of checkpoint to prolonged mitotic arrest; associates with centromere DNA via Skp1p; involved in Sgo1p relocalization in response to sister kinetochore tension; paralog MAD3 arose from whole genome duplication""",Verified ORF
4703,7,875048,0.0745363252559882,0.106219155238224,0.483314888445618,YGR188C,BUB1,SGDID:S000003420,CDS,CDS,"""Protein kinase involved in the cell cycle checkpoint into anaphase; in complex with Mad1p and Bub3p ; prevents progression into anaphase in presence of spindle damage; Cdc28p-mediated phosphorylation at Bub1p-T566 is important for degradation in anaphase and adaptation of checkpoint to prolonged mitotic arrest; associates with centromere DNA via Skp1p; involved in Sgo1p relocalization in response to sister kinetochore tension; paralog MAD3 arose from whole genome duplication""",Verified ORF
4704,7,875085,0.0453836638510306,0.106218768401113,0.669446122688162,YGR188C,BUB1,SGDID:S000003420,CDS,CDS,"""Protein kinase involved in the cell cycle checkpoint into anaphase; in complex with Mad1p and Bub3p ; prevents progression into anaphase in presence of spindle damage; Cdc28p-mediated phosphorylation at Bub1p-T566 is important for degradation in anaphase and adaptation of checkpoint to prolonged mitotic arrest; associates with centromere DNA via Skp1p; involved in Sgo1p relocalization in response to sister kinetochore tension; paralog MAD3 arose from whole genome duplication""",Verified ORF
4706,7,876290,0.0741070940995405,0.106352151310929,0.486381183796753,YGR189C,CRH1,SGDID:S000003421,Close to 3'-UTR,Close to 3'-UTR,"""Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar and functionally redundant to Utr2; localizes to sites of polarized growth; expression induced by cell wall stress""",Verified ORF
4707,7,876358,0.0661688134158558,0.106575001198334,0.535088343683823,YGR189C,CRH1,SGDID:S000003421,Close to 3'-UTR,Close to 3'-UTR,"""Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar and functionally redundant to Utr2; localizes to sites of polarized growth; expression induced by cell wall stress""",Verified ORF
4715,7,877072,0.112006679561932,0.107564663043717,0.298450721665005,YGR189C,CRH1,SGDID:S000003421,CDS,CDS,"""Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar and functionally redundant to Utr2; localizes to sites of polarized growth; expression induced by cell wall stress""",Verified ORF
4716,7,877185,0.0517411856370236,0.106426741567318,0.627150323349544,YGR189C,CRH1,SGDID:S000003421,CDS,CDS,"""Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar and functionally redundant to Utr2; localizes to sites of polarized growth; expression induced by cell wall stress""",Verified ORF
4717,7,877194,0.0577942441552731,0.106502408695383,0.587708639345737,YGR189C,CRH1,SGDID:S000003421,CDS,CDS,"""Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar and functionally redundant to Utr2; localizes to sites of polarized growth; expression induced by cell wall stress""",Verified ORF
4718,7,877211,0.0669656208629716,0.106616021638592,0.530343970629781,YGR189C,CRH1,SGDID:S000003421,CDS,CDS,"""Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar and functionally redundant to Utr2; localizes to sites of polarized growth; expression induced by cell wall stress""",Verified ORF
4719,7,877213,0.0379419156596994,0.107756295518113,0.724966948620463,YGR189C,CRH1,SGDID:S000003421,CDS,CDS,"""Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar and functionally redundant to Utr2; localizes to sites of polarized growth; expression induced by cell wall stress""",Verified ORF
4720,7,877846,0.131624845325267,0.107581501161187,0.22196090790549,YGR189C,CRH1,SGDID:S000003421,CDS,CDS,"""Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar and functionally redundant to Utr2; localizes to sites of polarized growth; expression induced by cell wall stress""",Verified ORF
4721,7,885002,0.104859635858597,0.106677656753273,0.32630142213165,CUT160,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
4725,7,886493,0.0753999178026891,0.106560176112471,0.479672604992276,YGR194C,XKS1,SGDID:S000003426,CDS,CDS,"""Xylulokinase; converts D-xylulose and ATP to xylulose 5-phosphate and ADP; rate limiting step in fermentation of xylulose; required for xylose fermentation by recombinant S. cerevisiae strains""",Verified ORF
4726,7,886545,0.0864564678052554,0.107211331232556,0.420548466723111,YGR194C,XKS1,SGDID:S000003426,CDS,CDS,"""Xylulokinase; converts D-xylulose and ATP to xylulose 5-phosphate and ADP; rate limiting step in fermentation of xylulose; required for xylose fermentation by recombinant S. cerevisiae strains""",Verified ORF
4727,7,886697,0.0672618700096441,0.108002337781022,0.533830156845964,YGR194C,XKS1,SGDID:S000003426,CDS,CDS,"""Xylulokinase; converts D-xylulose and ATP to xylulose 5-phosphate and ADP; rate limiting step in fermentation of xylulose; required for xylose fermentation by recombinant S. cerevisiae strains""",Verified ORF
4728,7,886766,0.119834484199603,0.107867959685278,0.267351676540983,YGR194C,XKS1,SGDID:S000003426,CDS,CDS,"""Xylulokinase; converts D-xylulose and ATP to xylulose 5-phosphate and ADP; rate limiting step in fermentation of xylulose; required for xylose fermentation by recombinant S. cerevisiae strains""",Verified ORF
4729,7,887971,0.13264563390168,0.108142417539287,0.220796933308422,YGR194C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4732,7,889615,0.130312979607906,0.107833535223641,0.227677608334073,YGR195W,SKI6,SGDID:S000003427,CDS,CDS,"""Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp41p (EXOSC4)""",Verified ORF
