SNP,Chr,Pos,Effect,SE,ADE17_PGM2_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
6076,10,173737,-0.150136399292186,0.130415638852821,0.250423082022134,YJL129C,TRK1,SGDID:S000003665,CDS,CDS,"""Component of the Trk1p-Trk2p potassium transport system; 180 kDa high affinity potassium transporter; phosphorylated in vivo and interacts physically with the phosphatase Ppz1p ; suggesting Trk1p acitivy is regulated by phosphorylation; TRK1 has a paralog ; TRK2 ; that arose from the whole genome duplication""",Verified ORF
6077,10,173883,-0.162210228784306,0.1300513430755,0.213122302817943,YJL129C,TRK1,SGDID:S000003665,CDS,CDS,"""Component of the Trk1p-Trk2p potassium transport system; 180 kDa high affinity potassium transporter; phosphorylated in vivo and interacts physically with the phosphatase Ppz1p ; suggesting Trk1p acitivy is regulated by phosphorylation; TRK1 has a paralog ; TRK2 ; that arose from the whole genome duplication""",Verified ORF
6078,10,175030,-0.0965104506298851,0.130766780715597,0.460983575228562,YJL129C,TRK1,SGDID:S000003665,CDS,CDS,"""Component of the Trk1p-Trk2p potassium transport system; 180 kDa high affinity potassium transporter; phosphorylated in vivo and interacts physically with the phosphatase Ppz1p ; suggesting Trk1p acitivy is regulated by phosphorylation; TRK1 has a paralog ; TRK2 ; that arose from the whole genome duplication""",Verified ORF
6079,10,175313,-0.0827192826749953,0.130423809093896,0.526338564853438,YJL129C,TRK1,SGDID:S000003665,CDS,CDS,"""Component of the Trk1p-Trk2p potassium transport system; 180 kDa high affinity potassium transporter; phosphorylated in vivo and interacts physically with the phosphatase Ppz1p ; suggesting Trk1p acitivy is regulated by phosphorylation; TRK1 has a paralog ; TRK2 ; that arose from the whole genome duplication""",Verified ORF
6080,10,176228,-0.117042861163836,0.130238021077958,0.369433437004098,YJL129C,TRK1,SGDID:S000003665,CDS,CDS,"""Component of the Trk1p-Trk2p potassium transport system; 180 kDa high affinity potassium transporter; phosphorylated in vivo and interacts physically with the phosphatase Ppz1p ; suggesting Trk1p acitivy is regulated by phosphorylation; TRK1 has a paralog ; TRK2 ; that arose from the whole genome duplication""",Verified ORF
6081,10,176664,-0.108683043489804,0.130163967229128,0.404299180567279,YJL129C,TRK1,SGDID:S000003665,CDS,CDS,"""Component of the Trk1p-Trk2p potassium transport system; 180 kDa high affinity potassium transporter; phosphorylated in vivo and interacts physically with the phosphatase Ppz1p ; suggesting Trk1p acitivy is regulated by phosphorylation; TRK1 has a paralog ; TRK2 ; that arose from the whole genome duplication""",Verified ORF
6083,10,179618,-0.153277608815132,0.130713200541059,0.241736802592137,YJL128C,PBS2,SGDID:S000003664,CDS,CDS,"""MAP kinase kinase of the HOG signaling pathway; activated under severe osmotic stress; mitophagy-specific regulator; plays a role in regulating Ty1 transposition""",Verified ORF
6084,10,182634,-0.0715460531052253,0.131012344188293,0.5853410496726,CUT206,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
6085,10,183933,-0.140271803241401,0.131608119799089,0.287229211168826,YJL127C,SPT10,SGDID:S000003663,CDS,CDS,"""Histone H3 acetylase with a role in transcriptional regulation; sequence-specific activator of histone genes ; binds specifically and cooperatively to pairs of UAS elements in core histone promoters ; functions at or near TATA box; involved in S phase-specific acetylation of H3K56 at histone promoters ; which is required for recruitment of SWI/SNF nucleosome remodeling complex and subsequent transcription""",Verified ORF
6086,10,185241,-0.0792083141333733,0.130928864917995,0.545586205641748,YJL126W,NIT2,SGDID:S000003662,CDS,CDS,"""Nit protein; one of two proteins in S. cerevisiae with similarity to the Nit domain of NitFhit from fly and worm and to the mouse and human Nit protein which interacts with the Fhit tumor suppressor; nitrilase superfamily member""",Verified ORF
6087,10,188897,-0.0889476351803517,0.131203190510199,0.498255092793248,YJL123C,MTC1,SGDID:S000003659,CDS,CDS,"""Protein of unknown function that may interact with ribosomes; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to COPI-coated vesicles (early Golgi); mtc1 is synthetically lethal with cdc13-1""",Verified ORF
6089,10,189418,-0.0744188275798152,0.131658277774998,0.57226803025546,YJL123C,MTC1,SGDID:S000003659,CDS,CDS,"""Protein of unknown function that may interact with ribosomes; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to COPI-coated vesicles (early Golgi); mtc1 is synthetically lethal with cdc13-1""",Verified ORF
6090,10,189445,-0.072820468820977,0.131019758704292,0.578701307671888,YJL122W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6091,10,192067,-0.0639827415705924,0.13004725592853,0.62302792100341,YJL118W,YJL118W,SGDID:S000003654,CDS,CDS,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; YJL118W is a non-essential gene; deletion enhances the toxicity of heterologously expressed human alpha-synuclein""",Verified ORF
6092,10,193403,-0.0751058001496702,0.130557677016094,0.565475795316801,YJL117W,PHO86,SGDID:S000003653,CDS,CDS,"""Endoplasmic reticulum (ER) resident protein; required for ER exit of the high-affinity phosphate transporter Pho84p ; specifically required for packaging of Pho84p into COPII vesicles; protein abundance increases in response to DNA replication stress""",Verified ORF
6093,10,193717,-0.102491012283287,0.132024793870579,0.43809096125933,YJL117W,PHO86,SGDID:S000003653,Close to 3'-UTR,Close to 3'-UTR,"""Endoplasmic reticulum (ER) resident protein; required for ER exit of the high-affinity phosphate transporter Pho84p ; specifically required for packaging of Pho84p into COPII vesicles; protein abundance increases in response to DNA replication stress""",Verified ORF
6094,10,196310,-0.0215989626422217,0.130984378855487,0.869119250445057,YJL115W,ASF1,SGDID:S000003651,CDS,CDS,"""Nucleosome assembly factor; involved in chromatin assembly ; disassembly; required for recovery after DSB repair; role in H3K56 acetylation required for expression homeostasis ; buffering mRNA synthesis rate against gene dosage changes in S phase; anti-silencing protein ; derepresses silent loci when overexpressed; role in regulating Ty1 transposition; relocalizes to cytosol under hypoxia; growth defect of asf1 null is functionally complemented by either human ASF1A or ASF1B""",Verified ORF
6101,10,204807,2.03637007143431e-05,0.131953775859708,0.999876954036968,ARS1008,ARS1008,SGDID:S000028445,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
6102,10,205088,-0.0029537318692232,0.130128517740932,0.981903537955613,YJL112W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6103,10,205251,0.0119227671125328,0.131004568347959,0.927536015177694,YJL112W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6104,10,210630,-0.0644623737896693,0.130236998016812,0.620934828193788,YJL110C,GZF3,SGDID:S000003646,CDS,CDS,"""GATA zinc finger protein; negatively regulates nitrogen catabolic gene expression by competing with Gat1p for GATA site binding; function requires a repressive carbon source; dimerizes with Dal80p and binds to Tor1p; GZF3 has a paralog ; DAL80 ; that arose from the whole genome duplication""",Verified ORF
6105,10,211229,-0.0689223822709698,0.130230527878075,0.596975992871492,YJL110C,GZF3,SGDID:S000003646,CDS,CDS,"""GATA zinc finger protein; negatively regulates nitrogen catabolic gene expression by competing with Gat1p for GATA site binding; function requires a repressive carbon source; dimerizes with Dal80p and binds to Tor1p; GZF3 has a paralog ; DAL80 ; that arose from the whole genome duplication""",Verified ORF
6106,10,212922,-0.0813642154852184,0.132624561747478,0.539945635538677,YJL109C,UTP10,SGDID:S000003645,CDS,CDS,"""Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA; mutant has increased aneuploidy tolerance""",Verified ORF
6107,10,215046,-0.0653711457759881,0.130211098149365,0.615952565345095,YJL109C,UTP10,SGDID:S000003645,CDS,CDS,"""Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA; mutant has increased aneuploidy tolerance""",Verified ORF
6108,10,215118,-0.0620138144275705,0.130802091504626,0.635718755376168,YJL109C,UTP10,SGDID:S000003645,CDS,CDS,"""Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA; mutant has increased aneuploidy tolerance""",Verified ORF
6109,10,223514,-0.105132205286462,0.132970504414311,0.429683166450572,YJL106W,IME2,SGDID:S000003642,Close to 3'-UTR,Close to 3'-UTR,"""Serine/threonine protein kinase involved in activation of meiosis; associates with Ime1p and mediates its stability ; activates Ndt80p; IME2 expression is positively regulated by Ime1p; human CDK2 can complement ime2 null mutant""",Verified ORF
6110,10,223964,-0.0727029688948663,0.130437621298183,0.577622925637219,YJL105W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6111,10,224073,-0.0846001231321293,0.130380187648995,0.516842679009382,YJL105W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6112,10,226115,-0.12199222916738,0.13052988076093,0.350637283725045,YJL105W,SET4,SGDID:S000003641,CDS,CDS,"""Chromatin-associated protein involved in control of stress response; regulates response to oxidative stress; contains a SET domain; SET4 has a paralog ; SET3 ; that arose from the whole genome duplication""",Verified ORF
6116,10,229802,-0.150208394037634,0.130003782081775,0.248701753777111,YJL103C,GSM1,SGDID:S000003639,CDS,CDS,"""Putative zinc cluster protein of unknown function; proposed to be involved in the regulation of energy metabolism ; based on patterns of expression and sequence analysis""",Verified ORF
6117,10,230128,-0.139139774767899,0.1309651047974,0.288771929844326,YJL103C,GSM1,SGDID:S000003639,CDS,CDS,"""Putative zinc cluster protein of unknown function; proposed to be involved in the regulation of energy metabolism ; based on patterns of expression and sequence analysis""",Verified ORF
6118,10,232143,-0.187373955553279,0.129799226791101,0.149747506030735,YJL102W,MEF2,SGDID:S000003638,CDS,CDS,"""Mitochondrial elongation factor involved in translational elongation""",Verified ORF
6119,10,233981,-0.134227123790005,0.130353006509848,0.303846388619631,YNCJ0008W,YNCJ0008W,SGDID:S000006702,Non-coding RNA,tRNA_gene,"""Arginine tRNA (tRNA-Arg) ; predicted by tRNAscan-SE analysis; one of 6 nuclear tRNA genes containing the tDNA-anticodon ACG (converted to ICG in the mature tRNA) ; decodes CGU ; CGC ; and probably CGA codons into arginine ; one of 19 nuclear tRNAs for arginine""",tRNA_gene
6120,10,236429,-0.120322933149685,0.130297542425196,0.35640484507387,YJL101C,GSH1,SGDID:S000003637,Close to 3'-UTR,Close to 3'-UTR,"""Gamma glutamylcysteine synthetase; catalyzes the first step in glutathione (GSH) biosynthesis; expression induced by oxidants ; cadmium ; and mercury; protein abundance increases in response to DNA replication stress""",Verified ORF
6121,10,236463,-0.119939142350395,0.130341865640681,0.35810242902189,YJL101C,GSH1,SGDID:S000003637,Close to 3'-UTR,Close to 3'-UTR,"""Gamma glutamylcysteine synthetase; catalyzes the first step in glutathione (GSH) biosynthesis; expression induced by oxidants ; cadmium ; and mercury; protein abundance increases in response to DNA replication stress""",Verified ORF
6122,10,237784,-0.0329268285776876,0.131131217081689,0.801884193121987,YJL100W,LSB6,SGDID:S000003636,CDS,CDS,"""Type II phosphatidylinositol 4-kinase; binds Las17p ; a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization""",Verified ORF
6123,10,238334,-8.77915040699007e-05,0.130930046391233,0.999465379481147,YJL100W,LSB6,SGDID:S000003636,CDS,CDS,"""Type II phosphatidylinositol 4-kinase; binds Las17p ; a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization""",Verified ORF
6124,10,239866,0.0730073491647343,0.130595185885303,0.576491946497409,YJL099W,CHS6,SGDID:S000003635,CDS,CDS,"""Member of the ChAPs (Chs5p-Arf1p-binding proteins) family; part of the exomer complex that mediates export of specific cargo proteins ; including Chs3p ; from the Golgi to the plasma membrane; primary component of the Chs5/6 complex that binds directly to membranes; CHS6 has a paralog ; BCH2 ; that arose from the whole genome duplication""",Verified ORF
6125,10,244763,-0.0001662501848348,0.131208879917234,0.998989744368342,YJL098W,SAP185,SGDID:S000003634,CDS,CDS,"""Protein that forms a complex with the Sit4p protein phosphatase; required for Sit4p function; member of a family of similar proteins including Sap4p ; Sap155p ; and Sap190p; SAP185 has a paralog ; SAP190 ; that arose from the whole genome duplication""",Verified ORF
6126,10,245956,-0.124552951598951,0.132918601518133,0.349367390791352,YJL097W,PHS1,SGDID:S000003633,CDS,CDS,"""Essential 3-hydroxyacyl-CoA dehydratase of the ER membrane; involved in elongation of very long-chain fatty acids; evolutionarily conserved ; similar to mammalian PTPLA and PTPLB; involved in sphingolipid biosynthesis and protein trafficking""",Verified ORF
6127,10,248024,-0.0739009215649785,0.133634641642392,0.580608501068569,YJL095W,BCK1,SGDID:S000003631,CDS,CDS,"""MAPKKK acting in the protein kinase C signaling pathway; the kinase C signaling pathway controls cell integrity; upon activation by Pkc1p phosphorylates downstream kinases Mkk1p and Mkk2p; MAPKKK is an acronym for mitogen-activated protein (MAP) kinase kinase kinase""",Verified ORF
6128,10,248724,-0.0815593421467985,0.131614492191875,0.535865888539127,YJL095W,BCK1,SGDID:S000003631,CDS,CDS,"""MAPKKK acting in the protein kinase C signaling pathway; the kinase C signaling pathway controls cell integrity; upon activation by Pkc1p phosphorylates downstream kinases Mkk1p and Mkk2p; MAPKKK is an acronym for mitogen-activated protein (MAP) kinase kinase kinase""",Verified ORF
6129,10,252640,-0.0568588251312594,0.13250167776799,0.66809928750049,YJL094C,KHA1,SGDID:S000003630,CDS,CDS,"""Putative K+/H+ antiporter; involved in intracellular cation homeostasis; promotes copper binding to Fet3p multicopper oxidase; localized to Golgi vesicles and detected in highly purified mitochondria in high-throughput studies""",Verified ORF
6130,10,256140,-0.0808858463169995,0.131846227625004,0.539949976212271,YJL093C,TOK1,SGDID:S000003629,CDS,CDS,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",Verified ORF
6131,10,257035,-0.0723476849886953,0.132094171477324,0.584245566861618,YJL092W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6132,10,260320,-0.0885640198107989,0.13220027353541,0.503344782320769,YJL092W,SRS2,SGDID:S000003628,CDS,CDS,"""DNA helicase and DNA-dependent ATPase; role in DNA repair and checkpoint recovery ; in the proper timing of commitment to meiotic recombination and the Meiosis I to II transition; blocks trinucleotide repeat expansion; affects genome stability; disassembles Rad51p nucleoprotein filaments during meiotic recombination; stimulates Mus81p-Mms4p endonuclease activity independent of catalytic activity; ATPase and ssDNA translocating motor activities inhibited by Dmc1p; functional homolog of human RTEL1""",Verified ORF
