SNP,Chr,Pos,Effect,SE,MID2_TPO4_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
4511,7,653157,-0.0953370486418357,0.097346869634034,0.328075791264002,YGR087C,PDC6,SGDID:S000003319,Close to 3'-UTR,Close to 3'-UTR,"""Minor isoform of pyruvate decarboxylase; decarboxylates pyruvate to acetaldehyde ; involved in amino acid catabolism; transcription is glucose- and ethanol-dependent ; and is strongly induced during sulfur limitation""",Verified ORF
4513,7,656911,-0.182743133595377,0.0969579679235968,0.0602826571133605,YGR088W,CTT1,SGDID:S000003320,Close to 3'-UTR,Close to 3'-UTR,"""Cytosolic catalase T; has a role in protection from oxidative damage by hydrogen peroxide""",Verified ORF
4514,7,657229,-0.128156797497579,0.0985611519947694,0.194354356549646,YGR089W,NNF2,SGDID:S000003321,CDS,CDS,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4516,7,657638,-0.130193518325602,0.097056318656825,0.180645707578496,YGR089W,NNF2,SGDID:S000003321,CDS,CDS,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4517,7,657869,-0.105407386045483,0.0970387236218981,0.278113824558242,YGR089W,NNF2,SGDID:S000003321,CDS,CDS,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4518,7,658138,-0.0961464744943753,0.0971406617416192,0.322966698406541,YGR089W,NNF2,SGDID:S000003321,CDS,CDS,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4519,7,658177,-0.0780989284656669,0.0974444686034435,0.423398107237647,YGR089W,NNF2,SGDID:S000003321,CDS,CDS,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4520,7,658876,-0.107979328754049,0.0994637288630776,0.278390114223476,YGR089W,NNF2,SGDID:S000003321,CDS,CDS,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4521,7,658924,-0.106839743302355,0.097559388550572,0.27420842624343,YGR089W,NNF2,SGDID:S000003321,CDS,CDS,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4529,7,660057,-0.0615476000674768,0.097398134395427,0.527849719538769,ACS_7_660005_-_NFR/NDR,,,Promoter,Promoter,,Promoter
4530,7,660120,0.0188079220050453,0.0982967829901532,0.848370699995105,YGR089W,NNF2,SGDID:S000003321,Close to 3'-UTR,Close to 3'-UTR,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4531,7,660197,0.0733421779867128,0.0975382272029836,0.452592618150873,YGR089W,NNF2,SGDID:S000003321,Close to 3'-UTR,Close to 3'-UTR,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4532,7,660217,0.0047483620690257,0.0976868100150599,0.961259171041052,YGR089W,NNF2,SGDID:S000003321,Close to 3'-UTR,Close to 3'-UTR,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4533,7,660351,0.0041380653417945,0.0972727764070256,0.96609160973454,YGR089W,NNF2,SGDID:S000003321,Close to 3'-UTR,Close to 3'-UTR,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4535,7,660725,-0.135836445270874,0.0977024770169836,0.165311612220219,YGR089W,NNF2,SGDID:S000003321,Close to 3'-UTR,Close to 3'-UTR,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4536,7,663901,-0.100856179435293,0.0974347643985387,0.301323824278905,YGR090W,UTP22,SGDID:S000003322,CDS,CDS,"""Component of the small-subunit processome; required for nuclear export of tRNAs; forms a complex with Rrp7p; may facilitate binding of Utp8p to aminoacylated tRNAs and their delivery to Los1p for export; conserved from yeast to mammals""",Verified ORF
4538,7,668812,-0.0638113320582577,0.0968214884086774,0.510285847472083,YGR092W,DBF2,SGDID:S000003324,CDS,CDS,"""Ser/Thr kinase involved in transcription and stress response; functions as part of a network of genes in exit from mitosis; localization is cell cycle regulated; activated by Cdc15p during the exit from mitosis; also plays a role in regulating the stability of SWI5 and CLB2 mRNAs; phosphorylates Chs2p to regulate primary septum formation and Hof1p to regulate cytokinesis; DBF2 has a paralog ; DBF20 ; that arose from the whole genome duplication""",Verified ORF
4539,7,669370,-0.126649134846348,0.09694652492432,0.192273429305199,YGR092W,DBF2,SGDID:S000003324,CDS,CDS,"""Ser/Thr kinase involved in transcription and stress response; functions as part of a network of genes in exit from mitosis; localization is cell cycle regulated; activated by Cdc15p during the exit from mitosis; also plays a role in regulating the stability of SWI5 and CLB2 mRNAs; phosphorylates Chs2p to regulate primary septum formation and Hof1p to regulate cytokinesis; DBF2 has a paralog ; DBF20 ; that arose from the whole genome duplication""",Verified ORF
4542,7,677969,-0.0874851107468708,0.0971591779787681,0.36850493851573,YGR096W,TPC1,SGDID:S000003328,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial membrane transporter; mediates uptake of the essential cofactor thiamine pyrophosphate (ThPP) into mitochondria; expression appears to be regulated by carbon source; member of the mitochondrial carrier family""",Verified ORF
4547,7,678429,-0.10577288778605,0.0977139312376644,0.279780388635142,CUT152,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
4548,7,678526,-0.0941112897630953,0.0973408437534842,0.334294827212488,SUT555_NFR/NDR,,,Promoter,Promoter,,Promoter
4549,7,681312,-0.0727803375997868,0.0969446163862592,0.453308438755771,YGR097W,ASK10,SGDID:S000003329,CDS,CDS,"""Regulator of the Fps1p glycerol channel; under nonstress conditions ; binds to Fps1p to positively regulate glycerol transport; under osmotic stress ; multiple phosphorylation by Hog1p causes Ask10p to dissociate from Fps1p; forms homodimers and heterodimerizes with paralog Rgc1p; phosphorylated in response to oxidative stress; has a role in destruction of Ssn8p; associates with RNA polymerase II holoenzyme""",Verified ORF
4550,7,682093,-0.0415616186628814,0.0965299723278749,0.667053548267759,YGR097W,ASK10,SGDID:S000003329,CDS,CDS,"""Regulator of the Fps1p glycerol channel; under nonstress conditions ; binds to Fps1p to positively regulate glycerol transport; under osmotic stress ; multiple phosphorylation by Hog1p causes Ask10p to dissociate from Fps1p; forms homodimers and heterodimerizes with paralog Rgc1p; phosphorylated in response to oxidative stress; has a role in destruction of Ssn8p; associates with RNA polymerase II holoenzyme""",Verified ORF
4551,7,684139,-0.0366022546635339,0.0989911347773822,0.711788368325115,YGR098C,ESP1,SGDID:S000003330,CDS,CDS,"""Separase/separin ; a caspase-like cysteine protease; cleaves Mcd1p/Scc1p ; a mitotic cohesin complex subunit ; resulting in the dissociation of cohesin from chromatin and sister chromatid separation; cleaves meiotic-cohesin subunit Rec8p along chromosome arms in meiosis I and at centromeric sites during meiosis II; inhibits PP2A-Cdc55p to promote mitotic exit; inhibited by Pds1p (securin); relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
4552,7,688776,-0.0197430096460644,0.0966295808217906,0.838223988350677,YGR099W,TEL2,SGDID:S000003331,CDS,CDS,"""Subunit of the ASTRA complex ; involved in chromatin remodeling; subunit of the telomere cap complex DNA-binding protein specific to single-stranded yeast telomeric DNA repeats ; required for telomere length regulation and telomere position effect; involved in the stability or biogenesis of PIKKs such as TORC1""",Verified ORF
4553,7,689845,-0.0784016347274699,0.0968126735399765,0.418584470303263,YGR099W,TEL2,SGDID:S000003331,CDS,CDS,"""Subunit of the ASTRA complex ; involved in chromatin remodeling; subunit of the telomere cap complex DNA-binding protein specific to single-stranded yeast telomeric DNA repeats ; required for telomere length regulation and telomere position effect; involved in the stability or biogenesis of PIKKs such as TORC1""",Verified ORF
4554,7,698308,-0.0553316164701109,0.0982609686126231,0.573718280215552,YGR104C,SRB5,SGDID:S000003336,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; required for proper termination of transcription for some genes; involved in telomere maintenance""",Verified ORF
4558,7,702818,-0.0894154666303796,0.0965180346848123,0.354864834184562,YGR107W,YGR107W,SGDID:S000003339,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
4559,7,702968,-0.0417604372617791,0.0974145598511627,0.668411885643976,YGR107W,YGR107W,SGDID:S000003339,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
4560,7,703750,0.0137573997420645,0.0972376156337767,0.887569663372205,YGR108W,CLB1,SGDID:S000003340,CDS,CDS,"""B-type cyclin involved in cell cycle progression; activates Cdc28p to promote the transition from G2 to M phase; accumulates during G2 and M ; then targeted via a destruction box motif for ubiquitin-mediated degradation by the proteasome; CLB1 has a paralog ; CLB2 ; that arose from the whole genome duplication""",Verified ORF
4561,7,704214,0.0195014597079135,0.0965390869251209,0.840028519900932,YGR108W,CLB1,SGDID:S000003340,CDS,CDS,"""B-type cyclin involved in cell cycle progression; activates Cdc28p to promote the transition from G2 to M phase; accumulates during G2 and M ; then targeted via a destruction box motif for ubiquitin-mediated degradation by the proteasome; CLB1 has a paralog ; CLB2 ; that arose from the whole genome duplication""",Verified ORF
4562,7,705337,0.0046679438543599,0.0966288742610628,0.961498129934584,YGR108W,CLB1,SGDID:S000003340,Close to 3'-UTR,Close to 3'-UTR,"""B-type cyclin involved in cell cycle progression; activates Cdc28p to promote the transition from G2 to M phase; accumulates during G2 and M ; then targeted via a destruction box motif for ubiquitin-mediated degradation by the proteasome; CLB1 has a paralog ; CLB2 ; that arose from the whole genome duplication""",Verified ORF
4563,7,705700,-0.0254615301311314,0.0966624231002597,0.792390811880005,YGR109C,CLB6,SGDID:S000003341,CDS,CDS,"""B-type cyclin involved in DNA replication during S phase; activates Cdc28p to promote initiation of DNA synthesis; functions in formation of mitotic spindles along with Clb3p and Clb4p; most abundant during late G1; CLB6 has a paralog ; CLB5 ; that arose from the whole genome duplication""",Verified ORF
4566,7,713462,-0.0336119281457462,0.0974837587729546,0.730453709173703,YGR110W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4567,7,713788,-0.0281099504953021,0.0967888861284309,0.771661358692088,YGR110W,CLD1,SGDID:S000003342,CDS,CDS,"""Mitochondrial cardiolipin-specific phospholipase; functions upstream of Taz1p to generate monolyso-cardiolipin; transcription increases upon genotoxic stress; involved in restricting Ty1 transposition; has homology to mammalian CGI-58""",Verified ORF
4568,7,714424,-0.0081215122257153,0.0972394117937914,0.933484791566325,YGR110W,CLD1,SGDID:S000003342,CDS,CDS,"""Mitochondrial cardiolipin-specific phospholipase; functions upstream of Taz1p to generate monolyso-cardiolipin; transcription increases upon genotoxic stress; involved in restricting Ty1 transposition; has homology to mammalian CGI-58""",Verified ORF
4569,7,714599,-0.0269957350164793,0.097789435871558,0.782663658285292,YGR110W,CLD1,SGDID:S000003342,CDS,CDS,"""Mitochondrial cardiolipin-specific phospholipase; functions upstream of Taz1p to generate monolyso-cardiolipin; transcription increases upon genotoxic stress; involved in restricting Ty1 transposition; has homology to mammalian CGI-58""",Verified ORF
4573,7,716049,-0.0134807896045227,0.0967977897336842,0.889318162864948,YGR111W,YGR111W,SGDID:S000003343,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
4574,7,717567,-1.46824988841998e-05,0.0985484591582165,0.999881209249952,YGR112W,SHY1,SGDID:S000003344,CDS,CDS,"""Mitochondrial inner membrane protein required for complex IV assembly; associates with complex IV assembly intermediates and complex III/complex IV supercomplexes; similar to human SURF1 involved in Leigh Syndrome; complex IV is also known as cytochrome c oxidase""",Verified ORF
4575,7,719360,-0.026024324759027,0.0966467302161067,0.787877170916296,YGR113W,DAM1,SGDID:S000003345,CDS,CDS,"""Essential subunit of the Dam1 complex (aka DASH complex); cooperates with Duo1p and Pse1p to connect the DASH complex with the microtubules (MT); couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; Ipl1p target for regulating kinetochore-MT attachments""",Verified ORF
