SNP,Chr,Pos,Effect,SE,SRO9_SGN1_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
8062,12,576167,0.0339360156293664,0.0554497081762354,0.54092226919151,YLR219W,MSC3,SGDID:S000004209,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery; msc3 mutants are defective in directing meiotic recombination events to homologous chromatids; potential Cdc28p substrate; protein abundance increases in response to DNA replication stress""",Verified ORF
8064,12,581840,0.0877618087759737,0.0554086747068867,0.114111885240327,YLR222C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8065,12,582503,0.087387470173822,0.0554440317438865,0.115889631012059,YLR223C,IFH1,SGDID:S000004213,CDS,CDS,"""Coactivator ; regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI ; a complex that coordinates RP production and pre-rRNA processing; regulated by acetylation and phosphorylation at different growth states via TORC1 signaling; IFH1 has a paralog ; CRF1 ; that arose from the whole genome duplication""",Verified ORF
8066,12,583133,0.0778017703279986,0.0552914377778423,0.160271216396812,YLR223C,IFH1,SGDID:S000004213,CDS,CDS,"""Coactivator ; regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI ; a complex that coordinates RP production and pre-rRNA processing; regulated by acetylation and phosphorylation at different growth states via TORC1 signaling; IFH1 has a paralog ; CRF1 ; that arose from the whole genome duplication""",Verified ORF
8067,12,583478,0.088225273936791,0.0553456654005668,0.111813637037197,YLR223C,IFH1,SGDID:S000004213,CDS,CDS,"""Coactivator ; regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI ; a complex that coordinates RP production and pre-rRNA processing; regulated by acetylation and phosphorylation at different growth states via TORC1 signaling; IFH1 has a paralog ; CRF1 ; that arose from the whole genome duplication""",Verified ORF
8068,12,583525,0.0734586473368581,0.0552204841254977,0.184285160484731,YLR223C,IFH1,SGDID:S000004213,CDS,CDS,"""Coactivator ; regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI ; a complex that coordinates RP production and pre-rRNA processing; regulated by acetylation and phosphorylation at different growth states via TORC1 signaling; IFH1 has a paralog ; CRF1 ; that arose from the whole genome duplication""",Verified ORF
8069,12,586321,0.0504515084024144,0.0551142194186219,0.360607024319397,YLR223C,IFH1,SGDID:S000004213,Close to 3'-UTR,Close to 3'-UTR,"""Coactivator ; regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI ; a complex that coordinates RP production and pre-rRNA processing; regulated by acetylation and phosphorylation at different growth states via TORC1 signaling; IFH1 has a paralog ; CRF1 ; that arose from the whole genome duplication""",Verified ORF
8070,12,589446,0.0276866229073822,0.0554049855349624,0.617588109186648,YLR226W,BUR2,SGDID:S000004216,CDS,CDS,"""Cyclin for the Sgv1p (Bur1p) protein kinase; Sgv1p and Bur2p comprise the CDK-cyclin BUR kinase complex which is involved in transcriptional regulation through its phosphorylation of the carboxy-terminal domain (CTD) of the largest subunit of RNA polymerase II (Rpo21p); BUR kinase is also involved in the recruitment of Spt6p to the CTD at the onset of transcription""",Verified ORF
8071,12,591195,0.0163863172847639,0.0552805123611499,0.767082735942067,YLR227C,ADY4,SGDID:S000004217,CDS,CDS,"""Structural component of the meiotic outer plaque; outer plaque is a membrane-organizing center that assembles on the cytoplasmic face of the spindle pole body during meiosis II and triggers the formation of the prospore membrane""",Verified ORF
8073,12,592679,0.0188401785427223,0.0554155070209906,0.734073598871976,tL(UAG)L1_NFR/NDR,,,Promoter,Promoter,,Promoter
8078,12,599986,0.0195133218419222,0.0553119532968246,0.724458905040862,YLR228C,ECM22,SGDID:S000004218,Close to 3'-UTR,Close to 3'-UTR,"""Sterol regulatory element binding protein; regulates transcription of sterol biosynthetic genes upon sterol depletion ; after relocating from intracellular membranes to perinuclear foci; redundant activator of filamentation with UPC2 ; up-regulating the expression of genes involved in filamentous growth; contains Zn[2]-Cys[6] binuclear cluster; ECM22 has a paralog ; UPC2 ; that arose from the whole genome duplication""",Verified ORF
8079,12,601489,0.0261461368993308,0.0553041973404245,0.636669820926684,YLR228C,ECM22,SGDID:S000004218,CDS,CDS,"""Sterol regulatory element binding protein; regulates transcription of sterol biosynthetic genes upon sterol depletion ; after relocating from intracellular membranes to perinuclear foci; redundant activator of filamentation with UPC2 ; up-regulating the expression of genes involved in filamentous growth; contains Zn[2]-Cys[6] binuclear cluster; ECM22 has a paralog ; UPC2 ; that arose from the whole genome duplication""",Verified ORF
8080,12,603024,0.0193624239396378,0.0560487710568406,0.72995681884285,ARS1218,ARS1218,SGDID:S000118477,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
8081,12,604413,0.0239777973481527,0.0553069808884664,0.664887210800205,YLR229C,CDC42,SGDID:S000004219,CDS,CDS,"""Small rho-like GTPase; essential for establishment and maintenance of cell polarity; plays a role late in cell fusion via activation of key cell fusion regulator Fus2p; acts with ESCRT proteins at sites of nuclear envelope and ER fission; mutants have defects in the organization of actin and septins; human homolog CDC42 can complement yeast cdc42 mutant""",Verified ORF
8084,12,606111,0.0309314135913032,0.0555871049483531,0.578256215555379,YLR231C,BNA5,SGDID:S000004221,CDS,CDS,"""Kynureninase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p""",Verified ORF
8085,12,607318,0.0070926794319045,0.056156652887023,0.899565035298704,YLR231C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8086,12,607324,-0.0135139619107291,0.0553509641288719,0.807256155028792,YLR231C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8087,12,608102,0.0240704920998923,0.0551223781336923,0.662614990230609,YLR233C,EST1,SGDID:S000004223,CDS,CDS,"""TLC1 RNA-associated factor involved in telomere length regulation; recruitment subunit of telomerase; has G-quadruplex promoting activity required for telomere elongation; role in activating telomere-bound Est2p-TLC1-RNA; EST1 has a paralog ; EBS1 ; that arose from the whole genome duplication""",Verified ORF
8088,12,609483,0.0188536019186183,0.0555354468184035,0.734444236781183,YLR233C,EST1,SGDID:S000004223,CDS,CDS,"""TLC1 RNA-associated factor involved in telomere length regulation; recruitment subunit of telomerase; has G-quadruplex promoting activity required for telomere elongation; role in activating telomere-bound Est2p-TLC1-RNA; EST1 has a paralog ; EBS1 ; that arose from the whole genome duplication""",Verified ORF
8089,12,609627,0.0320095577939966,0.0555478268877016,0.564811946743187,YLR234W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8091,12,616786,0.0262742986407475,0.0552113260569635,0.634449951857359,YLR239C,LIP2,SGDID:S000004229,CDS,CDS,"""Lipoyl ligase; involved in the modification of mitochondrial enzymes by the attachment of lipoic acid groups""",Verified ORF
8092,12,618828,0.0318981977018764,0.0551390519630193,0.563292360999982,YLR240W,VPS34,SGDID:S000004230,CDS,CDS,"""Phosphatidylinositol (PI) 3-kinase that synthesizes PI-3-phosphate; forms membrane-associated signal transduction complex with Vps15p to regulate protein sorting; activated by the GTP-bound form of Gpa1p; a fraction is localized ; with Vps15p ; to nuclear pores at nucleus-vacuole junctions and may facilitate transcription elongation for genes positioned at the nuclear periphery""",Verified ORF
8093,12,620961,0.0260152690507472,0.0552762057717024,0.638187534980681,YLR241W,CSC1,SGDID:S000004231,CDS,CDS,"""Calcium permeable gated cation channel; may be involved in detoxification; similar to Arabidopsis CSC1""",Verified ORF
8094,12,621603,0.0006522909266055,0.055748834884603,0.990671150371089,YLR241W,CSC1,SGDID:S000004231,CDS,CDS,"""Calcium permeable gated cation channel; may be involved in detoxification; similar to Arabidopsis CSC1""",Verified ORF
8095,12,622770,-0.0186924292223462,0.0552507686607707,0.735323329888994,YLR241W,CSC1,SGDID:S000004231,CDS,CDS,"""Calcium permeable gated cation channel; may be involved in detoxification; similar to Arabidopsis CSC1""",Verified ORF
8097,12,626279,-0.0188218847425825,0.0566953438511798,0.740099197692799,YLR244C,MAP1,SGDID:S000004234,CDS,CDS,"""Methionine aminopeptidase; catalyzes the cotranslational removal of N-terminal methionine from nascent polypeptides; function is partially redundant with that of Map2p""",Verified ORF
8098,12,627996,-0.0152242158072782,0.0555979726321597,0.78437786865873,YLR246W,ERF2,SGDID:S000004236,CDS,CDS,"""Subunit of a palmitoyltransferase; this complex adds a palmitoyl lipid moiety to heterolipidated substrates such as Ras1p and Ras2p through a thioester linkage; mutants partially mislocalize Ras2p to the vacuole; palmitoyltransferase is composed of Erf2p and Shr5p""",Verified ORF
8099,12,629746,-0.0307856592849478,0.0560439194821551,0.583137915901735,YLR247C,IRC20,SGDID:S000004237,CDS,CDS,"""E3 ubiquitin ligase and putative helicase; involved in synthesis-dependent strand annealing-mediated homologous recombination; ensures precise end-joining along with Srs2p in the Yku70p/Yku80p/Lig4p-dependent NHEJ pathway; controls 2-um plasmid copy number by regulating the levels of the Flp1p recombinase; localizes to both the mitochondrion and the nucleus; contains a Snf2/Swi2 family ATPase/helicase and a RING finger domain; null mutant displays increased levels of spontaneous Rad52p foci""",Verified ORF
8100,12,630550,-0.0504739599851735,0.0553860495735527,0.362753005746486,YLR247C,IRC20,SGDID:S000004237,CDS,CDS,"""E3 ubiquitin ligase and putative helicase; involved in synthesis-dependent strand annealing-mediated homologous recombination; ensures precise end-joining along with Srs2p in the Yku70p/Yku80p/Lig4p-dependent NHEJ pathway; controls 2-um plasmid copy number by regulating the levels of the Flp1p recombinase; localizes to both the mitochondrion and the nucleus; contains a Snf2/Swi2 family ATPase/helicase and a RING finger domain; null mutant displays increased levels of spontaneous Rad52p foci""",Verified ORF
8101,12,630568,-0.0334965535969218,0.0555158922565872,0.546650902839524,YLR247C,IRC20,SGDID:S000004237,CDS,CDS,"""E3 ubiquitin ligase and putative helicase; involved in synthesis-dependent strand annealing-mediated homologous recombination; ensures precise end-joining along with Srs2p in the Yku70p/Yku80p/Lig4p-dependent NHEJ pathway; controls 2-um plasmid copy number by regulating the levels of the Flp1p recombinase; localizes to both the mitochondrion and the nucleus; contains a Snf2/Swi2 family ATPase/helicase and a RING finger domain; null mutant displays increased levels of spontaneous Rad52p foci""",Verified ORF
8102,12,632011,-0.0335319445084994,0.0554162252491868,0.545506290955256,YLR247C,IRC20,SGDID:S000004237,CDS,CDS,"""E3 ubiquitin ligase and putative helicase; involved in synthesis-dependent strand annealing-mediated homologous recombination; ensures precise end-joining along with Srs2p in the Yku70p/Yku80p/Lig4p-dependent NHEJ pathway; controls 2-um plasmid copy number by regulating the levels of the Flp1p recombinase; localizes to both the mitochondrion and the nucleus; contains a Snf2/Swi2 family ATPase/helicase and a RING finger domain; null mutant displays increased levels of spontaneous Rad52p foci""",Verified ORF
8103,12,632062,-0.0139160590531831,0.0552271339768362,0.801204201582616,YLR247C,IRC20,SGDID:S000004237,CDS,CDS,"""E3 ubiquitin ligase and putative helicase; involved in synthesis-dependent strand annealing-mediated homologous recombination; ensures precise end-joining along with Srs2p in the Yku70p/Yku80p/Lig4p-dependent NHEJ pathway; controls 2-um plasmid copy number by regulating the levels of the Flp1p recombinase; localizes to both the mitochondrion and the nucleus; contains a Snf2/Swi2 family ATPase/helicase and a RING finger domain; null mutant displays increased levels of spontaneous Rad52p foci""",Verified ORF
8104,12,632596,-0.028578346356935,0.0559950322919573,0.610109234848269,YLR247C,IRC20,SGDID:S000004237,CDS,CDS,"""E3 ubiquitin ligase and putative helicase; involved in synthesis-dependent strand annealing-mediated homologous recombination; ensures precise end-joining along with Srs2p in the Yku70p/Yku80p/Lig4p-dependent NHEJ pathway; controls 2-um plasmid copy number by regulating the levels of the Flp1p recombinase; localizes to both the mitochondrion and the nucleus; contains a Snf2/Swi2 family ATPase/helicase and a RING finger domain; null mutant displays increased levels of spontaneous Rad52p foci""",Verified ORF
8105,12,634602,-0.0295320269396285,0.0560669350838789,0.598713279259899,YLR248W,RCK2,SGDID:S000004238,CDS,CDS,"""Protein kinase involved in response to oxidative and osmotic stress; identified as suppressor of S. pombe cell cycle checkpoint mutations; similar to CaM (calmodulin) kinases; RCK2 has a paralog ; RCK1 ; that arose from the whole genome duplication""",Verified ORF
8107,12,642387,-0.0402396959111089,0.0552010863989065,0.46650603025746,YLR253W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8108,12,642476,-0.0316639974527514,0.0565882875280129,0.576141017668091,YLR253W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8109,12,642557,-0.0314685817209045,0.0554916319362857,0.57101551704238,YLR253W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8110,12,643160,-0.0208704123910962,0.0555941219122194,0.707583406501862,YLR253W,MCP2,SGDID:S000004243,CDS,CDS,"""Mitochondrial protein of unknown function involved in lipid homeostasis; associates with mitochondrial ribosome; integral membrane protein that localizes to the mitochondrial inner membrane; involved in mitochondrial morphology; non-essential gene which interacts genetically with MDM10 ; and other members of the ERMES complex; transcription is periodic during the metabolic cycle; homologous to human aarF domain containing kinase ; ADCK1""",Verified ORF
