SNP,Chr,Pos,Effect,SE,HUG1_PGM2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7023,11,225381,0.0315080815891495,0.0505453830165924,0.533449078678112,YKL113C,RAD27,SGDID:S000001596,CDS,CDS,"""5' to 3' exonuclease ; 5' flap endonuclease; required for Okazaki fragment processing and maturation ; for long-patch base-excision repair and large loop repair (LLR) ; ribonucleotide excision repair; member of the S. pombe RAD2/FEN1 family; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7024,11,225819,0.0319020277187155,0.0507614738630737,0.530102971277851,YKL113C,RAD27,SGDID:S000001596,CDS,CDS,"""5' to 3' exonuclease ; 5' flap endonuclease; required for Okazaki fragment processing and maturation ; for long-patch base-excision repair and large loop repair (LLR) ; ribonucleotide excision repair; member of the S. pombe RAD2/FEN1 family; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7025,11,226471,0.0304702927240995,0.0507514685288918,0.548636602754368,YKL112W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7026,11,227255,0.0554186151477926,0.0505030569419736,0.273244300722094,YKL112W,ABF1,SGDID:S000001595,CDS,CDS,"""DNA binding protein with possible chromatin-reorganizing activity; involved in transcriptional activation ; gene silencing ; and DNA replication and repair""",Verified ORF
7027,11,227403,0.0341441722664281,0.0507170561824275,0.501242386963222,YKL112W,ABF1,SGDID:S000001595,CDS,CDS,"""DNA binding protein with possible chromatin-reorganizing activity; involved in transcriptional activation ; gene silencing ; and DNA replication and repair""",Verified ORF
7028,11,229405,0.0495943591900457,0.050537766717559,0.32710082666715,YKL110C,KTI12,SGDID:S000001593,CDS,CDS,"""Protein that plays a role in modification of tRNA wobble nucleosides; protein plays role in tRNA wobble nucleoside modification with Elongator complex; involved in sensitivity to G1 arrest induced by zymocin; interacts with chromatin throughout the genome; also interacts with Cdc19p""",Verified ORF
7029,11,230043,0.0528123910704901,0.0513709062671936,0.304625363684561,YKL110C_NFR/NDR,,,Promoter,Promoter,,Promoter
7030,11,230092,0.0440495404948584,0.0505347636075009,0.38398193004086,YKL110C_NFR/NDR,,,Promoter,Promoter,,Promoter
7034,11,236028,0.0420350748222239,0.0516334049753421,0.41613294659091,YKL107W_NFR/NDR,,,Promoter,Promoter,,Promoter
7035,11,237327,0.0357977083601938,0.0515924096570417,0.488228788526557,YKL106W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7036,11,237624,0.0386626109930051,0.0505432647436574,0.444817811070515,YKL106W,AAT1,SGDID:S000001589,CDS,CDS,"""Mitochondrial aspartate aminotransferase; catalyzes the conversion of oxaloacetate to aspartate in aspartate and asparagine biosynthesis""",Verified ORF
7037,11,237826,0.0271296601306951,0.0511431884526262,0.596123260318429,YKL106W,AAT1,SGDID:S000001589,CDS,CDS,"""Mitochondrial aspartate aminotransferase; catalyzes the conversion of oxaloacetate to aspartate in aspartate and asparagine biosynthesis""",Verified ORF
7038,11,237829,0.0315427213292155,0.0510841510834647,0.537325565016036,YKL106W,AAT1,SGDID:S000001589,CDS,CDS,"""Mitochondrial aspartate aminotransferase; catalyzes the conversion of oxaloacetate to aspartate in aspartate and asparagine biosynthesis""",Verified ORF
7039,11,240673,0.0633179921078586,0.0935591148998768,0.498995188327751,YKL105C,SEG2,SGDID:S000001588,CDS,CDS,"""Eisosome component; likely plays only a minor role in eisosome assembly; shown to interact with Seg1p by affinity purification and mass spec; SWAT-GFP and mCherry fusion proteins localize to the cell periphery; similar to <i>A. gossypii</i> SEG gene which is important for stabilizing eisosomes; SEG2 has a paralog ; SEG1 ; that arose from the whole genome duplication""",Verified ORF
7040,11,240765,0.0456809330313831,0.0506961616728161,0.368163952881993,YKL105C,SEG2,SGDID:S000001588,CDS,CDS,"""Eisosome component; likely plays only a minor role in eisosome assembly; shown to interact with Seg1p by affinity purification and mass spec; SWAT-GFP and mCherry fusion proteins localize to the cell periphery; similar to <i>A. gossypii</i> SEG gene which is important for stabilizing eisosomes; SEG2 has a paralog ; SEG1 ; that arose from the whole genome duplication""",Verified ORF
7041,11,241548,0.0329393370603213,0.0509747117572907,0.518576336005634,YKL105C,SEG2,SGDID:S000001588,CDS,CDS,"""Eisosome component; likely plays only a minor role in eisosome assembly; shown to interact with Seg1p by affinity purification and mass spec; SWAT-GFP and mCherry fusion proteins localize to the cell periphery; similar to <i>A. gossypii</i> SEG gene which is important for stabilizing eisosomes; SEG2 has a paralog ; SEG1 ; that arose from the whole genome duplication""",Verified ORF
7042,11,243272,0.0235264743127992,0.0508168150463958,0.643673779228177,YKL104C,GFA1,SGDID:S000001587,CDS,CDS,"""Glutamine-fructose-6-phosphate amidotransferase; catalyzes the formation of glucosamine-6-P and glutamate from fructose-6-P and glutamine in the first step of chitin biosynthesis; GFA1 has a paralogous region ; comprising ORFs YMR084W-YMR085W ; that arose from the whole genome duplication""",Verified ORF
7043,11,243436,0.020934309028808,0.0511242554482408,0.682436528563134,YKL104C,GFA1,SGDID:S000001587,CDS,CDS,"""Glutamine-fructose-6-phosphate amidotransferase; catalyzes the formation of glucosamine-6-P and glutamate from fructose-6-P and glutamine in the first step of chitin biosynthesis; GFA1 has a paralogous region ; comprising ORFs YMR084W-YMR085W ; that arose from the whole genome duplication""",Verified ORF
7044,11,244792,0.0238226096415619,0.051312273027409,0.64274245035265,YKL104C,GFA1,SGDID:S000001587,CDS,CDS,"""Glutamine-fructose-6-phosphate amidotransferase; catalyzes the formation of glucosamine-6-P and glutamate from fructose-6-P and glutamine in the first step of chitin biosynthesis; GFA1 has a paralogous region ; comprising ORFs YMR084W-YMR085W ; that arose from the whole genome duplication""",Verified ORF
7046,11,248266,0.025386920002789,0.0507706780475923,0.617364709247931,YKL102C,YKL102C,SGDID:S000001585,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains; deletion confers sensitivity to citric acid; predicted protein would include a thiol-disulfide oxidoreductase active site""",Uncharacterized ORF
7047,11,253995,0.0213959155687695,0.0507054825265205,0.67330776523992,YKL100C,YPF1,SGDID:S000001583,CDS,CDS,"""Intramembrane aspartyl protease of the perinuclear ER membrane; acts in a branch of ER-associated degradation (ERAD) that degrades functional proteins rather than misfolded proteins; regulates abundance of high-affinity plasma membrane transporters ; such as Ctr1p and Zrt1p ; during the starvation response; has a presenilin fold; member of the GxGD family of intramembrane proteases; closest human homolog is signal peptide peptidase (SPP)""",Verified ORF
7048,11,255600,0.0268762904496961,0.0515806746460991,0.602656214164825,YKL100C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7049,11,257243,0.005112647614618,0.050714328170621,0.919756390027004,YKL098W,MTC2,SGDID:S000001581,CDS,CDS,"""Protein of unknown function; mtc2 is synthetically sick with cdc13-1""",Verified ORF
7051,11,258195,0.0162169473193349,0.0506364220365651,0.748958830894574,YKL098W,MTC2,SGDID:S000001581,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; mtc2 is synthetically sick with cdc13-1""",Verified ORF
7052,11,258900,0.0494227449289392,0.0506757492401408,0.330092174644151,YKL097C,YKL097C,SGDID:S000001580,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains; not conserved in closely related Saccharomyces species""",Uncharacterized ORF
7053,11,259426,0.0564085804993214,0.0507224630200557,0.266850865682589,YKL096W-A,CWP2,SGDID:S000001956,CDS,CDS,"""Covalently linked cell wall mannoprotein; major constituent of the cell wall; plays a role in stabilizing the cell wall; involved in low pH resistance; precursor is GPI-anchored""",Verified ORF
7054,11,259811,0.0497317020876078,0.0507973004980909,0.328239318148251,YKL097C,YKL097C,SGDID:S000001580,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved across S. cerevisiae strains; not conserved in closely related Saccharomyces species""",Uncharacterized ORF
7055,11,262152,0.0606182759137478,0.0512727659560861,0.237894158749151,YKL095W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7056,11,263206,-0.0291691628988236,0.0507041417682605,0.56546732528553,YKL094W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7057,11,263597,-0.0396485201034556,0.0504591952173094,0.432538648794466,YKL094W,YJU3,SGDID:S000001577,CDS,CDS,"""Monoglyceride lipase (MGL) that hydrolyzes fatty acid ethyl esters; required for removal of toxic metabolites in ethanol producing yeast cells; localizes to lipid particles and membranes; member of the eukaryotic serine hydrolase family; functional ortholog of mammalian MGL""",Verified ORF
7058,11,264198,-0.0599956954322506,0.0504746746337104,0.235384445498701,YKL094W,YJU3,SGDID:S000001577,CDS,CDS,"""Monoglyceride lipase (MGL) that hydrolyzes fatty acid ethyl esters; required for removal of toxic metabolites in ethanol producing yeast cells; localizes to lipid particles and membranes; member of the eukaryotic serine hydrolase family; functional ortholog of mammalian MGL""",Verified ORF
7059,11,264567,-0.0357918662480577,0.0514326062905944,0.486950389407605,YKL093W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7061,11,270804,-0.0362986004272036,0.0510197984313704,0.477268439879758,YKL091C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7062,11,272649,-0.0519672900886248,0.0512030194077149,0.31083609461952,YKL090W,CUE2,SGDID:S000001573,CDS,CDS,"""Ubiquitin-binding endonuclease involved in mRNA decay; recruited to stalled ribosomes to promote breakdown of transcript body of nuclear-transcribed mRNA with stalls in translation elongation; cleaves mRNA within A site of colliding ribosome; has two CUE domains that bind ubiquitin ; which may facilitate intramolecular monoubiquitination""",Verified ORF
7063,11,273908,-0.0618825261724584,0.0509008494648486,0.224893936444627,YKL089W,MIF2,SGDID:S000001572,CDS,CDS,"""Centromeric CDEIII region binding protein; nucleates kinetochore assembly; required for the structural integrity of elongating spindles; copurifies with subunits of the MIND complex and centromeric nucleosome components (Cse4p and histones H2A ; H2B ; and H4); phosphorylated by Ipl1p; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-C and fission yeast cnp3; localizes to the kinetochore""",Verified ORF
7064,11,275058,-0.0736630102558393,0.0508318442484974,0.148183216358585,YKL088W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7065,11,275068,-0.0697046022154214,0.0509942131324952,0.172522762548057,YKL088W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7066,11,275326,-0.080905480262927,0.0508252075048944,0.112316242035962,YKL088W,CAB3,SGDID:S000001571,CDS,CDS,"""Subunit of PPCDC and CoA-SPC complexes involved in CoA biosynthesis; subunits of the phosphopantothenoylcysteine decarboxylase (PPCDC) complex are: Cab3p ; Sis2p ; Vhs3p ; while the subunits of the CoA-synthesizing protein complex (CoA-SPC) are: Cab2p ; Cab3p ; Cab4p ; and Cab5p as well as Sis2p and Vhs3p; null mutant lethality is complemented by E. coli coaBC""",Verified ORF
7067,11,275754,-0.0779559651554022,0.0507243574755665,0.125224726314278,YKL088W,CAB3,SGDID:S000001571,CDS,CDS,"""Subunit of PPCDC and CoA-SPC complexes involved in CoA biosynthesis; subunits of the phosphopantothenoylcysteine decarboxylase (PPCDC) complex are: Cab3p ; Sis2p ; Vhs3p ; while the subunits of the CoA-synthesizing protein complex (CoA-SPC) are: Cab2p ; Cab3p ; Cab4p ; and Cab5p as well as Sis2p and Vhs3p; null mutant lethality is complemented by E. coli coaBC""",Verified ORF
7068,11,275945,-0.0699291537304143,0.0507355492312517,0.168981515171701,YKL088W,CAB3,SGDID:S000001571,CDS,CDS,"""Subunit of PPCDC and CoA-SPC complexes involved in CoA biosynthesis; subunits of the phosphopantothenoylcysteine decarboxylase (PPCDC) complex are: Cab3p ; Sis2p ; Vhs3p ; while the subunits of the CoA-synthesizing protein complex (CoA-SPC) are: Cab2p ; Cab3p ; Cab4p ; and Cab5p as well as Sis2p and Vhs3p; null mutant lethality is complemented by E. coli coaBC""",Verified ORF
7069,11,277678,-0.0597084855133275,0.0508457319744519,0.241063784536731,YKL087C,CYT2,SGDID:S000001570,CDS,CDS,"""Cytochrome c1 heme lyase; involved in maturation of cytochrome c1 ; which is a subunit of the mitochondrial ubiquinol-cytochrome-c reductase; links heme covalently to apocytochrome c1; human homolog HCCS can complement yeast cyt2 null mutant""",Verified ORF
7070,11,279317,-0.0543843949865757,0.0509951743363087,0.286943873548502,YKL085W,MDH1,SGDID:S000001568,CDS,CDS,"""Mitochondrial malate dehydrogenase; catalyzes interconversion of malate and oxaloacetate; involved in the tricarboxylic acid (TCA) cycle; phosphorylated; mutation in human homolog MDH2 causes early-onset severe encephalopathy""",Verified ORF
7073,11,281677,-0.0724514548549006,0.0505220192753961,0.152441216477143,YKL082C,RRP14,SGDID:S000001565,CDS,CDS,"""Essential protein ; constituent of 66S pre-ribosomal particles; interacts with proteins involved in ribosomal biogenesis and cell polarity; member of the SURF-6 family""",Verified ORF
7075,11,285019,-0.0631616250100303,0.0517430501331341,0.223022547006478,YKL081W,TEF4,SGDID:S000001564,Close to 3'-UTR,Close to 3'-UTR,"""Gamma subunit of translational elongation factor eEF1B; stimulates the binding of aminoacyl-tRNA (AA-tRNA) to ribosomes by releasing eEF1A (Tef1p/Tef2p) from the ribosomal complex""",Verified ORF
7076,11,285782,-0.0594892574007772,0.0506676656806926,0.241143690965962,YKL080W,VMA5,SGDID:S000001563,CDS,CDS,"""Subunit C of the V1 peripheral membrane domain of V-ATPase; part of the electrogenic proton pump found throughout the endomembrane system; required for the V1 domain to assemble onto the vacuolar membrane; the V1 peripheral membrane domain of vacuolar H+-ATPase (V-ATPase) has eight subunits""",Verified ORF
7078,11,294571,-0.0865743895067154,0.0510165731394797,0.0905808482406896,YKL075C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7079,11,296091,-0.114735732420129,0.0502191846534666,0.0229232957212967,YKL074C,MUD2,SGDID:S000001557,CDS,CDS,"""Protein involved in early pre-mRNA splicing; component of the pre-mRNA-U1 snRNP complex ; the commitment complex; interacts with Msl5p/BBP splicing factor and Sub2p; similar to metazoan splicing factor U2AF65""",Verified ORF
7080,11,297944,-0.0555199720526252,0.0507653101778503,0.274850009223235,YKL073W,LHS1,SGDID:S000001556,CDS,CDS,"""Molecular chaperone of the endoplasmic reticulum lumen; involved in polypeptide translocation and folding; nucleotide exchange factor for the ER lumenal Hsp70 chaperone Kar2p; regulated by the unfolded protein response pathway""",Verified ORF
7081,11,298716,-0.0869745516811355,0.0512302347724478,0.0904420922998267,YKL073W,LHS1,SGDID:S000001556,CDS,CDS,"""Molecular chaperone of the endoplasmic reticulum lumen; involved in polypeptide translocation and folding; nucleotide exchange factor for the ER lumenal Hsp70 chaperone Kar2p; regulated by the unfolded protein response pathway""",Verified ORF
7083,11,303479,-0.071456108150327,0.0507978948263101,0.160403653988293,K:303024-305113,,,Intergenic region,Intergenic region,between YNCK0010W and YKL071W,Intergenic region
