SNP,Chr,Pos,Effect,SE,RET2_EMP70_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7294,11,534563,-0.0019580592713364,0.106649107524114,0.985362172364384,SUT240,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
7295,11,535334,-0.021135912419142,0.107266406609111,0.843908617659877,SUT240,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
7296,11,535859,-0.0416816023233256,0.106210704178943,0.694968083035052,YKR054C,DYN1,SGDID:S000001762,CDS,CDS,"""Cytoplasmic heavy chain dynein; microtubule motor protein; member of the AAA+ protein family ; required for anaphase spindle elongation; involved in spindle assembly ; chromosome movement ; and spindle orientation during cell division ; targeted to microtubule tips by Pac1p; motility along microtubules inhibited by She1p""",Verified ORF
7297,11,547722,-0.0502563676941238,0.106475754340942,0.637219681251799,YKR054C,DYN1,SGDID:S000001762,CDS,CDS,"""Cytoplasmic heavy chain dynein; microtubule motor protein; member of the AAA+ protein family ; required for anaphase spindle elongation; involved in spindle assembly ; chromosome movement ; and spindle orientation during cell division ; targeted to microtubule tips by Pac1p; motility along microtubules inhibited by She1p""",Verified ORF
7298,11,549137,-0.0531046004273876,0.107281481891956,0.620906324716159,YKR055W,RHO4,SGDID:S000001763,Close to 3'-UTR,Close to 3'-UTR,"""Non-essential small GTPase; member of the Rho/Rac subfamily of Ras-like proteins; likely to be involved in the establishment of cell polarity; has long N-terminal extension that plays an important role in Rho4p function and is shared with Rho4 homologs in other yeasts and filamentous fungi""",Verified ORF
7300,11,549470,-0.0421228077302089,0.108594856769814,0.698331584784637,YKR056W,TRM2,SGDID:S000001764,CDS,CDS,"""tRNA methyltransferase; 5-methylates the uridine residue at position 54 of tRNAs and may also have a role in tRNA stabilization or maturation; endo-exonuclease with a role in DNA repair""",Verified ORF
7302,11,551184,-0.0398311461385251,0.106528625978098,0.708702539085542,YKR056W,TRM2,SGDID:S000001764,CDS,CDS,"""tRNA methyltransferase; 5-methylates the uridine residue at position 54 of tRNAs and may also have a role in tRNA stabilization or maturation; endo-exonuclease with a role in DNA repair""",Verified ORF
7305,11,556779,-0.0468470918688557,0.106791777297421,0.661163986056809,YKR060W,UTP30,SGDID:S000001768,CDS,CDS,"""Subunit of U3-containing 90S preribosome complex; complex is involved in production of 18S rRNA and assembly of small ribosomal subunit; Utp30p is peripherally associated with 90S preribosome and appears partially redundant with its paralog Cic1p""",Verified ORF
7306,11,557098,-0.04592050838181,0.106205751895447,0.665734287942339,YKR060W,UTP30,SGDID:S000001768,CDS,CDS,"""Subunit of U3-containing 90S preribosome complex; complex is involved in production of 18S rRNA and assembly of small ribosomal subunit; Utp30p is peripherally associated with 90S preribosome and appears partially redundant with its paralog Cic1p""",Verified ORF
7307,11,559683,-0.0203425358290077,0.106527389839529,0.848666231347465,YKR062W,TFA2,SGDID:S000001770,CDS,CDS,"""TFIIE small subunit; involved in RNA polymerase II transcription initiation""",Verified ORF
7308,11,559870,-0.0239470063962853,0.106643229879673,0.82245732296157,YKR062W,TFA2,SGDID:S000001770,CDS,CDS,"""TFIIE small subunit; involved in RNA polymerase II transcription initiation""",Verified ORF
7309,11,562114,-0.0750013655385898,0.106386599962673,0.481282075276937,YKR063C,LAS1,SGDID:S000001771,CDS,CDS,"""Endonuclease involved in pre-rRNA processing at both ends of ITS2; functions with Grc3p in a conserved mechanism to cleave pre-rRNA at a specific site during rRNA processing and ribosome biogenesis; may coordinate the action of the Rat1p-Rai1p exoRNAse; required for the G1/S cell cycle transition; human ortholog is Las1L; mutants require the SSD1-v allele for viability""",Verified ORF
7310,11,564538,-0.0769996644846421,0.108223555271649,0.477252329939829,YKR064W,OAF3,SGDID:S000001772,CDS,CDS,"""Putative transcriptional repressor with Zn(2)-Cys(6) finger; negatively regulates transcription in response to oleate levels ; based on mutant phenotype and localization to oleate-responsive promoters; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; forms nuclear foci upon DNA replication stress""",Verified ORF
7311,11,565905,-0.0187125343973203,0.106849326622739,0.861077806978195,YKR065C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7312,11,566379,-0.0125788159585005,0.106318612855956,0.905887384266682,YKR066C,CCP1,SGDID:S000001774,CDS,CDS,"""Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria; acts as hydrogen peroxide sensor in mitochondria ; involved in the response to oxidative stress""",Verified ORF
7313,11,566840,0.0099675248147571,0.106550922617658,0.92552204240658,YKR066C,CCP1,SGDID:S000001774,CDS,CDS,"""Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria; acts as hydrogen peroxide sensor in mitochondria ; involved in the response to oxidative stress""",Verified ORF
7314,11,566850,0.0102211404484229,0.106419806688709,0.92353896080149,YKR066C,CCP1,SGDID:S000001774,CDS,CDS,"""Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria; acts as hydrogen peroxide sensor in mitochondria ; involved in the response to oxidative stress""",Verified ORF
7315,11,567100,0.0052085585415334,0.106721447108221,0.961102162227335,YKR066C,CCP1,SGDID:S000001774,CDS,CDS,"""Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria; acts as hydrogen peroxide sensor in mitochondria ; involved in the response to oxidative stress""",Verified ORF
7316,11,567277,0.00451187633251,0.106420926235803,0.966206577092909,YKR066C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7317,11,567284,0.0100984375898785,0.106503789205036,0.924513476914462,YKR066C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7318,11,567434,-0.0067393055146846,0.106420592675603,0.949541894603822,YKR066C,CCP1,SGDID:S000001774,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria; acts as hydrogen peroxide sensor in mitochondria ; involved in the response to oxidative stress""",Verified ORF
7319,11,567526,-0.0105883981688689,0.106816851536246,0.921093968354568,YKR066C,CCP1,SGDID:S000001774,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria; acts as hydrogen peroxide sensor in mitochondria ; involved in the response to oxidative stress""",Verified ORF
7320,11,567588,0.0100280381257791,0.10656858457737,0.925083597865822,YKR067W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7321,11,567619,-0.008263245963991,0.106756434836442,0.938346974009338,YKR067W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7322,11,567651,-0.008720082246137,0.10673094688518,0.934930361489866,YKR067W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7323,11,567885,-0.012980632540764,0.107108137197292,0.903608039891584,YKR066C,CCP1,SGDID:S000001774,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria; acts as hydrogen peroxide sensor in mitochondria ; involved in the response to oxidative stress""",Verified ORF
7324,11,571825,-0.0026514166788964,0.10732291591289,0.980304196309956,YKR069W,MET1,SGDID:S000001777,CDS,CDS,"""S-adenosyl-L-methionine uroporphyrinogen III transmethylase; involved in the biosynthesis of siroheme ; a prosthetic group used by sulfite reductase; required for sulfate assimilation and methionine biosynthesis""",Verified ORF
7326,11,574955,-0.0211176853945741,0.107234654684866,0.843995907407982,YKR071C,DRE2,SGDID:S000001779,CDS,CDS,"""Component of the cytosolic Fe-S protein assembly (CIA) machinery; contains an Fe-S cluster that receives electrons from NADPH via the action of Tah18p in an early step in the CIA pathway; ortholog of human Ciapin1; protein abundance increases in response to DNA replication stress; inviability of the null mutant is functionally complemented by human CIAPIN1""",Verified ORF
7327,11,575225,-0.0073117612761479,0.106590267233915,0.94534933052653,YKR071C,DRE2,SGDID:S000001779,CDS,CDS,"""Component of the cytosolic Fe-S protein assembly (CIA) machinery; contains an Fe-S cluster that receives electrons from NADPH via the action of Tah18p in an early step in the CIA pathway; ortholog of human Ciapin1; protein abundance increases in response to DNA replication stress; inviability of the null mutant is functionally complemented by human CIAPIN1""",Verified ORF
7328,11,575805,0.0033510918844725,0.107197522037615,0.975079133049053,YKR071C,DRE2,SGDID:S000001779,CDS,CDS,"""Component of the cytosolic Fe-S protein assembly (CIA) machinery; contains an Fe-S cluster that receives electrons from NADPH via the action of Tah18p in an early step in the CIA pathway; ortholog of human Ciapin1; protein abundance increases in response to DNA replication stress; inviability of the null mutant is functionally complemented by human CIAPIN1""",Verified ORF
7329,11,576302,0.0455303186852064,0.108162805439079,0.674053255690552,YKR071C,DRE2,SGDID:S000001779,Close to 3'-UTR,Close to 3'-UTR,"""Component of the cytosolic Fe-S protein assembly (CIA) machinery; contains an Fe-S cluster that receives electrons from NADPH via the action of Tah18p in an early step in the CIA pathway; ortholog of human Ciapin1; protein abundance increases in response to DNA replication stress; inviability of the null mutant is functionally complemented by human CIAPIN1""",Verified ORF
7331,11,576492,-0.125312029268091,0.142112139059813,0.378494334634636,YKR072C,SIS2,SGDID:S000001780,CDS,CDS,"""Negative regulatory subunit of protein phosphatase 1 (Ppz1p); involved in coenzyme A biosynthesis; subunit of phosphopantothenoylcysteine decarboxylase (PPCDC: Cab3p ; Sis2p ; Vhs3p) complex and the CoA-Synthesizing Protein Complex (CoA-SPC: Cab2p ; Cab3p ; Cab4p ; Cab5p ; Sis2p and Vhs3p); SIS2 has a paralog ; VHS3 ; that arose from the whole genome duplication""",Verified ORF
7332,11,578734,0.0504564151831189,0.106924799744768,0.637299051181038,YKR072C,SIS2,SGDID:S000001780,Close to 3'-UTR,Close to 3'-UTR,"""Negative regulatory subunit of protein phosphatase 1 (Ppz1p); involved in coenzyme A biosynthesis; subunit of phosphopantothenoylcysteine decarboxylase (PPCDC: Cab3p ; Sis2p ; Vhs3p) complex and the CoA-Synthesizing Protein Complex (CoA-SPC: Cab2p ; Cab3p ; Cab4p ; Cab5p ; Sis2p and Vhs3p); SIS2 has a paralog ; VHS3 ; that arose from the whole genome duplication""",Verified ORF
7333,11,578880,0.0609193321079569,0.106314793307129,0.567003423891727,tK(UUU)K_NFR/NDR,,,Promoter,Promoter,,Promoter
7334,11,580843,0.156063848678578,0.106918368597205,0.145274452614584,YKR075C,YKR075C,SGDID:S000001783,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; similar to Reg1p; expression regulated by glucose and Rgt1p; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; YKR075C has a paralog ; YOR062C ; that arose from the whole genome duplication""",Uncharacterized ORF
7339,11,581163,0.12674419907301,0.108377062284952,0.243001596053839,YKR075C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7340,11,583102,0.158125082552966,0.106183903759213,0.137337450733865,YKR076W,ECM4,SGDID:S000001784,CDS,CDS,"""S-glutathionyl-(chloro)hydroquinone reductase (GS-HQR); glutathione transferase involved in cell-surface biosynthesis and architecture; catalyzes glutathione (GSH)-dependent reduction of GS-trichloro-p-hydroquinone to trichloro-p-hydroquinone; expression upregulated upon exposure to genotoxic agents ; such as methyl methanesulfonate ; cisplatin and bleomycin; not an essential gene; similar to YGR154C; green fluorescent protein (GFP)-fusion protein localizes to cytoplasm""",Verified ORF
7341,11,584625,0.264473898630555,0.10610125152991,0.0131369098436271,YKR077W,MSA2,SGDID:S000001785,CDS,CDS,"""Putative transcriptional activator; interacts with G1-specific transcription factor MBF and G1-specific promoters; MSA2 has a paralog ; MSA1 ; that arose from the whole genome duplication""",Verified ORF
7342,11,584993,0.267534703883771,0.105900939695391,0.0119645762708839,YKR078W,YKR078W,SGDID:S000001786,CDS,CDS,"""Cytoplasmic protein of unknown function; potential Cdc28p substrate; contains a Phox homology (PX) domain and specifically binds phosphatidylinositol 3-phosphate (PtdIns-3-P); YKR078W has a paralog ; VPS5 ; that arose from the whole genome duplication""",Verified ORF
7343,11,591628,0.184724274572537,0.106500546806827,0.0837038702510847,YKR081C,RPF2,SGDID:S000001789,CDS,CDS,"""Essential protein involved in rRNA maturation and ribosomal assembly; involved in the processing of pre-rRNA and the assembly of the 60S ribosomal subunit; interacts with ribosomal protein L11; localizes predominantly to the nucleolus; constituent of 66S pre-ribosomal particles""",Verified ORF
7344,11,591788,0.189949857660963,0.106443738727156,0.0751996335925001,YKR081C,RPF2,SGDID:S000001789,CDS,CDS,"""Essential protein involved in rRNA maturation and ribosomal assembly; involved in the processing of pre-rRNA and the assembly of the 60S ribosomal subunit; interacts with ribosomal protein L11; localizes predominantly to the nucleolus; constituent of 66S pre-ribosomal particles""",Verified ORF
7345,11,596580,0.139229141348672,0.106919758507844,0.193702682339488,YKR083C,DAD2,SGDID:S000001791,CDS,CDS,"""Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis""",Verified ORF
7346,11,596725,0.192414852703417,0.106403867763579,0.0714037499795431,YKR083C,DAD2,SGDID:S000001791,CDS,CDS,"""Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis""",Verified ORF
7347,11,601153,0.212740950613268,0.105746338983716,0.0450000031272121,YKR086W,PRP16,SGDID:S000001794,CDS,CDS,"""DEAH-box RNA helicase involved in second catalytic step of splicing and in exon ligation; exhibits ATP-dependent RNA unwinding activity; mediates the release of Yju2p and Cwc25p in the second step; in the absence of ATP ; stabilizes the binding of Cwc25p to the spliceosome in the first catalytic step; missense mutation in human ortholog DHX38 associated with early-onset retinitis pigmentosa""",Verified ORF
7348,11,604648,0.21966600663406,0.105858936572498,0.0387028281315841,YKR088C,TVP38,SGDID:S000001796,CDS,CDS,"""Integral membrane protein; localized to late Golgi vesicles along with the v-SNARE Tlg2p; required for asymmetric localization of Kar9p during mitosis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
