SNP,Chr,Pos,Effect,SE,ERV25_RBD2_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
4887,8,53770,0.0611981351314292,0.0709071443572547,0.388682605297596,YHL026C,YHL026C,SGDID:S000001018,CDS,CDS,"""Putative protein of unknown function; transcriptionally regulated by Upc2p via an upstream sterol response element; SWAT-GFP fusion protein localizes to the cell periphery ; while mCherry fusion localizes to both the cell periphery and vacuole; YHL026C is not an essential gene; in 2005 the start site was moved 141 nt upstream (see Locus History)""",Uncharacterized ORF
4888,8,54264,0.0473973366783189,0.0711755405933153,0.505896074091218,YHL026C,YHL026C,SGDID:S000001018,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; transcriptionally regulated by Upc2p via an upstream sterol response element; SWAT-GFP fusion protein localizes to the cell periphery ; while mCherry fusion localizes to both the cell periphery and vacuole; YHL026C is not an essential gene; in 2005 the start site was moved 141 nt upstream (see Locus History)""",Uncharacterized ORF
4889,8,54471,0.0377819049975535,0.0724488875119406,0.602347355448543,YHL026C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4890,8,56206,0.0045134877003076,0.0722970991061053,0.950255960833594,YHL024W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4891,8,56351,0.0073195122614132,0.0710725286211333,0.918032151220788,YHL024W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4894,8,57912,-0.0156858115372273,0.0714265000078661,0.826303604105329,YHL024W,RIM4,SGDID:S000001016,CDS,CDS,"""Putative RNA-binding protein; involved in regulation of early and middle sporulation genes; forms amyloid-like aggregates under starvation that are active in translational repression""",Verified ORF
4895,8,58345,-0.0047908357872931,0.070921280650582,0.946180944105394,YHL024W,RIM4,SGDID:S000001016,CDS,CDS,"""Putative RNA-binding protein; involved in regulation of early and middle sporulation genes; forms amyloid-like aggregates under starvation that are active in translational repression""",Verified ORF
4897,8,59614,-0.0377312378005334,0.0709903711702821,0.595408040609368,YHL023C,NPR3,SGDID:S000001015,CDS,CDS,"""Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of SEAC ; a coatomer-related complex that associates dynamically with the vacuole; Npr3p may have a structural or regulatory role ; supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p ; and leading to inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; null mutant has meiotic defects; human NPRL3 homolog""",Verified ORF
4898,8,59645,-0.0312861127068987,0.0709021875943215,0.659296830835583,YHL023C,NPR3,SGDID:S000001015,CDS,CDS,"""Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of SEAC ; a coatomer-related complex that associates dynamically with the vacuole; Npr3p may have a structural or regulatory role ; supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p ; and leading to inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; null mutant has meiotic defects; human NPRL3 homolog""",Verified ORF
4899,8,61846,-0.0029686223612507,0.0712200579718448,0.966775456745102,YHL023C,NPR3,SGDID:S000001015,CDS,CDS,"""Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of SEAC ; a coatomer-related complex that associates dynamically with the vacuole; Npr3p may have a structural or regulatory role ; supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p ; and leading to inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; null mutant has meiotic defects; human NPRL3 homolog""",Verified ORF
4901,8,63915,0.0144372746389928,0.0709153500466192,0.838795420566592,YHL022C,SPO11,SGDID:S000001014,CDS,CDS,"""Meiosis-specific protein required for meiotic recombination; makes DNA double-strand breaks (DSB) during meiotic recombination ; homolog pairing ; and synaptonemal complex formation; role in meiotic DSB formation involves a topo-II-like transesterase mechanism; forms monotetrameric complex; covalently linked to DSBs through a 5'-phosphodiester bond between a catalytic tyrosine (Y135) and the DSB 5'- end; sequence similarity to a topo VI subunit from archaea ; fission yeast rec12 and human SPO11""",Verified ORF
4903,8,64505,0.0219615696780648,0.0727043400407979,0.762779006183393,YHL021C,AIM17,SGDID:S000001013,CDS,CDS,"""Protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays reduced frequency of mitochondrial genome loss""",Verified ORF
4904,8,65889,0.0505071337477943,0.0714954208796765,0.480381356207344,YHL021C,AIM17,SGDID:S000001013,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays reduced frequency of mitochondrial genome loss""",Verified ORF
4906,8,68955,0.0627086719280916,0.070980610424585,0.377587978292681,YHL019C,APM2,SGDID:S000001011,CDS,CDS,"""Protein of unknown function; homologous to the medium chain of mammalian clathrin-associated protein complex; involved in vesicular transport""",Verified ORF
4907,8,70194,0.0800099955262356,0.0719222810968795,0.266701405915404,YHL017W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4908,8,71694,0.110513507515427,0.0710794956021956,0.120892762768296,YHL017W,YHL017W,SGDID:S000001009,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles; YHL017W has a paralog ; PTM1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4909,8,71740,0.0949174052066494,0.0710498712793641,0.182433913283893,YHL017W,YHL017W,SGDID:S000001009,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles; YHL017W has a paralog ; PTM1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4910,8,71830,0.103358601054576,0.0715303351168366,0.149355703603746,YHL017W,YHL017W,SGDID:S000001009,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles; YHL017W has a paralog ; PTM1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4914,8,74739,0.119993257923132,0.0708542121786092,0.0912380638717369,YHL015W-A,YHL015W-A,SGDID:S000028828,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
4915,8,74974,0.1090003363874,0.0709925975910134,0.125587255709739,YHL016C,DUR3,SGDID:S000001008,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane transporter for both urea and polyamines; expression is highly sensitive to nitrogen catabolite repression and induced by allophanate ; the last intermediate of the allantoin degradative pathway""",Verified ORF
4916,8,74975,0.108065481445971,0.0711015173402128,0.129437326339771,YHL016C,DUR3,SGDID:S000001008,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane transporter for both urea and polyamines; expression is highly sensitive to nitrogen catabolite repression and induced by allophanate ; the last intermediate of the allantoin degradative pathway""",Verified ORF
4920,8,79061,0.145499866209431,0.0711066315049634,0.0414751043814236,YHL012W,YHL012W,SGDID:S000001004,CDS,CDS,"""Putative UTP glucose-1-phosphate uridylyltransferase; YHL012W has a paralog ; UGP1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4921,8,80030,0.113212449484574,0.071127179377849,0.112349351699701,YHL012W,YHL012W,SGDID:S000001004,CDS,CDS,"""Putative UTP glucose-1-phosphate uridylyltransferase; YHL012W has a paralog ; UGP1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4922,8,80515,0.114219609091183,0.0715738808164414,0.111422013478386,YHL012W,YHL012W,SGDID:S000001004,Close to 3'-UTR,Close to 3'-UTR,"""Putative UTP glucose-1-phosphate uridylyltransferase; YHL012W has a paralog ; UGP1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4923,8,81672,0.113924722224198,0.071016001490062,0.109561607059947,YHL011C,PRS3,SGDID:S000001003,Close to 3'-UTR,Close to 3'-UTR,"""5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase; synthesizes PRPP ; which is required for nucleotide ; histidine ; and tryptophan biosynthesis; one of five related enzymes ; which are active as heteromultimeric complexes""",Verified ORF
4924,8,82753,0.100828353613299,0.070796671997425,0.155273049910748,YHL010C,ETP1,SGDID:S000001002,CDS,CDS,"""Protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2 ; which is a cytoplasmic protein that binds nuclear localization sequences""",Verified ORF
4925,8,82815,0.0882504656304705,0.070903626163875,0.214084751659726,YHL010C,ETP1,SGDID:S000001002,CDS,CDS,"""Protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2 ; which is a cytoplasmic protein that binds nuclear localization sequences""",Verified ORF
4926,8,83281,0.100896011898108,0.0720717816227848,0.16241018261915,YHL010C,ETP1,SGDID:S000001002,CDS,CDS,"""Protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2 ; which is a cytoplasmic protein that binds nuclear localization sequences""",Verified ORF
4927,8,83452,0.0996247764306286,0.0715678789299065,0.164789093341596,YHL010C,ETP1,SGDID:S000001002,CDS,CDS,"""Protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2 ; which is a cytoplasmic protein that binds nuclear localization sequences""",Verified ORF
4928,8,84010,0.101642607564338,0.0710144683250053,0.153230586045332,YHL010C_NFR/NDR,,,Promoter,Promoter,,Promoter
4929,8,85218,0.118120564323319,0.0725439976592205,0.104361673472512,YHL009C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4933,8,92239,0.117364444820779,0.0714783467748231,0.101489231982108,YHLWdelta2_NFR/NDR,,,Promoter,Promoter,,Promoter
4935,8,92811,0.12598154931668,0.0707926218696936,0.0760040116930428,YHL008C,YHL008C,SGDID:S000001000,CDS,CDS,"""Putative protein of unknown function; may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole""",Uncharacterized ORF
4936,8,96286,0.0766120629461484,0.070902731387717,0.280646817194485,YHL007C,STE20,SGDID:S000000999,CDS,CDS,"""Cdc42p-activated signal transducing kinase; involved in pheromone response ; pseudohyphal/invasive growth ; vacuole inheritance ; down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family""",Verified ORF
4937,8,96707,0.0729060687515654,0.0710941339645969,0.305835934440038,YHL007C,STE20,SGDID:S000000999,CDS,CDS,"""Cdc42p-activated signal transducing kinase; involved in pheromone response ; pseudohyphal/invasive growth ; vacuole inheritance ; down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family""",Verified ORF
4938,8,96942,0.0736378907513719,0.0708915181360868,0.299636409473777,YHL007C,STE20,SGDID:S000000999,CDS,CDS,"""Cdc42p-activated signal transducing kinase; involved in pheromone response ; pseudohyphal/invasive growth ; vacuole inheritance ; down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family""",Verified ORF
4939,8,97662,0.113159866328213,0.0710892939328922,0.112324939239598,YHL007C,STE20,SGDID:S000000999,CDS,CDS,"""Cdc42p-activated signal transducing kinase; involved in pheromone response ; pseudohyphal/invasive growth ; vacuole inheritance ; down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family""",Verified ORF
4940,8,99461,0.0460989558970606,0.0715450530563649,0.519776916734056,YHL004W,MRP4,SGDID:S000000996,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
4941,8,99525,0.0387355034915918,0.0715998261218341,0.588848831191508,YHL004W,MRP4,SGDID:S000000996,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
4942,8,100031,0.0523729202229826,0.0714516276222074,0.46405446745286,YHL004W,MRP4,SGDID:S000000996,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
4943,8,102150,0.0725179550731834,0.0716965755453926,0.312490854832798,YHL003C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4944,8,102263,0.0615586495896696,0.0716188966002056,0.390631047191155,YHL003C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4945,8,102271,0.0731967914387662,0.0717745602650505,0.308514499726831,YHL003C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4946,8,105346,0.0730792337215792,0.0715376023572279,0.307693533714674,YHL001W,RPL14B,SGDID:S000000993,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L14B; homologous to mammalian ribosomal protein L14 ; no bacterial homolog; RPL14B has a paralog ; RPL14A ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
4952,8,111633,0.0393141831453473,0.0721366348839097,0.586100365813939,SUT152,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
4953,8,111695,0.051643084890812,0.0717477615241098,0.472132616258235,YHR003C,TCD1,SGDID:S000001045,Close to 3'-UTR,Close to 3'-UTR,"""tRNA threonylcarbamoyladenosine dehydratase; required for the ct6A tRNA base modification ; where an adenosine at position 37 is modified to form a cyclized active ester with an oxazolone ring; localized to the mitochondrial outer membrane; TCD1 has a paralog ; TCD2 ; that arose from the whole genome duplication""",Verified ORF
4954,8,112848,0.0662917066536353,0.0715873661001337,0.35506552070433,YHR004C,NEM1,SGDID:S000001046,CDS,CDS,"""Probable catalytic subunit of Nem1p-Spo7p phosphatase holoenzyme; regulates nuclear growth by controlling phospholipid biosynthesis ; required for normal nuclear envelope morphology and sporulation; homolog of the human protein Dullard""",Verified ORF
