SNP,Chr,Pos,Effect,SE,ERG11_ORM2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
6652,11,8305,-0.0394363548520568,0.0965674194269459,0.683241167500124,ARS1102,ARS1102,SGDID:S000130137,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
6653,11,8317,-0.0445934922393605,0.0961306011356218,0.643016446553829,YKL221W,MCH2,SGDID:S000001704,Close to 3'-UTR,Close to 3'-UTR,"""Protein with similarity to mammalian monocarboxylate permeases; monocarboxylate permeases are involved in transport of monocarboxylic acids across the plasma membrane but mutant is not deficient in monocarboxylate transport""",Verified ORF
6655,11,8390,-0.0643679028418684,0.0963165384866489,0.504381764753883,YKL221W,MCH2,SGDID:S000001704,Close to 3'-UTR,Close to 3'-UTR,"""Protein with similarity to mammalian monocarboxylate permeases; monocarboxylate permeases are involved in transport of monocarboxylic acids across the plasma membrane but mutant is not deficient in monocarboxylate transport""",Verified ORF
6656,11,8603,-0.0347643501602537,0.0961204924187467,0.717811525880034,YKL220C,FRE2,SGDID:S000001703,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6657,11,8720,-0.0360560455649269,0.09589550142453,0.707147896478657,YKL220C,FRE2,SGDID:S000001703,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6658,11,8789,-0.0375195632490712,0.0959260935043112,0.695937190246868,YKL220C,FRE2,SGDID:S000001703,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6659,11,8867,-0.0298694590429284,0.0972624474921733,0.758947079752513,YKL220C,FRE2,SGDID:S000001703,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6663,11,9097,-0.0314949370250571,0.0974975219367828,0.746861358522055,YKL220C,FRE2,SGDID:S000001703,CDS,CDS,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6664,11,9262,-0.0466697301112037,0.0955601632662221,0.625583516704668,YKL220C,FRE2,SGDID:S000001703,CDS,CDS,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6665,11,9690,-0.0387860051593804,0.0955337766036982,0.684994036594098,YKL220C,FRE2,SGDID:S000001703,CDS,CDS,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6666,11,10206,-0.0279717935085591,0.0955111787812054,0.769798121353068,YKL220C,FRE2,SGDID:S000001703,CDS,CDS,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6667,11,10540,-0.0446737251230325,0.0961598383238608,0.642520248809245,YKL220C,FRE2,SGDID:S000001703,CDS,CDS,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6668,11,10641,-0.0395322052353889,0.0953810499638464,0.678784584609359,YKL220C,FRE2,SGDID:S000001703,CDS,CDS,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6669,11,10897,-0.0353240888954047,0.0955375804558736,0.711797752401255,YKL220C,FRE2,SGDID:S000001703,CDS,CDS,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6670,11,10927,-0.0342101801609675,0.0962400419185784,0.722451908974749,YKL220C,FRE2,SGDID:S000001703,CDS,CDS,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6671,11,10969,-0.0364494193780302,0.0957163701071773,0.703575873138018,YKL220C,FRE2,SGDID:S000001703,CDS,CDS,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6672,11,11470,-0.0492331671702698,0.0957916963975225,0.60760104347238,YKL220C,FRE2,SGDID:S000001703,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6673,11,11657,-0.0420800133409784,0.095920733203776,0.6611504149122,YKL220C,FRE2,SGDID:S000001703,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6674,11,11751,-0.0243433886453455,0.0958187712781305,0.799599771021331,YKL220C,FRE2,SGDID:S000001703,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6675,11,11931,-0.0579869522885862,0.0964658849979248,0.548150139698416,YKL220C,FRE2,SGDID:S000001703,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6676,11,11938,-0.0571239814395338,0.0965971779624452,0.554655822151465,YKL220C,FRE2,SGDID:S000001703,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6677,11,12060,-0.0428772390172497,0.095413911729545,0.653432317977907,YKL220C,FRE2,SGDID:S000001703,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6678,11,12080,-0.0455585793005971,0.0954103914938566,0.63330076225493,YKL220C,FRE2,SGDID:S000001703,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6679,11,12089,-0.0471733129229461,0.095523086591703,0.621724894291279,YKL220C,FRE2,SGDID:S000001703,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6680,11,12136,-0.0390442048068863,0.0954427293046172,0.682725248472528,YKL220C,FRE2,SGDID:S000001703,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6681,11,12224,-0.0233157735773638,0.0963787838381836,0.808984091275547,YKL220C,FRE2,SGDID:S000001703,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6682,11,12231,-0.0345356435364859,0.0957458087030131,0.718538456020153,K:11227-14484,,,Intergenic region,Intergenic region,between YKL220C and YKL219W,Intergenic region
6683,11,12232,-0.0345356435364859,0.0957458087030131,0.718538456020153,K:11227-14484,,,Intergenic region,Intergenic region,between YKL220C and YKL219W,Intergenic region
6684,11,12236,-0.0366503520207163,0.0960168670564414,0.702908049888598,K:11227-14484,,,Intergenic region,Intergenic region,between YKL220C and YKL219W,Intergenic region
6686,11,13635,-0.0343278647872933,0.0966763537808663,0.722741522129889,YKL220C_NFR/NDR,,,Promoter,Promoter,,Promoter
6687,11,13712,-0.0282738714327654,0.0959511771679818,0.76841968950982,YKL220C_NFR/NDR,,,Promoter,Promoter,,Promoter
6688,11,13729,-0.0179540513359989,0.0962331780669747,0.852106370533951,YKL220C_NFR/NDR,,,Promoter,Promoter,,Promoter
6689,11,13740,-0.0302954876493498,0.0972405120637121,0.755564845320624,YKL220C_NFR/NDR,,,Promoter,Promoter,,Promoter
6690,11,13742,-0.0315954308018656,0.0971102660375183,0.745104229070873,YKL220C_NFR/NDR,,,Promoter,Promoter,,Promoter
6691,11,13813,-0.0331143065217963,0.0972954409291888,0.733796935401986,YKL220C_NFR/NDR,,,Promoter,Promoter,,Promoter
6692,11,13973,-0.0334280441745481,0.0956555872630854,0.72695047232922,YKL219W,COS9,SGDID:S000001702,Close to 3'-UTR,Close to 3'-UTR,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
6695,11,14122,-0.0385236089792889,0.0956897068071011,0.687494400325393,YKL219W,COS9,SGDID:S000001702,Close to 3'-UTR,Close to 3'-UTR,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
6696,11,14229,0.00138921406311,0.0964809068709016,0.988519911583965,YKL219W,COS9,SGDID:S000001702,Close to 3'-UTR,Close to 3'-UTR,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
6697,11,14280,-0.021358624954573,0.0974642936007817,0.826665250755347,YKL219W,COS9,SGDID:S000001702,Close to 3'-UTR,Close to 3'-UTR,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
6698,11,14320,-0.01855064596354,0.0964050372720707,0.847520720587663,YKL219W,COS9,SGDID:S000001702,Close to 3'-UTR,Close to 3'-UTR,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
6699,11,14350,-0.0142963328281882,0.0952568644394695,0.880785702020707,YKL219W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6700,11,14360,-0.0142963328281882,0.0952568644394695,0.880785702020707,YKL219W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6701,11,14361,-0.0142963328281882,0.0952568644394695,0.880785702020707,YKL219W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6702,11,14424,-0.0303550862679794,0.0959493759007196,0.751911980839673,YKL219W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6703,11,14431,-0.0311818008344097,0.0958223242424633,0.745061541127073,YKL219W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6704,11,14438,-0.0254427857371856,0.0954557453550795,0.789978893094919,YKL219W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6705,11,14510,-0.0296689221913366,0.0953889246040283,0.75596056476081,YKL219W,COS9,SGDID:S000001702,CDS,CDS,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
6706,11,14550,-0.0287579903707569,0.0952641148092467,0.762924037606823,YKL219W,COS9,SGDID:S000001702,CDS,CDS,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
6707,11,14569,-0.0222337309433659,0.0953946547542149,0.815841332121052,YKL219W,COS9,SGDID:S000001702,CDS,CDS,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
6708,11,14705,-0.0259647026990878,0.0955354852329283,0.785949513354095,YKL219W,COS9,SGDID:S000001702,CDS,CDS,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
6709,11,14729,-0.0143848829358892,0.0955620983032354,0.880433118431573,YKL219W,COS9,SGDID:S000001702,CDS,CDS,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
