SNP,Chr,Pos,Effect,SE,ADE17_PGM2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7722,12,236188,-0.105130417429381,0.134725394286497,0.435718926218484,YLR045C,STU2,SGDID:S000004035,CDS,CDS,"""Microtubule polymerase of the XMAP215/Dis1 family; required for elongation of mitotic spindle during anaphase ; as well as for spindle orientation and metaphase chromosome alignment; stabilizes or destabilizes kinetochore-microtubule attachment depending on kinetochore tension; interacts with spindle pole body component Spc72p; metazoan ch-TOG/XMAP215 family member""",Verified ORF
7723,12,236470,-0.202781225552073,0.134836819034153,0.133500995647664,YLR045C,STU2,SGDID:S000004035,CDS,CDS,"""Microtubule polymerase of the XMAP215/Dis1 family; required for elongation of mitotic spindle during anaphase ; as well as for spindle orientation and metaphase chromosome alignment; stabilizes or destabilizes kinetochore-microtubule attachment depending on kinetochore tension; interacts with spindle pole body component Spc72p; metazoan ch-TOG/XMAP215 family member""",Verified ORF
7724,12,236714,-0.202528799825534,0.136328780372146,0.138279852049722,YLR045C,STU2,SGDID:S000004035,CDS,CDS,"""Microtubule polymerase of the XMAP215/Dis1 family; required for elongation of mitotic spindle during anaphase ; as well as for spindle orientation and metaphase chromosome alignment; stabilizes or destabilizes kinetochore-microtubule attachment depending on kinetochore tension; interacts with spindle pole body component Spc72p; metazoan ch-TOG/XMAP215 family member""",Verified ORF
7725,12,237173,-0.134007284742025,0.135567351064426,0.323588656422548,YLR045C,STU2,SGDID:S000004035,CDS,CDS,"""Microtubule polymerase of the XMAP215/Dis1 family; required for elongation of mitotic spindle during anaphase ; as well as for spindle orientation and metaphase chromosome alignment; stabilizes or destabilizes kinetochore-microtubule attachment depending on kinetochore tension; interacts with spindle pole body component Spc72p; metazoan ch-TOG/XMAP215 family member""",Verified ORF
7726,12,238727,-0.205516174082975,0.13559721238989,0.130506044856923,YLR046C,YLR046C,SGDID:S000004036,CDS,CDS,"""Putative membrane protein; member of the fungal lipid-translocating exporter (LTE) family of proteins; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance; YLR046C has a paralog ; RTA1 ; that arose from the whole genome duplication""",Uncharacterized ORF
7727,12,239002,-0.185243625771759,0.135601526014707,0.172780970888474,YLR046C,YLR046C,SGDID:S000004036,Close to 3'-UTR,Close to 3'-UTR,"""Putative membrane protein; member of the fungal lipid-translocating exporter (LTE) family of proteins; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance; YLR046C has a paralog ; RTA1 ; that arose from the whole genome duplication""",Uncharacterized ORF
7728,12,240376,-0.117720428159073,0.134895581850327,0.383431735098256,YLR047C,FRE8,SGDID:S000004037,CDS,CDS,"""Protein with sequence similarity to iron/copper reductases; involved in iron homeostasis; deletion mutant has iron deficiency/accumulation growth defects; expression increased in the absence of copper-responsive transcription factor Mac1p""",Verified ORF
7729,12,241045,-0.121497765487541,0.135177670026283,0.369371568106555,YLR047C,FRE8,SGDID:S000004037,CDS,CDS,"""Protein with sequence similarity to iron/copper reductases; involved in iron homeostasis; deletion mutant has iron deficiency/accumulation growth defects; expression increased in the absence of copper-responsive transcription factor Mac1p""",Verified ORF
7732,12,243991,-0.062092338952504,0.135362615297354,0.646723912051876,YLR049C,MLO50,SGDID:S000004039,CDS,CDS,"""Mitochondrial protein of unknown function""",Uncharacterized ORF
7734,12,245473,-0.121517119038435,0.135248395216469,0.369545512381114,YLR049C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7735,12,246924,-0.113334840799331,0.134887065487835,0.401353642318141,YLR051C,FCF2,SGDID:S000004041,CDS,CDS,"""Nucleolar protein involved in the early steps of 35S rRNA processing; interacts with Faf1p; member of a transcriptionally co-regulated set of genes called the RRB regulon; essential gene""",Verified ORF
7736,12,247888,-0.0978211214259203,0.136262289056336,0.473300901902053,YLR052W,IES3,SGDID:S000004042,CDS,CDS,"""Subunit of the INO80 chromatin remodeling complex""",Verified ORF
7739,12,249601,-0.109210749229499,0.135321066835438,0.420181608378267,YLR054C,OSW2,SGDID:S000004044,CDS,CDS,"""Protein of unknown function reputedly involved in spore wall assembly""",Verified ORF
7740,12,249723,-0.061358928553511,0.135814007110273,0.651700289598622,YLR054C,OSW2,SGDID:S000004044,CDS,CDS,"""Protein of unknown function reputedly involved in spore wall assembly""",Verified ORF
7743,12,251728,-0.0649299142330428,0.13609831052631,0.633599683726186,YLR055C,SPT8,SGDID:S000004045,CDS,CDS,"""Subunit of the SAGA transcriptional regulatory complex; not present in SAGA-like complex SLIK/SALSA; required for SAGA-mediated inhibition at some promoters""",Verified ORF
7744,12,251868,-0.11745402796055,0.135753815416531,0.387517320452543,YLR055C,SPT8,SGDID:S000004045,CDS,CDS,"""Subunit of the SAGA transcriptional regulatory complex; not present in SAGA-like complex SLIK/SALSA; required for SAGA-mediated inhibition at some promoters""",Verified ORF
7746,12,253770,-0.206318026317535,0.135342514161756,0.128300693663023,YLR055C,SPT8,SGDID:S000004045,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the SAGA transcriptional regulatory complex; not present in SAGA-like complex SLIK/SALSA; required for SAGA-mediated inhibition at some promoters""",Verified ORF
7747,12,254014,-0.157767181765767,0.135900441621362,0.246465942755327,YLR056W,ERG3,SGDID:S000004046,CDS,CDS,"""C-5 sterol desaturase; glycoprotein that catalyzes the introduction of a C-5(6) double bond into episterol ; a precursor in ergosterol biosynthesis; transcriptionally down-regulated when ergosterol is in excess; mutants are viable ; but cannot grow on non-fermentable carbon sources; substrate of HRD ubiquitin ligase; mutation is functionally complemented by human SC5D""",Verified ORF
7748,12,256127,-0.174222820814744,0.137254791677957,0.205156515795385,YLR057W,MNL2,SGDID:S000004047,CDS,CDS,"""Putative mannosidase involved in ER-associated protein degradation; localizes to the endoplasmic reticulum; sequence similarity with seven-hairpin glycosidase (GH47) family members ; such as Mns1p and Mnl1p ; that hydrolyze 1,2-linked alpha-D-mannose residues; non-essential gene""",Verified ORF
7752,12,260220,-0.136534981025295,0.135365883494219,0.313839831065768,YLR059C,REX2,SGDID:S000004049,CDS,CDS,"""3'-5' RNA exonuclease; involved in 3'-end processing of U4 and U5 snRNAs ; 5S and 5.8S rRNAs ; and RNase P and RNase MRP RNA; localized to mitochondria and null suppresses escape of mtDNA to nucleus in yme1 yme2 mutants; RNase D exonuclease""",Verified ORF
7753,12,260852,-0.0781005463485381,0.136276444343315,0.566939309004708,YLR060W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7754,12,260932,-0.150832598694507,0.135348754457675,0.265865953120269,YLR060W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7755,12,261503,-0.157482620981288,0.135108910920151,0.244564157919352,YLR060W,FRS1,SGDID:S000004050,CDS,CDS,"""Beta subunit of cytoplasmic phenylalanyl-tRNA synthetase; forms a tetramer with Frs2p to generate active enzyme; able to hydrolyze mis-aminoacylated tRNA-Phe ; which could contribute to translational quality control""",Verified ORF
7756,12,262552,-0.133020280988542,0.135975422605253,0.328612189330568,YLR060W,FRS1,SGDID:S000004050,CDS,CDS,"""Beta subunit of cytoplasmic phenylalanyl-tRNA synthetase; forms a tetramer with Frs2p to generate active enzyme; able to hydrolyze mis-aminoacylated tRNA-Phe ; which could contribute to translational quality control""",Verified ORF
7760,12,266631,-0.0698606343000462,0.135522716500367,0.606533184432245,YLR065C,SND2,SGDID:S000004055,CDS,CDS,"""Protein involved in SRP-independent targeting of substrates to the ER; component of an alternative ER targeting pathway that has partial functional redundancy with the GET pathway; preference for substrates with downstream transmembrane domains; interacts with Snd1p ; Pho88p/Snd3p and Sec61p-translocon subunits; can compensate for loss of SRP; role in the late endosome-vacuole interface; putative role in secretory protein quality control""",Verified ORF
7761,12,271300,-0.0058246111594994,0.135968908865945,0.96585503858355,YLR068W,FYV7,SGDID:S000004058,CDS,CDS,"""Nucleolar protein required for maturation of 18S rRNA; required for survival upon exposure to K1 killer toxin""",Verified ORF
7762,12,271394,-0.0442920505549552,0.136472938329001,0.745715251458459,YLR068W,FYV7,SGDID:S000004058,CDS,CDS,"""Nucleolar protein required for maturation of 18S rRNA; required for survival upon exposure to K1 killer toxin""",Verified ORF
7763,12,272038,0.11137538195315,0.135000343357922,0.409928321693912,YLR069C,MEF1,SGDID:S000004059,CDS,CDS,"""Mitochondrial elongation factor involved in translational elongation""",Verified ORF
7764,12,274242,0.0837701778733306,0.135056852559652,0.535487736089036,SUT256,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7765,12,275222,0.0319502045984458,0.136566239839142,0.815156389738808,SUT256,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7766,12,275647,-0.0239798396832376,0.135407658531927,0.859536377881613,YLR071C,RGR1,SGDID:S000004061,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for glucose repression ; HO repression ; RME1 repression and sporulation""",Verified ORF
7767,12,276459,-7.96585928406479e-05,0.135715973717403,0.9995320126367,YLR071C,RGR1,SGDID:S000004061,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for glucose repression ; HO repression ; RME1 repression and sporulation""",Verified ORF
7768,12,277526,0.0538253854234839,0.137230776995163,0.695128441471994,YLR071C,RGR1,SGDID:S000004061,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for glucose repression ; HO repression ; RME1 repression and sporulation""",Verified ORF
7769,12,279975,0.0049041447579329,0.136233549411964,0.971304245905359,YLR072W,LAM6,SGDID:S000004062,CDS,CDS,"""Sterol transporter that transfers sterols between membranes; may regulate and coordinate formation of contact sites between organelles; localizes to ER-mitochondrial contact sites in a Tom70p- and Tom71p-dependent manner; mitochondrial localization requires GRAM domain; also localizes to ER-vacuole contact sites ; in a Vac8p-dependent manner; has GRAM and StART-like (VASt) domains; one of six StART-like domain-containing proteins in yeast; conserved across eukaryotes""",Verified ORF
7770,12,281400,0.0325185305843397,0.136393460713504,0.811695962052419,YLR073C,RFU1,SGDID:S000004063,CDS,CDS,"""Protein that inhibits Doa4p deubiquitinating activity; contributes to ubiquitin homeostasis by regulating the conversion of free ubiquitin chains to ubiquitin monomers by Doa4p; GFP-fusion protein localizes to endosomes""",Verified ORF
7771,12,281460,0.0288005076433651,0.135323577286396,0.831584772648296,YLR073C,RFU1,SGDID:S000004063,CDS,CDS,"""Protein that inhibits Doa4p deubiquitinating activity; contributes to ubiquitin homeostasis by regulating the conversion of free ubiquitin chains to ubiquitin monomers by Doa4p; GFP-fusion protein localizes to endosomes""",Verified ORF
7779,12,283368,-0.054788290852296,0.135266594237636,0.685693944668717,YLR075W,RPL10,SGDID:S000004065,CDS,CDS,"""Ribosomal 60S subunit protein L10; homologous to mammalian ribosomal protein L10 and bacterial L16; responsible for joining the 40S and 60S subunits; regulates translation initiation; similar to members of the QM gene family; protein abundance increases under DNA replication stress; mutations in human homolog implicated in T-cell acute lymphoblastic leukemia and also autism spectrum disorders (ASD); human RPL10 can complement yeast null mutant""",Verified ORF
7781,12,284459,-0.0557453476493748,0.135765666308857,0.681615167786749,YLR077W,FMP25,SGDID:S000004067,CDS,CDS,"""Protein required for assembly of respiratory complex III; mitochondrial inner membrane protein; required for an early step in assembly of respiratory complex III (cytochrome bc1 complex); mRNA is targeted to mitochondria""",Verified ORF
7782,12,284882,0.0643055302583973,0.134819283787899,0.633674528602769,YLR077W,FMP25,SGDID:S000004067,CDS,CDS,"""Protein required for assembly of respiratory complex III; mitochondrial inner membrane protein; required for an early step in assembly of respiratory complex III (cytochrome bc1 complex); mRNA is targeted to mitochondria""",Verified ORF
7783,12,286066,0.0078959038259026,0.135387295559828,0.953526049810281,YLR078C,BOS1,SGDID:S000004068,CDS,CDS,"""v-SNARE (vesicle specific SNAP receptor); localized to the endoplasmic reticulum membrane and necessary for vesicular transport from the ER to the Golgi; required for efficient nuclear fusion during mating""",Verified ORF
7784,12,289576,0.0116636010934902,0.136173464971772,0.93179120227787,YLR080W,EMP46,SGDID:S000004070,Close to 3'-UTR,Close to 3'-UTR,"""Integral membrane component of ER-derived COPII-coated vesicles; functions in ER to Golgi transport; EMP46 has a paralog ; EMP47 ; that arose from the whole genome duplication""",Verified ORF
7785,12,290595,-0.0228416638237922,0.135397494723891,0.866128621455543,YLR081W,GAL2,SGDID:S000004071,CDS,CDS,"""Galactose permease; required for utilization of galactose; also able to transport glucose""",Verified ORF
7786,12,290718,0.0065561668914312,0.135624945470619,0.961472279351795,YLR081W,GAL2,SGDID:S000004071,CDS,CDS,"""Galactose permease; required for utilization of galactose; also able to transport glucose""",Verified ORF
