SNP,Chr,Pos,Effect,SE,ADE17_HYR1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
6004,10,54931,0.1382703368419,0.0701978183153066,0.0496514719916947,YJL201W,ECM25,SGDID:S000003737,CDS,CDS,"""Non-essential protein of unknown function; promoter contains a consensus binding sequence for factor Abf1p""",Verified ORF
6005,10,61391,0.056957534547004,0.0702310801810301,0.417911074863998,YJL198W,PHO90,SGDID:S000003734,CDS,CDS,"""Low-affinity phosphate transporter; acts upstream of Pho81p in regulation of the PHO pathway; deletion of pho84 ; pho87 ; pho89 ; pho90 ; and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth; PHO90 has a paralog ; PHO87 ; that arose from the whole genome duplication""",Verified ORF
6006,10,61545,0.0603303846634652,0.0699097729106413,0.388737147485843,YJL198W,PHO90,SGDID:S000003734,CDS,CDS,"""Low-affinity phosphate transporter; acts upstream of Pho81p in regulation of the PHO pathway; deletion of pho84 ; pho87 ; pho89 ; pho90 ; and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth; PHO90 has a paralog ; PHO87 ; that arose from the whole genome duplication""",Verified ORF
6007,10,61708,0.023024738529307,0.0709034292093524,0.745574923195324,YJL198W,PHO90,SGDID:S000003734,CDS,CDS,"""Low-affinity phosphate transporter; acts upstream of Pho81p in regulation of the PHO pathway; deletion of pho84 ; pho87 ; pho89 ; pho90 ; and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth; PHO90 has a paralog ; PHO87 ; that arose from the whole genome duplication""",Verified ORF
6008,10,63279,0.113968853907452,0.0696199745034639,0.10251873644998,YJL198W,PHO90,SGDID:S000003734,CDS,CDS,"""Low-affinity phosphate transporter; acts upstream of Pho81p in regulation of the PHO pathway; deletion of pho84 ; pho87 ; pho89 ; pho90 ; and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth; PHO90 has a paralog ; PHO87 ; that arose from the whole genome duplication""",Verified ORF
6010,10,68934,0.0559770670318629,0.0702703149419246,0.426220993974418,YJL196C,ELO1,SGDID:S000003732,Close to 3'-UTR,Close to 3'-UTR,"""Elongase I ; medium-chain acyl elongase; catalyzes carboxy-terminal elongation of unsaturated C12-C16 fatty acyl-CoAs to C16-C18 fatty acids; ELO1 has a paralog ; ELO2 ; that arose from the whole genome duplication""",Verified ORF
6011,10,70342,0.076770084970188,0.070473813364218,0.276746197536379,YJL194W,CDC6,SGDID:S000003730,CDS,CDS,"""Essential ATP-binding protein required for DNA replication; component of the pre-replicative complex (pre-RC) which requires ORC to associate with chromatin and is in turn required for Mcm2-7p DNA association; homologous to S. pombe Cdc18p; relocalizes from nucleus to cytoplasm upon DNA replication stress; degraded in response to plasma membrane stress""",Verified ORF
6012,10,73179,0.105472402334725,0.0697275105974076,0.131266665513191,YJL192C,SOP4,SGDID:S000003728,CDS,CDS,"""ER-membrane protein; subunit of evolutionarily conserved EMC (Endoplasmic Reticulum Membrane Complex) implicated in ERAD (ER-associated degradation) and proper assembly of multi-pass transmembrane (TM) proteins; EMC acts in yeast as an ER-mitochondria tether that interacts with outer membrane protein Tom5 of TOM (Translocase of the Mitochondrial Outer Membrane) complex; suppressor of pma1-7 ; deletion of SOP4 slows down export of wild-type Pma1p and Pma1-7 from the ER""",Verified ORF
6015,10,75990,0.084371283539506,0.0709781187903194,0.23535904183008,SUT617_NFR/NDR,,,Promoter,Promoter,,Promoter
6016,10,76303,0.102318583517783,0.0704603723335489,0.147349881923744,YJL188C,BUD19,SGDID:S000003724,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 88% of ORF overlaps the verified gene RPL39; diploid mutant displays a weak budding pattern phenotype in a systematic assay""",Dubious ORF
6017,10,76726,0.126092070644426,0.0711811630270607,0.0773528376241205,XUT_10F-32_NFR/NDR,,,Promoter,Promoter,,Promoter
6018,10,78564,0.125550489586962,0.070267204591645,0.0748346119917899,SUT201,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
6020,10,80904,0.105645862510341,0.0699575229782205,0.131901520662244,YJL186W,MNN5,SGDID:S000003722,CDS,CDS,"""Alpha-1,2-mannosyltransferase; responsible for addition of the second alpha-1,2-linked mannose of the branches on the mannan backbone of oligosaccharides ; localizes to an early Golgi compartment""",Verified ORF
6021,10,85506,0.0414291608558888,0.0712201698890497,0.561136382582502,YJL182C,YJL182C,SGDID:S000003718,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps uncharacterized ORF YJL181W""",Dubious ORF
6022,10,86391,0.0204062720220037,0.0705656805612296,0.772612434538018,YJL181W,RBH1,SGDID:S000003717,CDS,CDS,"""Putative protein of unknown function; expression is cell-cycle regulated as shown by microarray analysis; potential regulatory target of Mbp1p ; which binds to the YJL181W promoter region; contains a PH-like domain; RBH1 has a paralog ; RBH2 ; that arose from the whole genome duplication""",Uncharacterized ORF
6024,10,93031,0.0206711092430121,0.0705977697326692,0.76984617364943,YJL176C,SWI3,SGDID:S000003712,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; SWI/SNF regulates transcription by remodeling chromosomes; contains SANT domain that is required for SWI/SNF assembly; is essential for displacement of histone H2A-H2B dimers during ATP-dependent remodeling; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; relocates to the cytosol under hypoxic conditions""",Verified ORF
6025,10,93286,0.008997315841626,0.070247879741408,0.898158965128023,YJL176C,SWI3,SGDID:S000003712,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; SWI/SNF regulates transcription by remodeling chromosomes; contains SANT domain that is required for SWI/SNF assembly; is essential for displacement of histone H2A-H2B dimers during ATP-dependent remodeling; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; relocates to the cytosol under hypoxic conditions""",Verified ORF
6026,10,93721,0.0245244091331476,0.0707376494403934,0.729026832002981,YJL176C,SWI3,SGDID:S000003712,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; SWI/SNF regulates transcription by remodeling chromosomes; contains SANT domain that is required for SWI/SNF assembly; is essential for displacement of histone H2A-H2B dimers during ATP-dependent remodeling; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; relocates to the cytosol under hypoxic conditions""",Verified ORF
6027,10,96002,0.0690770441688743,0.0716553530474124,0.335696869603559,YJL174W,KRE9,SGDID:S000003710,Close to 3'-UTR,Close to 3'-UTR,"""Glycoprotein involved in cell wall beta-glucan assembly; null mutation leads to severe growth defects ; aberrant multibudded morphology ; and mating defects""",Verified ORF
6028,10,96579,0.0155828795394928,0.0706179240425721,0.825481128966359,YJL173C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6030,10,101719,0.0428505075714903,0.0703357522570905,0.542765233565106,XUT_10F-44,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
6031,10,105565,0.0106810226553583,0.0705225271168225,0.87970295061186,YJL167W,ERG20,SGDID:S000003703,CDS,CDS,"""Farnesyl pyrophosphate synthetase; has both dimethylallyltranstransferase and geranyltranstransferase activities; catalyzes the formation of C15 farnesyl pyrophosphate units for isoprenoid and sterol biosynthesis""",Verified ORF
6032,10,108820,-0.0070866659430737,0.0708407302304299,0.920372055393275,YJL165C,HAL5,SGDID:S000003701,CDS,CDS,"""Snf1p-related nutrient-responsive protein kinase; overexpression increases sodium and lithium tolerance ; whereas gene disruption increases cation and low pH sensitivity and impairs potassium uptake ; suggesting a role in regulation of Trk1p and/or Trk2p transporters; HAL5 has a paralog ; KKQ8 ; that arose from the whole genome duplication""",Verified ORF
6033,10,108931,-0.0124550153638054,0.0707465858460468,0.860354736453503,YJL165C,HAL5,SGDID:S000003701,CDS,CDS,"""Snf1p-related nutrient-responsive protein kinase; overexpression increases sodium and lithium tolerance ; whereas gene disruption increases cation and low pH sensitivity and impairs potassium uptake ; suggesting a role in regulation of Trk1p and/or Trk2p transporters; HAL5 has a paralog ; KKQ8 ; that arose from the whole genome duplication""",Verified ORF
6035,10,110053,-0.0114362914814394,0.0709631759604736,0.872061063950121,CUT197,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
6036,10,110074,-0.0309524092743736,0.0708225762093092,0.662348436858102,CUT197,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
6037,10,111674,-0.0141889767126336,0.0706943615464031,0.841041909101058,SUT203,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
6038,10,113623,-0.045491785238938,0.0718460947724685,0.52702359503282,SUT203,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
6040,10,116563,-0.0349378184311505,0.0713563070866506,0.624703539511798,CUT198_NFR/NDR,,,Promoter,Promoter,,Promoter
6042,10,119720,-0.0269046451687781,0.0722874588757162,0.709974976100098,YJL160C,PIR5,SGDID:S000003696,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; member of the PIR (Proteins with Internal Repeats) family of cell wall proteins; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole ; and mCherry fusion localizes to the vacuole; non-essential gene that is required for sporulation; mRNA is weakly cell cycle regulated ; peaking in mitosis; YJL160C has a paralog ; PIR1 ; that arose from the whole genome duplication""",Uncharacterized ORF
6044,10,121811,-0.0530134232387109,0.0708377443801227,0.454730389942597,YJL159W,HSP150,SGDID:S000003695,Close to 3'-UTR,Close to 3'-UTR,"""O-mannosylated heat shock protein; secreted and covalently attached to the cell wall via beta-1,3-glucan and disulfide bridges; required for cell wall stability; induced by heat shock ; oxidative stress ; and nitrogen limitation; HSP150 has a paralog ; PIR3 ; that arose from the whole genome duplication""",Verified ORF
6045,10,122243,-0.0356108101593124,0.0719560798540489,0.620981084728841,YJL159W,HSP150,SGDID:S000003695,Close to 3'-UTR,Close to 3'-UTR,"""O-mannosylated heat shock protein; secreted and covalently attached to the cell wall via beta-1,3-glucan and disulfide bridges; required for cell wall stability; induced by heat shock ; oxidative stress ; and nitrogen limitation; HSP150 has a paralog ; PIR3 ; that arose from the whole genome duplication""",Verified ORF
6046,10,124889,0.046212425279766,0.0717658685439221,0.520036905531448,SUT204,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
6048,10,130587,0.060610192630926,0.0710973616704984,0.394517063258323,YJL155C,FBP26,SGDID:S000003691,CDS,CDS,"""Fructose-2,6-bisphosphatase ; required for glucose metabolism; protein abundance increases in response to DNA replication stress""",Verified ORF
6049,10,131311,0.0598734486704475,0.0707545454382618,0.398006941457056,YJL154C,VPS35,SGDID:S000003690,CDS,CDS,"""Endosomal subunit of membrane-associated retromer complex; required for retrograde transport; receptor that recognizes retrieval signals on cargo proteins ; forms subcomplex with Vps26p and Vps29p that selects cargo proteins for retrieval; interacts with Ypt7p; overexpression of wild-type human VPS35 or Parkinson's-associated vps35-D686N or vps35-P299S variants complements Ni2+ resistance and Cd2+ sensitivity of yeast vps35 null mutant""",Verified ORF
6050,10,133312,0.0256033557542724,0.0710496559319803,0.718794492989471,YJL154C,VPS35,SGDID:S000003690,CDS,CDS,"""Endosomal subunit of membrane-associated retromer complex; required for retrograde transport; receptor that recognizes retrieval signals on cargo proteins ; forms subcomplex with Vps26p and Vps29p that selects cargo proteins for retrieval; interacts with Ypt7p; overexpression of wild-type human VPS35 or Parkinson's-associated vps35-D686N or vps35-P299S variants complements Ni2+ resistance and Cd2+ sensitivity of yeast vps35 null mutant""",Verified ORF
6053,10,134314,0.0813674238004295,0.0711845462275052,0.253792873117,CUT200,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
6055,10,139826,0.0820467674687116,0.0710975913431987,0.249280012133712,YNCJ0004C,SNR190,SGDID:S000006509,Non-coding RNA,snoRNA_gene,"snoRNA_gene ; ""C/D box small nucleolar RNA (snoRNA); predicted to guide 2'-O-methylation of large subunit (LSU) rRNA at position G2395; not shown to be active""",snoRNA_gene
6056,10,140544,0.110758439387696,0.0713356655755364,0.121405787447509,YJL148W,RPA34,SGDID:S000003684,CDS,CDS,"""RNA polymerase I subunit A34.5; essential for nucleolar assembly and for high polymerase loading rate; nucleolar localization depends on Rpa49p""",Verified ORF
6057,10,140918,0.0800133046290621,0.0702758287250913,0.255658480298841,YJL148W,RPA34,SGDID:S000003684,CDS,CDS,"""RNA polymerase I subunit A34.5; essential for nucleolar assembly and for high polymerase loading rate; nucleolar localization depends on Rpa49p""",Verified ORF
6058,10,145873,0.0414475833140036,0.0707427074192282,0.558322524884464,YJL145W,SFH5,SGDID:S000003681,CDS,CDS,"""Unusual phosphatidylinositol transfer protein (PITP) that binds heme; similar to Sec14p; founding member of conserved class of fungal hemoproteins; exhibits PI- but not PC-transfer activity; localizes to peripheral endoplasmic reticulum ; cytosol ; and microsomes; partially relocalizes to plasma membrane upon DNA replication stress""",Verified ORF
6059,10,146902,0.0162278847565393,0.0705579941998088,0.818229985772305,YJL143W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6060,10,146992,0.0161674490656583,0.0703567911971964,0.818386261203799,YJL143W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6061,10,148293,0.044675634281258,0.0701255740997695,0.524485369398259,YJL141C,YAK1,SGDID:S000003677,CDS,CDS,"""Serine-threonine protein kinase; component of a glucose-sensing system that inhibits growth in response to glucose availability; upon nutrient deprivation Yak1p phosphorylates Pop2p to regulate mRNA deadenylation ; the co-repressor Crf1p to inhibit transcription of ribosomal genes ; and the stress-responsive transcription factors Hsf1p and Msn2p; nuclear localization negatively regulated by the Ras/PKA signaling pathway in the presence of glucose""",Verified ORF
