SNP,Chr,Pos,Effect,SE,ERV25_UIP4_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
5614,9,139442,-0.0231215571018612,0.130712807936264,0.859697630200878,YIL118W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5615,9,142542,-0.0280920002274634,0.128177614306908,0.826648468118545,YIL117C,PRM5,SGDID:S000001379,Close to 3'-UTR,Close to 3'-UTR,"""Pheromone-regulated protein ; predicted to have 1 transmembrane segment; induced during cell integrity signaling; PRM5 has a paralog ; YNL058C ; that arose from the whole genome duplication""",Verified ORF
5616,9,144386,-0.0381493222209581,0.128603119982175,0.766912903452746,YIL115W-A,YIL115W-A,SGDID:S000028795,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the verified gene NUP159/YIL115C""",Dubious ORF
5617,9,144699,-0.0446306864972541,0.1287325553204,0.729028480724057,YIL115C,NUP159,SGDID:S000001377,CDS,CDS,"""FG-nucleoporin component of central core of the nuclear pore complex; also part of the nuclear pore complex (NPC) cytoplasmic filaments; contributes directly to nucleocytoplasmic transport; regulates ADP release from the ATP-dependent RNA helicase Dbp5p; forms a stable association with Nup82p ; Gle2p and two other FG-nucleoporins (Nsp1p and Nup116p)""",Verified ORF
5618,9,144955,-0.0573005052762294,0.127898420916131,0.65441667430511,YIL115C,NUP159,SGDID:S000001377,CDS,CDS,"""FG-nucleoporin component of central core of the nuclear pore complex; also part of the nuclear pore complex (NPC) cytoplasmic filaments; contributes directly to nucleocytoplasmic transport; regulates ADP release from the ATP-dependent RNA helicase Dbp5p; forms a stable association with Nup82p ; Gle2p and two other FG-nucleoporins (Nsp1p and Nup116p)""",Verified ORF
5621,9,150327,0.0575389182321965,0.12895595503013,0.655733232484473,YIL113W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5622,9,150475,0.047559546866039,0.128601403300546,0.711737360713697,YIL113W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5623,9,151474,0.051860181236147,0.129511535462836,0.689082758097198,YIL112W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5624,9,154510,0.0289846473719276,0.130222231937312,0.823992427902113,YIL112W,HOS4,SGDID:S000001374,CDS,CDS,"""Subunit of the Set3 complex; complex is a meiotic-specific repressor of sporulation specific genes that contains deacetylase activity; potential Cdc28p substrate""",Verified ORF
5625,9,154735,0.0584527420042366,0.129406411489967,0.651763263443286,YIL112W,HOS4,SGDID:S000001374,CDS,CDS,"""Subunit of the Set3 complex; complex is a meiotic-specific repressor of sporulation specific genes that contains deacetylase activity; potential Cdc28p substrate""",Verified ORF
5626,9,154780,0.042450026754285,0.129342766288456,0.742956606859563,YIL112W,HOS4,SGDID:S000001374,CDS,CDS,"""Subunit of the Set3 complex; complex is a meiotic-specific repressor of sporulation specific genes that contains deacetylase activity; potential Cdc28p substrate""",Verified ORF
5627,9,155581,0.0356831192472621,0.129143865342988,0.78247537379556,YIL112W,HOS4,SGDID:S000001374,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the Set3 complex; complex is a meiotic-specific repressor of sporulation specific genes that contains deacetylase activity; potential Cdc28p substrate""",Verified ORF
5628,9,158904,0.0404569697914243,0.129120187635299,0.754216532406939,YIL109C,SEC24,SGDID:S000001371,CDS,CDS,"""Component of the Sec23p-Sec24p heterodimer of the COPII vesicle coat; required for cargo selection during vesicle formation in ER to Golgi transport; homologous to Sfb3p; SEC24 has a paralog ; SFB2 ; that arose from the whole genome duplication""",Verified ORF
5629,9,161738,0.148382911759764,0.12789310003526,0.246747205394868,YIL108W,YIL108W,SGDID:S000001370,CDS,CDS,"""Putative metalloendopeptidase; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
5630,9,161933,0.133096721045238,0.127831412894846,0.298500194025049,YIL108W,YIL108W,SGDID:S000001370,CDS,CDS,"""Putative metalloendopeptidase; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
5633,9,163793,0.103200359879246,0.128324936567863,0.421816229225466,YIL107C,PFK26,SGDID:S000001369,CDS,CDS,"""6-phosphofructo-2-kinase; inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate; has negligible fructose-2,6-bisphosphatase activity; transcriptional regulation involves protein kinase A""",Verified ORF
5634,9,163812,0.0924101239850508,0.128452406870221,0.472363479370043,YIL107C,PFK26,SGDID:S000001369,CDS,CDS,"""6-phosphofructo-2-kinase; inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate; has negligible fructose-2,6-bisphosphatase activity; transcriptional regulation involves protein kinase A""",Verified ORF
5635,9,166532,0.0331189819487328,0.128221867779065,0.796330287536971,YIL107C,PFK26,SGDID:S000001369,Close to 3'-UTR,Close to 3'-UTR,"""6-phosphofructo-2-kinase; inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate; has negligible fructose-2,6-bisphosphatase activity; transcriptional regulation involves protein kinase A""",Verified ORF
5636,9,169345,-0.0103705334602735,0.12813248920779,0.935538703174348,YIL105C,SLM1,SGDID:S000001367,CDS,CDS,"""Phosphoinositide PI4,5P(2) binding protein ; forms a complex with Slm2p; acts downstream of Mss4p in a pathway regulating actin cytoskeleton organization in response to stress; TORC2 complex substrate and effector; protein abundance increases in response to DNA replication stress; SLM1 has a paralog ; SLM2 ; that arose from the whole genome duplication""",Verified ORF
5640,9,171609,0.0519216726278409,0.131164849580453,0.692454453509875,YIL103W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5641,9,174307,-0.035300177285801,0.128547115991628,0.783777397506993,SUT181,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5642,9,175368,-0.045525514490373,0.129802653649779,0.726001109040279,YIL101C,XBP1,SGDID:S000001363,CDS,CDS,"""Transcriptional repressor; binds promoter sequences of cyclin genes ; CYS3 ; and SMF2; not expressed during log phase of growth ; but induced by stress or starvation during mitosis ; and late in meiosis; represses 15% of all yeast genes as cells transition to quiescence; important for maintaining G1 arrest and for longevity of quiescent cells; member of Swi4p/Mbp1p family; phosphorylated by Cdc28p; relative distribution to nucleus increases upon DNA replication stress""",Verified ORF
5643,9,175543,-0.0576185457569874,0.128100010610778,0.653135452603708,YIL101C,XBP1,SGDID:S000001363,CDS,CDS,"""Transcriptional repressor; binds promoter sequences of cyclin genes ; CYS3 ; and SMF2; not expressed during log phase of growth ; but induced by stress or starvation during mitosis ; and late in meiosis; represses 15% of all yeast genes as cells transition to quiescence; important for maintaining G1 arrest and for longevity of quiescent cells; member of Swi4p/Mbp1p family; phosphorylated by Cdc28p; relative distribution to nucleus increases upon DNA replication stress""",Verified ORF
5644,9,176534,-0.0554503801347709,0.128318895915227,0.665911138336275,YIL101C,XBP1,SGDID:S000001363,CDS,CDS,"""Transcriptional repressor; binds promoter sequences of cyclin genes ; CYS3 ; and SMF2; not expressed during log phase of growth ; but induced by stress or starvation during mitosis ; and late in meiosis; represses 15% of all yeast genes as cells transition to quiescence; important for maintaining G1 arrest and for longevity of quiescent cells; member of Swi4p/Mbp1p family; phosphorylated by Cdc28p; relative distribution to nucleus increases upon DNA replication stress""",Verified ORF
5645,9,176600,-0.041614346074769,0.127806937314451,0.744917516258196,YIL101C,XBP1,SGDID:S000001363,CDS,CDS,"""Transcriptional repressor; binds promoter sequences of cyclin genes ; CYS3 ; and SMF2; not expressed during log phase of growth ; but induced by stress or starvation during mitosis ; and late in meiosis; represses 15% of all yeast genes as cells transition to quiescence; important for maintaining G1 arrest and for longevity of quiescent cells; member of Swi4p/Mbp1p family; phosphorylated by Cdc28p; relative distribution to nucleus increases upon DNA replication stress""",Verified ORF
5646,9,176841,-0.0327930920939201,0.128243414345837,0.79832389789918,YIL101C,XBP1,SGDID:S000001363,CDS,CDS,"""Transcriptional repressor; binds promoter sequences of cyclin genes ; CYS3 ; and SMF2; not expressed during log phase of growth ; but induced by stress or starvation during mitosis ; and late in meiosis; represses 15% of all yeast genes as cells transition to quiescence; important for maintaining G1 arrest and for longevity of quiescent cells; member of Swi4p/Mbp1p family; phosphorylated by Cdc28p; relative distribution to nucleus increases upon DNA replication stress""",Verified ORF
5648,9,177598,-0.0375222906264101,0.127919188918188,0.769443757235943,YIL100C-A,YIL100C-A,SGDID:S000028794,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
5649,9,177790,-0.0175724657561956,0.128337218848389,0.891168801913657,YIL099W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5650,9,178365,0.0192140704948158,0.128132633190767,0.880886120049388,YIL099W,SGA1,SGDID:S000001361,CDS,CDS,"""Intracellular sporulation-specific glucoamylase; involved in glycogen degradation; induced during starvation of a/a diploids late in sporulation ; but dispensable for sporulation""",Verified ORF
5652,9,180087,0.0519604051921009,0.12868267801723,0.686613781195927,YIL098C,FMC1,SGDID:S000001360,CDS,CDS,"""Mitochondrial matrix protein; required for assembly or stability at high temperature of the F1 sector of mitochondrial F1F0 ATP synthase; null mutant temperature sensitive growth on glycerol is suppressed by multicopy expression of Odc1p""",Verified ORF
5653,9,180128,0.0630780704651712,0.128582491419641,0.624038936887619,YIL098C,FMC1,SGDID:S000001360,CDS,CDS,"""Mitochondrial matrix protein; required for assembly or stability at high temperature of the F1 sector of mitochondrial F1F0 ATP synthase; null mutant temperature sensitive growth on glycerol is suppressed by multicopy expression of Odc1p""",Verified ORF
5656,9,183658,0.0262029797186007,0.13056847907133,0.841061394964243,YIL096C,BMT5,SGDID:S000001358,Close to 3'-UTR,Close to 3'-UTR,"""Methyltransferase required for m3U2634 methylation of the 25S rRNA; S-adenosylmethionine-dependent; associates with precursors of the 60S ribosomal subunit; predicted to be involved in ribosome biogenesis""",Verified ORF
5657,9,187970,0.0010895987633701,0.128186321531774,0.993222771009575,CUT188,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
5658,9,189329,0.0326460261918191,0.128570575741702,0.799708886596523,YIL092W,YIL092W,SGDID:S000001354,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to the nucleus""",Uncharacterized ORF
5659,9,189688,0.0495142142125745,0.12900051667264,0.70133584365149,YIL092W,YIL092W,SGDID:S000001354,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to the nucleus""",Uncharacterized ORF
5660,9,190020,0.0766488935909443,0.12804847138523,0.549828357316095,YIL092W,YIL092W,SGDID:S000001354,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to the nucleus""",Uncharacterized ORF
5661,9,193013,-0.0090835507108019,0.12821785947801,0.943561505496948,YIL091C,UTP25,SGDID:S000001353,CDS,CDS,"""Nucleolar protein; required for 35S pre-RNA processing and 40S ribosomal subunit biogenesis""",Verified ORF
5664,9,196154,-0.0764113779059901,0.127829824935779,0.550384291096186,YIL089W,YIL089W,SGDID:S000001351,CDS,CDS,"""Protein of unknown function found in the ER and vacuole lumen; overexpression of YIL089W affects endocytic protein trafficking""",Verified ORF
5666,9,197752,-0.0954042517775586,0.12837570342476,0.457876457693306,tE(CUC)I_NFR/NDR,,,Promoter,Promoter,,Promoter
5667,9,197820,-0.0904270196536163,0.129713908939458,0.486182400087112,tE(CUC)I_NFR/NDR,,,Promoter,Promoter,,Promoter
5668,9,198256,-0.0742811444365996,0.130615820857949,0.569921746421243,YIL088C,AVT7,SGDID:S000001350,CDS,CDS,"""Vacuolar amino acid transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters""",Verified ORF
5670,9,198339,-0.0947921344406195,0.128156017934691,0.459996721443735,YIL088C,AVT7,SGDID:S000001350,CDS,CDS,"""Vacuolar amino acid transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters""",Verified ORF
5671,9,198850,-0.0687262399155088,0.130451886569739,0.598641092560962,YIL088C,AVT7,SGDID:S000001350,CDS,CDS,"""Vacuolar amino acid transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters""",Verified ORF
5672,9,199162,-0.0877650091553113,0.127991829446347,0.49334739932995,YIL088C,AVT7,SGDID:S000001350,CDS,CDS,"""Vacuolar amino acid transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters""",Verified ORF
5673,9,199377,-0.102551056133641,0.127601067936584,0.422119809437231,YIL088C,AVT7,SGDID:S000001350,CDS,CDS,"""Vacuolar amino acid transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters""",Verified ORF
5674,9,200074,-0.111172272673202,0.127757552644592,0.384792502807399,YIL087C,AIM19,SGDID:S000001349,CDS,CDS,"""Protein of unknown function; mitochondrial protein that physically interacts with Tim23p; null mutant displays reduced respiratory growth""",Verified ORF
5675,9,200287,-0.118424858346418,0.12888166165015,0.35879357214344,YIL086C,YIL086C,SGDID:S000001348,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
