SNP,Chr,Pos,Effect,SE,HNM1_ERG11_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7590,12,111438,-0.0813003540267219,0.0625636728781006,0.194626645457182,YLL018C,DPS1,SGDID:S000003941,CDS,CDS,"""Aspartyl-tRNA synthetase ; primarily cytoplasmic; homodimeric enzyme that catalyzes the specific aspartylation of tRNA(Asp); class II aminoacyl tRNA synthetase; binding to its own mRNA may confer autoregulation; shares five highly conserved amino acids with human that when mutated cause leukoencephalopathy characterized by hypomyelination with brain stem and spinal cord involvement and leg spasticity (HBSL)""",Verified ORF
7591,12,112028,-0.098537898112792,0.0617953538121029,0.111700141925837,YLL018C,DPS1,SGDID:S000003941,Close to 3'-UTR,Close to 3'-UTR,"""Aspartyl-tRNA synthetase ; primarily cytoplasmic; homodimeric enzyme that catalyzes the specific aspartylation of tRNA(Asp); class II aminoacyl tRNA synthetase; binding to its own mRNA may confer autoregulation; shares five highly conserved amino acids with human that when mutated cause leukoencephalopathy characterized by hypomyelination with brain stem and spinal cord involvement and leg spasticity (HBSL)""",Verified ORF
7592,12,112101,-0.104839089224843,0.0625479665549611,0.0945963498537165,YLL018C,DPS1,SGDID:S000003941,Close to 3'-UTR,Close to 3'-UTR,"""Aspartyl-tRNA synthetase ; primarily cytoplasmic; homodimeric enzyme that catalyzes the specific aspartylation of tRNA(Asp); class II aminoacyl tRNA synthetase; binding to its own mRNA may confer autoregulation; shares five highly conserved amino acids with human that when mutated cause leukoencephalopathy characterized by hypomyelination with brain stem and spinal cord involvement and leg spasticity (HBSL)""",Verified ORF
7593,12,112139,-0.0914792464729204,0.0611728796476153,0.135697880500408,YLL018C,DPS1,SGDID:S000003941,Close to 3'-UTR,Close to 3'-UTR,"""Aspartyl-tRNA synthetase ; primarily cytoplasmic; homodimeric enzyme that catalyzes the specific aspartylation of tRNA(Asp); class II aminoacyl tRNA synthetase; binding to its own mRNA may confer autoregulation; shares five highly conserved amino acids with human that when mutated cause leukoencephalopathy characterized by hypomyelination with brain stem and spinal cord involvement and leg spasticity (HBSL)""",Verified ORF
7594,12,119050,-0.0888920657842567,0.061241131076045,0.147526242160707,YLL015W,BPT1,SGDID:S000003938,CDS,CDS,"""ABC type transmembrane transporter of MRP/CFTR family; found in vacuolar membrane ; involved in the transport of unconjugated bilirubin and in heavy metal detoxification via glutathione conjugates ; along with Ycf1p""",Verified ORF
7596,12,122696,-0.0673405698853791,0.0620883368006232,0.278842176511958,YLL013C,PUF3,SGDID:S000003936,CDS,CDS,"""Protein of the mitochondrial outer surface; links the Arp2/3 complex with the mitochondria during anterograde mitochondrial movement; also binds to and promotes degradation of mRNAs for select nuclear-encoded mitochondrial proteins; translationally represses oxidative stress-linked genes; regulates CoQ biosynthesis""",Verified ORF
7601,12,124218,-0.0458607963085313,0.0627982966985264,0.46569898621457,YLL013C,PUF3,SGDID:S000003936,CDS,CDS,"""Protein of the mitochondrial outer surface; links the Arp2/3 complex with the mitochondria during anterograde mitochondrial movement; also binds to and promotes degradation of mRNAs for select nuclear-encoded mitochondrial proteins; translationally represses oxidative stress-linked genes; regulates CoQ biosynthesis""",Verified ORF
7602,12,124295,-0.0429827855343254,0.062565864279233,0.492533428137646,YLL013C,PUF3,SGDID:S000003936,CDS,CDS,"""Protein of the mitochondrial outer surface; links the Arp2/3 complex with the mitochondria during anterograde mitochondrial movement; also binds to and promotes degradation of mRNAs for select nuclear-encoded mitochondrial proteins; translationally represses oxidative stress-linked genes; regulates CoQ biosynthesis""",Verified ORF
7604,12,126769,-0.0463091346442166,0.0623632931931843,0.458235665939324,YLL012W,YEH1,SGDID:S000003935,CDS,CDS,"""Steryl ester hydrolase; one of three gene products (Yeh1p ; Yeh2p ; Tgl1p) responsible for steryl ester hydrolase activity and involved in sterol homeostasis; localized to lipid particle membranes; YEH1 has a paralog ; YEH2 ; that arose from the whole genome duplication""",Verified ORF
7607,12,128383,-0.0452112578546968,0.0625257274274542,0.470108037763957,YLL011W,SOF1,SGDID:S000003934,CDS,CDS,"""Protein required for biogenesis of 40S (small) ribosomal subunit; has similarity to the beta subunit of trimeric G-proteins and the splicing factor Prp4p; essential gene""",Verified ORF
7612,12,130108,-0.0537605576012576,0.0615867061732397,0.3832975117692,YLL010C,PSR1,SGDID:S000003933,CDS,CDS,"""Plasma membrane-associated protein phosphatase; involved in the general stress response and the inactivating dephosphorylation of Mep2p; required along with binding partner Whi2p for full activation of STRE-mediated gene expression ; possibly through Msn2p dephosphorylation ; and for inhibition of TORC1 in response to limiting amino acids; regulates the sodium ion stress response with Psr2p; member of the HAD family of protein phosphatases""",Verified ORF
7613,12,130128,0.0281352467601099,0.0605023590788178,0.642198653050586,YLL010C,PSR1,SGDID:S000003933,CDS,CDS,"""Plasma membrane-associated protein phosphatase; involved in the general stress response and the inactivating dephosphorylation of Mep2p; required along with binding partner Whi2p for full activation of STRE-mediated gene expression ; possibly through Msn2p dephosphorylation ; and for inhibition of TORC1 in response to limiting amino acids; regulates the sodium ion stress response with Psr2p; member of the HAD family of protein phosphatases""",Verified ORF
7614,12,130181,0.020416391007932,0.059940582370242,0.733599448106945,YLL010C,PSR1,SGDID:S000003933,CDS,CDS,"""Plasma membrane-associated protein phosphatase; involved in the general stress response and the inactivating dephosphorylation of Mep2p; required along with binding partner Whi2p for full activation of STRE-mediated gene expression ; possibly through Msn2p dephosphorylation ; and for inhibition of TORC1 in response to limiting amino acids; regulates the sodium ion stress response with Psr2p; member of the HAD family of protein phosphatases""",Verified ORF
7615,12,130212,0.0252708553959171,0.0600135812878003,0.673948833201772,YLL010C,PSR1,SGDID:S000003933,CDS,CDS,"""Plasma membrane-associated protein phosphatase; involved in the general stress response and the inactivating dephosphorylation of Mep2p; required along with binding partner Whi2p for full activation of STRE-mediated gene expression ; possibly through Msn2p dephosphorylation ; and for inhibition of TORC1 in response to limiting amino acids; regulates the sodium ion stress response with Psr2p; member of the HAD family of protein phosphatases""",Verified ORF
7616,12,130435,0.0213517763342692,0.0596275860964281,0.720493329691032,YLL010C,PSR1,SGDID:S000003933,CDS,CDS,"""Plasma membrane-associated protein phosphatase; involved in the general stress response and the inactivating dephosphorylation of Mep2p; required along with binding partner Whi2p for full activation of STRE-mediated gene expression ; possibly through Msn2p dephosphorylation ; and for inhibition of TORC1 in response to limiting amino acids; regulates the sodium ion stress response with Psr2p; member of the HAD family of protein phosphatases""",Verified ORF
7620,12,130739,0.0821734960728999,0.0600402815062543,0.171982366214228,YLL010C,PSR1,SGDID:S000003933,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane-associated protein phosphatase; involved in the general stress response and the inactivating dephosphorylation of Mep2p; required along with binding partner Whi2p for full activation of STRE-mediated gene expression ; possibly through Msn2p dephosphorylation ; and for inhibition of TORC1 in response to limiting amino acids; regulates the sodium ion stress response with Psr2p; member of the HAD family of protein phosphatases""",Verified ORF
7621,12,130771,0.101487991930346,0.05941939073445,0.0885165167648305,YLL010C,PSR1,SGDID:S000003933,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane-associated protein phosphatase; involved in the general stress response and the inactivating dephosphorylation of Mep2p; required along with binding partner Whi2p for full activation of STRE-mediated gene expression ; possibly through Msn2p dephosphorylation ; and for inhibition of TORC1 in response to limiting amino acids; regulates the sodium ion stress response with Psr2p; member of the HAD family of protein phosphatases""",Verified ORF
7622,12,130928,0.0822717708317278,0.0573024689070727,0.151960245355596,YLL010C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7623,12,131003,0.0600696084651509,0.0569161881410063,0.291962096018841,YLL010C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7624,12,131008,0.0671964977337518,0.057334861752045,0.241987159934717,YLL010C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7625,12,131340,0.0053933989943859,0.0572482807317079,0.924995259083756,YLL009C,COX17,SGDID:S000003932,CDS,CDS,"""Copper metallochaperone that transfers copper to Sco1p and Cox11p; eventual delivery to cytochrome c oxidase; contains twin cysteine-x9-cysteine motifs; interacts with the MICOS complex ; and interaction is promoted by copper ions; human homolog COX17 partially complements yeast null mutant""",Verified ORF
7627,12,132130,0.0055108372035673,0.057240590472581,0.923356808217779,YLL008W,DRS1,SGDID:S000003931,CDS,CDS,"""Nucleolar DEAD-box protein required for ribosome assembly and function; including synthesis of 60S ribosomal subunits; constituent of 66S pre-ribosomal particles""",Verified ORF
7628,12,132144,0.0187012876582812,0.0569589710543056,0.742857514890433,YLL008W,DRS1,SGDID:S000003931,CDS,CDS,"""Nucleolar DEAD-box protein required for ribosome assembly and function; including synthesis of 60S ribosomal subunits; constituent of 66S pre-ribosomal particles""",Verified ORF
7629,12,132151,0.0181563028977673,0.0574193164820082,0.752033432563784,YLL008W,DRS1,SGDID:S000003931,CDS,CDS,"""Nucleolar DEAD-box protein required for ribosome assembly and function; including synthesis of 60S ribosomal subunits; constituent of 66S pre-ribosomal particles""",Verified ORF
7632,12,132610,0.000910475602971,0.0573960424037739,0.987352619407893,YLL008W,DRS1,SGDID:S000003931,CDS,CDS,"""Nucleolar DEAD-box protein required for ribosome assembly and function; including synthesis of 60S ribosomal subunits; constituent of 66S pre-ribosomal particles""",Verified ORF
7633,12,134496,0.02013702837752,0.0572557334226083,0.72527065746064,YLL007C,LMO1,SGDID:S000003930,CDS,CDS,"""Homolog of mammalian ELMO (Engulfment and celL MOtility); upstream component for regulation through the small GTPase Rho5p; may form a complex with Dck1p that acts as a GEF for Rho5p; cytoplasmic protein that relocates to mitochondria under oxidative stress; implicated in mitophagy; not an essential protein""",Verified ORF
7634,12,135855,0.017882861775858,0.0571322285920153,0.754459202758358,YLL007C,LMO1,SGDID:S000003930,CDS,CDS,"""Homolog of mammalian ELMO (Engulfment and celL MOtility); upstream component for regulation through the small GTPase Rho5p; may form a complex with Dck1p that acts as a GEF for Rho5p; cytoplasmic protein that relocates to mitochondria under oxidative stress; implicated in mitophagy; not an essential protein""",Verified ORF
7635,12,135989,0.0242168434836159,0.0571256171662573,0.671880424122842,YLL007C,LMO1,SGDID:S000003930,CDS,CDS,"""Homolog of mammalian ELMO (Engulfment and celL MOtility); upstream component for regulation through the small GTPase Rho5p; may form a complex with Dck1p that acts as a GEF for Rho5p; cytoplasmic protein that relocates to mitochondria under oxidative stress; implicated in mitophagy; not an essential protein""",Verified ORF
7636,12,136208,0.0083269688309406,0.0565820866435877,0.883084879807693,YLL007C,LMO1,SGDID:S000003930,CDS,CDS,"""Homolog of mammalian ELMO (Engulfment and celL MOtility); upstream component for regulation through the small GTPase Rho5p; may form a complex with Dck1p that acts as a GEF for Rho5p; cytoplasmic protein that relocates to mitochondria under oxidative stress; implicated in mitophagy; not an essential protein""",Verified ORF
7637,12,136289,-0.0132055346539596,0.0567830338725488,0.816236878536206,YLL007C,LMO1,SGDID:S000003930,CDS,CDS,"""Homolog of mammalian ELMO (Engulfment and celL MOtility); upstream component for regulation through the small GTPase Rho5p; may form a complex with Dck1p that acts as a GEF for Rho5p; cytoplasmic protein that relocates to mitochondria under oxidative stress; implicated in mitophagy; not an essential protein""",Verified ORF
7638,12,136315,-0.0609670687108954,0.0578358328688072,0.292539771012144,YLL006W-A_NFR/NDR,,,Promoter,Promoter,,Promoter
7639,12,136527,-0.0654244105160379,0.057270044581352,0.25406848671009,YLL006W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7640,12,138153,-0.0721880134360321,0.0568762876789184,0.205201976349613,YLL005C,SPO75,SGDID:S000003928,CDS,CDS,"""Meiosis-specific protein of unknown function; required for spore wall formation during sporulation; dispensable for both nuclear divisions during meiosis""",Verified ORF
7641,12,138154,-0.0235566483841592,0.0568789935748929,0.679013044760788,YLL005C,SPO75,SGDID:S000003928,CDS,CDS,"""Meiosis-specific protein of unknown function; required for spore wall formation during sporulation; dispensable for both nuclear divisions during meiosis""",Verified ORF
7643,12,140997,-0.0038870973623658,0.0567198398888187,0.945401324581181,YLL004W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7644,12,144481,-0.0076495184382554,0.0566620356361195,0.892686814657073,YLL003W,SFI1,SGDID:S000003926,CDS,CDS,"""Centrin (Cdc31p)-binding protein required for SPB duplication; localizes to the half-bridge of the spindle pole body (SPB); required for progression through G(2)-M transition; phosphorylated by Cdc28p-Clb2p and by Cdc5p; dephosphorylated by Cdc14p; has similarity to Xenopus laevis XCAP-C""",Verified ORF
