SNP,Chr,Pos,Effect,SE,SNA4_VAC8_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7639,12,136527,-0.0874039976178654,0.0625400186601631,0.163120194518686,YLL006W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7640,12,138153,-0.103601531177975,0.0620640254099711,0.0959507064916124,YLL005C,SPO75,SGDID:S000003928,CDS,CDS,"""Meiosis-specific protein of unknown function; required for spore wall formation during sporulation; dispensable for both nuclear divisions during meiosis""",Verified ORF
7641,12,138154,-0.040833230004385,0.0621468835235411,0.511580837626588,YLL005C,SPO75,SGDID:S000003928,CDS,CDS,"""Meiosis-specific protein of unknown function; required for spore wall formation during sporulation; dispensable for both nuclear divisions during meiosis""",Verified ORF
7643,12,140997,-0.0254095978333712,0.0619814729354367,0.682087835477829,YLL004W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7644,12,144481,-0.0237097153764039,0.0619213734439662,0.702024115179598,YLL003W,SFI1,SGDID:S000003926,CDS,CDS,"""Centrin (Cdc31p)-binding protein required for SPB duplication; localizes to the half-bridge of the spindle pole body (SPB); required for progression through G(2)-M transition; phosphorylated by Cdc28p-Clb2p and by Cdc5p; dephosphorylated by Cdc14p; has similarity to Xenopus laevis XCAP-C""",Verified ORF
7645,12,148120,-0.0180848960787959,0.061816926254638,0.770033636583963,YLL001W,DNM1,SGDID:S000003924,CDS,CDS,"""Dynamin-related GTPase involved in mitochondrial organization; required for mitochondrial fission and inheritance; self assembles on the cytoplasmic face of mitochondrial tubules at sites where division will occur; participates in endocytosis and regulates peroxisome fission along with Vps1p; mutants in the human ortholog DNM1L ; which mediates mitochondrial fission ; peroxisomal division ; autophagy ; and mitophagy ; are associated with slowly progressive infantile encephalopathy""",Verified ORF
7646,12,148231,-0.0156369109225706,0.0623557105593477,0.802138214742705,YLL001W,DNM1,SGDID:S000003924,CDS,CDS,"""Dynamin-related GTPase involved in mitochondrial organization; required for mitochondrial fission and inheritance; self assembles on the cytoplasmic face of mitochondrial tubules at sites where division will occur; participates in endocytosis and regulates peroxisome fission along with Vps1p; mutants in the human ortholog DNM1L ; which mediates mitochondrial fission ; peroxisomal division ; autophagy ; and mitophagy ; are associated with slowly progressive infantile encephalopathy""",Verified ORF
7648,12,150435,-0.0030387027781991,0.0621159578669776,0.961010843514048,YLL001W,DNM1,SGDID:S000003924,Close to 3'-UTR,Close to 3'-UTR,"""Dynamin-related GTPase involved in mitochondrial organization; required for mitochondrial fission and inheritance; self assembles on the cytoplasmic face of mitochondrial tubules at sites where division will occur; participates in endocytosis and regulates peroxisome fission along with Vps1p; mutants in the human ortholog DNM1L ; which mediates mitochondrial fission ; peroxisomal division ; autophagy ; and mitophagy ; are associated with slowly progressive infantile encephalopathy""",Verified ORF
7651,12,152081,-0.0077934247251394,0.0617706054052988,0.899671398037542,SUT246,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7652,12,152571,-0.0282890452864164,0.0617033502629168,0.646897980978984,SUT246,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7653,12,152803,-0.040538953352719,0.0616568758243642,0.511292567606755,SUT246,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7655,12,153748,-0.0502488719935075,0.0613470095693381,0.413286310992547,YLR001C,YLR001C,SGDID:S000003991,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; predicted to be palmitoylated""",Uncharacterized ORF
7656,12,158615,-0.0060766659638865,0.0622380290647347,0.922276829617174,YLR004C,THI73,SGDID:S000003994,CDS,CDS,"""Putative plasma membrane permease; proposed to be involved in carboxylic acid uptake and repressed by thiamine; substrate of Dbf2p/Mob1p kinase; transcription is altered if mitochondrial dysfunction occurs""",Verified ORF
7657,12,163451,-0.0311263669689148,0.061685920838543,0.614158612022385,YLR006C,SSK1,SGDID:S000003996,CDS,CDS,"""Cytoplasmic phosphorelay intermediate osmosensor and regulator; part of a two-component signal transducer that mediates osmosensing via a phosphorelay mechanism; required for mitophagy; dephosphorylated form is degraded by the ubiquitin-proteasome system; potential Cdc28p substrate""",Verified ORF
7658,12,165469,-0.0107498496104445,0.0621473461211013,0.862771322856509,YLR007W,NSE1,SGDID:S000003997,Close to 3'-UTR,Close to 3'-UTR,"""Component of the SMC5-SMC6 complex; this complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair""",Verified ORF
7659,12,168043,0.0091344459627153,0.0611482986324642,0.881337639948975,YLRCsigma1,YLRCsigma1,SGDID:S000007079,Other features,LTR,"""Ty3 LTR""",reverse complement
7660,12,168087,0.0058177947015677,0.0614728553811369,0.924654426933877,YLRCsigma1,YLRCsigma1,SGDID:S000007079,Other features,LTR,"""Ty3 LTR""",reverse complement
7661,12,170546,0.0128288145668022,0.0619619512756259,0.836095324549611,YLR012C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7662,12,173892,0.0886296699448016,0.0626203550770319,0.157847735740826,YLR014C,PPR1,SGDID:S000004004,CDS,CDS,"""Zinc finger transcription factor; contains a Zn(2)-Cys(6) binuclear cluster domain ; positively regulates transcription of URA1 ; URA3 ; URA4 ; and URA10 ; which are involved in de novo pyrimidine biosynthesis ; in response to pyrimidine starvation; activity may be modulated by interaction with Tup1p""",Verified ORF
7664,12,180329,0.091363087199843,0.0611095102115843,0.135789189044817,YLR019W,PSR2,SGDID:S000004009,CDS,CDS,"""Putative plasma membrane phosphatase; involved in the general stress response and inactivating dephosphorylation of Mep2p; required along with Psr1p and binding partner Whi2p for full activation of STRE-mediated gene expression ; possibly through Msn2p dephosphorylation ; and for inhibition of TORC1 in response to limiting amino acids; regulates the sodium ion stress response with Psr1p; member of the HAD family of protein phosphatases""",Verified ORF
7665,12,180414,0.0895296920672067,0.0612305249963959,0.14458316482052,YLR019W,PSR2,SGDID:S000004009,CDS,CDS,"""Putative plasma membrane phosphatase; involved in the general stress response and inactivating dephosphorylation of Mep2p; required along with Psr1p and binding partner Whi2p for full activation of STRE-mediated gene expression ; possibly through Msn2p dephosphorylation ; and for inhibition of TORC1 in response to limiting amino acids; regulates the sodium ion stress response with Psr1p; member of the HAD family of protein phosphatases""",Verified ORF
7666,12,182813,0.0863704587521215,0.0610817764552036,0.158239252025131,YLR020C,YEH2,SGDID:S000004010,CDS,CDS,"""Steryl ester hydrolase; catalyzes steryl ester hydrolysis at the plasma membrane; involved in sterol metabolism; YEH2 has a paralog ; YEH1 ; that arose from the whole genome duplication""",Verified ORF
7669,12,186678,0.0567948433659298,0.0613095506199556,0.354890732651987,YLR023C,IZH3,SGDID:S000004013,CDS,CDS,"""Membrane protein involved in zinc ion homeostasis; member of the four-protein IZH family ; expression induced by zinc deficiency; deletion reduces sensitivity to elevated zinc and shortens lag phase ; overexpression reduces Zap1p activity""",Verified ORF
7670,12,186857,0.0672720850385879,0.0618881570004783,0.277780908660434,YLR023C,IZH3,SGDID:S000004013,CDS,CDS,"""Membrane protein involved in zinc ion homeostasis; member of the four-protein IZH family ; expression induced by zinc deficiency; deletion reduces sensitivity to elevated zinc and shortens lag phase ; overexpression reduces Zap1p activity""",Verified ORF
7671,12,186931,0.070665098180717,0.0606774767293549,0.2449666591908,YLR023C,IZH3,SGDID:S000004013,CDS,CDS,"""Membrane protein involved in zinc ion homeostasis; member of the four-protein IZH family ; expression induced by zinc deficiency; deletion reduces sensitivity to elevated zinc and shortens lag phase ; overexpression reduces Zap1p activity""",Verified ORF
7672,12,187474,0.0683081123680336,0.0608574745564961,0.262443509604171,YLR023C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7673,12,188708,0.053114076687179,0.0612394338066701,0.386356864787575,YLR024C,UBR2,SGDID:S000004014,CDS,CDS,"""Cytoplasmic ubiquitin-protein ligase (E3); component of the Mub1p-Ubr2p-Rad6p ubiquitin ligase complex required for the ubiquitination and degradation of Rpn4p; mediates formation of the ternary complex""",Verified ORF
7674,12,189520,0.0473522301061819,0.0608398852184375,0.436908241702054,YLR024C,UBR2,SGDID:S000004014,CDS,CDS,"""Cytoplasmic ubiquitin-protein ligase (E3); component of the Mub1p-Ubr2p-Rad6p ubiquitin ligase complex required for the ubiquitination and degradation of Rpn4p; mediates formation of the ternary complex""",Verified ORF
7675,12,190554,0.0720714270461697,0.0610107217872636,0.238282317030742,YLR024C,UBR2,SGDID:S000004014,CDS,CDS,"""Cytoplasmic ubiquitin-protein ligase (E3); component of the Mub1p-Ubr2p-Rad6p ubiquitin ligase complex required for the ubiquitination and degradation of Rpn4p; mediates formation of the ternary complex""",Verified ORF
7676,12,191192,0.0802335315653104,0.0607382705783849,0.187366488689386,YLR024C,UBR2,SGDID:S000004014,CDS,CDS,"""Cytoplasmic ubiquitin-protein ligase (E3); component of the Mub1p-Ubr2p-Rad6p ubiquitin ligase complex required for the ubiquitination and degradation of Rpn4p; mediates formation of the ternary complex""",Verified ORF
7678,12,193660,0.0775648188880283,0.0607625923292801,0.202610010392284,XUT_12F-70,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
7679,12,194466,0.0663783629711215,0.0609733790528666,0.27705314684959,YLR025W,SNF7,SGDID:S000004015,CDS,CDS,"""One of four subunits of the ESCRT-III complex; involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway; recruited from the cytoplasm to endosomal membranes; ESCRT-III stands for endosomal sorting complex required for transport III""",Verified ORF
7680,12,196147,0.0945897232735821,0.0606140262577252,0.119531828974894,YLR026C,SED5,SGDID:S000004016,CDS,CDS,"""cis-Golgi t-SNARE syntaxin; required for vesicular transport between the ER and the Golgi complex; binds at least 9 SNARE proteins; plays a role in autophagy by regulating formation of autophagic vesicles in Golgi""",Verified ORF
7681,12,196515,0.0842136852210429,0.0612513910955479,0.170038802210771,YLR026C,SED5,SGDID:S000004016,Close to 3'-UTR,Close to 3'-UTR,"""cis-Golgi t-SNARE syntaxin; required for vesicular transport between the ER and the Golgi complex; binds at least 9 SNARE proteins; plays a role in autophagy by regulating formation of autophagic vesicles in Golgi""",Verified ORF
7685,12,196991,0.0541806461231824,0.0616618569670504,0.380175971710193,CUT252,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
7687,12,203413,0.0679055715147394,0.060751404651437,0.264429072116273,YLR030W,YLR030W,SGDID:S000004020,CDS,CDS,"""Putative protein of unknown function; S288C contains an in-frame stop codon between ORFs YLR030W and YLR031W""",Uncharacterized ORF
7688,12,203926,0.0734554706434647,0.0618285104334766,0.23561173840503,YLR030W,YLR030W,SGDID:S000004020,CDS,CDS,"""Putative protein of unknown function; S288C contains an in-frame stop codon between ORFs YLR030W and YLR031W""",Uncharacterized ORF
7689,12,205111,0.0652813877676489,0.0611367289663654,0.286343459927617,YLR032W,RAD5,SGDID:S000004022,CDS,CDS,"""DNA helicase/Ubiquitin ligase; involved in error-free DNA damage tolerance (DDT) ; replication fork regression during postreplication repair by template switching ; and error-prone translesion synthesis; required for UV and MMS-associated unequal sister chromatid exchange (SCE) but not for double-strand break associated unequal SCE; promotes synthesis of free and PCNA-bound polyubiquitin chains by Ubc13p-Mms2p; human homolog HLTF can complement yeast null mutant""",Verified ORF
7690,12,206648,0.0668161053056073,0.0610550524733179,0.274544014837007,YLR032W,RAD5,SGDID:S000004022,CDS,CDS,"""DNA helicase/Ubiquitin ligase; involved in error-free DNA damage tolerance (DDT) ; replication fork regression during postreplication repair by template switching ; and error-prone translesion synthesis; required for UV and MMS-associated unequal sister chromatid exchange (SCE) but not for double-strand break associated unequal SCE; promotes synthesis of free and PCNA-bound polyubiquitin chains by Ubc13p-Mms2p; human homolog HLTF can complement yeast null mutant""",Verified ORF
7691,12,207339,0.0649119384911065,0.0611830828863158,0.289439843622366,YLR032W,RAD5,SGDID:S000004022,CDS,CDS,"""DNA helicase/Ubiquitin ligase; involved in error-free DNA damage tolerance (DDT) ; replication fork regression during postreplication repair by template switching ; and error-prone translesion synthesis; required for UV and MMS-associated unequal sister chromatid exchange (SCE) but not for double-strand break associated unequal SCE; promotes synthesis of free and PCNA-bound polyubiquitin chains by Ubc13p-Mms2p; human homolog HLTF can complement yeast null mutant""",Verified ORF
7692,12,207362,0.0570396394253061,0.0612585202163027,0.352422733862926,YLR032W,RAD5,SGDID:S000004022,CDS,CDS,"""DNA helicase/Ubiquitin ligase; involved in error-free DNA damage tolerance (DDT) ; replication fork regression during postreplication repair by template switching ; and error-prone translesion synthesis; required for UV and MMS-associated unequal sister chromatid exchange (SCE) but not for double-strand break associated unequal SCE; promotes synthesis of free and PCNA-bound polyubiquitin chains by Ubc13p-Mms2p; human homolog HLTF can complement yeast null mutant""",Verified ORF
