SNP,Chr,Pos,Effect,SE,HNM1_MID2_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
5819,9,303507,-0.0551153084258744,0.0647895674004362,0.395522761775475,YIL027C,EMC5,SGDID:S000001289,Close to 3'-UTR,Close to 3'-UTR,"""Member of conserved ER transmembrane complex; required for efficient folding of proteins in the ER; null mutant displays induction of the unfolded protein response ; and also shows K1 killer toxin resistance; homologous to worm B0334.15/EMC-5 ; fly CG15168 ; human MMGT""",Verified ORF
5820,9,303589,-0.0538337338580729,0.0647926198414908,0.406613132405733,YIL027C,EMC5,SGDID:S000001289,Close to 3'-UTR,Close to 3'-UTR,"""Member of conserved ER transmembrane complex; required for efficient folding of proteins in the ER; null mutant displays induction of the unfolded protein response ; and also shows K1 killer toxin resistance; homologous to worm B0334.15/EMC-5 ; fly CG15168 ; human MMGT""",Verified ORF
5821,9,303690,-0.0889549358236538,0.0658183384878952,0.177393704366926,YIL027C,EMC5,SGDID:S000001289,CDS,CDS,"""Member of conserved ER transmembrane complex; required for efficient folding of proteins in the ER; null mutant displays induction of the unfolded protein response ; and also shows K1 killer toxin resistance; homologous to worm B0334.15/EMC-5 ; fly CG15168 ; human MMGT""",Verified ORF
5822,9,304133,-0.0335753944576909,0.0649304946905383,0.605411960968308,YIL027C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5823,9,310366,-0.0093018984383627,0.0647512631310316,0.885854198970591,YIL023C,YKE4,SGDID:S000001285,CDS,CDS,"""Zinc transporter; localizes to the ER; null mutant is sensitive to calcofluor white ; leads to zinc accumulation in cytosol; ortholog of the mouse KE4 and member of the ZIP (ZRT ; IRT-like Protein) family""",Verified ORF
5824,9,310436,0.0054856521602454,0.0648805443713091,0.932667054494011,YIL023C,YKE4,SGDID:S000001285,Close to 3'-UTR,Close to 3'-UTR,"""Zinc transporter; localizes to the ER; null mutant is sensitive to calcofluor white ; leads to zinc accumulation in cytosol; ortholog of the mouse KE4 and member of the ZIP (ZRT ; IRT-like Protein) family""",Verified ORF
5826,9,314400,-0.0607756861262745,0.0646026042964017,0.347470071740979,YIL020C,HIS6,SGDID:S000001282,CDS,CDS,"""Enzyme that catalyzes the fourth step in the histidine pathway; Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase; mutations cause histidine auxotrophy and sensitivity to Cu ; Co ; and Ni salts""",Verified ORF
5827,9,314913,-0.0594718130649725,0.0644383525558146,0.356676305288113,YIL019W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5828,9,315623,-0.0940769928120586,0.0645592674091757,0.145944905872241,YIL019W,FAF1,SGDID:S000001281,CDS,CDS,"""Protein required for pre-rRNA processing; also required for 40S ribosomal subunit assembly""",Verified ORF
5829,9,317005,-0.0650521002002954,0.0647345860868512,0.315630997459892,YIL019W,FAF1,SGDID:S000001281,Close to 3'-UTR,Close to 3'-UTR,"""Protein required for pre-rRNA processing; also required for 40S ribosomal subunit assembly""",Verified ORF
5831,9,322200,-0.0477041549846518,0.0648062243534933,0.462155947685441,YIL015W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5832,9,323432,-0.0784220375235218,0.0646411068450607,0.225867817680626,YIL015W,BAR1,SGDID:S000001277,CDS,CDS,"""Aspartyl protease secreted to periplasmic space of mating type a cell; helps cells monitor availability of mating partners; cleaves and inactivates alpha factor allowing cells to recover from alpha-factor-induced cell cycle arrest""",Verified ORF
5836,9,328426,-0.0952505872658011,0.064497380402418,0.140617233784415,YIL013C,PDR11,SGDID:S000001275,CDS,CDS,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in multiple drug resistance; mediates sterol uptake when sterol biosynthesis is compromised; regulated by Pdr1p; required for anaerobic growth; PDR11 has a paralog ; AUS1 ; that arose from the whole genome duplication""",Verified ORF
5837,9,330193,-0.0970489312515541,0.0647758673604923,0.13496805148771,YIL013C,PDR11,SGDID:S000001275,CDS,CDS,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in multiple drug resistance; mediates sterol uptake when sterol biosynthesis is compromised; regulated by Pdr1p; required for anaerobic growth; PDR11 has a paralog ; AUS1 ; that arose from the whole genome duplication""",Verified ORF
5838,9,330993,-0.0990048637636809,0.0651450375484244,0.129466293014774,YIL013C,PDR11,SGDID:S000001275,CDS,CDS,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in multiple drug resistance; mediates sterol uptake when sterol biosynthesis is compromised; regulated by Pdr1p; required for anaerobic growth; PDR11 has a paralog ; AUS1 ; that arose from the whole genome duplication""",Verified ORF
5839,9,334143,-0.0297908678056553,0.0649124426260429,0.646560246273596,YIL011W,TIR3,SGDID:S000001273,CDS,CDS,"""Cell wall mannoprotein; member of Srp1p/Tip1p family of serine-alanine-rich proteins; expressed under anaerobic conditions and required for anaerobic growth; TIR3 has a paralog ; TIR2 ; that arose from the whole genome duplication""",Verified ORF
5840,9,334329,-0.205038638161859,0.0956085094441379,0.0326699097279573,YIL011W,TIR3,SGDID:S000001273,CDS,CDS,"""Cell wall mannoprotein; member of Srp1p/Tip1p family of serine-alanine-rich proteins; expressed under anaerobic conditions and required for anaerobic growth; TIR3 has a paralog ; TIR2 ; that arose from the whole genome duplication""",Verified ORF
5841,9,334958,-0.0260569103271291,0.0646579369700247,0.68719489739722,YIL010W,DOT5,SGDID:S000001272,CDS,CDS,"""Nuclear thiol peroxidase; functions as an alkyl-hydroperoxide reductase during post-diauxic growth""",Verified ORF
5842,9,336040,-0.0143431853997353,0.0646468581820927,0.824543540912853,YIL010W,DOT5,SGDID:S000001272,Close to 3'-UTR,Close to 3'-UTR,"""Nuclear thiol peroxidase; functions as an alkyl-hydroperoxide reductase during post-diauxic growth""",Verified ORF
5843,9,338275,-0.0481284475296005,0.064697336915502,0.457430921499246,SUT190,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5844,9,338651,-0.0542678800274,0.0647611904026651,0.402615040976079,SUT190,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5845,9,338765,-0.0548897671676846,0.0647782522664519,0.397374921527053,SUT190,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5846,9,338787,-0.0636539539485341,0.0647472832147061,0.326224712280042,SUT190,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5847,9,340588,-0.0155620522084639,0.0645452474156861,0.80961527376902,YIL009W,FAA3,SGDID:S000001271,CDS,CDS,"""Long chain fatty acyl-CoA synthetase; activates imported fatty acids with a preference for C16:0-C18:0 chain lengths; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery""",Verified ORF
5848,9,341341,-0.0071359722758792,0.0649834910963283,0.912620811458953,YIL009W,FAA3,SGDID:S000001271,CDS,CDS,"""Long chain fatty acyl-CoA synthetase; activates imported fatty acids with a preference for C16:0-C18:0 chain lengths; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery""",Verified ORF
5849,9,342354,-0.0071489012773606,0.0661589076458635,0.914012250047367,YIL008W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5850,9,342479,-0.0190615346597068,0.065020781179939,0.76957162051409,YIL008W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5851,9,347652,-0.0620386775380992,0.0646730187235745,0.338080931257495,YIL005W,EPS1,SGDID:S000001267,CDS,CDS,"""ER protein with chaperone and co-chaperone activity; involved in retention of resident ER proteins; has a role in recognizing proteins targeted for ER-associated degradation (ERAD) ; member of the protein disulfide isomerase family""",Verified ORF
5852,9,349076,-0.108055912997031,0.0646113028068926,0.0953315948305279,YIL003W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5853,9,349097,-0.106982285167678,0.0645311569072104,0.098238259587076,YIL003W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5854,9,349116,-0.0796080941227169,0.0644755808730677,0.217762874000857,YIL003W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5855,9,350262,-0.0949329390426782,0.0649742346579481,0.144881391337132,YIL002W-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5856,9,351490,-0.0953591054873448,0.0645503386350141,0.140491434278439,YIL002C,INP51,SGDID:S000001264,CDS,CDS,"""Phosphatidylinositol 4,5-bisphosphate 5-phosphatase; synaptojanin-like protein with an N-terminal Sac1 domain ; plays a role in phosphatidylinositol 4,5-bisphosphate homeostasis and in endocytosis; null mutation confers cold-tolerant growth""",Verified ORF
5857,9,352621,-0.089032821370978,0.0650787503019831,0.172157787556073,YIL002C,INP51,SGDID:S000001264,CDS,CDS,"""Phosphatidylinositol 4,5-bisphosphate 5-phosphatase; synaptojanin-like protein with an N-terminal Sac1 domain ; plays a role in phosphatidylinositol 4,5-bisphosphate homeostasis and in endocytosis; null mutation confers cold-tolerant growth""",Verified ORF
5858,9,353047,-0.0869988176076164,0.0649805561444118,0.181483055601908,YIL002C,INP51,SGDID:S000001264,CDS,CDS,"""Phosphatidylinositol 4,5-bisphosphate 5-phosphatase; synaptojanin-like protein with an N-terminal Sac1 domain ; plays a role in phosphatidylinositol 4,5-bisphosphate homeostasis and in endocytosis; null mutation confers cold-tolerant growth""",Verified ORF
5859,9,354047,-0.0788271143268258,0.0645601356639451,0.222905671496196,YIL001W,YIL001W,SGDID:S000001263,CDS,CDS,"""Putative protein of unknown function; contains a BTB/POZ domain which generally function in protein interactions; deletion slightly improved competitive fitness in rich media; GFP-tagged protein is localized to the cytoplasm""",Uncharacterized ORF
5860,9,354832,-0.0791952252126696,0.0646158170675374,0.221154189513004,YIL001W,YIL001W,SGDID:S000001263,CDS,CDS,"""Putative protein of unknown function; contains a BTB/POZ domain which generally function in protein interactions; deletion slightly improved competitive fitness in rich media; GFP-tagged protein is localized to the cytoplasm""",Uncharacterized ORF
5861,9,354867,-0.0843720552113744,0.0645582273262332,0.192092625502786,YIL001W,YIL001W,SGDID:S000001263,CDS,CDS,"""Putative protein of unknown function; contains a BTB/POZ domain which generally function in protein interactions; deletion slightly improved competitive fitness in rich media; GFP-tagged protein is localized to the cytoplasm""",Uncharacterized ORF
5862,9,354924,-0.0795284020457375,0.0646959932834351,0.219791902728995,YIL001W,YIL001W,SGDID:S000001263,CDS,CDS,"""Putative protein of unknown function; contains a BTB/POZ domain which generally function in protein interactions; deletion slightly improved competitive fitness in rich media; GFP-tagged protein is localized to the cytoplasm""",Uncharacterized ORF
5863,9,354945,-0.0790652050708761,0.0644132434760298,0.220464607061861,YIL001W,YIL001W,SGDID:S000001263,CDS,CDS,"""Putative protein of unknown function; contains a BTB/POZ domain which generally function in protein interactions; deletion slightly improved competitive fitness in rich media; GFP-tagged protein is localized to the cytoplasm""",Uncharacterized ORF
5866,9,356037,-0.0721427768594838,0.0658147211592374,0.273760585212196,YIL001W,YIL001W,SGDID:S000001263,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; contains a BTB/POZ domain which generally function in protein interactions; deletion slightly improved competitive fitness in rich media; GFP-tagged protein is localized to the cytoplasm""",Uncharacterized ORF
5867,9,356207,-0.0962529921261961,0.0649834184373913,0.139447149236886,YIR001C,SGN1,SGDID:S000001440,CDS,CDS,"""Cytoplasmic RNA-binding protein; contains an RNA recognition motif (RRM); may have a role in mRNA translation ; as suggested by genetic interactions with genes encoding proteins involved in translational initiation""",Verified ORF
5868,9,357150,-0.0795661879142609,0.0648215520240156,0.220465781387308,YIR001C,SGN1,SGDID:S000001440,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic RNA-binding protein; contains an RNA recognition motif (RRM); may have a role in mRNA translation ; as suggested by genetic interactions with genes encoding proteins involved in translational initiation""",Verified ORF
5869,9,357800,-0.0771287702565241,0.0647042230063514,0.234053883405526,YIR002C,MPH1,SGDID:S000001441,CDS,CDS,"""3'-5' DNA helicase involved in error-free bypass of DNA lesions; binds flap DNA ; stimulates activity of Rad27p and Dna2p; prevents crossovers between ectopic sequences by removing substrates for Mus81-Mms4 or Rad1-Rad10 cleavage; homolog of human FANCM Fanconi anemia protein that is involved in stabilizing and remodeling blocked replication forks; member of SF2 DExD/H superfamily of helicases; nonsense or missense mutations in FANCM can make people more likely to get cancer""",Verified ORF
5870,9,358570,-0.0714917077809116,0.0647442235483273,0.270250892732257,YIR002C,MPH1,SGDID:S000001441,CDS,CDS,"""3'-5' DNA helicase involved in error-free bypass of DNA lesions; binds flap DNA ; stimulates activity of Rad27p and Dna2p; prevents crossovers between ectopic sequences by removing substrates for Mus81-Mms4 or Rad1-Rad10 cleavage; homolog of human FANCM Fanconi anemia protein that is involved in stabilizing and remodeling blocked replication forks; member of SF2 DExD/H superfamily of helicases; nonsense or missense mutations in FANCM can make people more likely to get cancer""",Verified ORF
5871,9,360441,-0.0844678621704621,0.0643968674765998,0.190481714141585,YIR003W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5872,9,362255,-0.097110122690536,0.0645753664732612,0.133520272048097,YIR003W,AIM21,SGDID:S000001442,CDS,CDS,"""Subunit of a complex that associates with actin filaments; forms a complex with Tda2p that inhibits barbed end F-actin assembly; elevates actin monomer pools to increase endocytotic efficiency and to regulate the distribution of actin between cables and patches; Aim21p/Tda2p forms a larger complex with actin capping proteins Cap1p and Cap2p; involved in mitochondrial migration along actin filaments; recruited to cortical actin patches by SH3 domain-containing proteins Bbc1p and Abp1p""",Verified ORF
5874,9,362775,-0.100986435606886,0.0644475271861169,0.118020946568658,YIR003W,AIM21,SGDID:S000001442,CDS,CDS,"""Subunit of a complex that associates with actin filaments; forms a complex with Tda2p that inhibits barbed end F-actin assembly; elevates actin monomer pools to increase endocytotic efficiency and to regulate the distribution of actin between cables and patches; Aim21p/Tda2p forms a larger complex with actin capping proteins Cap1p and Cap2p; involved in mitochondrial migration along actin filaments; recruited to cortical actin patches by SH3 domain-containing proteins Bbc1p and Abp1p""",Verified ORF
5875,9,362828,-0.0891005365376325,0.064608072897547,0.168739245969496,YIR003W,AIM21,SGDID:S000001442,CDS,CDS,"""Subunit of a complex that associates with actin filaments; forms a complex with Tda2p that inhibits barbed end F-actin assembly; elevates actin monomer pools to increase endocytotic efficiency and to regulate the distribution of actin between cables and patches; Aim21p/Tda2p forms a larger complex with actin capping proteins Cap1p and Cap2p; involved in mitochondrial migration along actin filaments; recruited to cortical actin patches by SH3 domain-containing proteins Bbc1p and Abp1p""",Verified ORF
5878,9,365655,-0.135250403650297,0.0642817203901332,0.0360830466303301,YIR006C,PAN1,SGDID:S000001445,CDS,CDS,"""Part of actin cytoskeleton-regulatory complex Pan1p-Sla1p-End3p; associates with actin patches on cell cortex; promotes protein-protein interactions essential for endocytosis; binds to and activates Arp2/3 complex in vitro; phosphorylation of Thr-1225 is regulated by MAPK Hog1p in response to osmotic stress; previously thought to be a subunit of poly(A) ribonuclease""",Verified ORF
5879,9,365725,-0.135548296505519,0.0641614683179133,0.035335689285467,YIR006C,PAN1,SGDID:S000001445,CDS,CDS,"""Part of actin cytoskeleton-regulatory complex Pan1p-Sla1p-End3p; associates with actin patches on cell cortex; promotes protein-protein interactions essential for endocytosis; binds to and activates Arp2/3 complex in vitro; phosphorylation of Thr-1225 is regulated by MAPK Hog1p in response to osmotic stress; previously thought to be a subunit of poly(A) ribonuclease""",Verified ORF
