SNP,Chr,Pos,Effect,SE,PMC1_CTR2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
6391,10,582005,-0.0328728528726773,0.0827003119614815,0.691243680352683,YJR082C,EAF6,SGDID:S000003842,CDS,CDS,"""Subunit of the NuA4 acetyltransferase complex; this complex acetylates histone H4 and NuA3 acetyltransferase complex that acetylates histone H3""",Verified ORF
6392,10,582140,-0.0529487088481939,0.0825169485474293,0.521503444211419,YJR082C,EAF6,SGDID:S000003842,CDS,CDS,"""Subunit of the NuA4 acetyltransferase complex; this complex acetylates histone H4 and NuA3 acetyltransferase complex that acetylates histone H3""",Verified ORF
6393,10,582788,-0.0609361885580044,0.0840300429165254,0.468827284721078,YJR083C,ACF4,SGDID:S000003843,CDS,CDS,"""Protein of unknown function; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin cytoskeleton organization; potential Cdc28p substrate""",Verified ORF
6394,10,583178,-0.0774001295403596,0.0834093412635683,0.354064875947894,YJR083C,ACF4,SGDID:S000003843,CDS,CDS,"""Protein of unknown function; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin cytoskeleton organization; potential Cdc28p substrate""",Verified ORF
6396,10,583356,-0.0681047695622961,0.0828647642708953,0.41170080575053,YJR083C,ACF4,SGDID:S000003843,CDS,CDS,"""Protein of unknown function; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin cytoskeleton organization; potential Cdc28p substrate""",Verified ORF
6397,10,583742,-0.0493007947049896,0.0829065323960095,0.552454973176411,YJR084W,YJR084W,SGDID:S000003844,CDS,CDS,"""Protein that forms a complex with Thp3p; may have a role in transcription elongation and/or mRNA splicing; identified as a COP9 signalosome component but phenotype and interactions suggest it may not be involved with the signalosome""",Verified ORF
6398,10,583848,-0.0442009212106348,0.0826713375352649,0.593222717252348,YJR084W,YJR084W,SGDID:S000003844,CDS,CDS,"""Protein that forms a complex with Thp3p; may have a role in transcription elongation and/or mRNA splicing; identified as a COP9 signalosome component but phenotype and interactions suggest it may not be involved with the signalosome""",Verified ORF
6399,10,586368,-0.0634702173652074,0.0832932041974244,0.446563124419102,YJR086W,STE18,SGDID:S000003846,CDS,CDS,"""G protein gamma subunit; forms a dimer with Ste4p to activate the mating signaling pathway ; forms a heterotrimer with Gpa1p and Ste4p to dampen signaling; C-terminus is palmitoylated and farnesylated ; which are required for normal signaling""",Verified ORF
6401,10,590619,-0.0792408364174392,0.0837448713883855,0.344685064747087,YJR089W,BIR1,SGDID:S000003849,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of chromosomal passenger complex (CPC); CPC is comprised of Ipl1p-Sli15p-Bir1p-Nbl1p and regulates chromosome segregation; required for chromosome bi-orientation and for spindle assembly checkpoint activation upon reduced sister kinetochore tension; relative distribution to shortened microtubules increases upon DNA replication stress; sumoylated in an Mms21p-dependent manner; human survivin homolog""",Verified ORF
6402,10,590923,-0.0796852699443795,0.0838252462536895,0.342451855610638,YJR090C,GRR1,SGDID:S000003850,CDS,CDS,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6403,10,590949,-0.0695968385273025,0.0839667948760768,0.407742904557175,YJR090C,GRR1,SGDID:S000003850,CDS,CDS,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6404,10,591089,-0.0758362649928639,0.0841830679507526,0.368282586956338,YJR090C,GRR1,SGDID:S000003850,CDS,CDS,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6405,10,591752,-0.0617375996159044,0.0840740420262414,0.463238687597063,YJR090C,GRR1,SGDID:S000003850,CDS,CDS,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6406,10,592545,-0.0991745259667642,0.0853756597922574,0.246172541840595,YJR090C,GRR1,SGDID:S000003850,CDS,CDS,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6408,10,594906,-0.0768677361402473,0.0836760590081314,0.358913902604804,YJR090C,GRR1,SGDID:S000003850,Close to 3'-UTR,Close to 3'-UTR,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6409,10,595280,-0.06444001403382,0.0832910947089259,0.439642398175421,YJR091C,JSN1,SGDID:S000003851,CDS,CDS,"""Member of the Puf family of RNA-binding proteins; interacts with mRNAs encoding membrane-associated proteins; involved in localizing the Arp2/3 complex to mitochondria; overexpression causes increased sensitivity to benomyl; JSN1 has a paralog ; PUF2 ; that arose from the whole genome duplication""",Verified ORF
6410,10,598877,-0.0658205941509523,0.0836015947935607,0.431627150411617,YJR092W,BUD4,SGDID:S000003852,CDS,CDS,"""Anillin-like protein involved in bud-site selection; required for the axial budding pattern; required for the formation and disassembly of the double septin ring structure ; and generally for septin organization; functions as a platform linking the cytokinesis tag septins to the axial landmark through its multiple domains; in vivo substrate of Cdc28p/Clb2p""",Verified ORF
6411,10,599081,-0.0878130526205312,0.0838700641311355,0.295809922282203,YJR092W,BUD4,SGDID:S000003852,CDS,CDS,"""Anillin-like protein involved in bud-site selection; required for the axial budding pattern; required for the formation and disassembly of the double septin ring structure ; and generally for septin organization; functions as a platform linking the cytokinesis tag septins to the axial landmark through its multiple domains; in vivo substrate of Cdc28p/Clb2p""",Verified ORF
6412,10,599712,-0.151945524712792,0.0840316506348332,0.0714272224597404,YJR092W,BUD4,SGDID:S000003852,CDS,CDS,"""Anillin-like protein involved in bud-site selection; required for the axial budding pattern; required for the formation and disassembly of the double septin ring structure ; and generally for septin organization; functions as a platform linking the cytokinesis tag septins to the axial landmark through its multiple domains; in vivo substrate of Cdc28p/Clb2p""",Verified ORF
6413,10,602670,-0.0595550312926962,0.0833931567531903,0.47560779346073,YJR092W,BUD4,SGDID:S000003852,CDS,CDS,"""Anillin-like protein involved in bud-site selection; required for the axial budding pattern; required for the formation and disassembly of the double septin ring structure ; and generally for septin organization; functions as a platform linking the cytokinesis tag septins to the axial landmark through its multiple domains; in vivo substrate of Cdc28p/Clb2p""",Verified ORF
6414,10,603082,-0.068575471261359,0.0843921543563195,0.417005923061218,YJR092W,BUD4,SGDID:S000003852,Close to 3'-UTR,Close to 3'-UTR,"""Anillin-like protein involved in bud-site selection; required for the axial budding pattern; required for the formation and disassembly of the double septin ring structure ; and generally for septin organization; functions as a platform linking the cytokinesis tag septins to the axial landmark through its multiple domains; in vivo substrate of Cdc28p/Clb2p""",Verified ORF
6415,10,603693,-0.0293261229536771,0.0833136063365475,0.72505069888629,YJR093C,FIP1,SGDID:S000003853,CDS,CDS,"""Subunit of cleavage polyadenylation factor (CPF); interacts directly with poly(A) polymerase (Pap1p) to regulate its activity; bridging factor that links Pap1p and the CPF complex via Yth1p""",Verified ORF
6416,10,604721,0.0262614861635235,0.0835612081937715,0.753495229158717,CUT218,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
6417,10,605419,0.0002192770486584,0.0845735874522432,0.997932762263536,YJR094C,IME1,SGDID:S000003854,CDS,CDS,"""Master regulator of meiosis that is active only during meiotic events; activates transcription of early meiotic genes through interaction with Ume6p; degraded by the 26S proteasome following phosphorylation by Ime2p; transcription is negatively regulated in cis by the IRT1 long noncoding antisense RNA""",Verified ORF
6418,10,605428,0.0046979747701401,0.0841378604281704,0.955503541794043,YJR094C,IME1,SGDID:S000003854,CDS,CDS,"""Master regulator of meiosis that is active only during meiotic events; activates transcription of early meiotic genes through interaction with Ume6p; degraded by the 26S proteasome following phosphorylation by Ime2p; transcription is negatively regulated in cis by the IRT1 long noncoding antisense RNA""",Verified ORF
6421,10,607274,-0.0274903023263127,0.0843774445511876,0.744767548009325,YNCJ0028C,IRT1,SGDID:S000178119,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Long noncoding RNA that governs mating-type control of gametogenesis; located in the IME1 promoter; in haploids ; expression of IME1 ; the central inducer of gametogenesis ; is inhibited in cis by transcription of IRT1 ; which recruits the Set2p histone methyltransferase and the Set3p histone deacetylase complex to establish repressive chromatin at the IME1 promoter""",ncRNA_gene
6422,10,608426,-0.0293711045702949,0.0837655931262556,0.72607173782821,YJR094W-A,RPL43B,SGDID:S000003855,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L43B; homologous to mammalian ribosomal protein L37A ; no bacterial homolog; RPL43B has a paralog ; RPL43A ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
6426,10,611690,-0.0877614092667029,0.0838023923702039,0.295704362348714,YJR096W,YJR096W,SGDID:S000003857,CDS,CDS,"""Xylose and arabinose reductase; member of the aldo-keto reductase (AKR) family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS""",Verified ORF
6427,10,612904,-0.0599398321408824,0.084190424268893,0.476962612358236,ARS1019,ARS1019,SGDID:S000028456,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
6428,10,615292,-0.0562457312597551,0.084450717804203,0.505834340520846,YJR099W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6429,10,617634,-0.0258806468272019,0.085648912127126,0.762699404694622,YJR100C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6431,10,618415,-0.044131250267281,0.0836081425896294,0.597945931920326,YJR101W,RSM26,SGDID:S000003862,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
6432,10,618419,-0.041188114885391,0.0836815120696371,0.622883294135749,YJR101W,RSM26,SGDID:S000003862,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
6433,10,618867,-0.0342469970435602,0.0837603477321285,0.68288385005951,YJR101W,RSM26,SGDID:S000003862,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
6434,10,619199,-0.02878852614231,0.0844209132496932,0.733297587259107,YJR102C,VPS25,SGDID:S000003863,CDS,CDS,"""Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome""",Verified ORF
6435,10,619526,-0.0321844190392966,0.0841552401339061,0.702364395668418,YJR102C,VPS25,SGDID:S000003863,CDS,CDS,"""Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome""",Verified ORF
6436,10,619631,-0.0436561271124531,0.0839680486560522,0.603449701604117,YJR102C,VPS25,SGDID:S000003863,CDS,CDS,"""Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome""",Verified ORF
6438,10,620582,-0.042366005293119,0.0847785766516986,0.617579807489341,YJR103W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6439,10,620664,-0.0140713809110395,0.0845446003245925,0.867908057887651,YJR102C,VPS25,SGDID:S000003863,Close to 3'-UTR,Close to 3'-UTR,"""Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome""",Verified ORF
6440,10,621701,-0.0247267367085315,0.0839849883287554,0.768611165543453,YJR103W,URA8,SGDID:S000003864,CDS,CDS,"""Minor CTP synthase isozyme (see also URA7); catalyzes the ATP-dependent transfer of the amide nitrogen from glutamine to UTP ; forming CTP ; the final step in de novo biosynthesis of pyrimidines; involved in phospholipid biosynthesis; capable of forming cytoplasmic filaments termed cytoophidium ; especially during conditions of glucose depletion; URA8 has a paralog ; URA7 ; that arose from the whole genome duplication""",Verified ORF
