SNP,Chr,Pos,Effect,SE,ERV25_RBD2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
4815,7,975368,0.0657870916662797,0.0696490568153559,0.345534159044837,YGR241C,YAP1802,SGDID:S000003473,CDS,CDS,"""Protein of the AP180 family ; involved in clathrin cage assembly; binds Pan1p and clathrin; YAP1802 has a paralog ; YAP1801 ; that arose from the whole genome duplication""",Verified ORF
4816,7,975538,0.0485086471994669,0.0699890810732022,0.488709579830275,YGR241C,YAP1802,SGDID:S000003473,CDS,CDS,"""Protein of the AP180 family ; involved in clathrin cage assembly; binds Pan1p and clathrin; YAP1802 has a paralog ; YAP1801 ; that arose from the whole genome duplication""",Verified ORF
4817,7,979301,0.0287860954770719,0.0698128529924979,0.68034615728451,YGR244C,LSC2,SGDID:S000003476,CDS,CDS,"""Beta subunit of succinyl-CoA ligase; succinyl-CoA ligase is a mitochondrial enzyme of the TCA cycle that catalyzes the nucleotide-dependent conversion of succinyl-CoA to succinate""",Verified ORF
4818,7,979647,0.0190074456606456,0.0705565820069577,0.787784708935303,YGR244C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4821,7,982432,0.0276037605558119,0.0695323923976095,0.691613725178426,YGR245C,SDA1,SGDID:S000003477,Close to 3'-UTR,Close to 3'-UTR,"""Protein required for actin organization and passage through Start; highly conserved nuclear protein; required for actin cytoskeleton organization; plays a critical role in G1 events; binds Nap1p; involved in 60S ribosome biogenesis""",Verified ORF
4822,7,982687,0.0149867473138169,0.0701444768176547,0.830939130272959,YGR246C,BRF1,SGDID:S000003478,CDS,CDS,"""TFIIIB B-related factor; one of three subunits of RNA polymerase III transcription initiation factor TFIIIB ; binds TFIIIC and TBP and recruits RNA pol III to promoters ; amino-terminal half is homologous to TFIIB; mutations in human homolog are associated with autosomal recessive cerebellar-facial-dental syndrome""",Verified ORF
4823,7,983018,0.0262157115600612,0.0697186534044795,0.70712680337525,YGR246C,BRF1,SGDID:S000003478,CDS,CDS,"""TFIIIB B-related factor; one of three subunits of RNA polymerase III transcription initiation factor TFIIIB ; binds TFIIIC and TBP and recruits RNA pol III to promoters ; amino-terminal half is homologous to TFIIB; mutations in human homolog are associated with autosomal recessive cerebellar-facial-dental syndrome""",Verified ORF
4824,7,983120,0.0127238164814821,0.0699243935288309,0.855714367818207,YGR246C,BRF1,SGDID:S000003478,CDS,CDS,"""TFIIIB B-related factor; one of three subunits of RNA polymerase III transcription initiation factor TFIIIB ; binds TFIIIC and TBP and recruits RNA pol III to promoters ; amino-terminal half is homologous to TFIIB; mutations in human homolog are associated with autosomal recessive cerebellar-facial-dental syndrome""",Verified ORF
4827,7,986494,0.0218002000575278,0.0696235621541303,0.754378007738429,YGR248W,SOL4,SGDID:S000003480,CDS,CDS,"""6-phosphogluconolactonase; protein abundance increases in response to DNA replication stress; SOL4 has a paralog ; SOL3 ; that arose from the whole genome duplication""",Verified ORF
4828,7,987415,0.026598823203992,0.0698153107930526,0.703441045428042,YGR248W,SOL4,SGDID:S000003480,Close to 3'-UTR,Close to 3'-UTR,"""6-phosphogluconolactonase; protein abundance increases in response to DNA replication stress; SOL4 has a paralog ; SOL3 ; that arose from the whole genome duplication""",Verified ORF
4829,7,987623,0.0225258659746843,0.0696755749345618,0.746662175639681,YGR249W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4830,7,989361,0.0113423715189426,0.070114504760759,0.87158011235868,YGR249W,MGA1,SGDID:S000003481,CDS,CDS,"""Protein similar to heat shock transcription factor; multicopy suppressor of pseudohyphal growth defects of ammonium permease mutants""",Verified ORF
4831,7,989510,-0.023889556603866,0.0698064830299256,0.732384882055167,YGR249W,MGA1,SGDID:S000003481,Close to 3'-UTR,Close to 3'-UTR,"""Protein similar to heat shock transcription factor; multicopy suppressor of pseudohyphal growth defects of ammonium permease mutants""",Verified ORF
4833,7,992198,-0.002826794716393,0.0698516142092767,0.967742444853324,YGR250C,RIE1,SGDID:S000003482,CDS,CDS,"""RNA binding protein and negative regulator of START; binds mRNA of the G1 cyclin CLN3 to stress granules for translational repression under conditions of stress; recruits the cyclin-dependent protein kinase Cdc28p to stress granules when stressful conditions are relieved ; resulting in the dissolution of the granules ; and resumption of translation; localizes to stress granules induced by glucose deprivation; protein abundance increases in response to DNA replication stress""",Verified ORF
4834,7,992324,-0.0166565032192477,0.070440524729897,0.813211385505359,YGR250C,RIE1,SGDID:S000003482,CDS,CDS,"""RNA binding protein and negative regulator of START; binds mRNA of the G1 cyclin CLN3 to stress granules for translational repression under conditions of stress; recruits the cyclin-dependent protein kinase Cdc28p to stress granules when stressful conditions are relieved ; resulting in the dissolution of the granules ; and resumption of translation; localizes to stress granules induced by glucose deprivation; protein abundance increases in response to DNA replication stress""",Verified ORF
4835,7,993818,-0.0283920556759191,0.0709259324608518,0.689173507864891,YGR250C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4836,7,994141,-0.0330733957681679,0.0696197471981602,0.635039649278454,YGR250C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4837,7,995370,0.0079089901923099,0.0711830472028722,0.911594026577443,YGR251W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4838,7,995528,-0.022094010258961,0.069841877097627,0.751928921546115,YGR251W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4839,7,995677,0.0027135253501289,0.0710533880829889,0.969557821844501,YGR251W,NOP19,SGDID:S000003483,CDS,CDS,"""Ribosome biogenesis factor; nucleolar protein associated with pre-rRNA components of the 90S preribosome ; required for cleavage of pre-rRNA at A0 ; A1 and A2 sites; interacts with RNA helicase Dhr2p and RNA helicase-like protein Utp25p; required for incorporation of Utp25p into preribosomes""",Verified ORF
4840,7,995895,-0.0167610499027837,0.069850504841887,0.810503622059219,YGR251W,NOP19,SGDID:S000003483,CDS,CDS,"""Ribosome biogenesis factor; nucleolar protein associated with pre-rRNA components of the 90S preribosome ; required for cleavage of pre-rRNA at A0 ; A1 and A2 sites; interacts with RNA helicase Dhr2p and RNA helicase-like protein Utp25p; required for incorporation of Utp25p into preribosomes""",Verified ORF
4841,7,998468,-0.0958762537768769,0.0961186409070346,0.319215680763185,YGR253C,PUP2,SGDID:S000003485,CDS,CDS,"""Alpha 5 subunit of the 20S proteasome; involved in ubiquitin-dependent catabolism; human homolog is subunit zeta""",Verified ORF
4842,8,13662,0.0774580909630435,0.0699331188904343,0.268787697548224,YHL044W,YHL044W,SGDID:S000001036,CDS,CDS,"""Putative integral membrane protein; member of DUP240 gene family; green fluorescent protein (GFP)-fusion protein localizes to the plasma membrane in a punctate pattern""",Uncharacterized ORF
4843,8,16664,0.0491112658800789,0.0696720451175156,0.481342279676711,YHL042W,YHL042W,SGDID:S000001034,Close to 3'-UTR,Close to 3'-UTR,"""Endoplasmic reticulum protein; member of DUP380 subfamily of conserved ; often subtelomerically-encoded proteins; may contribute to maintenance of ER and nuclear morphology; null mutants have distorted nuclear envelope shape ; and discontinuous ; misshapen perinuclear ER""",Uncharacterized ORF
4845,8,17627,0.0500105912357522,0.0707199224437517,0.479931063909892,YHL041W,YHL041W,SGDID:S000001033,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
4846,8,19058,0.0492507923283133,0.0698901865741305,0.481468935368133,YHL040C,ARN1,SGDID:S000001032,Close to 3'-UTR,Close to 3'-UTR,"""ARN family transporter for siderophore-iron chelates; responsible for uptake of iron bound to ferrirubin ; ferrirhodin ; and related siderophores; protein increases in abundance and relocalizes to the vacuole upon DNA replication stress""",Verified ORF
4847,8,19062,0.0492507923283133,0.0698901865741305,0.481468935368133,YHL040C,ARN1,SGDID:S000001032,Close to 3'-UTR,Close to 3'-UTR,"""ARN family transporter for siderophore-iron chelates; responsible for uptake of iron bound to ferrirubin ; ferrirhodin ; and related siderophores; protein increases in abundance and relocalizes to the vacuole upon DNA replication stress""",Verified ORF
4848,8,19760,0.040414909674805,0.069757306430824,0.56271276497668,YHL040C,ARN1,SGDID:S000001032,CDS,CDS,"""ARN family transporter for siderophore-iron chelates; responsible for uptake of iron bound to ferrirubin ; ferrirhodin ; and related siderophores; protein increases in abundance and relocalizes to the vacuole upon DNA replication stress""",Verified ORF
4849,8,20879,0.0439428221138395,0.0697904842260171,0.529337996652554,YHL040C,ARN1,SGDID:S000001032,CDS,CDS,"""ARN family transporter for siderophore-iron chelates; responsible for uptake of iron bound to ferrirubin ; ferrirhodin ; and related siderophores; protein increases in abundance and relocalizes to the vacuole upon DNA replication stress""",Verified ORF
4850,8,21364,0.0251411854029111,0.0698899071453535,0.719267489178332,YHL039W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4851,8,23859,0.0977664858154183,0.0705784335851933,0.166860656901305,YHL038C,CBP2,SGDID:S000001030,CDS,CDS,"""Required for splicing of the group I intron bI5 of the COB pre-mRNA; nuclear-encoded mitochondrial protein that binds to the RNA to promote splicing; also involved in but not essential for splicing of the COB bI2 intron and the intron in the 21S rRNA gene""",Verified ORF
4852,8,24772,0.0976049283003079,0.0697968392777832,0.1628664499213,YHL038C,CBP2,SGDID:S000001030,CDS,CDS,"""Required for splicing of the group I intron bI5 of the COB pre-mRNA; nuclear-encoded mitochondrial protein that binds to the RNA to promote splicing; also involved in but not essential for splicing of the COB bI2 intron and the intron in the 21S rRNA gene""",Verified ORF
4853,8,24855,0.100678647633188,0.0701942578946937,0.152375895457321,YHL038C,CBP2,SGDID:S000001030,CDS,CDS,"""Required for splicing of the group I intron bI5 of the COB pre-mRNA; nuclear-encoded mitochondrial protein that binds to the RNA to promote splicing; also involved in but not essential for splicing of the COB bI2 intron and the intron in the 21S rRNA gene""",Verified ORF
4854,8,25786,0.0890267505939788,0.0700590819900634,0.204658611700026,YHL037C,YHL037C,SGDID:S000001029,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains""",Uncharacterized ORF
4855,8,26026,0.105604781642389,0.0704364811754861,0.134691926973221,YHL037C,YHL037C,SGDID:S000001029,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains""",Uncharacterized ORF
4856,8,26028,0.107175266661002,0.0703723910677122,0.128660714144815,YHL037C,YHL037C,SGDID:S000001029,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains""",Uncharacterized ORF
4857,8,29272,0.137336771206379,0.0704198357146641,0.0519366867577264,YHL035C,VMR1,SGDID:S000001027,CDS,CDS,"""Vacuolar membrane protein; involved in multiple drug resistance and metal sensitivity; ATP-binding cassette (ABC) family member involved in drug transport; potential Cdc28p substrate; induced under respiratory conditions; VMR1 has a paralog ; YBT1 ; that arose from the whole genome duplication""",Verified ORF
4858,8,31948,0.141086047604681,0.0697944355483378,0.0439872793011242,YHL035C,VMR1,SGDID:S000001027,CDS,CDS,"""Vacuolar membrane protein; involved in multiple drug resistance and metal sensitivity; ATP-binding cassette (ABC) family member involved in drug transport; potential Cdc28p substrate; induced under respiratory conditions; VMR1 has a paralog ; YBT1 ; that arose from the whole genome duplication""",Verified ORF
4859,8,32371,0.12607353983099,0.070356012516947,0.0739994006124957,YHL035C,VMR1,SGDID:S000001027,CDS,CDS,"""Vacuolar membrane protein; involved in multiple drug resistance and metal sensitivity; ATP-binding cassette (ABC) family member involved in drug transport; potential Cdc28p substrate; induced under respiratory conditions; VMR1 has a paralog ; YBT1 ; that arose from the whole genome duplication""",Verified ORF
4860,8,33975,0.138034119576884,0.0698134145851002,0.0487982593779586,YHL034C,SBP1,SGDID:S000001026,CDS,CDS,"""Protein that binds eIF4G and has a role in repression of translation; has an RGG motif; found in cytoplasmic P bodies; binds to mRNAs under glucose starvation stress ; most often in the 5' UTR; found associated with small nucleolar RNAs snR10 and snR11; SBP1 has a paralog ; RNP1 ; that arose from the whole genome duplication""",Verified ORF
4865,8,37633,0.172775652904707,0.0697234494579267,0.0136786590146828,YHL032C,GUT1,SGDID:S000001024,CDS,CDS,"""Glycerol kinase; converts glycerol to glycerol-3-phosphate; glucose repression of expression is mediated by Adr1p and Ino2p-Ino4p; derepression of expression on non-fermentable carbon sources is mediated by Opi1p and Rsf1p""",Verified ORF
4866,8,37678,0.168588943458677,0.06975247747288,0.0161570974237917,YHL032C,GUT1,SGDID:S000001024,CDS,CDS,"""Glycerol kinase; converts glycerol to glycerol-3-phosphate; glucose repression of expression is mediated by Adr1p and Ino2p-Ino4p; derepression of expression on non-fermentable carbon sources is mediated by Opi1p and Rsf1p""",Verified ORF
4867,8,39906,0.131169640165969,0.0700224631997282,0.0618599023229401,YHL030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4868,8,40485,0.110311294995127,0.0700755254634301,0.116342276688779,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4869,8,40881,0.127073093901339,0.0697037505545181,0.0691422069212715,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
