SNP,Chr,Pos,Effect,SE,SSH1_PIS1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
4983,8,131702,0.11227034442161,0.0983570652910599,0.254453594770395,YHR013C_NFR/NDR,,,Promoter,Promoter,,Promoter
4986,8,134839,0.0518864776974501,0.0991900601069052,0.601231750103934,YHR015W,MIP6,SGDID:S000001057,CDS,CDS,"""Putative RNA-binding protein; interacts with Mex67p ; which is a component of the nuclear pore involved in nuclear mRNA export; MIP6 has a paralog ; PES4 ; that arose from the whole genome duplication""",Verified ORF
4989,8,138689,0.094545387854037,0.0964849518554782,0.327807676474204,YHR017W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4990,8,139684,0.0807250830741145,0.0968450737855819,0.405099011899313,YHR017W,YSC83,SGDID:S000001059,CDS,CDS,"""Non-essential mitochondrial protein of unknown function; mRNA induced during meiosis ; peaking between mid to late prophase of meiosis I; similar to S. douglasii YSD83""",Verified ORF
4991,8,140044,0.0599805359573541,0.0971126517814928,0.537211730229222,YHR018C,ARG4,SGDID:S000001060,CDS,CDS,"""Argininosuccinate lyase; catalyzes the final step in the arginine biosynthesis pathway""",Verified ORF
4992,8,140065,0.0675968138444258,0.0968836684457363,0.485817162597262,YHR018C,ARG4,SGDID:S000001060,CDS,CDS,"""Argininosuccinate lyase; catalyzes the final step in the arginine biosynthesis pathway""",Verified ORF
4994,8,143451,-0.0452005952881305,0.0961219697132169,0.638472462946158,YHR019C,DED81,SGDID:S000001061,CDS,CDS,"""Cytosolic asparaginyl-tRNA synthetase; required for protein synthesis ; catalyzes the specific attachment of asparagine to its cognate tRNA""",Verified ORF
4995,8,144266,0.0732915418670203,0.0960228159470033,0.445810898215384,YHR020W,YHR020W,SGDID:S000001062,CDS,CDS,"""Prolyl-tRNA synthetase; N-terminal domain shows weak homology to prokaryotic posttransfer editing domain ; but does not possess posttransfer editing activity; may interact with ribosomes ; based on co-purification experiments""",Verified ORF
4996,8,144671,0.0363372655465672,0.0959102178175968,0.705014023604586,YHR020W,YHR020W,SGDID:S000001062,CDS,CDS,"""Prolyl-tRNA synthetase; N-terminal domain shows weak homology to prokaryotic posttransfer editing domain ; but does not possess posttransfer editing activity; may interact with ribosomes ; based on co-purification experiments""",Verified ORF
4999,8,151325,-0.0764068781964174,0.0968830335152396,0.430845472587544,SUT154,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
5001,8,154940,-0.0727833876295967,0.0980229252562503,0.458269812659925,YHR023W,MYO1,SGDID:S000001065,CDS,CDS,"""Type II myosin heavy chain; required for wild-type cytokinesis and cell separation; localizes to the actomyosin ring; binds to myosin light chains Mlc1p and Mlc2p through its IQ1 and IQ2 motifs respectively""",Verified ORF
5002,8,156216,-0.0431015776618502,0.0962502074433498,0.654566723712961,YHR023W,MYO1,SGDID:S000001065,CDS,CDS,"""Type II myosin heavy chain; required for wild-type cytokinesis and cell separation; localizes to the actomyosin ring; binds to myosin light chains Mlc1p and Mlc2p through its IQ1 and IQ2 motifs respectively""",Verified ORF
5003,8,159162,0.0002739668544522,0.0958754950328676,0.997721640252289,YHR024C,MAS2,SGDID:S000001066,CDS,CDS,"""Alpha subunit of the mitochondrial processing protease (MPP); essential processing enzyme that cleaves the N-terminal targeting sequences from mitochondrially imported proteins""",Verified ORF
5004,8,159677,0.0256815665641228,0.0958567231933908,0.788920323800147,YHR025W,THR1,SGDID:S000001067,CDS,CDS,"""Homoserine kinase; conserved protein required for threonine biosynthesis; long-lived protein that is preferentially retained in mother cells and forms cytoplasmic filaments; expression is regulated by the GCN4-mediated general amino acid control pathway""",Verified ORF
5005,8,160087,0.0186866923345701,0.0958793678765139,0.845584961911733,YHR025W,THR1,SGDID:S000001067,CDS,CDS,"""Homoserine kinase; conserved protein required for threonine biosynthesis; long-lived protein that is preferentially retained in mother cells and forms cytoplasmic filaments; expression is regulated by the GCN4-mediated general amino acid control pathway""",Verified ORF
5006,8,160450,0.0311860938497367,0.0962815268640728,0.746201578745726,YHR025W,THR1,SGDID:S000001067,CDS,CDS,"""Homoserine kinase; conserved protein required for threonine biosynthesis; long-lived protein that is preferentially retained in mother cells and forms cytoplasmic filaments; expression is regulated by the GCN4-mediated general amino acid control pathway""",Verified ORF
5007,8,160596,0.0141140364084655,0.096414350591633,0.883697578297559,YHR026W_NFR/NDR,,,Promoter,Promoter,,Promoter
5008,8,161761,-0.0325344537952526,0.0965536261822946,0.73634929867078,YHR027C,RPN1,SGDID:S000001069,CDS,CDS,"""Non-ATPase base subunit of the 19S RP of the 26S proteasome; may participate in the recognition of several ligands of the proteasome; contains a leucine-rich repeat (LRR) domain ; a site for protein-protein interactions; RP is the acronym for regulatory particle""",Verified ORF
5009,8,164143,-0.0693443501572834,0.0958044286758908,0.469660834543325,YHR027C,RPN1,SGDID:S000001069,CDS,CDS,"""Non-ATPase base subunit of the 19S RP of the 26S proteasome; may participate in the recognition of several ligands of the proteasome; contains a leucine-rich repeat (LRR) domain ; a site for protein-protein interactions; RP is the acronym for regulatory particle""",Verified ORF
5010,8,164304,-0.0518415766346363,0.0958719342403593,0.589029369156047,YHR027C,RPN1,SGDID:S000001069,CDS,CDS,"""Non-ATPase base subunit of the 19S RP of the 26S proteasome; may participate in the recognition of several ligands of the proteasome; contains a leucine-rich repeat (LRR) domain ; a site for protein-protein interactions; RP is the acronym for regulatory particle""",Verified ORF
5011,8,164380,-0.0444227911319058,0.0958824848678746,0.643431601920281,YHR027C,RPN1,SGDID:S000001069,CDS,CDS,"""Non-ATPase base subunit of the 19S RP of the 26S proteasome; may participate in the recognition of several ligands of the proteasome; contains a leucine-rich repeat (LRR) domain ; a site for protein-protein interactions; RP is the acronym for regulatory particle""",Verified ORF
5012,8,165385,-0.0183898130860759,0.0960500867331428,0.848274776701958,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5013,8,165566,-0.0264736930640851,0.0965481090687908,0.784089711232047,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5014,8,165572,-0.0281353706799428,0.0965467777991718,0.770903592130936,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5015,8,165588,-0.0235041593702704,0.0964091609837025,0.807530510919747,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5016,8,165608,-0.0102337814394743,0.0961649521393144,0.915310341434291,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5017,8,165710,-0.0216946811583428,0.0968689644355239,0.822918729723112,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5018,8,165734,-0.0278921200811027,0.0977513945393579,0.775553075567728,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5019,8,165797,-0.0030662486215638,0.096728564305892,0.974729596478667,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5020,8,165986,-0.0538309551601549,0.0959714824484146,0.575217654076076,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5021,8,165995,-0.0707879628432192,0.0963375091474176,0.462954457292328,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5022,8,166046,-0.0800354479915703,0.095774789560123,0.403909777805,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5023,8,166130,-0.0542481476472664,0.096110987973015,0.572818411760168,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5024,8,166209,-0.0669501446021122,0.0963881841400447,0.487769985958053,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5025,8,166367,-0.0390287473251969,0.0962627517684174,0.685399902637352,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5026,8,166391,-0.0501833609101176,0.0962587834236678,0.602458248464606,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5027,8,166445,-0.0712144515705334,0.0967519895818112,0.462188146084762,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5028,8,166892,-0.0387849994491453,0.0958623022498698,0.686023409584311,XUT_8F-72,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
5029,8,167286,-0.0124074678891942,0.0961520806940452,0.897399460316575,YHR028C,DAP2,SGDID:S000001070,CDS,CDS,"""Dipeptidyl aminopeptidase; synthesized as a glycosylated precursor; localizes to the vacuolar membrane; similar to Ste13p""",Verified ORF
5030,8,168070,-0.0321042940317245,0.0962578058953349,0.738936755679191,YHR029C,YHI9,SGDID:S000001071,CDS,CDS,"""Protein of unknown function; null mutant is defective in unfolded protein response; possibly involved in a membrane regulation metabolic pathway; member of the PhzF superfamily ; though most likely not involved in phenazine production""",Verified ORF
5031,8,168732,-0.0291310422797458,0.0962970774527026,0.762439794738449,YHR029C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5032,8,168762,-0.0285690469698917,0.097366179557216,0.769374644014057,YHR029C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5033,8,169190,-0.10633355703428,0.0962418319397798,0.269973624798646,YHR030C,SLT2,SGDID:S000001072,CDS,CDS,"""Serine/threonine MAP kinase; coordinates expression of all 19S regulatory particle assembly-chaperones (RACs) to control proteasome abundance; involved in regulating maintenance of cell wall integrity ; cell cycle progression ; nuclear mRNA retention in heat shock ; septum assembly; required for mitophagy ; pexophagy; affects recruitment of mitochondria to phagophore assembly site; plays role in adaptive response of cells to cold; regulated by the PKC1-mediated signaling pathway""",Verified ORF
5036,8,170381,-0.0498093178626382,0.0968597603435522,0.60740486584618,YHR030C,SLT2,SGDID:S000001072,Close to 3'-UTR,Close to 3'-UTR,"""Serine/threonine MAP kinase; coordinates expression of all 19S regulatory particle assembly-chaperones (RACs) to control proteasome abundance; involved in regulating maintenance of cell wall integrity ; cell cycle progression ; nuclear mRNA retention in heat shock ; septum assembly; required for mitophagy ; pexophagy; affects recruitment of mitochondria to phagophore assembly site; plays role in adaptive response of cells to cold; regulated by the PKC1-mediated signaling pathway""",Verified ORF
5037,8,170419,-0.0523504111337426,0.0967071199892499,0.588621997891686,YHR030C,SLT2,SGDID:S000001072,Close to 3'-UTR,Close to 3'-UTR,"""Serine/threonine MAP kinase; coordinates expression of all 19S regulatory particle assembly-chaperones (RACs) to control proteasome abundance; involved in regulating maintenance of cell wall integrity ; cell cycle progression ; nuclear mRNA retention in heat shock ; septum assembly; required for mitophagy ; pexophagy; affects recruitment of mitochondria to phagophore assembly site; plays role in adaptive response of cells to cold; regulated by the PKC1-mediated signaling pathway""",Verified ORF
5041,8,175778,-0.0008575504364647,0.0959749584218822,0.992875925828177,YHR033W,YHR033W,SGDID:S000001075,CDS,CDS,"""Putative protein of unknown function; epitope-tagged protein localizes to the cytoplasm; YHR033W has a paralog ; PRO1 ; that arose from the whole genome duplication""",Uncharacterized ORF
5042,8,176997,-0.0271733641239011,0.0962666785974401,0.777900568093667,YHR034C,PIH1,SGDID:S000001076,CDS,CDS,"""Component of the conserved R2TP complex (Rvb1-Rvb2-Tah1-Pih1); R2TP complex interacts with Hsp90 (Hsp82p and Hsc82p) to mediate assembly large protein complexes such as box C/D snoRNPs and RNA polymerase II""",Verified ORF
5043,8,179821,0.0222497449347154,0.0961447785967357,0.817123255723695,YHR035W,NEL1,SGDID:S000001077,CDS,CDS,"""Activator of Sar1p GTPase activity; paralog of Sec23 but does not associate with the COPII components; not an essential gene""",Verified ORF
5045,8,185325,0.160385596135446,0.0966317488920965,0.0978506233162309,YHR039C,MSC7,SGDID:S000001081,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; msc7 mutants are defective in directing meiotic recombination events to homologous chromatids""",Verified ORF
5046,8,185478,0.134338820476863,0.0964230345912302,0.164428935827206,YHR039C,MSC7,SGDID:S000001081,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; msc7 mutants are defective in directing meiotic recombination events to homologous chromatids""",Verified ORF
5047,8,188007,0.127945973604947,0.0959106169160491,0.183059715413677,YHR040W,BCD1,SGDID:S000001082,CDS,CDS,"""Essential protein required for the accumulation of box C/D snoRNA""",Verified ORF
5048,8,188958,0.0702130087097451,0.095823726894958,0.464208812449923,YHR040W,BCD1,SGDID:S000001082,CDS,CDS,"""Essential protein required for the accumulation of box C/D snoRNA""",Verified ORF
5049,8,190366,0.0641665505321845,0.0960625540680549,0.504591578263709,YHR042W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5050,8,190872,0.0016715367658131,0.0963423298048195,0.986167221367553,YHR042W,NCP1,SGDID:S000001084,CDS,CDS,"""NADP-cytochrome P450 reductase; involved in ergosterol biosynthesis; associated and coordinately regulated with Erg11p""",Verified ORF
5051,8,191947,0.0707892678149716,0.09638271328366,0.463155893528429,YHR042W,NCP1,SGDID:S000001084,CDS,CDS,"""NADP-cytochrome P450 reductase; involved in ergosterol biosynthesis; associated and coordinately regulated with Erg11p""",Verified ORF
5074,8,197968,0.152524174852759,0.0957980971892446,0.112247843525287,YHR046C,INM1,SGDID:S000001088,CDS,CDS,"""Inositol monophosphatase; involved in biosynthesis of inositol and in phosphoinositide second messenger signaling; INM1 expression increases in the presence of inositol and decreases upon exposure to antibipolar drugs lithium and valproate""",Verified ORF
5075,8,200519,0.0730139297544769,0.0961054247467237,0.447924578380474,YHR047C,AAP1,SGDID:S000001089,CDS,CDS,"""Arginine/alanine amino peptidase; overproduction stimulates glycogen accumulation; AAP1 has a paralog ; APE2 ; that arose from the whole genome duplication""",Verified ORF
