SNP,Chr,Pos,Effect,SE,ERG11_MID2_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
6983,11,191520,0.348871191085319,0.123221385334509,0.0049022565803622,YKL134C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6984,11,193196,0.312390583771114,0.122279924974416,0.0110463997024236,YKL133C_NFR/NDR,,,Promoter,Promoter,,Promoter
6985,11,195507,0.344308973563722,0.121750379936501,0.00495138431605,XUT_11F-87,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
6987,11,196560,0.322654906818795,0.121981043063674,0.0085310849582471,XUT_11F-88,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
6988,11,196565,0.322654906818795,0.121981043063674,0.0085310849582471,XUT_11F-88,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
6989,11,196914,0.311136317487471,0.123514445235019,0.0122090628005844,YKL129C,MYO3,SGDID:S000001612,CDS,CDS,"""One of two type I myosins; localizes to actin cortical patches; deletion of MYO3 has little effect on growth ; but myo3 myo5 double deletion causes severe defects in growth and actin cytoskeleton organization; MYO3 has a paralog ; MYO5 ; that arose from the whole genome duplication""",Verified ORF
6990,11,200393,0.261484917780652,0.124603230392142,0.0365675579169821,SUT232,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
6991,11,201609,0.224802967675656,0.122738426219953,0.0678593471724157,SUT232,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
6992,11,201652,0.231274601728429,0.122996400618186,0.0608854318521598,SUT232,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
6995,11,203385,0.207885866940083,0.123262767017869,0.092578030916168,YKL127W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6996,11,203741,0.203170004986274,0.122731846311305,0.0987325735544529,YKL127W,PGM1,SGDID:S000001610,CDS,CDS,"""Phosphoglucomutase ; minor isoform; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate ; which is a key step in hexose metabolism; PGM1 has a paralog ; PGM2 ; that arose from the whole genome duplication""",Verified ORF
6997,11,204131,0.220043224185916,0.122901182157405,0.0742452236258895,YKL127W,PGM1,SGDID:S000001610,CDS,CDS,"""Phosphoglucomutase ; minor isoform; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate ; which is a key step in hexose metabolism; PGM1 has a paralog ; PGM2 ; that arose from the whole genome duplication""",Verified ORF
6998,11,204491,0.20395712725649,0.122587831459703,0.0970471923768496,YKL127W,PGM1,SGDID:S000001610,CDS,CDS,"""Phosphoglucomutase ; minor isoform; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate ; which is a key step in hexose metabolism; PGM1 has a paralog ; PGM2 ; that arose from the whole genome duplication""",Verified ORF
6999,11,208258,0.153372100193632,0.123525415872886,0.215199744724879,YKL125W,RRN3,SGDID:S000001608,CDS,CDS,"""Protein required for transcription of rDNA by RNA polymerase I; transcription factor independent of DNA template; involved in recruitment of RNA polymerase I to rDNA; structure reveals unique HEAT repeat fold and a surface serine patch; phosphorylation of serine patch impairs cell growth and reduces RNA polymerase I binding in vitro and RNA polymerase I recruitment to the rDNA gene in vivo""",Verified ORF
7000,11,209475,0.165492173612353,0.122967174737039,0.179223004661541,YKL125W,RRN3,SGDID:S000001608,CDS,CDS,"""Protein required for transcription of rDNA by RNA polymerase I; transcription factor independent of DNA template; involved in recruitment of RNA polymerase I to rDNA; structure reveals unique HEAT repeat fold and a surface serine patch; phosphorylation of serine patch impairs cell growth and reduces RNA polymerase I binding in vitro and RNA polymerase I recruitment to the rDNA gene in vivo""",Verified ORF
7004,11,215041,0.0026472746479017,0.123572479538932,0.982920450345154,YKL121W,DGR2,SGDID:S000001604,CDS,CDS,"""Protein of unknown function; null mutant is resistant to 2-deoxy-D-glucose and displays abnormally elongated buds; DGR2 has a paralog ; YMR102C ; that arose from the whole genome duplication""",Uncharacterized ORF
7005,11,215493,0.0295368938116554,0.12555305935695,0.814147797207362,YKL121W,DGR2,SGDID:S000001604,CDS,CDS,"""Protein of unknown function; null mutant is resistant to 2-deoxy-D-glucose and displays abnormally elongated buds; DGR2 has a paralog ; YMR102C ; that arose from the whole genome duplication""",Uncharacterized ORF
7007,11,215813,0.0255705259759534,0.123462187303218,0.836041649986955,YKL121W,DGR2,SGDID:S000001604,CDS,CDS,"""Protein of unknown function; null mutant is resistant to 2-deoxy-D-glucose and displays abnormally elongated buds; DGR2 has a paralog ; YMR102C ; that arose from the whole genome duplication""",Uncharacterized ORF
7008,11,216541,0.020936990285071,0.123653953062611,0.865642547630086,YKL121W,DGR2,SGDID:S000001604,CDS,CDS,"""Protein of unknown function; null mutant is resistant to 2-deoxy-D-glucose and displays abnormally elongated buds; DGR2 has a paralog ; YMR102C ; that arose from the whole genome duplication""",Uncharacterized ORF
7009,11,216953,0.0186781883357668,0.1242341014342,0.880576953088273,YKL120W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7012,11,217553,0.0074678802568832,0.123498414434865,0.951815972558154,YKL120W,OAC1,SGDID:S000001603,CDS,CDS,"""Mitochondrial inner membrane transporter; transports oxaloacetate ; sulfate ; thiosulfate ; and isopropylmalate; member of the mitochondrial carrier family""",Verified ORF
7014,11,218588,-0.0076544451751542,0.124696520238889,0.951087661648393,YKL119C,VPH2,SGDID:S000001602,CDS,CDS,"""Integral membrane protein required for V-ATPase function; not an actual component of the vacuolar H+-ATPase (V-ATPase) complex; functions in the assembly of the V-ATPase; localized to the endoplasmic reticulum (ER); involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner""",Verified ORF
7015,11,219380,0.0470627606411124,0.123887064236661,0.704259692234038,YKL118W,YKL118W,SGDID:S000001601,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene VPH2""",Dubious ORF
7016,11,220819,0.0087922707034621,0.123260904863195,0.943175059992955,YKL117W,SBA1,SGDID:S000001600,CDS,CDS,"""Co-chaperone that binds and regulates Hsp90 family chaperones; plays a role in determining prion variants; important for pp60v-src activity in yeast; homologous to the mammalian p23 proteins ; and like p23 can regulate telomerase activity; protein abundance increases in response to DNA replication stress""",Verified ORF
7018,11,222267,0.0361806906203639,0.123993483459124,0.770614696251178,YKL116C,PRR1,SGDID:S000001599,CDS,CDS,"""Serine/threonine protein kinase; inhibits pheromone induced signaling downstream of MAPK ; possibly at the level of the Ste12p transcription factor""",Verified ORF
7019,11,223086,0.0046634534707632,0.123375609375363,0.969869445392236,YKL115C,YKL115C,SGDID:S000001598,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene PRR1""",Dubious ORF
7021,11,223467,-0.001608854314916,0.123375829335041,0.989603030277801,CUT228,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
7022,11,225287,0.0348842050202257,0.123206934356901,0.777239258031376,YKL113C,RAD27,SGDID:S000001596,CDS,CDS,"""5' to 3' exonuclease ; 5' flap endonuclease; required for Okazaki fragment processing and maturation ; for long-patch base-excision repair and large loop repair (LLR) ; ribonucleotide excision repair; member of the S. pombe RAD2/FEN1 family; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7023,11,225381,0.0299782330797471,0.123018451491353,0.807613317717764,YKL113C,RAD27,SGDID:S000001596,CDS,CDS,"""5' to 3' exonuclease ; 5' flap endonuclease; required for Okazaki fragment processing and maturation ; for long-patch base-excision repair and large loop repair (LLR) ; ribonucleotide excision repair; member of the S. pombe RAD2/FEN1 family; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7024,11,225819,0.0163758016821488,0.123552812775847,0.894631987970376,YKL113C,RAD27,SGDID:S000001596,CDS,CDS,"""5' to 3' exonuclease ; 5' flap endonuclease; required for Okazaki fragment processing and maturation ; for long-patch base-excision repair and large loop repair (LLR) ; ribonucleotide excision repair; member of the S. pombe RAD2/FEN1 family; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7025,11,226471,0.0100962980248475,0.123524332171551,0.934903532457037,YKL112W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7026,11,227255,-0.0058789370350965,0.123067141497084,0.961926433104872,YKL112W,ABF1,SGDID:S000001595,CDS,CDS,"""DNA binding protein with possible chromatin-reorganizing activity; involved in transcriptional activation ; gene silencing ; and DNA replication and repair""",Verified ORF
7027,11,227403,0.008073273858191,0.123457200276925,0.947897875309878,YKL112W,ABF1,SGDID:S000001595,CDS,CDS,"""DNA binding protein with possible chromatin-reorganizing activity; involved in transcriptional activation ; gene silencing ; and DNA replication and repair""",Verified ORF
7028,11,229405,0.0801561778605149,0.123036251866272,0.515157854875012,YKL110C,KTI12,SGDID:S000001593,CDS,CDS,"""Protein that plays a role in modification of tRNA wobble nucleosides; protein plays role in tRNA wobble nucleoside modification with Elongator complex; involved in sensitivity to G1 arrest induced by zymocin; interacts with chromatin throughout the genome; also interacts with Cdc19p""",Verified ORF
7029,11,230043,0.0837067847204824,0.12507700065256,0.503778566057985,YKL110C_NFR/NDR,,,Promoter,Promoter,,Promoter
7030,11,230092,0.0859185089423347,0.122982547836514,0.485247296061885,YKL110C_NFR/NDR,,,Promoter,Promoter,,Promoter
7034,11,236028,-0.0058429397441066,0.125725434125544,0.962958889446271,YKL107W_NFR/NDR,,,Promoter,Promoter,,Promoter
7035,11,237327,0.0425242697254716,0.125573390697331,0.735081702089625,YKL106W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7036,11,237624,0.0064371965650423,0.123057373723492,0.958310851414794,YKL106W,AAT1,SGDID:S000001589,CDS,CDS,"""Mitochondrial aspartate aminotransferase; catalyzes the conversion of oxaloacetate to aspartate in aspartate and asparagine biosynthesis""",Verified ORF
7037,11,237826,0.0171809703803064,0.124461633269365,0.89028569373022,YKL106W,AAT1,SGDID:S000001589,CDS,CDS,"""Mitochondrial aspartate aminotransferase; catalyzes the conversion of oxaloacetate to aspartate in aspartate and asparagine biosynthesis""",Verified ORF
7038,11,237829,0.0019181471351658,0.124338845266299,0.987700419446227,YKL106W,AAT1,SGDID:S000001589,CDS,CDS,"""Mitochondrial aspartate aminotransferase; catalyzes the conversion of oxaloacetate to aspartate in aspartate and asparagine biosynthesis""",Verified ORF
7039,11,240673,0.19559257447801,0.227509678244926,0.390531830345231,YKL105C,SEG2,SGDID:S000001588,CDS,CDS,"""Eisosome component; likely plays only a minor role in eisosome assembly; shown to interact with Seg1p by affinity purification and mass spec; SWAT-GFP and mCherry fusion proteins localize to the cell periphery; similar to <i>A. gossypii</i> SEG gene which is important for stabilizing eisosomes; SEG2 has a paralog ; SEG1 ; that arose from the whole genome duplication""",Verified ORF
7040,11,240765,0.0139472030604392,0.12346745686105,0.910124430914978,YKL105C,SEG2,SGDID:S000001588,CDS,CDS,"""Eisosome component; likely plays only a minor role in eisosome assembly; shown to interact with Seg1p by affinity purification and mass spec; SWAT-GFP and mCherry fusion proteins localize to the cell periphery; similar to <i>A. gossypii</i> SEG gene which is important for stabilizing eisosomes; SEG2 has a paralog ; SEG1 ; that arose from the whole genome duplication""",Verified ORF
7041,11,241548,0.0453547519275374,0.124055398881886,0.714881962894862,YKL105C,SEG2,SGDID:S000001588,CDS,CDS,"""Eisosome component; likely plays only a minor role in eisosome assembly; shown to interact with Seg1p by affinity purification and mass spec; SWAT-GFP and mCherry fusion proteins localize to the cell periphery; similar to <i>A. gossypii</i> SEG gene which is important for stabilizing eisosomes; SEG2 has a paralog ; SEG1 ; that arose from the whole genome duplication""",Verified ORF
7042,11,243272,0.0337336674806885,0.12364593899739,0.785147493829412,YKL104C,GFA1,SGDID:S000001587,CDS,CDS,"""Glutamine-fructose-6-phosphate amidotransferase; catalyzes the formation of glucosamine-6-P and glutamate from fructose-6-P and glutamine in the first step of chitin biosynthesis; GFA1 has a paralogous region ; comprising ORFs YMR084W-YMR085W ; that arose from the whole genome duplication""",Verified ORF
7043,11,243436,0.0438030107934888,0.124377040878664,0.724914007667575,YKL104C,GFA1,SGDID:S000001587,CDS,CDS,"""Glutamine-fructose-6-phosphate amidotransferase; catalyzes the formation of glucosamine-6-P and glutamate from fructose-6-P and glutamine in the first step of chitin biosynthesis; GFA1 has a paralogous region ; comprising ORFs YMR084W-YMR085W ; that arose from the whole genome duplication""",Verified ORF
7044,11,244792,0.0642751361910039,0.124817974972975,0.606909577904339,YKL104C,GFA1,SGDID:S000001587,CDS,CDS,"""Glutamine-fructose-6-phosphate amidotransferase; catalyzes the formation of glucosamine-6-P and glutamate from fructose-6-P and glutamine in the first step of chitin biosynthesis; GFA1 has a paralogous region ; comprising ORFs YMR084W-YMR085W ; that arose from the whole genome duplication""",Verified ORF
7046,11,248266,0.062819653002608,0.123507696089315,0.611329706136302,YKL102C,YKL102C,SGDID:S000001585,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains; deletion confers sensitivity to citric acid; predicted protein would include a thiol-disulfide oxidoreductase active site""",Uncharacterized ORF
7047,11,253995,0.129689550294367,0.123188478168404,0.293164964918606,YKL100C,YPF1,SGDID:S000001583,CDS,CDS,"""Intramembrane aspartyl protease of the perinuclear ER membrane; acts in a branch of ER-associated degradation (ERAD) that degrades functional proteins rather than misfolded proteins; regulates abundance of high-affinity plasma membrane transporters ; such as Ctr1p and Zrt1p ; during the starvation response; has a presenilin fold; member of the GxGD family of intramembrane proteases; closest human homolog is signal peptide peptidase (SPP)""",Verified ORF
7048,11,255600,0.205634656987572,0.125049873638684,0.10097945182249,YKL100C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7049,11,257243,0.0804098897054742,0.123299652244793,0.514728707951546,YKL098W,MTC2,SGDID:S000001581,CDS,CDS,"""Protein of unknown function; mtc2 is synthetically sick with cdc13-1""",Verified ORF
