SNP,Chr,Pos,Effect,SE,SNA4_GTR2_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
5579,9,117736,0.0158731592500997,0.0569614442898995,0.780665117003879,YIL126W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5580,9,122617,0.0136562272762805,0.05769485377851,0.813028772142252,YIL126W,STH1,SGDID:S000001388,Close to 3'-UTR,Close to 3'-UTR,"""ATPase component of the RSC chromatin remodeling complex; required for expression of early meiotic genes; promotes base excision repair in chromatin; essential helicase-related protein homologous to Snf2p""",Verified ORF
5581,9,125289,-0.0242204423424039,0.057040956249154,0.671376078048711,YIL125W,KGD1,SGDID:S000001387,CDS,CDS,"""Subunit of the mitochondrial alpha-ketoglutarate dehydrogenase complex; catalyzes a key step in the tricarboxylic acid (TCA) cycle ; the oxidative decarboxylation of alpha-ketoglutarate to form succinyl-CoA""",Verified ORF
5582,9,126263,-0.0222758320633053,0.0570387104064283,0.696373709535361,YIL124W,AYR1,SGDID:S000001386,CDS,CDS,"""Bifunctional triacylglycerol lipase and 1-acyl DHAP reductase; NADPH-dependent 1-acyl dihydroxyacetone phosphate reductase involved in phosphatidic acid biosynthesis; lipid droplet triacylglycerol lipase involved in mobilization of non-polar lipids; found in lipid particles ; endoplasmic reticulum and mitochondrial outer membrane; forms NADPH-regulated channel in mitochondrial outer membrane; required for spore germination; role in cell wall biosynthesis; capable of metabolizing steroid hormones""",Verified ORF
5583,9,126375,-0.0141758108207783,0.0570433482861056,0.803884774419048,YIL124W,AYR1,SGDID:S000001386,CDS,CDS,"""Bifunctional triacylglycerol lipase and 1-acyl DHAP reductase; NADPH-dependent 1-acyl dihydroxyacetone phosphate reductase involved in phosphatidic acid biosynthesis; lipid droplet triacylglycerol lipase involved in mobilization of non-polar lipids; found in lipid particles ; endoplasmic reticulum and mitochondrial outer membrane; forms NADPH-regulated channel in mitochondrial outer membrane; required for spore germination; role in cell wall biosynthesis; capable of metabolizing steroid hormones""",Verified ORF
5584,9,126580,-0.0262854000071862,0.0569523163030168,0.644700188274323,YIL124W,AYR1,SGDID:S000001386,CDS,CDS,"""Bifunctional triacylglycerol lipase and 1-acyl DHAP reductase; NADPH-dependent 1-acyl dihydroxyacetone phosphate reductase involved in phosphatidic acid biosynthesis; lipid droplet triacylglycerol lipase involved in mobilization of non-polar lipids; found in lipid particles ; endoplasmic reticulum and mitochondrial outer membrane; forms NADPH-regulated channel in mitochondrial outer membrane; required for spore germination; role in cell wall biosynthesis; capable of metabolizing steroid hormones""",Verified ORF
5585,9,127022,-0.0413993162878354,0.0575151841846496,0.472125651206486,YIL124W,AYR1,SGDID:S000001386,CDS,CDS,"""Bifunctional triacylglycerol lipase and 1-acyl DHAP reductase; NADPH-dependent 1-acyl dihydroxyacetone phosphate reductase involved in phosphatidic acid biosynthesis; lipid droplet triacylglycerol lipase involved in mobilization of non-polar lipids; found in lipid particles ; endoplasmic reticulum and mitochondrial outer membrane; forms NADPH-regulated channel in mitochondrial outer membrane; required for spore germination; role in cell wall biosynthesis; capable of metabolizing steroid hormones""",Verified ORF
5586,9,127496,-0.0223719949727035,0.0570574732360907,0.695224056188218,XUT_9R-53_NFR/NDR,,,Promoter,Promoter,,Promoter
5589,9,128727,-0.0173922570167157,0.0570399291138243,0.760611560876698,YIL123W,SIM1,SGDID:S000001385,CDS,CDS,"""Protein of the SUN family (Sim1p ; Uth1p ; Nca3p ; Sun4p); may participate in DNA replication; promoter contains SCB regulation box at -300 bp indicating that expression may be cell cycle-regulated; SIM1 has a paralog ; SUN4 ; that arose from the whole genome duplication""",Verified ORF
5590,9,128730,-0.0173922570167157,0.0570399291138243,0.760611560876698,YIL123W,SIM1,SGDID:S000001385,CDS,CDS,"""Protein of the SUN family (Sim1p ; Uth1p ; Nca3p ; Sun4p); may participate in DNA replication; promoter contains SCB regulation box at -300 bp indicating that expression may be cell cycle-regulated; SIM1 has a paralog ; SUN4 ; that arose from the whole genome duplication""",Verified ORF
5591,9,129137,-0.0309030888159098,0.0569546945990216,0.587754018225071,YIL123W,SIM1,SGDID:S000001385,CDS,CDS,"""Protein of the SUN family (Sim1p ; Uth1p ; Nca3p ; Sun4p); may participate in DNA replication; promoter contains SCB regulation box at -300 bp indicating that expression may be cell cycle-regulated; SIM1 has a paralog ; SUN4 ; that arose from the whole genome duplication""",Verified ORF
5592,9,131829,-0.0343690733466031,0.0575283007961491,0.550604047855444,YIL122W,POG1,SGDID:S000001384,Close to 3'-UTR,Close to 3'-UTR,"""DNA-binding transcriptional activator; involved in cell cycle regulation; overexpression promotes recovery from pheromone induced arrest via CLN1/2 transcription ; induction of of IME1 during sporulation ; and suppression of stress sensitivity resulting from mutation of the E3 ubiquitin ligase Rsp5p; binds upstream of BAR1 and cell cycle-related genes; phosphorylated form may be ubiquitinated by Dma2p; potential Cdc28p substrate; regulated by Swi4/6 cell-cycle box binding factor (SBF)""",Verified ORF
5593,9,132718,-0.0163803303310887,0.0569628257667906,0.773850962425257,YIL121W,QDR2,SGDID:S000001383,CDS,CDS,"""Plasma membrane transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; exports copper; has broad substrate specificity and can transport many mono- and divalent cations; transports a variety of drugs and is required for resistance to quinidine ; barban ; cisplatin ; and bleomycin; contributes to potassium homeostasis; expression is regulated by copper""",Verified ORF
5594,9,136028,-0.0074101952688569,0.057556025809334,0.897630758117821,YIL120W,QDR1,SGDID:S000001382,CDS,CDS,"""Multidrug transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; involved in spore wall assembly; sequence similarity to DTR1 and QDR3 ; and the triple mutant dtr1 qdr1 qdr3 exhibits reduced dityrosine fluorescence relative to the single mutants; required for resistance to quinidine ; ketoconazole ; fluconazole ; and barban; QDR1 has a paralog ; AQR1 ; that arose from the whole genome duplication""",Verified ORF
5595,9,136044,-0.0044373436829032,0.0575485960807292,0.938582881292247,YIL120W,QDR1,SGDID:S000001382,CDS,CDS,"""Multidrug transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; involved in spore wall assembly; sequence similarity to DTR1 and QDR3 ; and the triple mutant dtr1 qdr1 qdr3 exhibits reduced dityrosine fluorescence relative to the single mutants; required for resistance to quinidine ; ketoconazole ; fluconazole ; and barban; QDR1 has a paralog ; AQR1 ; that arose from the whole genome duplication""",Verified ORF
5596,9,136100,-0.0013671209513635,0.0581376466797819,0.98125256563911,ARS911,ARS911,SGDID:S000118395,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
5597,9,136134,-0.0254333931337465,0.058382671732543,0.663369595374943,ARS911,ARS911,SGDID:S000118395,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
5607,9,136619,-0.0049311712402272,0.0580333308298852,0.932332327395301,YIL120W,QDR1,SGDID:S000001382,Close to 3'-UTR,Close to 3'-UTR,"""Multidrug transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; involved in spore wall assembly; sequence similarity to DTR1 and QDR3 ; and the triple mutant dtr1 qdr1 qdr3 exhibits reduced dityrosine fluorescence relative to the single mutants; required for resistance to quinidine ; ketoconazole ; fluconazole ; and barban; QDR1 has a paralog ; AQR1 ; that arose from the whole genome duplication""",Verified ORF
5608,9,137267,-0.0138626708200377,0.0582139518233922,0.811916003465693,YIL119C,RPI1,SGDID:S000001381,CDS,CDS,"""Transcription factor ; allelic differences between S288C and Sigma1278b; mediates fermentation stress tolerance by modulating cell wall integrity; overexpression suppresses heat shock sensitivity of wild-type RAS2 overexpression and also suppresses cell lysis defect of mpk1 mutation; allele from S288c can confer fMAPK pathway independent transcription of FLO11; S288C and Sigma1278b alleles differ in number of tandem repeats within ORF""",Verified ORF
5610,9,138636,-0.0268158669250154,0.057128170609643,0.639074751585909,YIL119C,RPI1,SGDID:S000001381,Close to 3'-UTR,Close to 3'-UTR,"""Transcription factor ; allelic differences between S288C and Sigma1278b; mediates fermentation stress tolerance by modulating cell wall integrity; overexpression suppresses heat shock sensitivity of wild-type RAS2 overexpression and also suppresses cell lysis defect of mpk1 mutation; allele from S288c can confer fMAPK pathway independent transcription of FLO11; S288C and Sigma1278b alleles differ in number of tandem repeats within ORF""",Verified ORF
5611,9,138792,-0.0187083582207449,0.0572223484090731,0.743905937600478,YIL119C,RPI1,SGDID:S000001381,Close to 3'-UTR,Close to 3'-UTR,"""Transcription factor ; allelic differences between S288C and Sigma1278b; mediates fermentation stress tolerance by modulating cell wall integrity; overexpression suppresses heat shock sensitivity of wild-type RAS2 overexpression and also suppresses cell lysis defect of mpk1 mutation; allele from S288c can confer fMAPK pathway independent transcription of FLO11; S288C and Sigma1278b alleles differ in number of tandem repeats within ORF""",Verified ORF
5614,9,139442,-0.0405328474755681,0.0582681243052494,0.487120502415836,YIL118W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5615,9,142542,-0.0191769539832084,0.0571694000660982,0.737491796393786,YIL117C,PRM5,SGDID:S000001379,Close to 3'-UTR,Close to 3'-UTR,"""Pheromone-regulated protein ; predicted to have 1 transmembrane segment; induced during cell integrity signaling; PRM5 has a paralog ; YNL058C ; that arose from the whole genome duplication""",Verified ORF
5616,9,144386,0.0177339326376219,0.0573638058543681,0.757390979509511,YIL115W-A,YIL115W-A,SGDID:S000028795,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the verified gene NUP159/YIL115C""",Dubious ORF
5617,9,144699,-0.0023946053985074,0.0574317906737511,0.966765594641643,YIL115C,NUP159,SGDID:S000001377,CDS,CDS,"""FG-nucleoporin component of central core of the nuclear pore complex; also part of the nuclear pore complex (NPC) cytoplasmic filaments; contributes directly to nucleocytoplasmic transport; regulates ADP release from the ATP-dependent RNA helicase Dbp5p; forms a stable association with Nup82p ; Gle2p and two other FG-nucleoporins (Nsp1p and Nup116p)""",Verified ORF
5618,9,144955,-0.0011878136275414,0.0570662669021409,0.983405281849367,YIL115C,NUP159,SGDID:S000001377,CDS,CDS,"""FG-nucleoporin component of central core of the nuclear pore complex; also part of the nuclear pore complex (NPC) cytoplasmic filaments; contributes directly to nucleocytoplasmic transport; regulates ADP release from the ATP-dependent RNA helicase Dbp5p; forms a stable association with Nup82p ; Gle2p and two other FG-nucleoporins (Nsp1p and Nup116p)""",Verified ORF
5621,9,150327,0.0391008220037032,0.057500375313279,0.496943927327426,YIL113W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5622,9,150475,0.0326287917518421,0.0573484778846819,0.569747441748214,YIL113W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5623,9,151474,0.0245325163670452,0.0577679909443871,0.671333657782196,YIL112W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5624,9,154510,0.0025449276190663,0.0580905566342905,0.965080896372079,YIL112W,HOS4,SGDID:S000001374,CDS,CDS,"""Subunit of the Set3 complex; complex is a meiotic-specific repressor of sporulation specific genes that contains deacetylase activity; potential Cdc28p substrate""",Verified ORF
5625,9,154735,-0.004056692615402,0.0577390112020154,0.944027197751167,YIL112W,HOS4,SGDID:S000001374,CDS,CDS,"""Subunit of the Set3 complex; complex is a meiotic-specific repressor of sporulation specific genes that contains deacetylase activity; potential Cdc28p substrate""",Verified ORF
5626,9,154780,-0.0008660825077343,0.057703129478478,0.988033255030307,YIL112W,HOS4,SGDID:S000001374,CDS,CDS,"""Subunit of the Set3 complex; complex is a meiotic-specific repressor of sporulation specific genes that contains deacetylase activity; potential Cdc28p substrate""",Verified ORF
5627,9,155581,-0.0080499940462316,0.0576102605791027,0.888951471456458,YIL112W,HOS4,SGDID:S000001374,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the Set3 complex; complex is a meiotic-specific repressor of sporulation specific genes that contains deacetylase activity; potential Cdc28p substrate""",Verified ORF
5628,9,158904,0.0282417756647718,0.0575834558267874,0.624120585838673,YIL109C,SEC24,SGDID:S000001371,CDS,CDS,"""Component of the Sec23p-Sec24p heterodimer of the COPII vesicle coat; required for cargo selection during vesicle formation in ER to Golgi transport; homologous to Sfb3p; SEC24 has a paralog ; SFB2 ; that arose from the whole genome duplication""",Verified ORF
5629,9,161738,0.0830233336507554,0.056985304314589,0.14602592441004,YIL108W,YIL108W,SGDID:S000001370,CDS,CDS,"""Putative metalloendopeptidase; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
5630,9,161933,0.0852115071267524,0.0569273056163968,0.135326450529312,YIL108W,YIL108W,SGDID:S000001370,CDS,CDS,"""Putative metalloendopeptidase; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
5633,9,163793,0.0815913834807212,0.0571279285222508,0.154112017782344,YIL107C,PFK26,SGDID:S000001369,CDS,CDS,"""6-phosphofructo-2-kinase; inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate; has negligible fructose-2,6-bisphosphatase activity; transcriptional regulation involves protein kinase A""",Verified ORF
5634,9,163812,0.0769579767014612,0.0571926929430713,0.179298080372989,YIL107C,PFK26,SGDID:S000001369,CDS,CDS,"""6-phosphofructo-2-kinase; inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate; has negligible fructose-2,6-bisphosphatase activity; transcriptional regulation involves protein kinase A""",Verified ORF
