SNP,Chr,Pos,Effect,SE,ALO1_ADE17_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
6516,10,688286,0.0868973101074173,0.161724468066217,0.591387180087525,YJR138W,IML1,SGDID:S000003899,CDS,CDS,"""GTPase-activating protein (GAP) subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Iml1p functions in the SEACIT complex as a GAP for the Rag family GTPase Gtr1p (EGOC subunit) ; resulting in the inhibition of TORC1 signaling in response to amino acid deprivation; the Iml1p/SEACIT complex is required for non-nitrogen-starvation (NNS)-induced autophagy""",Verified ORF
6517,10,688646,0.111273825782914,0.161179134559343,0.490412908832857,YJR138W,IML1,SGDID:S000003899,CDS,CDS,"""GTPase-activating protein (GAP) subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Iml1p functions in the SEACIT complex as a GAP for the Rag family GTPase Gtr1p (EGOC subunit) ; resulting in the inhibition of TORC1 signaling in response to amino acid deprivation; the Iml1p/SEACIT complex is required for non-nitrogen-starvation (NNS)-induced autophagy""",Verified ORF
6518,10,691082,0.0735084578814284,0.161988066018549,0.650259311858414,YJR140C,HIR3,SGDID:S000003901,CDS,CDS,"""Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein""",Verified ORF
6519,10,691920,0.1062016458642,0.162727787008608,0.514417199551552,YJR140C,HIR3,SGDID:S000003901,CDS,CDS,"""Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein""",Verified ORF
6520,10,692021,0.0734244466243881,0.162178327315096,0.651014848236082,YJR140C,HIR3,SGDID:S000003901,CDS,CDS,"""Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein""",Verified ORF
6521,10,692100,0.0791649219522016,0.161309330117456,0.623897829072616,YJR140C,HIR3,SGDID:S000003901,CDS,CDS,"""Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein""",Verified ORF
6522,10,694743,0.0758638538886518,0.161042859643798,0.637875548145801,YJR140C,HIR3,SGDID:S000003901,CDS,CDS,"""Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein""",Verified ORF
6523,10,695220,-0.0182128096392637,0.163602776134247,0.911423206731647,YJR140C,HIR3,SGDID:S000003901,CDS,CDS,"""Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein""",Verified ORF
6524,10,695691,-0.0244522182097975,0.161303032467867,0.879595492284066,YJR140C,HIR3,SGDID:S000003901,CDS,CDS,"""Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein""",Verified ORF
6525,10,695712,-0.0146090938196411,0.161331887273856,0.927899101712298,YJR140C,HIR3,SGDID:S000003901,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein""",Verified ORF
6526,10,695757,-0.0200270499874696,0.160877249119466,0.901000924837241,YJR141W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6527,10,695759,-0.0200270499874696,0.160877249119466,0.901000924837241,YJR141W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6528,10,695902,0.0106886496879133,0.161608697001642,0.947304543406273,YJR141W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6529,10,696080,-0.0168247903213092,0.162744930441867,0.917719021582977,YJR141W,IPA1,SGDID:S000003902,CDS,CDS,"""Protein implicated in pre-mRNA processing and proteasomal degradation; interacts physically and genetically with mRNA cleavage and polyadenylation factors; mutant is impaired in pre-mRNA cleavage and polyadenylation; associates with several Ub-conjugating enzymes and alters Ub-mediated proteasome activity; localizes to both the nucleus and cytosol; contains a HECT_2 domain; homologous to human ubiquitin-protein ligase ; UBE3D ; a gene implicated in age-related macular degeneration""",Verified ORF
6530,10,696733,0.0013460733832417,0.161983679842987,0.993374403993572,YJR141W,IPA1,SGDID:S000003902,CDS,CDS,"""Protein implicated in pre-mRNA processing and proteasomal degradation; interacts physically and genetically with mRNA cleavage and polyadenylation factors; mutant is impaired in pre-mRNA cleavage and polyadenylation; associates with several Ub-conjugating enzymes and alters Ub-mediated proteasome activity; localizes to both the nucleus and cytosol; contains a HECT_2 domain; homologous to human ubiquitin-protein ligase ; UBE3D ; a gene implicated in age-related macular degeneration""",Verified ORF
6532,10,697845,-0.0019479406798769,0.16182140702386,0.990402420370069,YJR142W,YJR142W,SGDID:S000003903,CDS,CDS,"""8-oxo-dGTP diphosphatase of the Nudix hydrolase family; converts diphosphates of damaged forms of thiamin to monophosphates; GST fusion protein is a Dbf2p-Mob1p phosphorylation target in a proteome chip analysis; synthetic lethal with PH085 deletion; plays a role in restricting Ty1 transposition""",Verified ORF
6533,10,698466,0.0458268969229881,0.160928040112597,0.77599011135226,YJR143C,PMT4,SGDID:S000003904,CDS,CDS,"""Protein O-mannosyltransferase; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; appears to form homodimers in vivo and does not complex with other Pmt proteins; target for new antifungals""",Verified ORF
6534,10,700536,0.12358863231633,0.161149892918223,0.443643320329944,YJR143C,PMT4,SGDID:S000003904,CDS,CDS,"""Protein O-mannosyltransferase; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; appears to form homodimers in vivo and does not complex with other Pmt proteins; target for new antifungals""",Verified ORF
6535,10,700558,0.0945928649018173,0.161259009226567,0.55785426228058,YJR143C,PMT4,SGDID:S000003904,CDS,CDS,"""Protein O-mannosyltransferase; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; appears to form homodimers in vivo and does not complex with other Pmt proteins; target for new antifungals""",Verified ORF
6536,10,701028,0.0643011636413328,0.161236315441187,0.690281152787907,YJR144W,MGM101,SGDID:S000003905,CDS,CDS,"""Protein with a role in mitochondrial DNA recombinational repair; also involved in interstrand cross-link repair; binds to and catalyzes the annealing of single-stranded mtDNA; oligomerizes to form rings and filaments; related to Rad52-type recombination proteins ; with limited overall similarity but sharing conserved functionally important residues; component of the mitochondrial nucleoid ; required for the repair of oxidative mtDNA damage and mitochondrial genome maintenance""",Verified ORF
6538,10,703629,0.098217032063763,0.161375408535319,0.543164778038711,YJR147W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6539,10,703809,0.172953983150487,0.160929441806223,0.28323444564561,YJR147W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6540,10,703814,0.172378332504225,0.161179987482812,0.285585415801488,YJR147W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6541,10,705116,0.243835556983544,0.16028552246823,0.129090448980477,YJR147W,HMS2,SGDID:S000003908,CDS,CDS,"""Protein with similarity to heat shock transcription factors; overexpression suppresses the pseudohyphal filamentation defect of a diploid mep1 mep2 homozygous null mutant; HMS2 has a paralog ; SKN7 ; that arose from the whole genome duplication""",Verified ORF
6542,10,705376,0.312312301454661,0.161214168202366,0.0535121545751168,YJR148W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6543,10,705423,0.294079898186318,0.160331258278257,0.0674656072070087,YJR148W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6544,10,709369,0.369544745648901,0.159704481649913,0.0212453604061675,YJR150C,DAN1,SGDID:S000003911,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6545,10,711335,0.379405994665339,0.161866685838121,0.0196352283075951,YJR151C,DAN4,SGDID:S000003912,Close to 3'-UTR,Close to 3'-UTR,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6549,10,712403,0.394307437330778,0.159572349737815,0.0139441055795375,YJR151C,DAN4,SGDID:S000003912,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6550,10,712477,0.398504917716544,0.159542807938315,0.01295140080293,YJR151C,DAN4,SGDID:S000003912,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6551,10,712640,0.401228360894071,0.159733194588294,0.0124550899977697,YJR151C,DAN4,SGDID:S000003912,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6554,10,713291,0.399452943516585,0.160543359825144,0.0133022448138339,YJR151C,DAN4,SGDID:S000003912,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6555,10,713298,0.36438417818383,0.160831467629145,0.0240794573229901,YJR151C,DAN4,SGDID:S000003912,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6556,10,713372,0.40206252178724,0.159765705746223,0.0122927995250779,YJR151C,DAN4,SGDID:S000003912,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6557,10,713455,0.399661100302218,0.159956130527504,0.0129236579535381,YJR151C,DAN4,SGDID:S000003912,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6558,10,713844,0.364005197082856,0.160120067529964,0.0236067505229437,YJR151C,DAN4,SGDID:S000003912,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6559,10,713845,0.378706012642174,0.160285854733916,0.0186845362857011,YJR151C,DAN4,SGDID:S000003912,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6560,10,714773,0.40574044375986,0.159881899574207,0.011586189571929,YJR151C,DAN4,SGDID:S000003912,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6568,10,715567,0.374496937213434,0.160164530300169,0.0199346109186169,YJR151C,DAN4,SGDID:S000003912,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6569,10,715574,0.374496937213434,0.160164530300169,0.0199346109186169,YJR151C,DAN4,SGDID:S000003912,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6570,10,717717,0.299930080625364,0.161912652433861,0.0648002601251825,YJR151C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6571,10,719602,0.282792811606002,0.162465254392845,0.082618818554754,YJR152W,DAL5,SGDID:S000003913,Close to 3'-UTR,Close to 3'-UTR,"""Allantoate permease; ureidosuccinate permease; also transports dipeptides ; though with lower affinity than for allantoate and ureidosuccinate; expression is constitutive but sensitive to nitrogen catabolite repression""",Verified ORF
6574,10,719708,0.284938036322829,0.165224883962872,0.085484558778067,YJR152W,DAL5,SGDID:S000003913,CDS,CDS,"""Allantoate permease; ureidosuccinate permease; also transports dipeptides ; though with lower affinity than for allantoate and ureidosuccinate; expression is constitutive but sensitive to nitrogen catabolite repression""",Verified ORF
6575,10,720081,0.332466856915586,0.160905376229528,0.0395362011587752,YJR152W,DAL5,SGDID:S000003913,CDS,CDS,"""Allantoate permease; ureidosuccinate permease; also transports dipeptides ; though with lower affinity than for allantoate and ureidosuccinate; expression is constitutive but sensitive to nitrogen catabolite repression""",Verified ORF
6577,10,722130,0.350383445920981,0.162567388166845,0.0318130246234503,YJR152W,DAL5,SGDID:S000003913,Close to 3'-UTR,Close to 3'-UTR,"""Allantoate permease; ureidosuccinate permease; also transports dipeptides ; though with lower affinity than for allantoate and ureidosuccinate; expression is constitutive but sensitive to nitrogen catabolite repression""",Verified ORF
6578,10,722262,0.367613346075398,0.161622325788462,0.0235341528677139,YJR153W_NFR/NDR,,,Promoter,Promoter,,Promoter
6579,10,722536,0.264080791291751,0.164301748589961,0.108884503641825,YJR153W,PGU1,SGDID:S000003914,Close to 3'-UTR,Close to 3'-UTR,"""Endo-polygalacturonase; pectolytic enzyme that hydrolyzes the alpha-1,4-glycosidic bonds in the rhamnogalacturonan chains in pectins""",Verified ORF
6580,10,724256,0.140541483278077,0.161962152160816,0.386124684280902,XUT_10F-321,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
