SNP,Chr,Pos,Effect,SE,FMP45_MEP1_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7764,12,274242,-0.10192710465872,0.141712582040564,0.47246133548774,SUT256,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7765,12,275222,-0.0755044248204402,0.143277999396372,0.598539522713064,SUT256,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7766,12,275647,-0.0531755276185764,0.142085457620843,0.708442794832317,YLR071C,RGR1,SGDID:S000004061,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for glucose repression ; HO repression ; RME1 repression and sporulation""",Verified ORF
7767,12,276459,0.0383950488840273,0.142416239552109,0.787627519419937,YLR071C,RGR1,SGDID:S000004061,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for glucose repression ; HO repression ; RME1 repression and sporulation""",Verified ORF
7768,12,277526,0.0109710560172893,0.14405084872992,0.939334159220486,YLR071C,RGR1,SGDID:S000004061,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for glucose repression ; HO repression ; RME1 repression and sporulation""",Verified ORF
7769,12,279975,0.0059789234213658,0.142973992970349,0.966667222062694,YLR072W,LAM6,SGDID:S000004062,CDS,CDS,"""Sterol transporter that transfers sterols between membranes; may regulate and coordinate formation of contact sites between organelles; localizes to ER-mitochondrial contact sites in a Tom70p- and Tom71p-dependent manner; mitochondrial localization requires GRAM domain; also localizes to ER-vacuole contact sites ; in a Vac8p-dependent manner; has GRAM and StART-like (VASt) domains; one of six StART-like domain-containing proteins in yeast; conserved across eukaryotes""",Verified ORF
7770,12,281400,0.0636692543105701,0.143113316818711,0.656674078608166,YLR073C,RFU1,SGDID:S000004063,CDS,CDS,"""Protein that inhibits Doa4p deubiquitinating activity; contributes to ubiquitin homeostasis by regulating the conversion of free ubiquitin chains to ubiquitin monomers by Doa4p; GFP-fusion protein localizes to endosomes""",Verified ORF
7771,12,281460,0.026805101150929,0.142021034642571,0.85040477976451,YLR073C,RFU1,SGDID:S000004063,CDS,CDS,"""Protein that inhibits Doa4p deubiquitinating activity; contributes to ubiquitin homeostasis by regulating the conversion of free ubiquitin chains to ubiquitin monomers by Doa4p; GFP-fusion protein localizes to endosomes""",Verified ORF
7779,12,283368,0.0418199532398017,0.141974823541372,0.768503977834891,YLR075W,RPL10,SGDID:S000004065,CDS,CDS,"""Ribosomal 60S subunit protein L10; homologous to mammalian ribosomal protein L10 and bacterial L16; responsible for joining the 40S and 60S subunits; regulates translation initiation; similar to members of the QM gene family; protein abundance increases under DNA replication stress; mutations in human homolog implicated in T-cell acute lymphoblastic leukemia and also autism spectrum disorders (ASD); human RPL10 can complement yeast null mutant""",Verified ORF
7781,12,284459,0.0461187076437299,0.142495932040134,0.7463952239543,YLR077W,FMP25,SGDID:S000004067,CDS,CDS,"""Protein required for assembly of respiratory complex III; mitochondrial inner membrane protein; required for an early step in assembly of respiratory complex III (cytochrome bc1 complex); mRNA is targeted to mitochondria""",Verified ORF
7782,12,284882,0.201613170410286,0.141128057490108,0.154008280559273,YLR077W,FMP25,SGDID:S000004067,CDS,CDS,"""Protein required for assembly of respiratory complex III; mitochondrial inner membrane protein; required for an early step in assembly of respiratory complex III (cytochrome bc1 complex); mRNA is targeted to mitochondria""",Verified ORF
7783,12,286066,0.203635143026169,0.141672663376911,0.151500480004764,YLR078C,BOS1,SGDID:S000004068,CDS,CDS,"""v-SNARE (vesicle specific SNAP receptor); localized to the endoplasmic reticulum membrane and necessary for vesicular transport from the ER to the Golgi; required for efficient nuclear fusion during mating""",Verified ORF
7784,12,289576,0.198847550388113,0.142520082429191,0.16382520920934,YLR080W,EMP46,SGDID:S000004070,Close to 3'-UTR,Close to 3'-UTR,"""Integral membrane component of ER-derived COPII-coated vesicles; functions in ER to Golgi transport; EMP46 has a paralog ; EMP47 ; that arose from the whole genome duplication""",Verified ORF
7785,12,290595,0.10160421910428,0.141999454119457,0.474757441791834,YLR081W,GAL2,SGDID:S000004071,CDS,CDS,"""Galactose permease; required for utilization of galactose; also able to transport glucose""",Verified ORF
7786,12,290718,0.152893950432786,0.142103021262229,0.282690073382483,YLR081W,GAL2,SGDID:S000004071,CDS,CDS,"""Galactose permease; required for utilization of galactose; also able to transport glucose""",Verified ORF
7787,12,290736,0.185683500641798,0.141992319464438,0.191825747747921,YLR081W,GAL2,SGDID:S000004071,CDS,CDS,"""Galactose permease; required for utilization of galactose; also able to transport glucose""",Verified ORF
7790,12,292251,0.14879791816859,0.142028230777656,0.295510055858724,YLR081W,GAL2,SGDID:S000004071,Close to 3'-UTR,Close to 3'-UTR,"""Galactose permease; required for utilization of galactose; also able to transport glucose""",Verified ORF
7792,12,294765,0.132511709312516,0.14420184572713,0.358758546938601,YLR083C,EMP70,SGDID:S000004073,CDS,CDS,"""Protein with a role in cellular adhesion and filamentous growth; also endosome-to-vacuole sorting; similar to Tmn3p; member of Transmembrane Nine family of proteins with 9 transmembrane segments; EMP70 has a paralog ; TMN2 ; that arose from the whole genome duplication""",Verified ORF
7793,12,299795,0.128962640133453,0.144686942109448,0.373363625288093,YLR084C,RAX2,SGDID:S000004074,CDS,CDS,"""Protein required for the maintenance of bud site selection; localizes; localization to the bud neck and previous sites of cell division (bud scars; cytokinesis remnants (CRMs)) is interdependent with Rax2p; required with Rax1p to anchor both Nba1p and Nis1p to CRMs where a Cdc42p inhibitory zone is established preventing repolarization of cells at previous division sites; RAX2 mRNA stability is regulated by Mpt5p; predicted type I membrane-spanning protein; N-glycosylated""",Verified ORF
7794,12,300917,0.20607970250223,0.141915990686627,0.147355177319083,XUT_12F-121,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
7795,12,301172,0.203660384022634,0.142618031906086,0.154172260815208,XUT_12F-121,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
7796,12,301957,0.199411298738044,0.143079973853848,0.16428343676685,YLR085C,ARP6,SGDID:S000004075,CDS,CDS,"""Actin-related protein that binds nucleosomes; a component of the SWR1 complex ; which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A""",Verified ORF
7797,12,301966,0.171737291927194,0.142403661102729,0.228629303042764,YLR085C,ARP6,SGDID:S000004075,CDS,CDS,"""Actin-related protein that binds nucleosomes; a component of the SWR1 complex ; which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A""",Verified ORF
7798,12,303253,0.136963281122475,0.142802153338268,0.338158695764144,YLR086W,SMC4,SGDID:S000004076,CDS,CDS,"""Subunit of the condensin complex; condensin reorganizes chromosomes during both mitosis and meiosis; forms a subcomplex with Smc2p that has ATP-hydrolyzing and DNA-binding activity ; but other condensin subunits are required for chromatin binding; required for tRNA gene clustering at the nucleolus; potential Cdc28p substrate""",Verified ORF
7800,12,311616,0.206927941004697,0.142090869473102,0.146196588449135,YLR087C,CSF1,SGDID:S000004077,CDS,CDS,"""Protein required for fermentation at low temperature; plays a role in the maturation of secretory proteins; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7801,12,313965,0.194987626903133,0.143513483739931,0.175118368323112,YLR087C,CSF1,SGDID:S000004077,CDS,CDS,"""Protein required for fermentation at low temperature; plays a role in the maturation of secretory proteins; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7802,12,316991,0.132931934214318,0.142439158680691,0.351326665085833,YLR088W,GAA1,SGDID:S000004078,CDS,CDS,"""Subunit of the GPI:protein transamidase complex; removes the GPI-anchoring signal and attaches GPI (glycosylphosphatidylinositol) to proteins in the ER; human homolog GPAA1 can complement growth defects of yeast thermosensitive mutant at restrictive temperature""",Verified ORF
7803,12,320775,0.15012729473672,0.141767264661487,0.290337471471702,YLR090W,XDJ1,SGDID:S000004080,CDS,CDS,"""Chaperone with a role in facilitating mitochondrial protein import; ascomycete-specific member of the DnaJ-like family ; closely related to Ydj1p; predicted to be C-terminally prenylated; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7804,12,320834,0.12406026046796,0.142318602793552,0.383960193399168,YLR090W,XDJ1,SGDID:S000004080,CDS,CDS,"""Chaperone with a role in facilitating mitochondrial protein import; ascomycete-specific member of the DnaJ-like family ; closely related to Ydj1p; predicted to be C-terminally prenylated; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7805,12,321460,0.156595060461788,0.143080251903661,0.274501195293736,YLR090W,XDJ1,SGDID:S000004080,CDS,CDS,"""Chaperone with a role in facilitating mitochondrial protein import; ascomycete-specific member of the DnaJ-like family ; closely related to Ydj1p; predicted to be C-terminally prenylated; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7807,12,322765,0.118941589898827,0.143815593496647,0.408771746347877,YLR091W,GEP5,SGDID:S000004081,CDS,CDS,"""Protein of unknown function; required for efficient 5' processing of mitochondrial tRNAs ; for respiratory growth and mitochondrial genome maintenance; null mutant has decreased levels of cardiolipin and phosphatidylethanolamine; localizes to the matrix side of the inner mitochondrial membrane""",Verified ORF
7808,12,322893,0.167516504069887,0.14228796084228,0.239866468033348,YLR091W,GEP5,SGDID:S000004081,CDS,CDS,"""Protein of unknown function; required for efficient 5' processing of mitochondrial tRNAs ; for respiratory growth and mitochondrial genome maintenance; null mutant has decreased levels of cardiolipin and phosphatidylethanolamine; localizes to the matrix side of the inner mitochondrial membrane""",Verified ORF
7809,12,324002,0.177106826153873,0.143917411737498,0.219286526162352,YLR092W,SUL2,SGDID:S000004082,CDS,CDS,"""High affinity sulfate permease; sulfate uptake is mediated by specific sulfate transporters Sul1p and Sul2p ; which control the concentration of endogenous activated sulfate intermediates""",Verified ORF
7810,12,326764,0.201718599457159,0.143891714881418,0.161830424996741,YLR093C,NYV1,SGDID:S000004083,CDS,CDS,"""v-SNARE component of the vacuolar SNARE complex; involved in vesicle fusion; inhibits ATP-dependent Ca(2+) transport activity of Pmc1p in the vacuolar membrane""",Verified ORF
7813,12,331041,0.151816860664458,0.143407998407124,0.290489475757773,YLR095C,IOC2,SGDID:S000004085,CDS,CDS,"""Subunit of the Isw1b complex; exhibits nucleosome-stimulated ATPase activity and acts within coding regions to coordinate transcription elongation with termination and processing; contains a PHD finger motif; other complex members are Isw1p and Ioc4p""",Verified ORF
7814,12,331113,0.11432827331487,0.144696755602898,0.429986232884886,YLR095C,IOC2,SGDID:S000004085,CDS,CDS,"""Subunit of the Isw1b complex; exhibits nucleosome-stimulated ATPase activity and acts within coding regions to coordinate transcription elongation with termination and processing; contains a PHD finger motif; other complex members are Isw1p and Ioc4p""",Verified ORF
7815,12,334170,0.169588669000672,0.142410955552667,0.234516523021172,YLR096W,KIN2,SGDID:S000004086,CDS,CDS,"""S/T protein kinase; regulates polarized exocytosis and the Ire1p-mediated UPR; regulates HAC1 mRNA translocation ; splicing and translation with KIN1 during ER stress; direct phosphorylation of Sec9p (S190) is enhanced by prior substrate priming (S192); localizes to the cytoplasmic face of the PM and sites of polarized growth; may regulate septin and cell wall organization; activation loop phosphorylation (T281) required for full kinase activity; orthologous to MARK/PAR-1 ; AMPK family members""",Verified ORF
7816,12,336413,0.178485877319321,0.142666431515722,0.211736983903851,YLR097C,HRT3,SGDID:S000004087,CDS,CDS,"""Putative SCF-ubiquitin ligase F-box protein; based on both genetic and physical interactions and sequence similarity; identified in association with Cdc53p ; Skp1p and Ubi4 in large and small-scale studies""",Verified ORF
7817,12,336436,0.179590224208914,0.142903165161935,0.209683564875317,YLR097C,HRT3,SGDID:S000004087,CDS,CDS,"""Putative SCF-ubiquitin ligase F-box protein; based on both genetic and physical interactions and sequence similarity; identified in association with Cdc53p ; Skp1p and Ubi4 in large and small-scale studies""",Verified ORF
7818,12,340645,0.164612803101413,0.143540577501099,0.252239655975239,SUT261,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7819,12,341809,0.153946655000505,0.143331795399806,0.283530335644751,YLR100W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7820,12,342319,0.161106848853993,0.143624320090856,0.262742251290325,YLR100W,ERG27,SGDID:S000004090,CDS,CDS,"""3-keto sterol reductase; catalyzes the last of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants are sterol auxotrophs; mutation is functionally complemented by human HSD17B7""",Verified ORF
7821,12,342533,0.167967056714226,0.142058204378397,0.237849990283292,YLR100W,ERG27,SGDID:S000004090,CDS,CDS,"""3-keto sterol reductase; catalyzes the last of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants are sterol auxotrophs; mutation is functionally complemented by human HSD17B7""",Verified ORF
