SNP,Chr,Pos,Effect,SE,ERV25_EMP47_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
5887,9,372842,-0.0716904031707477,0.102992439252835,0.486840259357529,YIR007W,EGH1,SGDID:S000001446,CDS,CDS,"""Steryl-beta-glucosidase with broad specificity for aglycones; has a role in ergosteryl-beta-glucoside catabolism; required for normal vacuolar morphology; has similarity to the C. neoformans ergosteryl-beta-glucosidase EGCrP2; localizes to the cytosol""",Verified ORF
5889,9,378552,-0.12239069243573,0.102878180443137,0.234977163896874,YIR012W,SQT1,SGDID:S000001451,CDS,CDS,"""Specific assembly chaperone for ribosomal protein Rpl10p; co-translationally associates with nascent Rpl10p ; preventing aggregation; involved in biogenesis of the ribosomal large subunit; contains multiple WD repeats; interacts genetically and physically with Qsr1p; protein abundance increases in response to DNA replication stress""",Verified ORF
5890,9,379413,-0.0746050257033441,0.102968705571788,0.46921375089913,YIR012W,SQT1,SGDID:S000001451,CDS,CDS,"""Specific assembly chaperone for ribosomal protein Rpl10p; co-translationally associates with nascent Rpl10p ; preventing aggregation; involved in biogenesis of the ribosomal large subunit; contains multiple WD repeats; interacts genetically and physically with Qsr1p; protein abundance increases in response to DNA replication stress""",Verified ORF
5896,9,383530,-0.0874088134735193,0.103205167722199,0.397601148730161,YIR016W,YIR016W,SGDID:S000001455,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; expression directly regulated by the metabolic and meiotic transcriptional regulator Ume6p; overexpression causes a cell cycle delay or arrest; non-essential gene; YIR016W has a paralog ; YOL036W ; that arose from the whole genome duplication""",Uncharacterized ORF
5897,9,383662,-0.0774169682594449,0.103369634390321,0.454396114809385,YIR017C,MET28,SGDID:S000001456,CDS,CDS,"""bZIP transcriptional activator in the Cbf1p-Met4p-Met28p complex; participates in the regulation of sulfur metabolism""",Verified ORF
5898,9,383846,-0.0802038735588008,0.102922689426893,0.436346738309402,YIR017C,MET28,SGDID:S000001456,CDS,CDS,"""bZIP transcriptional activator in the Cbf1p-Met4p-Met28p complex; participates in the regulation of sulfur metabolism""",Verified ORF
5899,9,384190,-0.129227556027747,0.102774796719386,0.20944524987556,YIR018W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5901,9,384344,-0.10136154542603,0.10434999924205,0.332033525031753,YIR018W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5902,9,384418,-0.0906155408152058,0.103047039295534,0.379803817317828,YIR018W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5903,9,385423,-0.0847769585621575,0.102905815175323,0.410592076765294,YIR018W,YAP5,SGDID:S000001457,Close to 3'-UTR,Close to 3'-UTR,"""Basic leucine zipper (bZIP) iron-sensing transcription factor; senses high-iron conditions via two Fe/S clusters bound to its activator domain; involved in diauxic shift; YAP5 has a paralog ; YAP7 ; that arose from the whole genome duplication""",Verified ORF
5904,9,385546,-0.0857833704043475,0.102905075024992,0.40506082033243,YIR018W,YAP5,SGDID:S000001457,Close to 3'-UTR,Close to 3'-UTR,"""Basic leucine zipper (bZIP) iron-sensing transcription factor; senses high-iron conditions via two Fe/S clusters bound to its activator domain; involved in diauxic shift; YAP5 has a paralog ; YAP7 ; that arose from the whole genome duplication""",Verified ORF
5907,9,387839,-0.0622828301739381,0.103282964259697,0.546875292389693,I:385702-389571,,,Intergenic region,Intergenic region,between YIR018C-A and YIR019C,Intergenic region
5912,9,388668,0.0117446204016689,0.103532044585061,0.90974663513441,YIR019C,FLO11,SGDID:S000001458,Close to 3'-UTR,Close to 3'-UTR,"""GPI-anchored cell surface glycoprotein (flocculin); required for pseudohyphal and invasive growth ; flocculation ; and biofilm formation; major determinant of colony morphology; QTL that controls chronological life span; carries intragenic tandem repeats that are expanded in different strains; required for formation of fibrous interconnections between cells; role in co-flocculation with other yeast species; cleaved and shed from cells ; contributing to their surface properties""",Verified ORF
5918,9,394182,0.081899384598964,0.103927412538186,0.431199762253067,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5919,9,394680,0.0492010956872362,0.104655142779538,0.63855536410615,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5920,9,394807,0.0646873689416781,0.108549811208722,0.551608323872438,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5921,9,394916,0.0503968534602602,0.103753692063222,0.627456053362837,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5922,9,394975,0.0752159160180976,0.103621627279625,0.468398935502882,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5923,9,395649,0.0764238284481676,0.103285556342619,0.459835762903853,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5926,9,396186,0.0753335923154576,0.103140604811263,0.465631987587884,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5927,9,396458,0.063928629316304,0.103239201507323,0.536165437562331,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5928,9,396462,0.080225687389251,0.104109497800649,0.441465707481322,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5929,9,396463,0.080225687389251,0.104109497800649,0.441465707481322,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5930,9,396464,0.080225687389251,0.104109497800649,0.441465707481322,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5931,9,398401,-0.0289312073980681,0.103794353896942,0.780610763094988,YIR020C-B,YIR020C-B,SGDID:S000028800,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps verified ORF MRS1""",Dubious ORF
5932,9,398470,-0.0050724729176743,0.103353804727292,0.960884314859389,YIR020C-B,YIR020C-B,SGDID:S000028800,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps verified ORF MRS1""",Dubious ORF
5933,9,399657,-0.0051408856814748,0.105266644305152,0.961076977239547,YIR023W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5934,9,399838,0.0199700150174316,0.10305761652293,0.84646332539706,YIR023W,DAL81,SGDID:S000001462,CDS,CDS,"""Positive regulator of genes in multiple nitrogen degradation pathways; contains DNA binding domain but does not appear to bind the dodecanucleotide sequence present in the promoter region of many genes involved in allantoin catabolism""",Verified ORF
5935,9,400574,0.0548465572447506,0.102964941752981,0.594595690359386,YIR023W,DAL81,SGDID:S000001462,CDS,CDS,"""Positive regulator of genes in multiple nitrogen degradation pathways; contains DNA binding domain but does not appear to bind the dodecanucleotide sequence present in the promoter region of many genes involved in allantoin catabolism""",Verified ORF
5936,9,400641,0.0470596567657146,0.103279605293037,0.648919718316348,YIR023W,DAL81,SGDID:S000001462,CDS,CDS,"""Positive regulator of genes in multiple nitrogen degradation pathways; contains DNA binding domain but does not appear to bind the dodecanucleotide sequence present in the promoter region of many genes involved in allantoin catabolism""",Verified ORF
5937,9,402212,0.0390638539481502,0.103177998443185,0.705207743285688,YIR023W,DAL81,SGDID:S000001462,CDS,CDS,"""Positive regulator of genes in multiple nitrogen degradation pathways; contains DNA binding domain but does not appear to bind the dodecanucleotide sequence present in the promoter region of many genes involved in allantoin catabolism""",Verified ORF
5938,9,404274,0.0702139671052408,0.102977452717376,0.49578833875249,YIR025W,MND2,SGDID:S000001464,CDS,CDS,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); necessary for maintaining sister chromatid cohesion in prophase I of meiosis by inhibiting premature ubiquitination and subsequent degradation of substrates by the APC(Ama1) ubiquitin ligase""",Verified ORF
5939,9,404302,0.0492670775243393,0.103126511538528,0.633134970674566,YIR025W,MND2,SGDID:S000001464,CDS,CDS,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); necessary for maintaining sister chromatid cohesion in prophase I of meiosis by inhibiting premature ubiquitination and subsequent degradation of substrates by the APC(Ama1) ubiquitin ligase""",Verified ORF
5940,9,405135,0.0712799830119076,0.103129185793735,0.489911867745121,YIR026C,YVH1,SGDID:S000001465,CDS,CDS,"""Dual specificity protein phosphatase; regulates growth ; sporulation ; and glycogen accumulation in a cAMP-dependent protein kinase cascade dependent manner; mutants are defective in 60S ribosome assembly; positively regulates pre-autophagosomal structure (PAS) formation upon nitrogen starvation or rapamycin treatment""",Verified ORF
5941,9,405593,0.0751644868120477,0.103121372418373,0.466550178751625,YIR026C,YVH1,SGDID:S000001465,CDS,CDS,"""Dual specificity protein phosphatase; regulates growth ; sporulation ; and glycogen accumulation in a cAMP-dependent protein kinase cascade dependent manner; mutants are defective in 60S ribosome assembly; positively regulates pre-autophagosomal structure (PAS) formation upon nitrogen starvation or rapamycin treatment""",Verified ORF
5943,9,406743,0.0876975070352941,0.102787103117781,0.394129375481083,YIR027C,DAL1,SGDID:S000001466,CDS,CDS,"""Allantoinase; converts allantoin to allantoate in the first step of allantoin degradation; expression sensitive to nitrogen catabolite repression""",Verified ORF
5944,9,408263,0.0706250070335244,0.102962044065048,0.493205957230441,YIR027C,DAL1,SGDID:S000001466,Close to 3'-UTR,Close to 3'-UTR,"""Allantoinase; converts allantoin to allantoate in the first step of allantoin degradation; expression sensitive to nitrogen catabolite repression""",Verified ORF
5945,9,409700,0.0231713956209521,0.103191575547154,0.822461339063856,YIR028W,DAL4,SGDID:S000001467,CDS,CDS,"""Allantoin permease; expression sensitive to nitrogen catabolite repression and induced by allophanate ; an intermediate in allantoin degradation""",Verified ORF
5946,9,410727,0.0156574734775808,0.104180272648718,0.880619992131776,YIR028W,DAL4,SGDID:S000001467,Close to 3'-UTR,Close to 3'-UTR,"""Allantoin permease; expression sensitive to nitrogen catabolite repression and induced by allophanate ; an intermediate in allantoin degradation""",Verified ORF
5947,9,411273,0.0276883586547214,0.103230836107754,0.7886882607583,YIR029W,DAL2,SGDID:S000001468,CDS,CDS,"""Allantoicase; converts allantoate to urea and ureidoglycolate in the second step of allantoin degradation; expression sensitive to nitrogen catabolite repression and induced by allophanate ; an intermediate in allantoin degradation""",Verified ORF
5948,9,411520,0.0040721574228107,0.103353930090967,0.968593656212207,YIR029W,DAL2,SGDID:S000001468,CDS,CDS,"""Allantoicase; converts allantoate to urea and ureidoglycolate in the second step of allantoin degradation; expression sensitive to nitrogen catabolite repression and induced by allophanate ; an intermediate in allantoin degradation""",Verified ORF
5949,9,411553,0.0567923840073452,0.103285381044157,0.582763889047624,YIR029W,DAL2,SGDID:S000001468,CDS,CDS,"""Allantoicase; converts allantoate to urea and ureidoglycolate in the second step of allantoin degradation; expression sensitive to nitrogen catabolite repression and induced by allophanate ; an intermediate in allantoin degradation""",Verified ORF
5950,9,411811,0.0504625204847847,0.104089468531956,0.62811928103558,YIR029W,DAL2,SGDID:S000001468,CDS,CDS,"""Allantoicase; converts allantoate to urea and ureidoglycolate in the second step of allantoin degradation; expression sensitive to nitrogen catabolite repression and induced by allophanate ; an intermediate in allantoin degradation""",Verified ORF
