SNP,Chr,Pos,Effect,SE,HNM1_RBD2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
6875,11,99100,-0.0637473067779561,0.0756045754324632,0.399705834584395,YKL183W,LOT5,SGDID:S000001666,CDS,CDS,"""Protein of unknown function; gene expression increases in cultures shifted to a lower temperature; protein abundance increases in response to DNA replication stress""",Verified ORF
6876,11,102671,-0.155880666983873,0.0752245219398502,0.0389718735406972,YKL182W,FAS1,SGDID:S000001665,CDS,CDS,"""Beta subunit of fatty acid synthetase; complex catalyzes the synthesis of long-chain saturated fatty acids; contains acetyltransacylase ; dehydratase ; enoyl reductase ; malonyl transacylase ; and palmitoyl transacylase activities""",Verified ORF
6877,11,104549,-0.18544016887045,0.0748387001433923,0.0136842690398,YKL182W,FAS1,SGDID:S000001665,CDS,CDS,"""Beta subunit of fatty acid synthetase; complex catalyzes the synthesis of long-chain saturated fatty acids; contains acetyltransacylase ; dehydratase ; enoyl reductase ; malonyl transacylase ; and palmitoyl transacylase activities""",Verified ORF
6878,11,106654,-0.180652152094147,0.0753326657940075,0.0170008809598361,YKL182W,FAS1,SGDID:S000001665,CDS,CDS,"""Beta subunit of fatty acid synthetase; complex catalyzes the synthesis of long-chain saturated fatty acids; contains acetyltransacylase ; dehydratase ; enoyl reductase ; malonyl transacylase ; and palmitoyl transacylase activities""",Verified ORF
6879,11,106700,-0.180351145465041,0.0753347089113155,0.0171871413774053,YKL182W,FAS1,SGDID:S000001665,CDS,CDS,"""Beta subunit of fatty acid synthetase; complex catalyzes the synthesis of long-chain saturated fatty acids; contains acetyltransacylase ; dehydratase ; enoyl reductase ; malonyl transacylase ; and palmitoyl transacylase activities""",Verified ORF
6881,11,107231,-0.178950022157063,0.0747829777348259,0.0172366824185351,YKL182W,FAS1,SGDID:S000001665,Close to 3'-UTR,Close to 3'-UTR,"""Beta subunit of fatty acid synthetase; complex catalyzes the synthesis of long-chain saturated fatty acids; contains acetyltransacylase ; dehydratase ; enoyl reductase ; malonyl transacylase ; and palmitoyl transacylase activities""",Verified ORF
6882,11,108816,-0.154615570208162,0.0765030654935021,0.0440303045851843,YKL180W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6883,11,108841,-0.1438257070128,0.0762807722041538,0.0601863390773502,YKL180W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6884,11,108870,-0.149304805700187,0.0750672878146542,0.0474787129395381,YKL180W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6885,11,109176,-0.135114959691675,0.0755733759365963,0.0746555118233369,YKL180W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6887,11,111132,-0.205732742238725,0.075339939889237,0.0066366306689441,YKL179C,COY1,SGDID:S000001662,CDS,CDS,"""Golgi membrane protein with similarity to mammalian CASP; packaged into COPII vesicles for trafficking between ER and Golgi; genetic interactions with GOS1 (encoding a Golgi snare protein) suggest a role in Golgi function""",Verified ORF
6888,11,113698,-0.21087702466208,0.0749779755954353,0.0051903680878264,YKL178C,STE3,SGDID:S000001661,CDS,CDS,"""Receptor for a factor pheromone; couples to MAP kinase cascade to mediate pheromone response; transcribed in alpha cells and required for mating by alpha cells ; ligand bound receptors endocytosed and recycled to the plasma membrane; GPCR""",Verified ORF
6889,11,114020,-0.219898634551501,0.0747592674091412,0.0034827268085535,YKL178C,STE3,SGDID:S000001661,CDS,CDS,"""Receptor for a factor pheromone; couples to MAP kinase cascade to mediate pheromone response; transcribed in alpha cells and required for mating by alpha cells ; ligand bound receptors endocytosed and recycled to the plasma membrane; GPCR""",Verified ORF
6890,11,115612,-0.21815719291154,0.0748970188654911,0.0038104863676056,YKL176C,LST4,SGDID:S000001659,CDS,CDS,"""Subunit of the Lst4p-Lst7p GTPase activating protein complex for Gtr2p; stimulates the GTPase activity of Rag family GTPase Gtr2p ; within the context of the Gtr1p-Gtr2p heterodimer ; after amino acid stimulation; required for activation of TORC1 in response to amino acid stimulation; recruited to the vacuolar membrane during amino acid starvation and released from the membrane by TORC1; required for the transport of amino acid permease Gap1p from the Golgi to the cell surface""",Verified ORF
6891,11,116643,-0.192614984816558,0.0747873449906642,0.0104157386756922,YKL176C,LST4,SGDID:S000001659,CDS,CDS,"""Subunit of the Lst4p-Lst7p GTPase activating protein complex for Gtr2p; stimulates the GTPase activity of Rag family GTPase Gtr2p ; within the context of the Gtr1p-Gtr2p heterodimer ; after amino acid stimulation; required for activation of TORC1 in response to amino acid stimulation; recruited to the vacuolar membrane during amino acid starvation and released from the membrane by TORC1; required for the transport of amino acid permease Gap1p from the Golgi to the cell surface""",Verified ORF
6892,11,116979,-0.146262799651173,0.0753836155829775,0.0531457773029941,YKL176C,LST4,SGDID:S000001659,CDS,CDS,"""Subunit of the Lst4p-Lst7p GTPase activating protein complex for Gtr2p; stimulates the GTPase activity of Rag family GTPase Gtr2p ; within the context of the Gtr1p-Gtr2p heterodimer ; after amino acid stimulation; required for activation of TORC1 in response to amino acid stimulation; recruited to the vacuolar membrane during amino acid starvation and released from the membrane by TORC1; required for the transport of amino acid permease Gap1p from the Golgi to the cell surface""",Verified ORF
6893,11,118012,-0.178350397243568,0.0749342779024228,0.0178387493006545,YKL176C,LST4,SGDID:S000001659,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the Lst4p-Lst7p GTPase activating protein complex for Gtr2p; stimulates the GTPase activity of Rag family GTPase Gtr2p ; within the context of the Gtr1p-Gtr2p heterodimer ; after amino acid stimulation; required for activation of TORC1 in response to amino acid stimulation; recruited to the vacuolar membrane during amino acid starvation and released from the membrane by TORC1; required for the transport of amino acid permease Gap1p from the Golgi to the cell surface""",Verified ORF
6894,11,118055,-0.174811436052601,0.0748250261091072,0.020036269981446,YKL176C,LST4,SGDID:S000001659,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the Lst4p-Lst7p GTPase activating protein complex for Gtr2p; stimulates the GTPase activity of Rag family GTPase Gtr2p ; within the context of the Gtr1p-Gtr2p heterodimer ; after amino acid stimulation; required for activation of TORC1 in response to amino acid stimulation; recruited to the vacuolar membrane during amino acid starvation and released from the membrane by TORC1; required for the transport of amino acid permease Gap1p from the Golgi to the cell surface""",Verified ORF
6895,11,118745,-0.122224477828829,0.0753693129104663,0.105765901199628,YKL175W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6896,11,118759,-0.119979807291902,0.0754769841706828,0.112815412643546,YKL175W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6897,11,119115,-0.1050500783848,0.0752793832044714,0.16375152511273,YKL175W,ZRT3,SGDID:S000001658,CDS,CDS,"""Vacuolar membrane zinc transporter; transports zinc from storage in the vacuole to the cytoplasm when needed; transcription is induced under conditions of zinc deficiency""",Verified ORF
6898,11,119177,-0.117387952017589,0.0751419816943465,0.119133305778382,YKL175W,ZRT3,SGDID:S000001658,CDS,CDS,"""Vacuolar membrane zinc transporter; transports zinc from storage in the vacuole to the cytoplasm when needed; transcription is induced under conditions of zinc deficiency""",Verified ORF
6899,11,119221,-0.0929846250421286,0.0754515318745348,0.218629002907377,YKL175W,ZRT3,SGDID:S000001658,CDS,CDS,"""Vacuolar membrane zinc transporter; transports zinc from storage in the vacuole to the cytoplasm when needed; transcription is induced under conditions of zinc deficiency""",Verified ORF
6900,11,119264,-0.0956629661631386,0.0753279362458242,0.204937725964062,YKL175W,ZRT3,SGDID:S000001658,CDS,CDS,"""Vacuolar membrane zinc transporter; transports zinc from storage in the vacuole to the cytoplasm when needed; transcription is induced under conditions of zinc deficiency""",Verified ORF
6901,11,119431,-0.0722568347479118,0.0755972890908219,0.339821067475793,YKL175W,ZRT3,SGDID:S000001658,CDS,CDS,"""Vacuolar membrane zinc transporter; transports zinc from storage in the vacuole to the cytoplasm when needed; transcription is induced under conditions of zinc deficiency""",Verified ORF
6902,11,120563,-0.140897347035439,0.0753745081305434,0.0624092840787451,YKL174C,TPO5,SGDID:S000001657,CDS,CDS,"""Protein involved in excretion of putrescine and spermidine; putative polyamine transporter in the Golgi or post-Golgi vesicles""",Verified ORF
6903,11,120692,-0.14528738394352,0.0753508950052907,0.0546390047225758,YKL174C,TPO5,SGDID:S000001657,CDS,CDS,"""Protein involved in excretion of putrescine and spermidine; putative polyamine transporter in the Golgi or post-Golgi vesicles""",Verified ORF
6904,11,120740,-0.139413431311462,0.0754028511235812,0.065306107459681,YKL174C,TPO5,SGDID:S000001657,CDS,CDS,"""Protein involved in excretion of putrescine and spermidine; putative polyamine transporter in the Golgi or post-Golgi vesicles""",Verified ORF
6905,11,120902,-0.155421871140919,0.0752754668465453,0.03968054261324,YKL174C,TPO5,SGDID:S000001657,CDS,CDS,"""Protein involved in excretion of putrescine and spermidine; putative polyamine transporter in the Golgi or post-Golgi vesicles""",Verified ORF
6906,11,120917,-0.143884045330203,0.0752416783997402,0.0566479113072998,YKL174C,TPO5,SGDID:S000001657,CDS,CDS,"""Protein involved in excretion of putrescine and spermidine; putative polyamine transporter in the Golgi or post-Golgi vesicles""",Verified ORF
6907,11,121097,-0.132804815613552,0.0750859044648556,0.0778066586804301,YKL174C,TPO5,SGDID:S000001657,CDS,CDS,"""Protein involved in excretion of putrescine and spermidine; putative polyamine transporter in the Golgi or post-Golgi vesicles""",Verified ORF
6908,11,121508,-0.15314881167422,0.0757626836016514,0.0439896922956394,YKL174C,TPO5,SGDID:S000001657,CDS,CDS,"""Protein involved in excretion of putrescine and spermidine; putative polyamine transporter in the Golgi or post-Golgi vesicles""",Verified ORF
6909,11,121522,-0.146922655590054,0.0758770202764196,0.0536256953184384,YKL174C,TPO5,SGDID:S000001657,CDS,CDS,"""Protein involved in excretion of putrescine and spermidine; putative polyamine transporter in the Golgi or post-Golgi vesicles""",Verified ORF
6910,11,122192,-0.139127090825322,0.0754043493392092,0.0658632838702176,YKL174C,TPO5,SGDID:S000001657,CDS,CDS,"""Protein involved in excretion of putrescine and spermidine; putative polyamine transporter in the Golgi or post-Golgi vesicles""",Verified ORF
6911,11,122402,-0.140958622931494,0.0770984835141303,0.0683493447105688,YKL173W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6912,11,122415,-0.128583202512053,0.075656695586603,0.0900943857712315,YKL173W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6913,11,122779,-0.144676189190763,0.0752566127135585,0.055355107098317,YKL173W,SNU114,SGDID:S000001656,CDS,CDS,"""GTPase component of U5 snRNP involved in mRNA splicing via spliceosome; binds directly to U5 snRNA; proposed to be involved in conformational changes of the spliceosome; similarity to ribosomal translocation factor EF-2""",Verified ORF
6914,11,122784,-0.149420085569186,0.0754266265072273,0.0483670754370012,YKL173W,SNU114,SGDID:S000001656,CDS,CDS,"""GTPase component of U5 snRNP involved in mRNA splicing via spliceosome; binds directly to U5 snRNA; proposed to be involved in conformational changes of the spliceosome; similarity to ribosomal translocation factor EF-2""",Verified ORF
6915,11,122858,-0.131023352311093,0.0757405288344471,0.0845226601374997,YKL173W,SNU114,SGDID:S000001656,CDS,CDS,"""GTPase component of U5 snRNP involved in mRNA splicing via spliceosome; binds directly to U5 snRNA; proposed to be involved in conformational changes of the spliceosome; similarity to ribosomal translocation factor EF-2""",Verified ORF
6916,11,123867,-0.164707656656634,0.0749257477886693,0.0285778690121329,YKL173W,SNU114,SGDID:S000001656,CDS,CDS,"""GTPase component of U5 snRNP involved in mRNA splicing via spliceosome; binds directly to U5 snRNA; proposed to be involved in conformational changes of the spliceosome; similarity to ribosomal translocation factor EF-2""",Verified ORF
6917,11,124479,-0.155516860739365,0.0754755460773442,0.040083741324007,YKL173W,SNU114,SGDID:S000001656,CDS,CDS,"""GTPase component of U5 snRNP involved in mRNA splicing via spliceosome; binds directly to U5 snRNA; proposed to be involved in conformational changes of the spliceosome; similarity to ribosomal translocation factor EF-2""",Verified ORF
6918,11,124784,-0.142083358010643,0.0753103214010641,0.0600294434891462,YKL173W,SNU114,SGDID:S000001656,CDS,CDS,"""GTPase component of U5 snRNP involved in mRNA splicing via spliceosome; binds directly to U5 snRNA; proposed to be involved in conformational changes of the spliceosome; similarity to ribosomal translocation factor EF-2""",Verified ORF
6920,11,125700,-0.107233848781792,0.0756490331408319,0.15721364963905,YKL172W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6921,11,130422,-0.155624402026376,0.0753474432478543,0.0396124286230096,YKL170W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6922,11,130518,-0.125522081695996,0.0752915699075856,0.0963721661029435,YKL170W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6923,11,130533,-0.126743305738339,0.075387841892502,0.093605301615062,YKL170W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6924,11,132044,-0.156532699573069,0.0750004588097419,0.037596907668444,YKL168C,KKQ8,SGDID:S000001651,CDS,CDS,"""Putative serine/threonine protein kinase with unknown cellular role; KKQ8 has a paralog ; HAL5 ; that arose from the whole genome duplication""",Verified ORF
6925,11,137433,-0.184204875955209,0.0766191784857777,0.0167242922545265,YKL165C,MCD4,SGDID:S000001648,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in GPI anchor synthesis; multimembrane-spanning protein that localizes to the endoplasmic reticulum; highly conserved among eukaryotes; GPI stands for glycosylphosphatidylinositol""",Verified ORF
