SNP,Chr,Pos,Effect,SE,ERG11_ERG5_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
4493,7,642420,-0.0245732006006906,0.0951805572276136,0.796422628503127,YGR080W,TWF1,SGDID:S000003312,CDS,CDS,"""Twinfilin; highly conserved actin monomer-sequestering protein involved in regulation of the cortical actin cytoskeleton; coordinates actin filament severing and monomer sequestering at sites of rapid actin turnover; composed of two cofilin-like regions ; stimulates actin depolymerization as does the mouse homolog ; mTwf1""",Verified ORF
4495,7,644412,0.0301393064494294,0.0972917964293363,0.756909068976156,YGR082W,TOM20,SGDID:S000003314,CDS,CDS,"""Component of the TOM (translocase of outer membrane) complex; responsible for recognition and initial import steps for all mitochondrially directed proteins; acts as a receptor for incoming precursor proteins""",Verified ORF
4497,7,645493,0.0377562286788692,0.0960398024088886,0.694460002127573,YGR083C,GCD2,SGDID:S000003315,CDS,CDS,"""Delta subunit of the translation initiation factor eIF2B; the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression""",Verified ORF
4498,7,645997,0.0846987407158919,0.0964929721451158,0.38066498248293,YGR083C,GCD2,SGDID:S000003315,CDS,CDS,"""Delta subunit of the translation initiation factor eIF2B; the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression""",Verified ORF
4499,7,647284,0.0864688304789729,0.095652472087916,0.366617468350488,YGR084C,MRP13,SGDID:S000003316,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
4500,7,647344,0.0821988463935983,0.0970614569556138,0.397638996115465,YGR084C,MRP13,SGDID:S000003316,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
4501,7,648198,0.0686107775335982,0.0958742124564298,0.474690901743805,YGR084C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4503,7,648927,0.104553144086217,0.0969088584546135,0.281377337260117,YGR085C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4504,7,648978,0.118260231000366,0.0957370419690077,0.217554893237752,YGR085C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4507,7,652017,0.0825188372151181,0.0955523693121304,0.388395141866309,YGR087C,PDC6,SGDID:S000003319,CDS,CDS,"""Minor isoform of pyruvate decarboxylase; decarboxylates pyruvate to acetaldehyde ; involved in amino acid catabolism; transcription is glucose- and ethanol-dependent ; and is strongly induced during sulfur limitation""",Verified ORF
4508,7,652607,0.10233583896461,0.095412122460367,0.28419838898919,YGR087C,PDC6,SGDID:S000003319,CDS,CDS,"""Minor isoform of pyruvate decarboxylase; decarboxylates pyruvate to acetaldehyde ; involved in amino acid catabolism; transcription is glucose- and ethanol-dependent ; and is strongly induced during sulfur limitation""",Verified ORF
4509,7,653017,0.0633572445793258,0.0955087184966295,0.50752909050794,YGR087C,PDC6,SGDID:S000003319,Close to 3'-UTR,Close to 3'-UTR,"""Minor isoform of pyruvate decarboxylase; decarboxylates pyruvate to acetaldehyde ; involved in amino acid catabolism; transcription is glucose- and ethanol-dependent ; and is strongly induced during sulfur limitation""",Verified ORF
4510,7,653148,0.127795925046735,0.0956000573160792,0.182156434975903,YGR087C,PDC6,SGDID:S000003319,Close to 3'-UTR,Close to 3'-UTR,"""Minor isoform of pyruvate decarboxylase; decarboxylates pyruvate to acetaldehyde ; involved in amino acid catabolism; transcription is glucose- and ethanol-dependent ; and is strongly induced during sulfur limitation""",Verified ORF
4511,7,653157,0.0916718473852141,0.0955994667917718,0.338257430206455,YGR087C,PDC6,SGDID:S000003319,Close to 3'-UTR,Close to 3'-UTR,"""Minor isoform of pyruvate decarboxylase; decarboxylates pyruvate to acetaldehyde ; involved in amino acid catabolism; transcription is glucose- and ethanol-dependent ; and is strongly induced during sulfur limitation""",Verified ORF
4513,7,656911,0.0913793849507197,0.0955664111000121,0.339632002600899,YGR088W,CTT1,SGDID:S000003320,Close to 3'-UTR,Close to 3'-UTR,"""Cytosolic catalase T; has a role in protection from oxidative damage by hydrogen peroxide""",Verified ORF
4514,7,657229,0.0623108517655107,0.0969613404043965,0.520877458676549,YGR089W,NNF2,SGDID:S000003321,CDS,CDS,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4516,7,657638,0.0596926766631962,0.0954985716227195,0.532333185394988,YGR089W,NNF2,SGDID:S000003321,CDS,CDS,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4517,7,657869,0.0732867161043598,0.0953709095232145,0.442740255294142,YGR089W,NNF2,SGDID:S000003321,CDS,CDS,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4518,7,658138,0.0780972169771827,0.0954334126906338,0.413713713661855,YGR089W,NNF2,SGDID:S000003321,CDS,CDS,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4519,7,658177,0.0767049539305085,0.0956899309026847,0.423324205053003,YGR089W,NNF2,SGDID:S000003321,CDS,CDS,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4520,7,658876,0.14448835927529,0.0975330596126142,0.13938419327481,YGR089W,NNF2,SGDID:S000003321,CDS,CDS,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4521,7,658924,0.0961865384587554,0.0958287611856892,0.31619461748241,YGR089W,NNF2,SGDID:S000003321,CDS,CDS,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4529,7,660057,0.097435428744208,0.0955579220923937,0.308593808376649,ACS_7_660005_-_NFR/NDR,,,Promoter,Promoter,,Promoter
4530,7,660120,-0.0549315895191352,0.0964876460863734,0.569506394725571,YGR089W,NNF2,SGDID:S000003321,Close to 3'-UTR,Close to 3'-UTR,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4531,7,660197,-0.112656154901607,0.0956709907733369,0.239774432031446,YGR089W,NNF2,SGDID:S000003321,Close to 3'-UTR,Close to 3'-UTR,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4532,7,660217,-0.0902424810190896,0.0958079361712414,0.346882717596467,YGR089W,NNF2,SGDID:S000003321,Close to 3'-UTR,Close to 3'-UTR,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4533,7,660351,-0.108648052376559,0.0953464018650561,0.255263684524922,YGR089W,NNF2,SGDID:S000003321,Close to 3'-UTR,Close to 3'-UTR,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4535,7,660725,-0.110935589447801,0.0960242837504776,0.248754385947155,YGR089W,NNF2,SGDID:S000003321,Close to 3'-UTR,Close to 3'-UTR,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4536,7,663901,-0.128183581962479,0.0955823474461702,0.180756700891293,YGR090W,UTP22,SGDID:S000003322,CDS,CDS,"""Component of the small-subunit processome; required for nuclear export of tRNAs; forms a complex with Rrp7p; may facilitate binding of Utp8p to aminoacylated tRNAs and their delivery to Los1p for export; conserved from yeast to mammals""",Verified ORF
4538,7,668812,-0.142765231743209,0.0948327345785979,0.1331045904638,YGR092W,DBF2,SGDID:S000003324,CDS,CDS,"""Ser/Thr kinase involved in transcription and stress response; functions as part of a network of genes in exit from mitosis; localization is cell cycle regulated; activated by Cdc15p during the exit from mitosis; also plays a role in regulating the stability of SWI5 and CLB2 mRNAs; phosphorylates Chs2p to regulate primary septum formation and Hof1p to regulate cytokinesis; DBF2 has a paralog ; DBF20 ; that arose from the whole genome duplication""",Verified ORF
4539,7,669370,-0.163215062241512,0.0950346211412542,0.0867781509121891,YGR092W,DBF2,SGDID:S000003324,CDS,CDS,"""Ser/Thr kinase involved in transcription and stress response; functions as part of a network of genes in exit from mitosis; localization is cell cycle regulated; activated by Cdc15p during the exit from mitosis; also plays a role in regulating the stability of SWI5 and CLB2 mRNAs; phosphorylates Chs2p to regulate primary septum formation and Hof1p to regulate cytokinesis; DBF2 has a paralog ; DBF20 ; that arose from the whole genome duplication""",Verified ORF
4542,7,677969,-0.167698418676786,0.0951013719076281,0.0787040757190335,YGR096W,TPC1,SGDID:S000003328,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial membrane transporter; mediates uptake of the essential cofactor thiamine pyrophosphate (ThPP) into mitochondria; expression appears to be regulated by carbon source; member of the mitochondrial carrier family""",Verified ORF
4547,7,678429,-0.0918106519937237,0.0959893922208396,0.339491095056325,CUT152,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
4548,7,678526,-0.125200093374654,0.0954824261391135,0.190629966028659,SUT555_NFR/NDR,,,Promoter,Promoter,,Promoter
4549,7,681312,-0.135193865994869,0.0950029614167605,0.155605112630475,YGR097W,ASK10,SGDID:S000003329,CDS,CDS,"""Regulator of the Fps1p glycerol channel; under nonstress conditions ; binds to Fps1p to positively regulate glycerol transport; under osmotic stress ; multiple phosphorylation by Hog1p causes Ask10p to dissociate from Fps1p; forms homodimers and heterodimerizes with paralog Rgc1p; phosphorylated in response to oxidative stress; has a role in destruction of Ssn8p; associates with RNA polymerase II holoenzyme""",Verified ORF
4550,7,682093,-0.142239335702998,0.0945140934837599,0.133230190286904,YGR097W,ASK10,SGDID:S000003329,CDS,CDS,"""Regulator of the Fps1p glycerol channel; under nonstress conditions ; binds to Fps1p to positively regulate glycerol transport; under osmotic stress ; multiple phosphorylation by Hog1p causes Ask10p to dissociate from Fps1p; forms homodimers and heterodimerizes with paralog Rgc1p; phosphorylated in response to oxidative stress; has a role in destruction of Ssn8p; associates with RNA polymerase II holoenzyme""",Verified ORF
4551,7,684139,-0.0952624184526268,0.0970953040981845,0.327204119298557,YGR098C,ESP1,SGDID:S000003330,CDS,CDS,"""Separase/separin ; a caspase-like cysteine protease; cleaves Mcd1p/Scc1p ; a mitotic cohesin complex subunit ; resulting in the dissociation of cohesin from chromatin and sister chromatid separation; cleaves meiotic-cohesin subunit Rec8p along chromosome arms in meiosis I and at centromeric sites during meiosis II; inhibits PP2A-Cdc55p to promote mitotic exit; inhibited by Pds1p (securin); relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
4552,7,688776,-0.0908630330581068,0.0947720411919223,0.338339096771455,YGR099W,TEL2,SGDID:S000003331,CDS,CDS,"""Subunit of the ASTRA complex ; involved in chromatin remodeling; subunit of the telomere cap complex DNA-binding protein specific to single-stranded yeast telomeric DNA repeats ; required for telomere length regulation and telomere position effect; involved in the stability or biogenesis of PIKKs such as TORC1""",Verified ORF
4553,7,689845,-0.0952015225827851,0.0950228067139778,0.317087452377129,YGR099W,TEL2,SGDID:S000003331,CDS,CDS,"""Subunit of the ASTRA complex ; involved in chromatin remodeling; subunit of the telomere cap complex DNA-binding protein specific to single-stranded yeast telomeric DNA repeats ; required for telomere length regulation and telomere position effect; involved in the stability or biogenesis of PIKKs such as TORC1""",Verified ORF
4554,7,698308,-0.0844848373176582,0.0964302997382968,0.381558769869712,YGR104C,SRB5,SGDID:S000003336,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; required for proper termination of transcription for some genes; involved in telomere maintenance""",Verified ORF
4558,7,702818,-0.0809844969227347,0.0947974095774946,0.393523596978504,YGR107W,YGR107W,SGDID:S000003339,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
4559,7,702968,-0.0730642898892158,0.09560642904772,0.445247019136085,YGR107W,YGR107W,SGDID:S000003339,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
4560,7,703750,-0.116113887874031,0.0952893377421075,0.223832497434574,YGR108W,CLB1,SGDID:S000003340,CDS,CDS,"""B-type cyclin involved in cell cycle progression; activates Cdc28p to promote the transition from G2 to M phase; accumulates during G2 and M ; then targeted via a destruction box motif for ubiquitin-mediated degradation by the proteasome; CLB1 has a paralog ; CLB2 ; that arose from the whole genome duplication""",Verified ORF
