SNP,Chr,Pos,Effect,SE,TPO1_TCB2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
6311,10,448026,0.110095652246528,0.0781807332102351,0.159946100400959,YJR005W,APL1,SGDID:S000003765,Close to 3'-UTR,Close to 3'-UTR,"""Beta-adaptin; large subunit of the clathrin associated protein complex (AP-2); involved in vesicle mediated transport; similar to mammalian beta-chain of the clathrin associated protein complex""",Verified ORF
6312,10,454904,0.0979439203550481,0.0772460307355199,0.205652318288086,ARS1016,ARS1016,SGDID:S000028453,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
6313,10,454991,0.0910719664723021,0.0764923469103392,0.234609754707842,ARS1016,ARS1016,SGDID:S000028453,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
6314,10,455828,0.107334033852918,0.0777558032546578,0.168337305021037,YJR010W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6316,10,459184,0.0741664699269227,0.0781593008539096,0.343313430076656,YJR011C,YJR011C,SGDID:S000003772,CDS,CDS,"""Putative protein of unknown function; GFP-fusion protein expression is induced in response to the DNA-damaging agent MMS""",Uncharacterized ORF
6317,10,460583,0.0339263998204826,0.0766245036112954,0.658209255372871,YJR013W,GPI14,SGDID:S000003774,CDS,CDS,"""Glycosylphosphatidylinositol-alpha 1,4 mannosyltransferase I; involved in GPI anchor biosynthesis ; requires Pbn1p for function; homolog of mammalian PIG-M""",Verified ORF
6318,10,461243,0.0397629906551664,0.0768778228500682,0.605324316213593,YJR013W,GPI14,SGDID:S000003774,CDS,CDS,"""Glycosylphosphatidylinositol-alpha 1,4 mannosyltransferase I; involved in GPI anchor biosynthesis ; requires Pbn1p for function; homolog of mammalian PIG-M""",Verified ORF
6320,10,463222,0.039270418948494,0.075897870489112,0.605193112002025,YJR015W,YJR015W,SGDID:S000003776,CDS,CDS,"""Putative protein of unknown function; localizes to endoplasmic reticulum and cytoplasm; null mutant exhibits abnormal lipid metabolic phenotype; predicted to encode a membrane transporter based on phylogenetic analysis; not an essential gene; YJR015W has a paralog ; SNG1 ; that arose from the whole genome duplication""",Uncharacterized ORF
6321,10,464142,0.0288376530506356,0.0750891568779767,0.70117594762011,YJR015W,YJR015W,SGDID:S000003776,CDS,CDS,"""Putative protein of unknown function; localizes to endoplasmic reticulum and cytoplasm; null mutant exhibits abnormal lipid metabolic phenotype; predicted to encode a membrane transporter based on phylogenetic analysis; not an essential gene; YJR015W has a paralog ; SNG1 ; that arose from the whole genome duplication""",Uncharacterized ORF
6323,10,466331,0.0381167158749285,0.0755167693413175,0.614052851234948,YJR016C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6324,10,470995,0.0563333026407733,0.0724222557708034,0.437181301653661,YJR024C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6325,10,487887,0.0001737956539795,0.0713600788760016,0.998058150140319,YJR031C,GEA1,SGDID:S000003792,CDS,CDS,"""Guanine nucleotide exchange factor for ADP ribosylation factors (ARFs); involved in vesicular transport between the Golgi and ER ; Golgi organization ; and actin cytoskeleton organization; GEA1 has a paralog ; GEA2 ; that arose from the whole genome duplication""",Verified ORF
6326,10,488026,0.0063587468225068,0.0712644231628287,0.928951706649441,YJR031C,GEA1,SGDID:S000003792,CDS,CDS,"""Guanine nucleotide exchange factor for ADP ribosylation factors (ARFs); involved in vesicular transport between the Golgi and ER ; Golgi organization ; and actin cytoskeleton organization; GEA1 has a paralog ; GEA2 ; that arose from the whole genome duplication""",Verified ORF
6327,10,492665,-0.042543563221878,0.0696671202020685,0.541811588237905,YJR033C,RAV1,SGDID:S000003794,CDS,CDS,"""Subunit of RAVE complex (Rav1p ; Rav2p ; Skp1p); the RAVE complex promotes assembly of the V-ATPase holoenzyme; required for transport between the early and late endosome/PVC and for localization of TGN membrane proteins; potential Cdc28p substrate""",Verified ORF
6330,10,500581,0.0247989685242737,0.0695677110655572,0.721699792537222,YJR035W,RAD26,SGDID:S000003796,CDS,CDS,"""Protein involved in transcription-coupled nucleotide excision repair; repairs UV-induced DNA lesions; recruitment to DNA lesions is dependent on an elongating RNA polymerase II; homolog of human CSB protein""",Verified ORF
6332,10,501226,0.0268057542385862,0.0700748714779614,0.702298350571236,YJR036C,HUL4,SGDID:S000003797,CDS,CDS,"""Protein with similarity to hect domain E3 ubiquitin-protein ligases; not essential for viability; found in association with Trf4 in TRAMP complex""",Verified ORF
6333,10,502176,0.0565252151337502,0.0698215620258679,0.418734580915662,YJR036C,HUL4,SGDID:S000003797,CDS,CDS,"""Protein with similarity to hect domain E3 ubiquitin-protein ligases; not essential for viability; found in association with Trf4 in TRAMP complex""",Verified ORF
6334,10,503351,0.0565020452089671,0.0695459565257273,0.417085700122682,YJR036C,HUL4,SGDID:S000003797,CDS,CDS,"""Protein with similarity to hect domain E3 ubiquitin-protein ligases; not essential for viability; found in association with Trf4 in TRAMP complex""",Verified ORF
6335,10,503620,0.0491981166672496,0.069224666159133,0.47773813809798,YJR039W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6336,10,504391,0.0467552306696827,0.0694341249448121,0.501149128694821,YJR039W,MLO127,SGDID:S000003800,CDS,CDS,"""Mitochondrial protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
6337,10,504977,0.0365667312313831,0.0693864227458889,0.59852374177384,YJR039W,MLO127,SGDID:S000003800,CDS,CDS,"""Mitochondrial protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
6338,10,506238,0.0484313642487205,0.0699734722105074,0.489305100528006,YJR039W,MLO127,SGDID:S000003800,CDS,CDS,"""Mitochondrial protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
6339,10,510746,0.0507937869451127,0.0695635565962091,0.465765606115557,YJR041C,URB2,SGDID:S000003802,CDS,CDS,"""Protein required for normal metabolism of the rRNA primary transcript; nucleolar protein; proposed to be involved in ribosome biogenesis""",Verified ORF
6340,10,511762,0.0430817077626263,0.0699885985115489,0.53858608403582,YJR041C,URB2,SGDID:S000003802,CDS,CDS,"""Protein required for normal metabolism of the rRNA primary transcript; nucleolar protein; proposed to be involved in ribosome biogenesis""",Verified ORF
6341,10,512491,0.0174781016696111,0.0694690815183584,0.801500216298498,YJR041C,URB2,SGDID:S000003802,CDS,CDS,"""Protein required for normal metabolism of the rRNA primary transcript; nucleolar protein; proposed to be involved in ribosome biogenesis""",Verified ORF
6342,10,514422,0.0630943551869749,0.0692714908227307,0.363007983807503,YJR042W,NUP85,SGDID:S000003803,CDS,CDS,"""Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport and NPC biogenesis and is involved in establishment of a normal nucleocytoplasmic concentration gradient of the GTPase Gsp1p; also plays roles in several processes that may require localization of genes or chromosomes at the nuclear periphery ; including double-strand break repair ; transcription and chromatin silencing; homologous to human NUP85 aka NUP75""",Verified ORF
6343,10,517900,0.0051581033252755,0.0705868038933394,0.941788131724296,YJR043C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6345,10,525070,0.0063357353491003,0.0689535858651321,0.926842277441897,YJR047C,ANB1,SGDID:S000003808,CDS,CDS,"""Translation elongation factor eIF-5A; previously thought to function in translation initiation; undergoes an essential hypusination modification; expressed under anaerobic conditions; ANB1 has a paralog ; HYP2 ; that arose from the whole genome duplication; human EIF5A complements the inviability of the yeast hyp2 anb1 double null mutant""",Verified ORF
6346,10,526273,-0.0546384962710647,0.0697596173987396,0.434011573390166,YJR048W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6347,10,528672,-0.0374424849916102,0.0689571752643603,0.587485070464076,YJR050W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6348,10,531791,-0.0589669417397393,0.0692114669760507,0.394801572110208,YJR052W_NFR/NDR,,,Promoter,Promoter,,Promoter
6349,10,533434,-0.0693346685177031,0.0694447624797776,0.318762228055772,YJR052W,RAD7,SGDID:S000003813,CDS,CDS,"""Nucleotide excision repair (NER) protein; binds damaged DNA during NER; binds DNA in an ATP-dependent manner (with Rad16p) during NER; required for repair of non-transcribed chromatin; subunit of Nucleotide Excision Repair Factor 4 (NEF4) and the Elongin-Cullin-Socs (ECS) ligase complex""",Verified ORF
6350,10,536874,-0.0625655865113708,0.0697355759524177,0.370232642545397,YJR054W,KCH1,SGDID:S000003815,CDS,CDS,"""Potassium transporter that mediates K+ influx; activates high-affinity Ca2+ influx system (HACS) during mating pheromone response; expression up-regulated in response to alpha factor; localized to sites of polarized growth; member of a fungal-specific gene family; potential Cdc28p substrate; KCH1 has a paralog ; PRM6 ; that arose from the whole genome duplication""",Verified ORF
6351,10,536893,-0.0613107350778338,0.0701528110926298,0.38273432973156,YJR054W,KCH1,SGDID:S000003815,CDS,CDS,"""Potassium transporter that mediates K+ influx; activates high-affinity Ca2+ influx system (HACS) during mating pheromone response; expression up-regulated in response to alpha factor; localized to sites of polarized growth; member of a fungal-specific gene family; potential Cdc28p substrate; KCH1 has a paralog ; PRM6 ; that arose from the whole genome duplication""",Verified ORF
6358,10,543383,-0.0501851523027906,0.0696389907832368,0.471603477419624,YJRWdelta20_NFR/NDR,,,Promoter,Promoter,,Promoter
6359,10,545646,-0.065830948532513,0.0689942063729624,0.340659709475711,YJR059W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6360,10,547222,-0.0893321392387619,0.0688219197208471,0.195128371958729,YJR059W,PTK2,SGDID:S000003820,CDS,CDS,"""Serine/threonine protein kinase; involved in regulation of ion transport across plasma membrane; carboxyl terminus is essential for glucose-dependent Pma1p activation via phosphorylation of Pma1p-Ser899; enhances spermine uptake; PTK2 has a paralog ; PTK1 ; that arose from the whole genome duplication""",Verified ORF
6361,10,548227,-0.0632750290742206,0.0692293595908849,0.361345298552136,YJR059W,PTK2,SGDID:S000003820,CDS,CDS,"""Serine/threonine protein kinase; involved in regulation of ion transport across plasma membrane; carboxyl terminus is essential for glucose-dependent Pma1p activation via phosphorylation of Pma1p-Ser899; enhances spermine uptake; PTK2 has a paralog ; PTK1 ; that arose from the whole genome duplication""",Verified ORF
6363,10,550333,-0.113625140249859,0.0686504044863059,0.0987874746892216,YJR061W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6364,10,551502,-0.0918521108866741,0.0687692427546495,0.182521981178391,YJR061W,MNN14,SGDID:S000003822,CDS,CDS,"""Protein required for N-glycan mannosylphosphorylation; non-essential gene; transcription repressed by Rm101p; MNN14 has a paralog ; MNN4 ; that arose from the whole genome duplication""",Uncharacterized ORF
6365,10,552149,-0.0946603616068709,0.0684577047460092,0.167613511234372,YJR061W,MNN14,SGDID:S000003822,CDS,CDS,"""Protein required for N-glycan mannosylphosphorylation; non-essential gene; transcription repressed by Rm101p; MNN14 has a paralog ; MNN4 ; that arose from the whole genome duplication""",Uncharacterized ORF
6366,10,552640,-0.0851942609794894,0.0683473467616568,0.213411198324843,YJR061W,MNN14,SGDID:S000003822,CDS,CDS,"""Protein required for N-glycan mannosylphosphorylation; non-essential gene; transcription repressed by Rm101p; MNN14 has a paralog ; MNN4 ; that arose from the whole genome duplication""",Uncharacterized ORF
6367,10,552851,-0.0547810474057887,0.0690912706948215,0.428380638607885,YJR061W,MNN14,SGDID:S000003822,CDS,CDS,"""Protein required for N-glycan mannosylphosphorylation; non-essential gene; transcription repressed by Rm101p; MNN14 has a paralog ; MNN4 ; that arose from the whole genome duplication""",Uncharacterized ORF
6369,10,553578,-0.0686751870734914,0.0689746555263588,0.320098210830182,YJR062C,NTA1,SGDID:S000003823,CDS,CDS,"""Amidase; removes the amide group from N-terminal asparagine and glutamine residues to generate proteins with N-terminal aspartate and glutamate residues that are targets of ubiquitin-mediated degradation""",Verified ORF
6370,10,553579,-0.0650106000924103,0.0690661440628992,0.34720493376859,YJR062C,NTA1,SGDID:S000003823,CDS,CDS,"""Amidase; removes the amide group from N-terminal asparagine and glutamine residues to generate proteins with N-terminal aspartate and glutamate residues that are targets of ubiquitin-mediated degradation""",Verified ORF
6371,10,553911,-0.0561479436988079,0.0698149311764205,0.421799797098344,YJR062C,NTA1,SGDID:S000003823,CDS,CDS,"""Amidase; removes the amide group from N-terminal asparagine and glutamine residues to generate proteins with N-terminal aspartate and glutamate residues that are targets of ubiquitin-mediated degradation""",Verified ORF
6372,10,554468,-0.0714701407214887,0.0684931388405701,0.297447395084452,YJR062C,NTA1,SGDID:S000003823,CDS,CDS,"""Amidase; removes the amide group from N-terminal asparagine and glutamine residues to generate proteins with N-terminal aspartate and glutamate residues that are targets of ubiquitin-mediated degradation""",Verified ORF
6375,10,555138,-0.038538775336722,0.0688896048267186,0.576224406826984,YJR062C_NFR/NDR,,,Promoter,Promoter,,Promoter
6376,10,556246,-0.0624011076532005,0.0688815787348802,0.365596827703467,YJR064W,CCT5,SGDID:S000003825,CDS,CDS,"""Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p ; required for the assembly of actin and tubulins in vivo""",Verified ORF
6377,10,557799,-0.0447729577028709,0.0693609399942614,0.519018169564295,YJR064W,CCT5,SGDID:S000003825,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p ; required for the assembly of actin and tubulins in vivo""",Verified ORF
6378,10,564317,-0.0320161723091967,0.0685078833651604,0.640548141031866,YJR066W,TOR1,SGDID:S000003827,CDS,CDS,"""PIK-related protein kinase and rapamycin target; subunit of TORC1 ; a complex that controls growth in response to nutrients by regulating translation ; transcription ; ribosome biogenesis ; nutrient transport and autophagy; involved in meiosis; indole-3-acetic acid ; an ATP-competitive inhibitor of TORC1 ; accumulates upon entry into stationary phase; TOR1 has a paralog ; TOR2 ; that arose from the whole genome duplication""",Verified ORF
6379,10,568534,-0.078820315820479,0.0689567364905353,0.253796554677742,YJR068W,RFC2,SGDID:S000003829,CDS,CDS,"""Subunit of heteropentameric Replication factor C (RF-C); RF-C is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon""",Verified ORF
