SNP,Chr,Pos,Effect,SE,GTR1_SLM4_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
4585,7,729257,0.2232954887943,0.138518892652784,0.107850843726772,YGR119C,NUP57,SGDID:S000003351,CDS,CDS,"""FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; found in stable complex with Nic96p and two other FG-nucleoproteins (Nsp1p and Nup49p)""",Verified ORF
4586,7,729377,0.20634494039346,0.139447013555881,0.139835248882064,YGR119C,NUP57,SGDID:S000003351,CDS,CDS,"""FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; found in stable complex with Nic96p and two other FG-nucleoproteins (Nsp1p and Nup49p)""",Verified ORF
4587,7,729692,0.192529270592653,0.13864964991451,0.165829158279807,YGR119C,NUP57,SGDID:S000003351,Close to 3'-UTR,Close to 3'-UTR,"""FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; found in stable complex with Nic96p and two other FG-nucleoproteins (Nsp1p and Nup49p)""",Verified ORF
4588,7,730604,0.200842889499269,0.138892755340609,0.149056452797519,XUT_7F-323,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
4589,7,730706,0.165512953276035,0.140749470810005,0.240411250371048,XUT_7F-323,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
4591,7,732233,0.0580267781373592,0.139527848687265,0.677750857051787,YGR121C,MEP1,SGDID:S000003353,CDS,CDS,"""Ammonium permease; belongs to Mep-Amt-Rh family of well-conserved ammonium (NH4+) transporters that includes the human Rh factors; expression is under the nitrogen catabolite repression regulation; activity regulated by TORC1 effectors ; Npr1p and Par32p; human homolog RHCG complements yeast null mutant; mutations in human homolog RHCG implicated in metabolic acidosis; MEP1 has a paralog ; MEP3 ; that arose from the whole genome duplication""",Verified ORF
4593,7,738918,0.0500836661687707,0.139713077007573,0.72020204699442,YGR123C,PPT1,SGDID:S000003355,Close to 3'-UTR,Close to 3'-UTR,"""Protein serine/threonine phosphatase; regulates Hsp90 chaperone by affecting its ATPase and cochaperone binding activities; has similarity to human phosphatase PP5; present in both the nucleus and cytoplasm; expressed during logarithmic growth""",Verified ORF
4594,7,739112,0.04457850040016,0.139611711499563,0.749685292342112,tI(AAU)G_NFR/NDR,,,Promoter,Promoter,,Promoter
4595,7,739245,-0.0049822634895621,0.138876673523662,0.971401947521918,YGR124W,ASN2,SGDID:S000003356,Close to 3'-UTR,Close to 3'-UTR,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN2 has a paralog ; ASN1 ; that arose from the whole genome duplication""",Verified ORF
4596,7,739354,-0.0039535948525359,0.139089022325402,0.977339308919599,YGR124W,ASN2,SGDID:S000003356,Close to 3'-UTR,Close to 3'-UTR,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN2 has a paralog ; ASN1 ; that arose from the whole genome duplication""",Verified ORF
4597,7,751217,0.0363100590810936,0.139042864869314,0.794134585172315,YGR129W,SYF2,SGDID:S000003361,Close to 3'-UTR,Close to 3'-UTR,"""Member of the NineTeen Complex (NTC); NTC contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2 ; U5 ; and U6 snRNAs; relocalizes to the cytosol in response to hypoxia; isy1 syf2 cells have defective spindles activiating cell cycle arrest""",Verified ORF
4598,7,753356,-0.0202692020362456,0.139431731229099,0.88450165498015,YGR130C,YGR130C,SGDID:S000003362,CDS,CDS,"""Component of the eisosome with unknown function; GFP-fusion protein localizes to the cytoplasm; specifically phosphorylated in vitro by mammalian diphosphoinositol pentakisphosphate (IP7)""",Verified ORF
4599,7,754860,0.0577706981575848,0.139118852399777,0.678202796359729,YGR131W,FHN1,SGDID:S000003363,CDS,CDS,"""Protein of unknown function; induced by ketoconazole; promoter region contains sterol regulatory element motif ; which has been identified as a Upc2p-binding site; overexpression complements function of Nce102p in NCE102 deletion strain; FHN1 has a paralog ; NCE102 ; that arose from the whole genome duplication""",Verified ORF
4601,7,757758,-0.0754770391720894,0.142720751472517,0.597245903311473,YGR133W,PEX4,SGDID:S000003365,Close to 3'-UTR,Close to 3'-UTR,"""Peroxisomal ubiquitin conjugating enzyme; required for peroxisomal matrix protein import and peroxisome biogenesis""",Verified ORF
4602,7,758060,-0.0515396322716445,0.13991668165871,0.712826027719906,YGR134W,CAF130,SGDID:S000003366,CDS,CDS,"""Subunit of the CCR4-NOT transcriptional regulatory complex; CCR4-NOT complex is evolutionarily-conserved and involved in controlling mRNA initiation ; elongation ; and degradation""",Verified ORF
4603,7,762339,-0.0384558878360255,0.141982531342993,0.786665141486166,YGR136W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4604,7,762575,-0.0594962859320109,0.141415422243874,0.6742156223632,YGR136W,LSB1,SGDID:S000003368,CDS,CDS,"""Negative regulator of actin nucleation-promoting factor activity; interacts with Las17p ; a homolog of human Wiskott-Aldrich Syndrome protein (WASP) ; via an N-terminal SH3 domain ; and along with PIN3 cooperatively inhibits the nucleation of actin filaments; overexpression blocks receptor-mediated endocytosis; protein increases in abundance and forms nuclear foci in response to DNA replication stress; LSB1 has a paralog ; PIN3 ; that arose from the whole genome duplication""",Verified ORF
4606,7,766310,-0.0424353668936955,0.139660231571011,0.761423342586733,YGR138C,TPO2,SGDID:S000003370,Close to 3'-UTR,Close to 3'-UTR,"""Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; specific for spermine; localizes to the plasma membrane; transcription of TPO2 is regulated by Haa1p; TPO2 has a paralog ; TPO3 ; that arose from the whole genome duplication""",Verified ORF
4607,7,767102,0.0299534529914937,0.1389027220853,0.829390280426283,YGR140W,CBF2,SGDID:S000003372,Close to 3'-UTR,Close to 3'-UTR,"""Essential kinetochore protein; component of the CBF3 multisubunit complex that binds to the CDEIII region of the centromere; Cbf2p also binds to the CDEII region possibly forming a different multimeric complex ; ubiquitinated in vivo; sumoylated in an Mms21p-dependent manner; relative distribution to the spindle pole body decreases upon DNA replication stress""",Verified ORF
4608,7,768955,-0.0135059410682264,0.139385464073874,0.922863705978314,YGR140W,CBF2,SGDID:S000003372,CDS,CDS,"""Essential kinetochore protein; component of the CBF3 multisubunit complex that binds to the CDEIII region of the centromere; Cbf2p also binds to the CDEII region possibly forming a different multimeric complex ; ubiquitinated in vivo; sumoylated in an Mms21p-dependent manner; relative distribution to the spindle pole body decreases upon DNA replication stress""",Verified ORF
4610,7,776465,-0.0507408559319596,0.141145587273435,0.719441239580235,YGR143W,SKN1,SGDID:S000003375,CDS,CDS,"""Protein involved in sphingolipid biosynthesis; type II membrane protein; SKN1 has a paralog ; KRE6 ; that arose from the whole genome duplication""",Verified ORF
4611,7,779852,-0.0671984913987048,0.139474096505245,0.630247244401065,YGR144W,THI4,SGDID:S000003376,Close to 3'-UTR,Close to 3'-UTR,"""Thiazole synthase; abundant protein involved in the formation of the thiazole moiety of thiamine during thiamine biosynthesis; acts more as a co-substrate rather than an enzyme by providing the sulphur source for thiazole formation; undergoes a single turnover only; required for mitochondrial genome stability in response to DNA damaging agents""",Verified ORF
4612,7,783183,0.0008125425996549,0.13991676463441,0.995369728841429,YGR145W,ENP2,SGDID:S000003377,CDS,CDS,"""Component of the SSU; required for pre-18S rRNA processing ; biogenesis of the small ribosomal subunit; interacts with U3 snoRNA ; Mpp10p and Bfr2p; contains WD repeats ; and has homology to Spb1p""",Verified ORF
4613,7,784494,-0.0025523075607156,0.13956528350727,0.985419788712544,YGR146C,ECL1,SGDID:S000003378,CDS,CDS,"""Protein of unknown function; mitochondrial-dependent role in the extension of chronological lifespan; overexpression increases oxygen consumption and respiratory activity while deletion results in reduced oxygen consumption under conditions of caloric restriction; induced by iron homeostasis transcription factor Aft2p; multicopy suppressor of temperature sensitive hsf1 mutant; induced by treatment with 8-methoxypsoralen and UVA irradiation""",Verified ORF
4616,7,785343,-0.0304933287948013,0.139996753275325,0.827699465359254,YGR146C-A,YGR146C-A,SGDID:S000028638,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
4617,7,785665,-0.184071894781015,0.139004980726891,0.186289809120401,YGR146C-A_NFR/NDR,,,Promoter,Promoter,,Promoter
4618,7,788486,-0.243691484400719,0.138160406518003,0.0786255581220332,YGR149W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4619,7,789160,-0.259002850223361,0.138473833148646,0.062254225598827,YGR149W,GPC1,SGDID:S000003381,CDS,CDS,"""Glycerophosphocholine acyltransferase (GPCAT); involved in in phosphatidylcholine (PC) synthesis; uses acyl-CoA to acylate glycero-3-phosphocholine to yield lyso-PC; also catalyzes acylation of glycerophosphoethanolamine with acyl-CoA; predicted to be an integral membrane protein""",Verified ORF
4621,7,790984,-0.308047797810523,0.138639122400409,0.0269208548739494,YGR150C,CCM1,SGDID:S000003382,CDS,CDS,"""Mitochondrial 15S rRNA-binding protein; required for intron removal of COB and COX1 pre-mRNAs; has separable roles in stabilizing mitochondrial 15S rRNA and in maturation of the COB and COX1 mRNAs; contains pentatricopeptide repeat (PPR) motifs; mutant is respiratory deficient and has defective plasma membrane electron transport""",Verified ORF
4622,7,791524,-0.281926618073819,0.139410549620054,0.0439015917116727,YGR150C,CCM1,SGDID:S000003382,CDS,CDS,"""Mitochondrial 15S rRNA-binding protein; required for intron removal of COB and COX1 pre-mRNAs; has separable roles in stabilizing mitochondrial 15S rRNA and in maturation of the COB and COX1 mRNAs; contains pentatricopeptide repeat (PPR) motifs; mutant is respiratory deficient and has defective plasma membrane electron transport""",Verified ORF
4623,7,791720,-0.310750315326214,0.138171923419367,0.025127764353174,YGR150C,CCM1,SGDID:S000003382,CDS,CDS,"""Mitochondrial 15S rRNA-binding protein; required for intron removal of COB and COX1 pre-mRNAs; has separable roles in stabilizing mitochondrial 15S rRNA and in maturation of the COB and COX1 mRNAs; contains pentatricopeptide repeat (PPR) motifs; mutant is respiratory deficient and has defective plasma membrane electron transport""",Verified ORF
4624,7,791919,-0.271979191838836,0.139441677538785,0.0519091588088889,YGR150C,CCM1,SGDID:S000003382,CDS,CDS,"""Mitochondrial 15S rRNA-binding protein; required for intron removal of COB and COX1 pre-mRNAs; has separable roles in stabilizing mitochondrial 15S rRNA and in maturation of the COB and COX1 mRNAs; contains pentatricopeptide repeat (PPR) motifs; mutant is respiratory deficient and has defective plasma membrane electron transport""",Verified ORF
4625,7,792224,-0.213077254857341,0.138695423441273,0.125361552517226,YGR150C,CCM1,SGDID:S000003382,CDS,CDS,"""Mitochondrial 15S rRNA-binding protein; required for intron removal of COB and COX1 pre-mRNAs; has separable roles in stabilizing mitochondrial 15S rRNA and in maturation of the COB and COX1 mRNAs; contains pentatricopeptide repeat (PPR) motifs; mutant is respiratory deficient and has defective plasma membrane electron transport""",Verified ORF
4626,7,792484,-0.235486258276908,0.138778356487607,0.0906062355524432,YGR150C,CCM1,SGDID:S000003382,CDS,CDS,"""Mitochondrial 15S rRNA-binding protein; required for intron removal of COB and COX1 pre-mRNAs; has separable roles in stabilizing mitochondrial 15S rRNA and in maturation of the COB and COX1 mRNAs; contains pentatricopeptide repeat (PPR) motifs; mutant is respiratory deficient and has defective plasma membrane electron transport""",Verified ORF
4627,7,792927,-0.229095381363709,0.13821801919366,0.0983082646994512,YGR150C,CCM1,SGDID:S000003382,CDS,CDS,"""Mitochondrial 15S rRNA-binding protein; required for intron removal of COB and COX1 pre-mRNAs; has separable roles in stabilizing mitochondrial 15S rRNA and in maturation of the COB and COX1 mRNAs; contains pentatricopeptide repeat (PPR) motifs; mutant is respiratory deficient and has defective plasma membrane electron transport""",Verified ORF
4628,7,793218,-0.238517360146456,0.138367877065574,0.085621054808364,YGR150C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4629,7,793559,-0.238517360146456,0.138367877065574,0.085621054808364,YGRWdelta26,YGRWdelta26,SGDID:S000006973,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
4635,7,796731,-0.218445825561121,0.138271223203448,0.115040085207656,YGR153W,YGR153W,SGDID:S000003385,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
4636,7,797099,-0.234158039916037,0.138193983001304,0.0910683177899557,YGR154C,GTO1,SGDID:S000003386,CDS,CDS,"""Omega-class glutathione transferase; induced under oxidative stress; putative peroxisomal localization""",Verified ORF
4637,7,798650,-0.224254008909422,0.138435429667208,0.106142913510423,YGR155W,CYS4,SGDID:S000003387,CDS,CDS,"""Cystathionine beta-synthase; catalyzes synthesis of cystathionine from serine and homocysteine ; the first committed step in cysteine biosynthesis; responsible for hydrogen sulfide generation; advances passage through START by promoting cell growth which requires catalytic activity ; and reducing critical cell size independent of catalytic activity; mutations in human ortholog CBS cause homocystinuria; human CBS can complement yeast null mutant""",Verified ORF
4638,7,799159,-0.234302751247149,0.138397057394038,0.0913425005637035,YGR155W,CYS4,SGDID:S000003387,CDS,CDS,"""Cystathionine beta-synthase; catalyzes synthesis of cystathionine from serine and homocysteine ; the first committed step in cysteine biosynthesis; responsible for hydrogen sulfide generation; advances passage through START by promoting cell growth which requires catalytic activity ; and reducing critical cell size independent of catalytic activity; mutations in human ortholog CBS cause homocystinuria; human CBS can complement yeast null mutant""",Verified ORF
