SNP,Chr,Pos,Effect,SE,ERG11_PIS1_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
4904,8,65889,0.239735655693134,0.137241579483353,0.0815391449880601,YHL021C,AIM17,SGDID:S000001013,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays reduced frequency of mitochondrial genome loss""",Verified ORF
4906,8,68955,0.0135157903885124,0.136893556729189,0.92140701018175,YHL019C,APM2,SGDID:S000001011,CDS,CDS,"""Protein of unknown function; homologous to the medium chain of mammalian clathrin-associated protein complex; involved in vesicular transport""",Verified ORF
4907,8,70194,-0.0156457455784992,0.138798654986076,0.910314555929852,YHL017W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4908,8,71694,0.160154332357061,0.137138262433263,0.243663056304121,YHL017W,YHL017W,SGDID:S000001009,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles; YHL017W has a paralog ; PTM1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4909,8,71740,0.16357210965492,0.136946909589137,0.233115715802217,YHL017W,YHL017W,SGDID:S000001009,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles; YHL017W has a paralog ; PTM1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4910,8,71830,0.197000720147787,0.137812032611601,0.153748249694285,YHL017W,YHL017W,SGDID:S000001009,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles; YHL017W has a paralog ; PTM1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4914,8,74739,0.211301706213663,0.136592028831526,0.122770141128072,YHL015W-A,YHL015W-A,SGDID:S000028828,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
4915,8,74974,0.169822243575309,0.136925355741757,0.215705145769963,YHL016C,DUR3,SGDID:S000001008,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane transporter for both urea and polyamines; expression is highly sensitive to nitrogen catabolite repression and induced by allophanate ; the last intermediate of the allantoin degradative pathway""",Verified ORF
4916,8,74975,0.161135388291381,0.137156862537999,0.240856381405995,YHL016C,DUR3,SGDID:S000001008,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane transporter for both urea and polyamines; expression is highly sensitive to nitrogen catabolite repression and induced by allophanate ; the last intermediate of the allantoin degradative pathway""",Verified ORF
4920,8,79061,0.0942687675308889,0.137705782693106,0.494066706437533,YHL012W,YHL012W,SGDID:S000001004,CDS,CDS,"""Putative UTP glucose-1-phosphate uridylyltransferase; YHL012W has a paralog ; UGP1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4921,8,80030,0.0801526265427084,0.137451373765741,0.560175163361926,YHL012W,YHL012W,SGDID:S000001004,CDS,CDS,"""Putative UTP glucose-1-phosphate uridylyltransferase; YHL012W has a paralog ; UGP1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4922,8,80515,0.0946774382943211,0.138292002593612,0.494033134730296,YHL012W,YHL012W,SGDID:S000001004,Close to 3'-UTR,Close to 3'-UTR,"""Putative UTP glucose-1-phosphate uridylyltransferase; YHL012W has a paralog ; UGP1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4923,8,81672,0.163698302750062,0.137033630882605,0.23305129161009,YHL011C,PRS3,SGDID:S000001003,Close to 3'-UTR,Close to 3'-UTR,"""5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase; synthesizes PRPP ; which is required for nucleotide ; histidine ; and tryptophan biosynthesis; one of five related enzymes ; which are active as heteromultimeric complexes""",Verified ORF
4924,8,82753,0.134806969107561,0.13659296559613,0.324355537502579,YHL010C,ETP1,SGDID:S000001002,CDS,CDS,"""Protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2 ; which is a cytoplasmic protein that binds nuclear localization sequences""",Verified ORF
4925,8,82815,0.102013842782246,0.136787727093783,0.456295352860841,YHL010C,ETP1,SGDID:S000001002,CDS,CDS,"""Protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2 ; which is a cytoplasmic protein that binds nuclear localization sequences""",Verified ORF
4926,8,83281,0.13809411304533,0.1390372598122,0.321284739178496,YHL010C,ETP1,SGDID:S000001002,CDS,CDS,"""Protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2 ; which is a cytoplasmic protein that binds nuclear localization sequences""",Verified ORF
4927,8,83452,0.119878987730179,0.138106326889607,0.385973360964572,YHL010C,ETP1,SGDID:S000001002,CDS,CDS,"""Protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2 ; which is a cytoplasmic protein that binds nuclear localization sequences""",Verified ORF
4928,8,84010,0.11675769697703,0.137065184845741,0.394880062158659,YHL010C_NFR/NDR,,,Promoter,Promoter,,Promoter
4929,8,85218,0.050445008296468,0.140254371944633,0.719310500517049,YHL009C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4933,8,92239,0.12633535784275,0.138064451329449,0.360791982609638,YHLWdelta2_NFR/NDR,,,Promoter,Promoter,,Promoter
4935,8,92811,0.145812867605556,0.136772594304044,0.28710835787819,YHL008C,YHL008C,SGDID:S000001000,CDS,CDS,"""Putative protein of unknown function; may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole""",Uncharacterized ORF
4936,8,96286,0.105647787724319,0.136704426243869,0.440146610551326,YHL007C,STE20,SGDID:S000000999,CDS,CDS,"""Cdc42p-activated signal transducing kinase; involved in pheromone response ; pseudohyphal/invasive growth ; vacuole inheritance ; down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family""",Verified ORF
4937,8,96707,0.104861114961563,0.137053326401137,0.444716195560066,YHL007C,STE20,SGDID:S000000999,CDS,CDS,"""Cdc42p-activated signal transducing kinase; involved in pheromone response ; pseudohyphal/invasive growth ; vacuole inheritance ; down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family""",Verified ORF
4938,8,96942,0.0965382310716016,0.136684740877551,0.480477496619485,YHL007C,STE20,SGDID:S000000999,CDS,CDS,"""Cdc42p-activated signal transducing kinase; involved in pheromone response ; pseudohyphal/invasive growth ; vacuole inheritance ; down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family""",Verified ORF
4939,8,97662,0.118670801776554,0.137299174071543,0.387997544203744,YHL007C,STE20,SGDID:S000000999,CDS,CDS,"""Cdc42p-activated signal transducing kinase; involved in pheromone response ; pseudohyphal/invasive growth ; vacuole inheritance ; down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family""",Verified ORF
4940,8,99461,0.100065108551842,0.137809907492859,0.468252687884496,YHL004W,MRP4,SGDID:S000000996,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
4941,8,99525,0.0997513226134243,0.137892275792996,0.469913015523957,YHL004W,MRP4,SGDID:S000000996,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
4942,8,100031,0.113011901248151,0.137625101475224,0.412110705660647,YHL004W,MRP4,SGDID:S000000996,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
4943,8,102150,0.134094974671627,0.138139417833141,0.332351379939686,YHL003C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4944,8,102263,0.136481419207236,0.137927165061457,0.323087513924762,YHL003C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4945,8,102271,0.142603677908495,0.138269282856235,0.303083991160617,YHL003C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4946,8,105346,0.10658617235647,0.137904327569724,0.440099125810328,YHL001W,RPL14B,SGDID:S000000993,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L14B; homologous to mammalian ribosomal protein L14 ; no bacterial homolog; RPL14B has a paralog ; RPL14A ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
4952,8,111633,0.119621851015436,0.138884034035209,0.389653409203636,SUT152,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
4953,8,111695,0.0909388562239904,0.138238960992406,0.511070912749576,YHR003C,TCD1,SGDID:S000001045,Close to 3'-UTR,Close to 3'-UTR,"""tRNA threonylcarbamoyladenosine dehydratase; required for the ct6A tRNA base modification ; where an adenosine at position 37 is modified to form a cyclized active ester with an oxazolone ring; localized to the mitochondrial outer membrane; TCD1 has a paralog ; TCD2 ; that arose from the whole genome duplication""",Verified ORF
4954,8,112848,0.164374417882357,0.137803243669247,0.233741150348962,YHR004C,NEM1,SGDID:S000001046,CDS,CDS,"""Probable catalytic subunit of Nem1p-Spo7p phosphatase holoenzyme; regulates nuclear growth by controlling phospholipid biosynthesis ; required for normal nuclear envelope morphology and sporulation; homolog of the human protein Dullard""",Verified ORF
4955,8,113201,0.17346299279528,0.140119171032366,0.216550798947474,YHR004C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4956,8,113225,0.204485392308568,0.14062105149061,0.146790705027239,YHR004C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4957,8,114744,0.0319374401611989,0.140048652303398,0.819743041601831,YHR005C,GPA1,SGDID:S000001047,CDS,CDS,"""Subunit of G protein involved in pheromone response; GTP-binding alpha subunit of heterotrimeric G protein; negatively regulates mating pathway by sequestering G(beta)gamma and triggering an adaptive response; activates Vps34p at endosome; protein abundance increases in response to DNA replication stress; mutations in human homolog GNAS associated with McCune-Albright syndrome""",Verified ORF
4958,8,114771,0.047199129835094,0.139337130518637,0.7350066262459,YHR005C,GPA1,SGDID:S000001047,CDS,CDS,"""Subunit of G protein involved in pheromone response; GTP-binding alpha subunit of heterotrimeric G protein; negatively regulates mating pathway by sequestering G(beta)gamma and triggering an adaptive response; activates Vps34p at endosome; protein abundance increases in response to DNA replication stress; mutations in human homolog GNAS associated with McCune-Albright syndrome""",Verified ORF
4959,8,114934,0.0419475363556477,0.139592880823164,0.763973372811395,CUT173_NFR/NDR,,,Promoter,Promoter,,Promoter
4960,8,114970,0.0318189166679098,0.141183828401753,0.821820116556491,CUT173_NFR/NDR,,,Promoter,Promoter,,Promoter
4963,8,116469,0.0744902044379538,0.142034487730218,0.600293690682633,YHRCdelta3,YHRCdelta3,SGDID:S000006992,Other features,LTR,"""Ty1 LTR""",reverse complement
4964,8,117153,0.0510951901019205,0.139174208769366,0.713741166510772,YHRCdelta4_NFR/NDR,,,Promoter,Promoter,,Promoter
4965,8,117168,0.0498461331169793,0.139588955896837,0.721236129744428,YHRCdelta4_NFR/NDR,,,Promoter,Promoter,,Promoter
4966,8,117739,-0.0075529805850446,0.139342133434879,0.956802842367764,YHR006W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4967,8,119053,0.0742216294724999,0.138474716347672,0.592300202654613,YHR006W,STP2,SGDID:S000001048,CDS,CDS,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication""",Verified ORF
4968,8,119057,0.0742216294724999,0.138474716347672,0.592300202654613,YHR006W,STP2,SGDID:S000001048,CDS,CDS,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication""",Verified ORF
4969,8,119122,0.0860187209176686,0.138455378773533,0.534820360403893,YHR006W,STP2,SGDID:S000001048,CDS,CDS,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication""",Verified ORF
4970,8,119178,0.0742216294724999,0.138474716347672,0.592300202654613,YHR006W,STP2,SGDID:S000001048,CDS,CDS,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication""",Verified ORF
4971,8,119730,0.101030047640326,0.139113898445638,0.468173042479272,YHR006W,STP2,SGDID:S000001048,Close to 3'-UTR,Close to 3'-UTR,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication""",Verified ORF
4972,8,120385,0.0688397132675661,0.13810850878783,0.618479738895955,YHR007C,ERG11,SGDID:S000001049,CDS,CDS,"""Lanosterol 14-alpha-demethylase; catalyzes C-14 demethylation of lanosterol to form 4,4''-dimethyl cholesta-8,14,24-triene-3-beta-ol in ergosterol biosynthesis pathway; transcriptionally down-regulated when ergosterol is in excess; member of cytochrome P450 family; associated and coordinately regulated with the P450 reductase Ncp1p; human CYP51A1 functionally complements the lethality of the erg11 null mutation""",Verified ORF
4974,8,122014,0.13580036685475,0.13959792418954,0.331320585531189,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
