SNP,Chr,Pos,Effect,SE,noPPI_reference_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
6507,10,683971,0.0902811161211528,0.0771014698093042,0.242413127376106,ACS_10_683926_+_NFR/NDR,,,Promoter,Promoter,,Promoter
6509,10,684759,-0.0176334093965743,0.0768273888342708,0.818597837836289,YJR138W,IML1,SGDID:S000003899,CDS,CDS,"""GTPase-activating protein (GAP) subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Iml1p functions in the SEACIT complex as a GAP for the Rag family GTPase Gtr1p (EGOC subunit) ; resulting in the inhibition of TORC1 signaling in response to amino acid deprivation; the Iml1p/SEACIT complex is required for non-nitrogen-starvation (NNS)-induced autophagy""",Verified ORF
6510,10,685754,0.0402651976332195,0.0766039863312048,0.599476741962755,YJR138W,IML1,SGDID:S000003899,CDS,CDS,"""GTPase-activating protein (GAP) subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Iml1p functions in the SEACIT complex as a GAP for the Rag family GTPase Gtr1p (EGOC subunit) ; resulting in the inhibition of TORC1 signaling in response to amino acid deprivation; the Iml1p/SEACIT complex is required for non-nitrogen-starvation (NNS)-induced autophagy""",Verified ORF
6511,10,686560,0.0521799883660317,0.0767608938144976,0.497093687791135,YJR138W,IML1,SGDID:S000003899,CDS,CDS,"""GTPase-activating protein (GAP) subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Iml1p functions in the SEACIT complex as a GAP for the Rag family GTPase Gtr1p (EGOC subunit) ; resulting in the inhibition of TORC1 signaling in response to amino acid deprivation; the Iml1p/SEACIT complex is required for non-nitrogen-starvation (NNS)-induced autophagy""",Verified ORF
6513,10,686946,0.0467403721919395,0.0767341745536125,0.542836264080436,YJR138W,IML1,SGDID:S000003899,CDS,CDS,"""GTPase-activating protein (GAP) subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Iml1p functions in the SEACIT complex as a GAP for the Rag family GTPase Gtr1p (EGOC subunit) ; resulting in the inhibition of TORC1 signaling in response to amino acid deprivation; the Iml1p/SEACIT complex is required for non-nitrogen-starvation (NNS)-induced autophagy""",Verified ORF
6514,10,688164,0.0329350209283223,0.0766539907409719,0.667706385964237,YJR138W,IML1,SGDID:S000003899,CDS,CDS,"""GTPase-activating protein (GAP) subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Iml1p functions in the SEACIT complex as a GAP for the Rag family GTPase Gtr1p (EGOC subunit) ; resulting in the inhibition of TORC1 signaling in response to amino acid deprivation; the Iml1p/SEACIT complex is required for non-nitrogen-starvation (NNS)-induced autophagy""",Verified ORF
6515,10,688208,0.0228287609829216,0.0765334716669932,0.765661403525904,YJR138W,IML1,SGDID:S000003899,CDS,CDS,"""GTPase-activating protein (GAP) subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Iml1p functions in the SEACIT complex as a GAP for the Rag family GTPase Gtr1p (EGOC subunit) ; resulting in the inhibition of TORC1 signaling in response to amino acid deprivation; the Iml1p/SEACIT complex is required for non-nitrogen-starvation (NNS)-induced autophagy""",Verified ORF
6516,10,688286,0.0367775770253712,0.0767348906938462,0.632035496514533,YJR138W,IML1,SGDID:S000003899,CDS,CDS,"""GTPase-activating protein (GAP) subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Iml1p functions in the SEACIT complex as a GAP for the Rag family GTPase Gtr1p (EGOC subunit) ; resulting in the inhibition of TORC1 signaling in response to amino acid deprivation; the Iml1p/SEACIT complex is required for non-nitrogen-starvation (NNS)-induced autophagy""",Verified ORF
6517,10,688646,0.0288711476548493,0.0765059314093397,0.706124422082609,YJR138W,IML1,SGDID:S000003899,CDS,CDS,"""GTPase-activating protein (GAP) subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Iml1p functions in the SEACIT complex as a GAP for the Rag family GTPase Gtr1p (EGOC subunit) ; resulting in the inhibition of TORC1 signaling in response to amino acid deprivation; the Iml1p/SEACIT complex is required for non-nitrogen-starvation (NNS)-induced autophagy""",Verified ORF
6518,10,691082,0.0423740815303371,0.0768428674212773,0.581682298270628,YJR140C,HIR3,SGDID:S000003901,CDS,CDS,"""Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein""",Verified ORF
6519,10,691920,0.0573541536674638,0.0771907228745901,0.457964522337738,YJR140C,HIR3,SGDID:S000003901,CDS,CDS,"""Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein""",Verified ORF
6520,10,692021,0.0838286065015262,0.0768367145349586,0.276018422269055,YJR140C,HIR3,SGDID:S000003901,CDS,CDS,"""Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein""",Verified ORF
6521,10,692100,0.03864473996645,0.0765299938510887,0.613900610201179,YJR140C,HIR3,SGDID:S000003901,CDS,CDS,"""Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein""",Verified ORF
6522,10,694743,0.0478878676191349,0.0763866018246357,0.531120527206665,YJR140C,HIR3,SGDID:S000003901,CDS,CDS,"""Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein""",Verified ORF
6523,10,695220,0.0586945571181087,0.0775580982833726,0.449685393873444,YJR140C,HIR3,SGDID:S000003901,CDS,CDS,"""Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein""",Verified ORF
6524,10,695691,0.0427788340174351,0.076497150748584,0.57636532911793,YJR140C,HIR3,SGDID:S000003901,CDS,CDS,"""Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein""",Verified ORF
6525,10,695712,0.0435310881871095,0.0765080420042298,0.569735594597748,YJR140C,HIR3,SGDID:S000003901,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein""",Verified ORF
6526,10,695757,0.0411655230217683,0.0762967508962949,0.58985108347444,YJR141W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6527,10,695759,0.0411655230217683,0.0762967508962949,0.58985108347444,YJR141W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6528,10,695902,0.0343679919102388,0.0766522086187758,0.654166526321574,YJR141W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6529,10,696080,0.0732063968218691,0.0771154267945883,0.343112749861159,YJR141W,IPA1,SGDID:S000003902,CDS,CDS,"""Protein implicated in pre-mRNA processing and proteasomal degradation; interacts physically and genetically with mRNA cleavage and polyadenylation factors; mutant is impaired in pre-mRNA cleavage and polyadenylation; associates with several Ub-conjugating enzymes and alters Ub-mediated proteasome activity; localizes to both the nucleus and cytosol; contains a HECT_2 domain; homologous to human ubiquitin-protein ligase ; UBE3D ; a gene implicated in age-related macular degeneration""",Verified ORF
6530,10,696733,0.0185543121718032,0.0768451256094398,0.809345985128757,YJR141W,IPA1,SGDID:S000003902,CDS,CDS,"""Protein implicated in pre-mRNA processing and proteasomal degradation; interacts physically and genetically with mRNA cleavage and polyadenylation factors; mutant is impaired in pre-mRNA cleavage and polyadenylation; associates with several Ub-conjugating enzymes and alters Ub-mediated proteasome activity; localizes to both the nucleus and cytosol; contains a HECT_2 domain; homologous to human ubiquitin-protein ligase ; UBE3D ; a gene implicated in age-related macular degeneration""",Verified ORF
6532,10,697845,0.060191874960156,0.0767076186472752,0.433160297024895,YJR142W,YJR142W,SGDID:S000003903,CDS,CDS,"""8-oxo-dGTP diphosphatase of the Nudix hydrolase family; converts diphosphates of damaged forms of thiamin to monophosphates; GST fusion protein is a Dbf2p-Mob1p phosphorylation target in a proteome chip analysis; synthetic lethal with PH085 deletion; plays a role in restricting Ty1 transposition""",Verified ORF
6533,10,698466,0.0573068763744131,0.0762984529385659,0.453099915510645,YJR143C,PMT4,SGDID:S000003904,CDS,CDS,"""Protein O-mannosyltransferase; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; appears to form homodimers in vivo and does not complex with other Pmt proteins; target for new antifungals""",Verified ORF
6534,10,700536,-0.0006925289527066,0.0765195411839987,0.992784073185846,YJR143C,PMT4,SGDID:S000003904,CDS,CDS,"""Protein O-mannosyltransferase; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; appears to form homodimers in vivo and does not complex with other Pmt proteins; target for new antifungals""",Verified ORF
6535,10,700558,0.0036784126780036,0.0765446795010752,0.961698981257979,YJR143C,PMT4,SGDID:S000003904,CDS,CDS,"""Protein O-mannosyltransferase; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; appears to form homodimers in vivo and does not complex with other Pmt proteins; target for new antifungals""",Verified ORF
6536,10,701028,-0.0302385997737125,0.0764971860529895,0.692867381588871,YJR144W,MGM101,SGDID:S000003905,CDS,CDS,"""Protein with a role in mitochondrial DNA recombinational repair; also involved in interstrand cross-link repair; binds to and catalyzes the annealing of single-stranded mtDNA; oligomerizes to form rings and filaments; related to Rad52-type recombination proteins ; with limited overall similarity but sharing conserved functionally important residues; component of the mitochondrial nucleoid ; required for the repair of oxidative mtDNA damage and mitochondrial genome maintenance""",Verified ORF
6538,10,703629,0.003459549677911,0.0766028145531391,0.96400358071563,YJR147W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6539,10,703809,0.0307517310780274,0.0764585835228851,0.687779412137243,YJR147W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6540,10,703814,0.0208877176774608,0.0765858793371844,0.78521572155369,YJR147W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6541,10,705116,0.0731443348138719,0.0761952659005258,0.337732876486645,YJR147W,HMS2,SGDID:S000003908,CDS,CDS,"""Protein with similarity to heat shock transcription factors; overexpression suppresses the pseudohyphal filamentation defect of a diploid mep1 mep2 homozygous null mutant; HMS2 has a paralog ; SKN7 ; that arose from the whole genome duplication""",Verified ORF
6542,10,705376,0.0113245943040877,0.0768895240105327,0.882991969130864,YJR148W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6543,10,705423,0.0028267403915716,0.0764289654209943,0.9705177144537,YJR148W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6544,10,709369,-0.0206476666343346,0.0763346850959034,0.786942417922731,YJR150C,DAN1,SGDID:S000003911,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6545,10,711335,-0.0018080191119985,0.0773912122427853,0.981374658703575,YJR151C,DAN4,SGDID:S000003912,Close to 3'-UTR,Close to 3'-UTR,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6549,10,712403,-0.0303228482631692,0.076342337616507,0.691463199666014,YJR151C,DAN4,SGDID:S000003912,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6550,10,712477,-0.0193988833612148,0.0763524145345048,0.799589149406437,YJR151C,DAN4,SGDID:S000003912,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6551,10,712640,-0.0107945123865775,0.0764558596471865,0.887803381657809,YJR151C,DAN4,SGDID:S000003912,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6554,10,713291,-0.0146266851229132,0.0768291771055909,0.849121351118208,YJR151C,DAN4,SGDID:S000003912,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6555,10,713298,-0.0126579905068096,0.0768546374844591,0.869274062758293,YJR151C,DAN4,SGDID:S000003912,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
