SNP,Chr,Pos,Effect,SE,TPO1_MID2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
4831,7,989510,-0.121189203889366,0.148461177278469,0.41487775341711,YGR249W,MGA1,SGDID:S000003481,Close to 3'-UTR,Close to 3'-UTR,"""Protein similar to heat shock transcription factor; multicopy suppressor of pseudohyphal growth defects of ammonium permease mutants""",Verified ORF
4833,7,992198,-0.0951753597726605,0.148586666197197,0.522238666185079,YGR250C,RIE1,SGDID:S000003482,CDS,CDS,"""RNA binding protein and negative regulator of START; binds mRNA of the G1 cyclin CLN3 to stress granules for translational repression under conditions of stress; recruits the cyclin-dependent protein kinase Cdc28p to stress granules when stressful conditions are relieved ; resulting in the dissolution of the granules ; and resumption of translation; localizes to stress granules induced by glucose deprivation; protein abundance increases in response to DNA replication stress""",Verified ORF
4834,7,992324,-0.0367333861767211,0.149925213803356,0.806589974523718,YGR250C,RIE1,SGDID:S000003482,CDS,CDS,"""RNA binding protein and negative regulator of START; binds mRNA of the G1 cyclin CLN3 to stress granules for translational repression under conditions of stress; recruits the cyclin-dependent protein kinase Cdc28p to stress granules when stressful conditions are relieved ; resulting in the dissolution of the granules ; and resumption of translation; localizes to stress granules induced by glucose deprivation; protein abundance increases in response to DNA replication stress""",Verified ORF
4835,7,993818,-0.046743732497046,0.150972994952877,0.75703528126741,YGR250C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4836,7,994141,-0.0529794598959865,0.148199674694968,0.720940878790961,YGR250C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4837,7,995370,0.0091713893183882,0.151508340449462,0.951764680891974,YGR251W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4838,7,995528,0.0383090508444816,0.148659009001391,0.796790557855436,YGR251W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4839,7,995677,0.0555701899671169,0.15120189724881,0.713449112069461,YGR251W,NOP19,SGDID:S000003483,CDS,CDS,"""Ribosome biogenesis factor; nucleolar protein associated with pre-rRNA components of the 90S preribosome ; required for cleavage of pre-rRNA at A0 ; A1 and A2 sites; interacts with RNA helicase Dhr2p and RNA helicase-like protein Utp25p; required for incorporation of Utp25p into preribosomes""",Verified ORF
4840,7,995895,0.0152368345182505,0.14868019831704,0.918433408261201,YGR251W,NOP19,SGDID:S000003483,CDS,CDS,"""Ribosome biogenesis factor; nucleolar protein associated with pre-rRNA components of the 90S preribosome ; required for cleavage of pre-rRNA at A0 ; A1 and A2 sites; interacts with RNA helicase Dhr2p and RNA helicase-like protein Utp25p; required for incorporation of Utp25p into preribosomes""",Verified ORF
4841,7,998468,-0.217664808916116,0.204539845763672,0.287979877770007,YGR253C,PUP2,SGDID:S000003485,CDS,CDS,"""Alpha 5 subunit of the 20S proteasome; involved in ubiquitin-dependent catabolism; human homolog is subunit zeta""",Verified ORF
4842,8,13662,0.261269187870583,0.148454667694845,0.0792864945694814,YHL044W,YHL044W,SGDID:S000001036,CDS,CDS,"""Putative integral membrane protein; member of DUP240 gene family; green fluorescent protein (GFP)-fusion protein localizes to the plasma membrane in a punctate pattern""",Uncharacterized ORF
4843,8,16664,0.183332394131665,0.148073615753339,0.216495636925868,YHL042W,YHL042W,SGDID:S000001034,Close to 3'-UTR,Close to 3'-UTR,"""Endoplasmic reticulum protein; member of DUP380 subfamily of conserved ; often subtelomerically-encoded proteins; may contribute to maintenance of ER and nuclear morphology; null mutants have distorted nuclear envelope shape ; and discontinuous ; misshapen perinuclear ER""",Uncharacterized ORF
4845,8,17627,0.217713859084996,0.15018095744954,0.148036489645741,YHL041W,YHL041W,SGDID:S000001033,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
4846,8,19058,0.0892767162713157,0.148783479679434,0.548861535291422,YHL040C,ARN1,SGDID:S000001032,Close to 3'-UTR,Close to 3'-UTR,"""ARN family transporter for siderophore-iron chelates; responsible for uptake of iron bound to ferrirubin ; ferrirhodin ; and related siderophores; protein increases in abundance and relocalizes to the vacuole upon DNA replication stress""",Verified ORF
4847,8,19062,0.0892767162713157,0.148783479679434,0.548861535291422,YHL040C,ARN1,SGDID:S000001032,Close to 3'-UTR,Close to 3'-UTR,"""ARN family transporter for siderophore-iron chelates; responsible for uptake of iron bound to ferrirubin ; ferrirhodin ; and related siderophores; protein increases in abundance and relocalizes to the vacuole upon DNA replication stress""",Verified ORF
4848,8,19760,0.128051850306937,0.148386055628799,0.38874307770093,YHL040C,ARN1,SGDID:S000001032,CDS,CDS,"""ARN family transporter for siderophore-iron chelates; responsible for uptake of iron bound to ferrirubin ; ferrirhodin ; and related siderophores; protein increases in abundance and relocalizes to the vacuole upon DNA replication stress""",Verified ORF
4849,8,20879,0.16321896198706,0.148371820919371,0.272052497479836,YHL040C,ARN1,SGDID:S000001032,CDS,CDS,"""ARN family transporter for siderophore-iron chelates; responsible for uptake of iron bound to ferrirubin ; ferrirhodin ; and related siderophores; protein increases in abundance and relocalizes to the vacuole upon DNA replication stress""",Verified ORF
4850,8,21364,0.137266939842215,0.148601922085384,0.356261782556797,YHL039W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4851,8,23859,0.0624960430559787,0.150590608021341,0.678389443398115,YHL038C,CBP2,SGDID:S000001030,CDS,CDS,"""Required for splicing of the group I intron bI5 of the COB pre-mRNA; nuclear-encoded mitochondrial protein that binds to the RNA to promote splicing; also involved in but not essential for splicing of the COB bI2 intron and the intron in the 21S rRNA gene""",Verified ORF
4852,8,24772,0.0917672934124464,0.148886889871316,0.538057000168278,YHL038C,CBP2,SGDID:S000001030,CDS,CDS,"""Required for splicing of the group I intron bI5 of the COB pre-mRNA; nuclear-encoded mitochondrial protein that binds to the RNA to promote splicing; also involved in but not essential for splicing of the COB bI2 intron and the intron in the 21S rRNA gene""",Verified ORF
4853,8,24855,0.0939833111848555,0.149753112101738,0.530679380419202,YHL038C,CBP2,SGDID:S000001030,CDS,CDS,"""Required for splicing of the group I intron bI5 of the COB pre-mRNA; nuclear-encoded mitochondrial protein that binds to the RNA to promote splicing; also involved in but not essential for splicing of the COB bI2 intron and the intron in the 21S rRNA gene""",Verified ORF
4854,8,25786,0.200691336735027,0.149072683487466,0.179080920820583,YHL037C,YHL037C,SGDID:S000001029,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains""",Uncharacterized ORF
4855,8,26026,0.127564400240313,0.150240718430868,0.396419571040713,YHL037C,YHL037C,SGDID:S000001029,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains""",Uncharacterized ORF
4856,8,26028,0.135389575422395,0.150099470421751,0.367672418051261,YHL037C,YHL037C,SGDID:S000001029,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains""",Uncharacterized ORF
4857,8,29272,0.0423385723270688,0.150670513184252,0.778874224971273,YHL035C,VMR1,SGDID:S000001027,CDS,CDS,"""Vacuolar membrane protein; involved in multiple drug resistance and metal sensitivity; ATP-binding cassette (ABC) family member involved in drug transport; potential Cdc28p substrate; induced under respiratory conditions; VMR1 has a paralog ; YBT1 ; that arose from the whole genome duplication""",Verified ORF
4858,8,31948,0.0595218566274013,0.149374681990295,0.690522075567395,YHL035C,VMR1,SGDID:S000001027,CDS,CDS,"""Vacuolar membrane protein; involved in multiple drug resistance and metal sensitivity; ATP-binding cassette (ABC) family member involved in drug transport; potential Cdc28p substrate; induced under respiratory conditions; VMR1 has a paralog ; YBT1 ; that arose from the whole genome duplication""",Verified ORF
4859,8,32371,0.0807769644790629,0.150364295083033,0.591462113605703,YHL035C,VMR1,SGDID:S000001027,CDS,CDS,"""Vacuolar membrane protein; involved in multiple drug resistance and metal sensitivity; ATP-binding cassette (ABC) family member involved in drug transport; potential Cdc28p substrate; induced under respiratory conditions; VMR1 has a paralog ; YBT1 ; that arose from the whole genome duplication""",Verified ORF
4860,8,33975,0.13724754776401,0.149233175996227,0.358365298031805,YHL034C,SBP1,SGDID:S000001026,CDS,CDS,"""Protein that binds eIF4G and has a role in repression of translation; has an RGG motif; found in cytoplasmic P bodies; binds to mRNAs under glucose starvation stress ; most often in the 5' UTR; found associated with small nucleolar RNAs snR10 and snR11; SBP1 has a paralog ; RNP1 ; that arose from the whole genome duplication""",Verified ORF
4865,8,37633,0.114901778658367,0.149560044036374,0.442843278889943,YHL032C,GUT1,SGDID:S000001024,CDS,CDS,"""Glycerol kinase; converts glycerol to glycerol-3-phosphate; glucose repression of expression is mediated by Adr1p and Ino2p-Ino4p; derepression of expression on non-fermentable carbon sources is mediated by Opi1p and Rsf1p""",Verified ORF
4866,8,37678,0.11931281805653,0.149550259307075,0.425516619914376,YHL032C,GUT1,SGDID:S000001024,CDS,CDS,"""Glycerol kinase; converts glycerol to glycerol-3-phosphate; glucose repression of expression is mediated by Adr1p and Ino2p-Ino4p; derepression of expression on non-fermentable carbon sources is mediated by Opi1p and Rsf1p""",Verified ORF
4867,8,39906,0.113473044376649,0.149653394172239,0.448813817470004,YHL030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4868,8,40485,0.134916281895406,0.149499454543319,0.367431463719025,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4869,8,40881,0.100865378083556,0.148957980545736,0.498760763031499,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4870,8,41487,0.12799269210449,0.149681690797291,0.39307622546309,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4871,8,42121,0.103533874138561,0.14940714545987,0.488787369251119,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4873,8,42789,0.0379944466357783,0.152642351445871,0.803573946765413,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4874,8,42932,0.117909753798734,0.149482516926286,0.430766371158725,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4875,8,43002,0.0964443627073748,0.14939184503989,0.518970905318425,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4876,8,44406,0.072521890031834,0.150428691247346,0.630032656465572,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4877,8,44454,0.0391023441453314,0.152766611330306,0.798129792288618,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4878,8,45167,0.0890831283550115,0.150515965466633,0.554328761214216,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
