SNP,Chr,Pos,Effect,SE,PLM2_HNM1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7993,12,528235,-0.13812945761463,0.0499026363160569,0.0059379529397263,YLR188W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7994,12,528800,-0.0751841725255892,0.0500435060034914,0.133893994788793,YLR188W,MDL1,SGDID:S000004178,CDS,CDS,"""Mitochondrial inner membrane half-type ABC transporter; mediates export of peptides generated upon proteolysis of mitochondrial proteins; plays a role in the regulation of cellular resistance to oxidative stress""",Verified ORF
7995,12,530174,-0.0582853675200354,0.0501903735304799,0.246310352460481,YLR188W,MDL1,SGDID:S000004178,CDS,CDS,"""Mitochondrial inner membrane half-type ABC transporter; mediates export of peptides generated upon proteolysis of mitochondrial proteins; plays a role in the regulation of cellular resistance to oxidative stress""",Verified ORF
7996,12,536833,-0.107408459642449,0.0494404339578687,0.0304842020724064,YLR190W,MMR1,SGDID:S000004180,Close to 3'-UTR,Close to 3'-UTR,"""Phosphorylated protein of the mitochondrial outer membrane; localizes only to mitochondria of the bud; interacts with Myo2p to mediate mitochondrial distribution to buds; mRNA is targeted to the bud via the transport system involving She2p""",Verified ORF
7997,12,537339,-0.101141626678154,0.0493366092933864,0.0410996073615621,YLR191W,PEX13,SGDID:S000004181,CDS,CDS,"""Peroxisomal importomer complex component; integral peroxisomal membrane protein required for docking and translocation of peroxisomal matrix proteins; interacts with the PTS1 signal recognition factor Pex5p and the PTS2 signal recognition factor Pex7p; forms a complex with Pex14p and Pex17p; human homolog PEX13 complements yeast null mutant""",Verified ORF
7998,12,537571,-0.107863506232845,0.0495850110032908,0.0302688848108227,YLR191W,PEX13,SGDID:S000004181,CDS,CDS,"""Peroxisomal importomer complex component; integral peroxisomal membrane protein required for docking and translocation of peroxisomal matrix proteins; interacts with the PTS1 signal recognition factor Pex5p and the PTS2 signal recognition factor Pex7p; forms a complex with Pex14p and Pex17p; human homolog PEX13 complements yeast null mutant""",Verified ORF
7999,12,543141,-0.12232536760116,0.0501454491593755,0.0152030386691439,YLR195C,NMT1,SGDID:S000004185,CDS,CDS,"""N-myristoyl transferase; catalyzes the cotranslational ; covalent attachment of myristic acid to the N-terminal glycine residue of several proteins involved in cellular growth and signal transduction""",Verified ORF
8000,12,543480,-0.0943285146410857,0.0495127972376451,0.0575750205265183,YLR195C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8001,12,543544,-0.0984972106365783,0.0494560729845146,0.0471840530972665,YLR195C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8002,12,543736,-0.0922506483223268,0.0498129068168656,0.06486882849198,YLR196W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8004,12,545567,-0.0940965066113006,0.0493041932214267,0.0571389130818461,YLR196W,PWP1,SGDID:S000004186,CDS,CDS,"""Protein with WD-40 repeats involved in rRNA processing; associates with rDNA chromatin in H4-tail-dependent manner; associates with trans-acting ribosome biogenesis factors; similar to beta-transducin superfamily""",Verified ORF
8005,12,545673,-0.0965325324864207,0.0498579180082384,0.053647031861192,YLR196W,PWP1,SGDID:S000004186,CDS,CDS,"""Protein with WD-40 repeats involved in rRNA processing; associates with rDNA chromatin in H4-tail-dependent manner; associates with trans-acting ribosome biogenesis factors; similar to beta-transducin superfamily""",Verified ORF
8007,12,546061,-0.068643178745159,0.0494207045119966,0.165721795217936,YLR197W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8008,12,546355,-0.0699438364926993,0.0494155380333142,0.157826438671416,YLR197W,NOP56,SGDID:S000004187,CDS,CDS,"""Essential evolutionarily-conserved nucleolar protein; component of the box C/D snoRNP complexes that direct 2'-O-methylation of pre-rRNA during its maturation; overexpression causes spindle orientation defects""",Verified ORF
8010,12,548125,-0.0623839723578235,0.0498705248478088,0.211792589445931,YLR199C,PBA1,SGDID:S000004189,CDS,CDS,"""Protein involved in 20S proteasome assembly; forms a heterodimer with Add66p that binds to proteasome precursors; interaction with Pba1p-Add66p may affect function of the mature proteasome and its role in maintaining respiratory metabolism; similar to human PAC1 constituent of the PAC1-PAC2 complex involved in proteasome assembly""",Verified ORF
8011,12,548327,-0.0480340854804273,0.0496571411788738,0.334048964222645,YLR199C,PBA1,SGDID:S000004189,CDS,CDS,"""Protein involved in 20S proteasome assembly; forms a heterodimer with Add66p that binds to proteasome precursors; interaction with Pba1p-Add66p may affect function of the mature proteasome and its role in maintaining respiratory metabolism; similar to human PAC1 constituent of the PAC1-PAC2 complex involved in proteasome assembly""",Verified ORF
8012,12,548452,-0.0263826237667982,0.0498546910548912,0.597005987351331,YLR199C,PBA1,SGDID:S000004189,CDS,CDS,"""Protein involved in 20S proteasome assembly; forms a heterodimer with Add66p that binds to proteasome precursors; interaction with Pba1p-Add66p may affect function of the mature proteasome and its role in maintaining respiratory metabolism; similar to human PAC1 constituent of the PAC1-PAC2 complex involved in proteasome assembly""",Verified ORF
8013,12,548551,-0.0341745142070497,0.0496007889145345,0.491281313131817,YLR199C,PBA1,SGDID:S000004189,CDS,CDS,"""Protein involved in 20S proteasome assembly; forms a heterodimer with Add66p that binds to proteasome precursors; interaction with Pba1p-Add66p may affect function of the mature proteasome and its role in maintaining respiratory metabolism; similar to human PAC1 constituent of the PAC1-PAC2 complex involved in proteasome assembly""",Verified ORF
8015,12,549297,-0.0438273089814091,0.0497841047663951,0.379270070511203,YLR200W,YKE2,SGDID:S000004190,CDS,CDS,"""Subunit of the heterohexameric Gim/prefoldin protein complex; involved in the folding of alpha-tubulin ; beta-tubulin ; and actin; prefoldin complex also localizes to chromatin of actively transcribed genes in the nucleus and facilitates transcriptional elongation""",Verified ORF
8017,12,551811,-0.0497739689329028,0.050125178833137,0.321393368246398,YLR203C,MSS51,SGDID:S000004193,CDS,CDS,"""Specific translational activator for the mitochondrial COX1 mRNA; loosely associated with the matrix face of the mitochondrial inner membrane; localizes to vacuole membrane in response to H2O2; influences both COX1 mRNA translation and Cox1p assembly into cytochrome c oxidase; binds to heme B ; which may be a mechanism for sensing oxygen levels in order to regulate cytochrome c oxidase biogenesis""",Verified ORF
8018,12,552053,-0.0532962166276878,0.0494743109993159,0.282104080844403,YLR204W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8019,12,552056,-0.031571813579908,0.0496009717327761,0.524852653796427,YLR204W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8023,12,552743,-0.0404221064982386,0.0500032247698332,0.419410567547835,YLR205C,HMX1,SGDID:S000004195,CDS,CDS,"""ER localized heme oxygenase; involved in heme degradation during iron starvation and in the oxidative stress response; expression is regulated by AFT1 and oxidative stress; relocates to the perinuclear region in the presence of oxidants""",Verified ORF
8024,12,553350,-0.0434672827228333,0.0503659882877497,0.388707766627785,YLR205C,HMX1,SGDID:S000004195,CDS,CDS,"""ER localized heme oxygenase; involved in heme degradation during iron starvation and in the oxidative stress response; expression is regulated by AFT1 and oxidative stress; relocates to the perinuclear region in the presence of oxidants""",Verified ORF
8025,12,553633,-0.0435472673442773,0.0499439952668348,0.383843583893427,YLR205C,HMX1,SGDID:S000004195,CDS,CDS,"""ER localized heme oxygenase; involved in heme degradation during iron starvation and in the oxidative stress response; expression is regulated by AFT1 and oxidative stress; relocates to the perinuclear region in the presence of oxidants""",Verified ORF
8028,12,553802,-0.0169778861439676,0.0495590307422023,0.732119052432935,YLR205C,HMX1,SGDID:S000004195,Close to 3'-UTR,Close to 3'-UTR,"""ER localized heme oxygenase; involved in heme degradation during iron starvation and in the oxidative stress response; expression is regulated by AFT1 and oxidative stress; relocates to the perinuclear region in the presence of oxidants""",Verified ORF
8030,12,556335,-0.0329333795907432,0.0498388778984947,0.509173530980399,YLR206W,ENT2,SGDID:S000004196,CDS,CDS,"""Epsin-like protein required for endocytosis and actin patch assembly; functionally redundant with Ent1p; contains clathrin-binding motif at C-terminus; ENT2 has a paralog ; ENT1 ; that arose from the whole genome duplication""",Verified ORF
8031,12,556427,-0.0170647505647589,0.0498280683306681,0.732199049109519,YLR206W,ENT2,SGDID:S000004196,Close to 3'-UTR,Close to 3'-UTR,"""Epsin-like protein required for endocytosis and actin patch assembly; functionally redundant with Ent1p; contains clathrin-binding motif at C-terminus; ENT2 has a paralog ; ENT1 ; that arose from the whole genome duplication""",Verified ORF
8032,12,556610,-0.0357522800869555,0.0495882310440754,0.471397074932884,YLR207W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8033,12,556749,-0.0127000364797879,0.0502685773083161,0.800690651294051,YLR207W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8034,12,556961,-0.0127000364797879,0.0502685773083161,0.800690651294051,YLR207W,HRD3,SGDID:S000004197,CDS,CDS,"""ER membrane protein that plays a central role in ERAD; forms HRD complex with Hrd1p and ER-associated protein degradation (ERAD) determinants that engages in lumen to cytosol communication and coordination of ERAD events""",Verified ORF
8035,12,557450,-0.0225111033214929,0.0501100511309472,0.653539054225711,YLR207W,HRD3,SGDID:S000004197,CDS,CDS,"""ER membrane protein that plays a central role in ERAD; forms HRD complex with Hrd1p and ER-associated protein degradation (ERAD) determinants that engages in lumen to cytosol communication and coordination of ERAD events""",Verified ORF
8036,12,557933,-0.0279348255426594,0.0499180431796116,0.576097795991078,YLR207W,HRD3,SGDID:S000004197,CDS,CDS,"""ER membrane protein that plays a central role in ERAD; forms HRD complex with Hrd1p and ER-associated protein degradation (ERAD) determinants that engages in lumen to cytosol communication and coordination of ERAD events""",Verified ORF
8039,12,560481,-0.0254336056763288,0.0499794188872353,0.611153145400853,YLR208W,SEC13,SGDID:S000004198,Close to 3'-UTR,Close to 3'-UTR,"""Structural component of 3 complexes; subunit of the Nup84p nuclear pore subcomplex that contributes to nucleocytoplasmic transport and NPC biogenesis; subunit of the COPII vesicle coat required for ER-to-Golgi transport; subunit of SEACAT ; a subcomplex of the coatomer-related ; vacuolar-associated SEA complex ; that inhibits the TORC1 inhibitory role of SEACIT (Iml1p-Npr2p-Npr3p) ; a GAP for Gtr1p ; thereby resulting in activation of TORC1 signaling; human SEC13 homolog""",Verified ORF
8047,12,567889,-0.0126968772223296,0.0501202208774875,0.800161893487005,SUT272,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8049,12,568225,0.0035012447536446,0.0500792963658162,0.944301685533624,SUT272,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8050,12,569918,-0.0026392592954927,0.0501933200193149,0.958094795090184,YLR214W,FRE1,SGDID:S000004204,CDS,CDS,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low copper and iron levels""",Verified ORF
8051,12,569926,0.0026841801726732,0.0501694243186771,0.957361954065398,YLR214W,FRE1,SGDID:S000004204,CDS,CDS,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low copper and iron levels""",Verified ORF
8052,12,570032,0.0058741650313352,0.0502978180841234,0.907094729313879,YLR214W,FRE1,SGDID:S000004204,CDS,CDS,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low copper and iron levels""",Verified ORF
8053,12,570630,0.015696933433133,0.0498901410357197,0.753228505495381,YLR214W,FRE1,SGDID:S000004204,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low copper and iron levels""",Verified ORF
8054,12,570792,0.0277348649747562,0.0503171469677912,0.581844556396781,YLR215C,CDC123,SGDID:S000004205,CDS,CDS,"""Assembly factor for the eIF2 translation initiation factor complex; regulates translational initiation; conserved residues of this ATP-Grasp protein that bind to ATP-Mg2+ in the pombe ortholog are required for complex assembly in budding yeast; interaction with eIF2 subunit Gcd11p facilitates complex assembly and activity; required for the START transition and timely progression through G2; regulated by nutrient availability; human ortholog complements the yeast mutant""",Verified ORF
8055,12,570843,0.0381711862288391,0.0498952441492086,0.444766884237908,YLR215C,CDC123,SGDID:S000004205,CDS,CDS,"""Assembly factor for the eIF2 translation initiation factor complex; regulates translational initiation; conserved residues of this ATP-Grasp protein that bind to ATP-Mg2+ in the pombe ortholog are required for complex assembly in budding yeast; interaction with eIF2 subunit Gcd11p facilitates complex assembly and activity; required for the START transition and timely progression through G2; regulated by nutrient availability; human ortholog complements the yeast mutant""",Verified ORF
8056,12,570923,0.0363880678647203,0.0504358080698653,0.471096202141884,YLR215C,CDC123,SGDID:S000004205,CDS,CDS,"""Assembly factor for the eIF2 translation initiation factor complex; regulates translational initiation; conserved residues of this ATP-Grasp protein that bind to ATP-Mg2+ in the pombe ortholog are required for complex assembly in budding yeast; interaction with eIF2 subunit Gcd11p facilitates complex assembly and activity; required for the START transition and timely progression through G2; regulated by nutrient availability; human ortholog complements the yeast mutant""",Verified ORF
8058,12,574586,0.0393738776016893,0.0506072854496086,0.437073747058275,YLR219W,MSC3,SGDID:S000004209,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery; msc3 mutants are defective in directing meiotic recombination events to homologous chromatids; potential Cdc28p substrate; protein abundance increases in response to DNA replication stress""",Verified ORF
