SNP,Chr,Pos,Effect,SE,ERV25_ERG5_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
4402,7,558857,-0.116885694781105,0.0563544149049779,0.0387928540146012,YGR036C,CAX4,SGDID:S000003268,CDS,CDS,"""Dolichyl pyrophosphate (Dol-P-P) phosphatase; cleaves the anhydride linkage in Dol-P-P; involved in  synthesis of Dol-P-P-linked oligosaccharide intermediate required for protein N-glycosylation; has a luminally oriented active site in the ER; mutation affects vesicular transport ; membrane and cell wall biogenesis and lipid homeostasis""",Verified ORF
4405,7,568141,-0.136026840094765,0.0563161383574226,0.0162246557075088,YGR038C-B,YGR038C-B,SGDID:S000007408,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag) ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN); similar to retroviral genes""",transposable_element_gene
4406,7,568267,-0.169653981546204,0.05644711079934,0.0028407658597205,YGR038C-B,YGR038C-B,SGDID:S000007408,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag) ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN); similar to retroviral genes""",transposable_element_gene
4407,7,568279,-0.144906569706569,0.0564070723988253,0.0106111856033747,YGR038C-B,YGR038C-B,SGDID:S000007408,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag) ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN); similar to retroviral genes""",transposable_element_gene
4409,7,575154,-0.136454719997394,0.0562991800994231,0.0158634468092406,YGR039W,YGR039W,SGDID:S000003271,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YGR039W is not an essential gene""",Uncharacterized ORF
4410,7,576468,-0.140394192559256,0.0562203686482567,0.012972257081205,YGR040W,KSS1,SGDID:S000003272,CDS,CDS,"""Mitogen-activated protein kinase (MAPK); involved in signal transduction pathways that control filamentous growth and pheromone response; regulates septum assembly ; and may directly phosphorylate Bni4p; the KSS1 gene is nonfunctional in S288C strains and functional in W303 strains""",Verified ORF
4411,7,577840,-0.142623288369611,0.0570946589348134,0.0129434553676803,YGR041W,BUD9,SGDID:S000003273,CDS,CDS,"""Protein involved in bud-site selection; mutant has increased aneuploidy tolerance; diploid mutants display a unipolar budding pattern instead of the wild-type bipolar pattern ; and bud at the distal pole; BUD9 has a paralog ; BUD8 ; that arose from the whole genome duplication""",Verified ORF
4412,7,578213,-0.143339770747234,0.0568246748454903,0.0120916279060114,YGR041W,BUD9,SGDID:S000003273,CDS,CDS,"""Protein involved in bud-site selection; mutant has increased aneuploidy tolerance; diploid mutants display a unipolar budding pattern instead of the wild-type bipolar pattern ; and bud at the distal pole; BUD9 has a paralog ; BUD8 ; that arose from the whole genome duplication""",Verified ORF
4413,7,579729,-0.128487305626947,0.0565720340005511,0.0237355233870278,YGR042W,MTE1,SGDID:S000003274,CDS,CDS,"""Protein of unknown function; involved in maintenance of proper telomere length; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus; forms nuclear foci upon DNA replication stress""",Verified ORF
4414,7,581739,-0.122282404915124,0.0563913602436141,0.0307911161796123,ARS724,ARS724,SGDID:S000130167,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
4415,7,581755,-0.114864247480494,0.056986048332639,0.0445933611034825,ARS724,ARS724,SGDID:S000130167,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
4416,7,581805,-0.135952185124596,0.0573132991944498,0.0182234980228083,ARS724,ARS724,SGDID:S000130167,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
4417,7,581909,-0.125542309853098,0.0564103122357413,0.026677500233005,ARS724,ARS724,SGDID:S000130167,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
4418,7,583615,-0.083128292262554,0.0568915003461961,0.144857662970656,YGR044C,RME1,SGDID:S000003276,CDS,CDS,"""Zinc finger protein involved in control of meiosis; prevents meiosis by repressing IME1 expression and promotes mitosis by activating CLN2 expression; directly repressed by a1-alpha2 regulator; mediates cell type control of sporulation; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4419,7,585575,-0.111445365319216,0.0560249951069687,0.0474497031648011,YGR046W,TAM41,SGDID:S000003278,CDS,CDS,"""Mitochondrial phosphatidate cytidylyltransferase (CDP-DAG synthase); required for cardiolipin biosynthesis; viability of null mutant is strain-dependent; mRNA is targeted to the bud; mutant displays defect in mitochondrial protein import ; likely due to altered membrane lipid composition""",Verified ORF
4420,7,585680,-0.120201515559794,0.0560193527977147,0.0325773320964138,YGR046W,TAM41,SGDID:S000003278,CDS,CDS,"""Mitochondrial phosphatidate cytidylyltransferase (CDP-DAG synthase); required for cardiolipin biosynthesis; viability of null mutant is strain-dependent; mRNA is targeted to the bud; mutant displays defect in mitochondrial protein import ; likely due to altered membrane lipid composition""",Verified ORF
4421,7,587240,-0.102577443969273,0.0565459011102504,0.0705179421595814,YGR047C,TFC4,SGDID:S000003279,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA domain of TFIIIC that binds BoxA DNA promoter sites of tRNA and similar genes; has TPR motifs; human homolog is TFIIIC-102""",Verified ORF
4422,7,587567,-0.094558179833913,0.0563053827512208,0.0939626677629214,YGR047C,TFC4,SGDID:S000003279,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA domain of TFIIIC that binds BoxA DNA promoter sites of tRNA and similar genes; has TPR motifs; human homolog is TFIIIC-102""",Verified ORF
4423,7,588483,-0.094712783172352,0.0563621828182933,0.0937580366661421,YGR047C,TFC4,SGDID:S000003279,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA domain of TFIIIC that binds BoxA DNA promoter sites of tRNA and similar genes; has TPR motifs; human homolog is TFIIIC-102""",Verified ORF
4424,7,591077,-0.0999220287397322,0.0568414135582777,0.0796296700904544,YGR049W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4426,7,592116,-0.101590630617733,0.0566032888286007,0.0735436614315408,YGR050C,YGR050C,SGDID:S000003282,CDS,CDS,"""Protein of unknown function; mRNA identified as translated by ribosome profiling data""",Uncharacterized ORF
4427,7,592624,-0.092885660206272,0.0570951190464571,0.104659499266882,YGR050C_NFR/NDR,,,Promoter,Promoter,,Promoter
4428,7,592970,-0.10467224229053,0.0565350250392436,0.0649386111214585,YGR051C,YGR051C,SGDID:S000003283,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; YGR051C is not an essential gene""",Dubious ORF
4429,7,592987,-0.088873715034808,0.0561269190475059,0.114216244310557,YGR051C,YGR051C,SGDID:S000003283,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; YGR051C is not an essential gene""",Dubious ORF
4432,7,593465,-0.0788321057800536,0.056344580719803,0.162658901995262,YGR051C,YGR051C,SGDID:S000003283,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; YGR051C is not an essential gene""",Dubious ORF
4433,7,593616,-0.0416791515090023,0.0566575119181406,0.462442396826563,YGR052W,FMP48,SGDID:S000003284,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation""",Uncharacterized ORF
4434,7,593817,-0.0334038245448889,0.0571371343243644,0.559173029330623,YGR052W,FMP48,SGDID:S000003284,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation""",Uncharacterized ORF
4435,7,594413,-0.0322048456756627,0.0564499067326729,0.568699490051533,YGR052W,FMP48,SGDID:S000003284,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation""",Uncharacterized ORF
4436,7,594506,-0.0325952479185116,0.0563972836432569,0.563661127426013,YGR052W,FMP48,SGDID:S000003284,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation""",Uncharacterized ORF
4437,7,594509,-0.032143959286393,0.0562917538597787,0.568346514657015,YGR052W,FMP48,SGDID:S000003284,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation""",Uncharacterized ORF
4438,7,594510,-0.0573356160956086,0.0558633805824786,0.305427432664285,YGR052W,FMP48,SGDID:S000003284,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation""",Uncharacterized ORF
4439,7,594969,-0.0444677640042804,0.0559646627117694,0.427398349393016,YGR052W,FMP48,SGDID:S000003284,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation""",Uncharacterized ORF
4441,7,596554,-0.0275432572694144,0.055990600051005,0.62307710171177,YGR054W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4442,7,597251,-0.042999913286925,0.0560080710454206,0.443151969386228,YGR054W,YGR054W,SGDID:S000003286,CDS,CDS,"""Eukaryotic initiation factor eIF2A; associates specifically with both 40S subunits and 80 S ribosomes ; and interacts genetically with both eIF5b and eIF4E; homologous to mammalian eIF2A""",Verified ORF
4443,7,598680,-0.017560068139186,0.0560657771852894,0.754310076497222,YGR055W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4444,7,599356,-0.0392900649331011,0.0562273433122149,0.485154954993406,YGR055W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4445,7,600769,-0.0142975572215983,0.0558450010699746,0.798082862552329,YGR055W,MUP1,SGDID:S000003287,CDS,CDS,"""High affinity methionine permease; integral membrane protein with 13 putative membrane-spanning regions; involved in both methionine and cysteine uptake; subject to transport-activity dependent ; methionine-induced endocytosis ; vacuolar delivery and degradation; starvation-induced endocytosis is transport-activity independent""",Verified ORF
4446,7,601612,-0.0153065570139436,0.0563553606905913,0.786082354264583,YGR056W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4447,7,603497,-0.012587813009736,0.0561703647556364,0.822808665145581,YGR056W,RSC1,SGDID:S000003288,CDS,CDS,"""Component of the RSC chromatin remodeling complex; required for expression of mid-late sporulation-specific genes; contains two essential bromodomains ; a bromo-adjacent homology (BAH) domain ; and an AT hook; RSC1 has a paralog ; RSC2 ; that arose from the whole genome duplication""",Verified ORF
4448,7,605966,0.0050369906725596,0.0559780053555288,0.9283528665657,CUT149,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
4451,7,607810,0.0101224287685197,0.0571892516272375,0.859610844860466,YGR059W,SPR3,SGDID:S000003291,CDS,CDS,"""Sporulation-specific homolog of the CDC3/10/11/12 family of genes; septin protein involved in sporulation; regulated by ABFI; the yeast CDC3/10/11/12 family is a family of bud neck microfilament genes""",Verified ORF
4453,7,609851,0.0093148357744755,0.0561035711892707,0.86822895536982,YGR060W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4454,7,610875,0.0093175234963803,0.056296561403571,0.868639007160501,YGR060W,ERG25,SGDID:S000003292,CDS,CDS,"""C-4 methyl sterol oxidase; catalyzes the first of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants accumulate the sterol intermediate 4,4-dimethylzymosterol; human MSMO1 functionally complements the growth defect caused by repression of ERG25 expression""",Verified ORF
4455,7,610923,-0.0543298817696707,0.0565588081232807,0.337415356515238,YGR060W,ERG25,SGDID:S000003292,CDS,CDS,"""C-4 methyl sterol oxidase; catalyzes the first of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants accumulate the sterol intermediate 4,4-dimethylzymosterol; human MSMO1 functionally complements the growth defect caused by repression of ERG25 expression""",Verified ORF
4456,7,611358,-0.0327365812028402,0.0562162152793998,0.560713864485718,YGR060W,ERG25,SGDID:S000003292,CDS,CDS,"""C-4 methyl sterol oxidase; catalyzes the first of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants accumulate the sterol intermediate 4,4-dimethylzymosterol; human MSMO1 functionally complements the growth defect caused by repression of ERG25 expression""",Verified ORF
4457,7,615456,-0.0320731413018156,0.0561578555632102,0.568278499144817,YGR061C,ADE6,SGDID:S000003293,CDS,CDS,"""Formylglycinamidine-ribonucleotide (FGAM)-synthetase; catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway""",Verified ORF
4458,7,615761,-0.0203877143485742,0.05587101813634,0.715399499328665,YGR061C,ADE6,SGDID:S000003293,CDS,CDS,"""Formylglycinamidine-ribonucleotide (FGAM)-synthetase; catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway""",Verified ORF
