SNP,Chr,Pos,Effect,SE,ERG11_ORM2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
6011,10,70342,-0.105882233216628,0.114243026367202,0.354655442923169,YJL194W,CDC6,SGDID:S000003730,CDS,CDS,"""Essential ATP-binding protein required for DNA replication; component of the pre-replicative complex (pre-RC) which requires ORC to associate with chromatin and is in turn required for Mcm2-7p DNA association; homologous to S. pombe Cdc18p; relocalizes from nucleus to cytoplasm upon DNA replication stress; degraded in response to plasma membrane stress""",Verified ORF
6012,10,73179,-0.157473934157164,0.113036172958497,0.164457526014821,YJL192C,SOP4,SGDID:S000003728,CDS,CDS,"""ER-membrane protein; subunit of evolutionarily conserved EMC (Endoplasmic Reticulum Membrane Complex) implicated in ERAD (ER-associated degradation) and proper assembly of multi-pass transmembrane (TM) proteins; EMC acts in yeast as an ER-mitochondria tether that interacts with outer membrane protein Tom5 of TOM (Translocase of the Mitochondrial Outer Membrane) complex; suppressor of pma1-7 ; deletion of SOP4 slows down export of wild-type Pma1p and Pma1-7 from the ER""",Verified ORF
6015,10,75990,-0.214706121128389,0.11466923173722,0.0619784534441187,SUT617_NFR/NDR,,,Promoter,Promoter,,Promoter
6016,10,76303,-0.232542097429301,0.11383802366188,0.0418200538689542,YJL188C,BUD19,SGDID:S000003724,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 88% of ORF overlaps the verified gene RPL39; diploid mutant displays a weak budding pattern phenotype in a systematic assay""",Dubious ORF
6017,10,76726,-0.190757156715988,0.115402035309927,0.0992241597990775,XUT_10F-32_NFR/NDR,,,Promoter,Promoter,,Promoter
6018,10,78564,-0.14795235598192,0.114097663415371,0.195575628631304,SUT201,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
6020,10,80904,-0.0728782031712649,0.113653005487408,0.521786581361661,YJL186W,MNN5,SGDID:S000003722,CDS,CDS,"""Alpha-1,2-mannosyltransferase; responsible for addition of the second alpha-1,2-linked mannose of the branches on the mannan backbone of oligosaccharides ; localizes to an early Golgi compartment""",Verified ORF
6021,10,85506,-0.100969035871123,0.115329661803568,0.381907043541156,YJL182C,YJL182C,SGDID:S000003718,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps uncharacterized ORF YJL181W""",Dubious ORF
6022,10,86391,-0.0365618261274824,0.114336005598974,0.749327875752821,YJL181W,RBH1,SGDID:S000003717,CDS,CDS,"""Putative protein of unknown function; expression is cell-cycle regulated as shown by microarray analysis; potential regulatory target of Mbp1p ; which binds to the YJL181W promoter region; contains a PH-like domain; RBH1 has a paralog ; RBH2 ; that arose from the whole genome duplication""",Uncharacterized ORF
6024,10,93031,-0.0002790538074548,0.114404905936997,0.998055198144706,YJL176C,SWI3,SGDID:S000003712,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; SWI/SNF regulates transcription by remodeling chromosomes; contains SANT domain that is required for SWI/SNF assembly; is essential for displacement of histone H2A-H2B dimers during ATP-dependent remodeling; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; relocates to the cytosol under hypoxic conditions""",Verified ORF
6025,10,93286,-0.0040319696379129,0.11382652527518,0.971763218510963,YJL176C,SWI3,SGDID:S000003712,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; SWI/SNF regulates transcription by remodeling chromosomes; contains SANT domain that is required for SWI/SNF assembly; is essential for displacement of histone H2A-H2B dimers during ATP-dependent remodeling; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; relocates to the cytosol under hypoxic conditions""",Verified ORF
6026,10,93721,-0.0077717768629611,0.114636432611813,0.945987207868286,YJL176C,SWI3,SGDID:S000003712,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; SWI/SNF regulates transcription by remodeling chromosomes; contains SANT domain that is required for SWI/SNF assembly; is essential for displacement of histone H2A-H2B dimers during ATP-dependent remodeling; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; relocates to the cytosol under hypoxic conditions""",Verified ORF
6027,10,96002,-0.111892062824083,0.116104736010613,0.335847736601699,YJL174W,KRE9,SGDID:S000003710,Close to 3'-UTR,Close to 3'-UTR,"""Glycoprotein involved in cell wall beta-glucan assembly; null mutation leads to severe growth defects ; aberrant multibudded morphology ; and mating defects""",Verified ORF
6028,10,96579,-0.0161345020181447,0.114428342442369,0.887949639638764,YJL173C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6030,10,101719,0.0770722664261195,0.113952551258131,0.49925880725305,XUT_10F-44,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
6031,10,105565,0.0812400744965428,0.114190975503079,0.477281222638899,YJL167W,ERG20,SGDID:S000003703,CDS,CDS,"""Farnesyl pyrophosphate synthetase; has both dimethylallyltranstransferase and geranyltranstransferase activities; catalyzes the formation of C15 farnesyl pyrophosphate units for isoprenoid and sterol biosynthesis""",Verified ORF
6032,10,108820,0.0980935028439042,0.114667519313585,0.392876668662446,YJL165C,HAL5,SGDID:S000003701,CDS,CDS,"""Snf1p-related nutrient-responsive protein kinase; overexpression increases sodium and lithium tolerance ; whereas gene disruption increases cation and low pH sensitivity and impairs potassium uptake ; suggesting a role in regulation of Trk1p and/or Trk2p transporters; HAL5 has a paralog ; KKQ8 ; that arose from the whole genome duplication""",Verified ORF
6033,10,108931,0.0783394887061297,0.114561325522493,0.4945365674418,YJL165C,HAL5,SGDID:S000003701,CDS,CDS,"""Snf1p-related nutrient-responsive protein kinase; overexpression increases sodium and lithium tolerance ; whereas gene disruption increases cation and low pH sensitivity and impairs potassium uptake ; suggesting a role in regulation of Trk1p and/or Trk2p transporters; HAL5 has a paralog ; KKQ8 ; that arose from the whole genome duplication""",Verified ORF
6035,10,110053,0.134845493655337,0.114763118635999,0.240790754137903,CUT197,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
6036,10,110074,0.147534779535811,0.11451741012186,0.198479263189152,CUT197,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
6037,10,111674,0.0968657910892976,0.114437985416658,0.397876377448374,SUT203,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
6038,10,113623,0.0617536995226493,0.116433410659422,0.596183468963725,SUT203,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
6040,10,116563,0.0706059129777478,0.115598276551523,0.541733730872347,CUT198_NFR/NDR,,,Promoter,Promoter,,Promoter
6042,10,119720,0.0468299441714229,0.117125316430987,0.689525259443921,YJL160C,PIR5,SGDID:S000003696,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; member of the PIR (Proteins with Internal Repeats) family of cell wall proteins; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole ; and mCherry fusion localizes to the vacuole; non-essential gene that is required for sporulation; mRNA is weakly cell cycle regulated ; peaking in mitosis; YJL160C has a paralog ; PIR1 ; that arose from the whole genome duplication""",Uncharacterized ORF
6044,10,121811,0.0501186721394502,0.114839894143101,0.662797281719644,YJL159W,HSP150,SGDID:S000003695,Close to 3'-UTR,Close to 3'-UTR,"""O-mannosylated heat shock protein; secreted and covalently attached to the cell wall via beta-1,3-glucan and disulfide bridges; required for cell wall stability; induced by heat shock ; oxidative stress ; and nitrogen limitation; HSP150 has a paralog ; PIR3 ; that arose from the whole genome duplication""",Verified ORF
6045,10,122243,0.0763367697397916,0.116561564515934,0.512955328908469,YJL159W,HSP150,SGDID:S000003695,Close to 3'-UTR,Close to 3'-UTR,"""O-mannosylated heat shock protein; secreted and covalently attached to the cell wall via beta-1,3-glucan and disulfide bridges; required for cell wall stability; induced by heat shock ; oxidative stress ; and nitrogen limitation; HSP150 has a paralog ; PIR3 ; that arose from the whole genome duplication""",Verified ORF
6046,10,124889,0.0911890685946865,0.116250713746034,0.433321368871619,SUT204,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
6048,10,130587,0.0943482417826316,0.115209653498139,0.413380843997757,YJL155C,FBP26,SGDID:S000003691,CDS,CDS,"""Fructose-2,6-bisphosphatase ; required for glucose metabolism; protein abundance increases in response to DNA replication stress""",Verified ORF
6049,10,131311,0.0817184440890252,0.114678815155057,0.476573116510308,YJL154C,VPS35,SGDID:S000003690,CDS,CDS,"""Endosomal subunit of membrane-associated retromer complex; required for retrograde transport; receptor that recognizes retrieval signals on cargo proteins ; forms subcomplex with Vps26p and Vps29p that selects cargo proteins for retrieval; interacts with Ypt7p; overexpression of wild-type human VPS35 or Parkinson's-associated vps35-D686N or vps35-P299S variants complements Ni2+ resistance and Cd2+ sensitivity of yeast vps35 null mutant""",Verified ORF
6050,10,133312,-0.0224459245255526,0.115138192714493,0.84554605349478,YJL154C,VPS35,SGDID:S000003690,CDS,CDS,"""Endosomal subunit of membrane-associated retromer complex; required for retrograde transport; receptor that recognizes retrieval signals on cargo proteins ; forms subcomplex with Vps26p and Vps29p that selects cargo proteins for retrieval; interacts with Ypt7p; overexpression of wild-type human VPS35 or Parkinson's-associated vps35-D686N or vps35-P299S variants complements Ni2+ resistance and Cd2+ sensitivity of yeast vps35 null mutant""",Verified ORF
6053,10,134314,0.0216905720990991,0.115549276113145,0.851206299245737,CUT200,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
6055,10,139826,0.138577868021915,0.115182071761666,0.229736119223591,YNCJ0004C,SNR190,SGDID:S000006509,Non-coding RNA,snoRNA_gene,"snoRNA_gene ; ""C/D box small nucleolar RNA (snoRNA); predicted to guide 2'-O-methylation of large subunit (LSU) rRNA at position G2395; not shown to be active""",snoRNA_gene
6056,10,140544,0.0622191710382242,0.115933363715941,0.591826423313725,YJL148W,RPA34,SGDID:S000003684,CDS,CDS,"""RNA polymerase I subunit A34.5; essential for nucleolar assembly and for high polymerase loading rate; nucleolar localization depends on Rpa49p""",Verified ORF
6057,10,140918,0.0867420888324454,0.113984797657055,0.447166902623706,YJL148W,RPA34,SGDID:S000003684,CDS,CDS,"""RNA polymerase I subunit A34.5; essential for nucleolar assembly and for high polymerase loading rate; nucleolar localization depends on Rpa49p""",Verified ORF
6058,10,145873,0.236867960684725,0.1139865056732,0.0384283274166293,YJL145W,SFH5,SGDID:S000003681,CDS,CDS,"""Unusual phosphatidylinositol transfer protein (PITP) that binds heme; similar to Sec14p; founding member of conserved class of fungal hemoproteins; exhibits PI- but not PC-transfer activity; localizes to peripheral endoplasmic reticulum ; cytosol ; and microsomes; partially relocalizes to plasma membrane upon DNA replication stress""",Verified ORF
6059,10,146902,0.246558727635847,0.113579530050623,0.030612044246422,YJL143W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6060,10,146992,0.20245755497927,0.113498696556834,0.0753171435430925,YJL143W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6061,10,148293,0.200695288939608,0.113188285624975,0.0770726978222785,YJL141C,YAK1,SGDID:S000003677,CDS,CDS,"""Serine-threonine protein kinase; component of a glucose-sensing system that inhibits growth in response to glucose availability; upon nutrient deprivation Yak1p phosphorylates Pop2p to regulate mRNA deadenylation ; the co-repressor Crf1p to inhibit transcription of ribosomal genes ; and the stress-responsive transcription factors Hsf1p and Msn2p; nuclear localization negatively regulated by the Ras/PKA signaling pathway in the presence of glucose""",Verified ORF
6062,10,150178,0.218331968439722,0.113574700655756,0.0553644159823231,YJL141C,YAK1,SGDID:S000003677,CDS,CDS,"""Serine-threonine protein kinase; component of a glucose-sensing system that inhibits growth in response to glucose availability; upon nutrient deprivation Yak1p phosphorylates Pop2p to regulate mRNA deadenylation ; the co-repressor Crf1p to inhibit transcription of ribosomal genes ; and the stress-responsive transcription factors Hsf1p and Msn2p; nuclear localization negatively regulated by the Ras/PKA signaling pathway in the presence of glucose""",Verified ORF
6063,10,157487,0.130807822043339,0.113025172077818,0.247918628758817,YJL136C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6064,10,157821,0.119336505712523,0.114222930959518,0.296844943913151,YJL134W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6065,10,159755,0.132183804010119,0.113349733956311,0.244337471600024,YJL133C-A,DPI8,SGDID:S000028805,CDS,CDS,"""Putative mitochondrial protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
6066,10,159778,0.157730935215919,0.11308088686801,0.163937970421502,YJL133C-A,DPI8,SGDID:S000028805,CDS,CDS,"""Putative mitochondrial protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
6070,10,163124,0.0652254002704018,0.113323719216192,0.565274564072,YJL132W,YJL132W,SGDID:S000003668,CDS,CDS,"""Putative protein of unknown function; localizes to the membrane fraction; possible Zap1p-regulated target gene induced by zinc deficiency; YJL132W is a non-essential gene""",Uncharacterized ORF
6071,10,164844,0.0532997167791415,0.115281318204105,0.644118926149593,YJL131C,AIM23,SGDID:S000003667,CDS,CDS,"""Mitochondrial translation initiation factor 3 (IF3 ; mIF3); evolutionarily conserved; interacts with mitochondrial ribosomal small subunit; binds to E. coli ribosomes in vitro; null mutant displays severe respiratory growth defect and elevated frequency of mitochondrial genome loss""",Verified ORF
6072,10,165364,0.0148282335684707,0.114313151778109,0.896865082513643,YJL131C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
