SNP,Chr,Pos,Effect,SE,ADE17_GIS2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7797,12,301966,-0.106969051387134,0.151219262542586,0.479798861787078,YLR085C,ARP6,SGDID:S000004075,CDS,CDS,"""Actin-related protein that binds nucleosomes; a component of the SWR1 complex ; which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A""",Verified ORF
7798,12,303253,-0.105026405935641,0.151532329738229,0.488705247053723,YLR086W,SMC4,SGDID:S000004076,CDS,CDS,"""Subunit of the condensin complex; condensin reorganizes chromosomes during both mitosis and meiosis; forms a subcomplex with Smc2p that has ATP-hydrolyzing and DNA-binding activity ; but other condensin subunits are required for chromatin binding; required for tRNA gene clustering at the nucleolus; potential Cdc28p substrate""",Verified ORF
7800,12,311616,-0.0715433398127402,0.151087912008673,0.636134035121148,YLR087C,CSF1,SGDID:S000004077,CDS,CDS,"""Protein required for fermentation at low temperature; plays a role in the maturation of secretory proteins; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7801,12,313965,-0.133856708286361,0.152423567336018,0.380438466770767,YLR087C,CSF1,SGDID:S000004077,CDS,CDS,"""Protein required for fermentation at low temperature; plays a role in the maturation of secretory proteins; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7802,12,316991,-0.0925852913430055,0.151159194356472,0.54060010732518,YLR088W,GAA1,SGDID:S000004078,CDS,CDS,"""Subunit of the GPI:protein transamidase complex; removes the GPI-anchoring signal and attaches GPI (glycosylphosphatidylinositol) to proteins in the ER; human homolog GPAA1 can complement growth defects of yeast thermosensitive mutant at restrictive temperature""",Verified ORF
7803,12,320775,-0.12438821898751,0.150433737225163,0.408872801616316,YLR090W,XDJ1,SGDID:S000004080,CDS,CDS,"""Chaperone with a role in facilitating mitochondrial protein import; ascomycete-specific member of the DnaJ-like family ; closely related to Ydj1p; predicted to be C-terminally prenylated; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7804,12,320834,-0.14495238861322,0.150890665979626,0.337388148309975,YLR090W,XDJ1,SGDID:S000004080,CDS,CDS,"""Chaperone with a role in facilitating mitochondrial protein import; ascomycete-specific member of the DnaJ-like family ; closely related to Ydj1p; predicted to be C-terminally prenylated; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7805,12,321460,-0.128963601625037,0.151835274463262,0.396253751167684,YLR090W,XDJ1,SGDID:S000004080,CDS,CDS,"""Chaperone with a role in facilitating mitochondrial protein import; ascomycete-specific member of the DnaJ-like family ; closely related to Ydj1p; predicted to be C-terminally prenylated; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7807,12,322765,-0.129077089554289,0.15250596477199,0.39791750398945,YLR091W,GEP5,SGDID:S000004081,CDS,CDS,"""Protein of unknown function; required for efficient 5' processing of mitochondrial tRNAs ; for respiratory growth and mitochondrial genome maintenance; null mutant has decreased levels of cardiolipin and phosphatidylethanolamine; localizes to the matrix side of the inner mitochondrial membrane""",Verified ORF
7808,12,322893,-0.0504078884113334,0.15116506408834,0.738983134237183,YLR091W,GEP5,SGDID:S000004081,CDS,CDS,"""Protein of unknown function; required for efficient 5' processing of mitochondrial tRNAs ; for respiratory growth and mitochondrial genome maintenance; null mutant has decreased levels of cardiolipin and phosphatidylethanolamine; localizes to the matrix side of the inner mitochondrial membrane""",Verified ORF
7809,12,324002,0.045023403632343,0.152929171462447,0.768620041439651,YLR092W,SUL2,SGDID:S000004082,CDS,CDS,"""High affinity sulfate permease; sulfate uptake is mediated by specific sulfate transporters Sul1p and Sul2p ; which control the concentration of endogenous activated sulfate intermediates""",Verified ORF
7810,12,326764,0.046442286464298,0.152997875950762,0.761650668066598,YLR093C,NYV1,SGDID:S000004083,CDS,CDS,"""v-SNARE component of the vacuolar SNARE complex; involved in vesicle fusion; inhibits ATP-dependent Ca(2+) transport activity of Pmc1p in the vacuolar membrane""",Verified ORF
7813,12,331041,0.0284779385582633,0.152314375709631,0.851793007779379,YLR095C,IOC2,SGDID:S000004085,CDS,CDS,"""Subunit of the Isw1b complex; exhibits nucleosome-stimulated ATPase activity and acts within coding regions to coordinate transcription elongation with termination and processing; contains a PHD finger motif; other complex members are Isw1p and Ioc4p""",Verified ORF
7814,12,331113,0.009239905890132,0.153582231751805,0.952060180677829,YLR095C,IOC2,SGDID:S000004085,CDS,CDS,"""Subunit of the Isw1b complex; exhibits nucleosome-stimulated ATPase activity and acts within coding regions to coordinate transcription elongation with termination and processing; contains a PHD finger motif; other complex members are Isw1p and Ioc4p""",Verified ORF
7815,12,334170,0.0281234859930845,0.151318998926548,0.852664738382218,YLR096W,KIN2,SGDID:S000004086,CDS,CDS,"""S/T protein kinase; regulates polarized exocytosis and the Ire1p-mediated UPR; regulates HAC1 mRNA translocation ; splicing and translation with KIN1 during ER stress; direct phosphorylation of Sec9p (S190) is enhanced by prior substrate priming (S192); localizes to the cytoplasmic face of the PM and sites of polarized growth; may regulate septin and cell wall organization; activation loop phosphorylation (T281) required for full kinase activity; orthologous to MARK/PAR-1 ; AMPK family members""",Verified ORF
7816,12,336413,0.0143722071086799,0.151627394825762,0.924538311322236,YLR097C,HRT3,SGDID:S000004087,CDS,CDS,"""Putative SCF-ubiquitin ligase F-box protein; based on both genetic and physical interactions and sequence similarity; identified in association with Cdc53p ; Skp1p and Ubi4 in large and small-scale studies""",Verified ORF
7817,12,336436,0.0231830946267817,0.151878955965152,0.878767879091987,YLR097C,HRT3,SGDID:S000004087,CDS,CDS,"""Putative SCF-ubiquitin ligase F-box protein; based on both genetic and physical interactions and sequence similarity; identified in association with Cdc53p ; Skp1p and Ubi4 in large and small-scale studies""",Verified ORF
7818,12,340645,0.0112136064194109,0.152503422177627,0.941425863729525,SUT261,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7819,12,341809,0.027823467306917,0.152240845106142,0.855091610131888,YLR100W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7820,12,342319,0.0240319339179326,0.152575949331395,0.874934551589267,YLR100W,ERG27,SGDID:S000004090,CDS,CDS,"""3-keto sterol reductase; catalyzes the last of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants are sterol auxotrophs; mutation is functionally complemented by human HSD17B7""",Verified ORF
7821,12,342533,0.0209049878301961,0.15094319201108,0.889927614397462,YLR100W,ERG27,SGDID:S000004090,CDS,CDS,"""3-keto sterol reductase; catalyzes the last of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants are sterol auxotrophs; mutation is functionally complemented by human HSD17B7""",Verified ORF
7822,12,344627,0.0188738092223533,0.151373833162475,0.900845144561716,YLR103C,CDC45,SGDID:S000004093,CDS,CDS,"""DNA replication initiation factor; recruited to MCM pre-RC complexes at replication origins; promotes release of MCM from Mcm10p ; recruits elongation machinery; binds tightly to ssDNA ; which disrupts interaction with the MCM helicase and stalls it during replication stress; mutants in human homolog may cause velocardiofacial and DiGeorge syndromes""",Verified ORF
7823,12,344703,0.0140814928479442,0.150945432205362,0.925727187151896,YLR103C,CDC45,SGDID:S000004093,CDS,CDS,"""DNA replication initiation factor; recruited to MCM pre-RC complexes at replication origins; promotes release of MCM from Mcm10p ; recruits elongation machinery; binds tightly to ssDNA ; which disrupts interaction with the MCM helicase and stalls it during replication stress; mutants in human homolog may cause velocardiofacial and DiGeorge syndromes""",Verified ORF
7824,12,345286,-0.0031786067090428,0.151197210637234,0.983239250919968,YLR103C,CDC45,SGDID:S000004093,CDS,CDS,"""DNA replication initiation factor; recruited to MCM pre-RC complexes at replication origins; promotes release of MCM from Mcm10p ; recruits elongation machinery; binds tightly to ssDNA ; which disrupts interaction with the MCM helicase and stalls it during replication stress; mutants in human homolog may cause velocardiofacial and DiGeorge syndromes""",Verified ORF
7825,12,345678,0.0007380410947023,0.150880188360328,0.996099870048661,YLR103C,CDC45,SGDID:S000004093,CDS,CDS,"""DNA replication initiation factor; recruited to MCM pre-RC complexes at replication origins; promotes release of MCM from Mcm10p ; recruits elongation machinery; binds tightly to ssDNA ; which disrupts interaction with the MCM helicase and stalls it during replication stress; mutants in human homolog may cause velocardiofacial and DiGeorge syndromes""",Verified ORF
7826,12,345797,-0.0238411647839027,0.151057199319617,0.87468200753677,YLR103C,CDC45,SGDID:S000004093,CDS,CDS,"""DNA replication initiation factor; recruited to MCM pre-RC complexes at replication origins; promotes release of MCM from Mcm10p ; recruits elongation machinery; binds tightly to ssDNA ; which disrupts interaction with the MCM helicase and stalls it during replication stress; mutants in human homolog may cause velocardiofacial and DiGeorge syndromes""",Verified ORF
7828,12,347029,0.0464929418870168,0.151538681378059,0.759172112977816,YLR104W,LCL2,SGDID:S000004094,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; mutant is deficient in cell wall mannosylphosphate and has long chronological lifespan; genetic interactions suggest a role in ER-associated protein degradation (ERAD); SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole ; while mCherry fusion localizes to just the vacuole""",Uncharacterized ORF
7829,12,348244,0.001407313309418,0.150880174881096,0.992563222483649,YLR105C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7831,12,355836,0.001407313309418,0.150880174881096,0.992563222483649,YLR106C,REA1,SGDID:S000004096,CDS,CDS,"""Huge dynein-related AAA-type ATPase (midasin); forms extended pre-60S particle with the Rix1 complex; involved with interaction partners Rsa4p and Ytm1p ; in the ATP-dependent remodeling of the pre-60S particle at successive maturation steps during ribosomal biogenesis; involved in the removal of biogenesis factors including GTPase Nog2p prior to nuclear export; contains a hexameric AAA-motor head domain and a long flexible tail with a MIDAS (metal ion-dependent adhesion site) domain""",Verified ORF
7832,12,356572,0.0014253477042399,0.151002458209517,0.992474024092985,YLR106C,REA1,SGDID:S000004096,CDS,CDS,"""Huge dynein-related AAA-type ATPase (midasin); forms extended pre-60S particle with the Rix1 complex; involved with interaction partners Rsa4p and Ytm1p ; in the ATP-dependent remodeling of the pre-60S particle at successive maturation steps during ribosomal biogenesis; involved in the removal of biogenesis factors including GTPase Nog2p prior to nuclear export; contains a hexameric AAA-motor head domain and a long flexible tail with a MIDAS (metal ion-dependent adhesion site) domain""",Verified ORF
7833,12,360406,0.0078180824400352,0.151126892544372,0.958771573662543,YLR106C,REA1,SGDID:S000004096,CDS,CDS,"""Huge dynein-related AAA-type ATPase (midasin); forms extended pre-60S particle with the Rix1 complex; involved with interaction partners Rsa4p and Ytm1p ; in the ATP-dependent remodeling of the pre-60S particle at successive maturation steps during ribosomal biogenesis; involved in the removal of biogenesis factors including GTPase Nog2p prior to nuclear export; contains a hexameric AAA-motor head domain and a long flexible tail with a MIDAS (metal ion-dependent adhesion site) domain""",Verified ORF
7834,12,362214,0.0238630827604818,0.151615497989509,0.875025820151295,YLR106C,REA1,SGDID:S000004096,CDS,CDS,"""Huge dynein-related AAA-type ATPase (midasin); forms extended pre-60S particle with the Rix1 complex; involved with interaction partners Rsa4p and Ytm1p ; in the ATP-dependent remodeling of the pre-60S particle at successive maturation steps during ribosomal biogenesis; involved in the removal of biogenesis factors including GTPase Nog2p prior to nuclear export; contains a hexameric AAA-motor head domain and a long flexible tail with a MIDAS (metal ion-dependent adhesion site) domain""",Verified ORF
7835,12,362425,-0.0833357907023322,0.151544985986436,0.582730275341423,YLR106C,REA1,SGDID:S000004096,CDS,CDS,"""Huge dynein-related AAA-type ATPase (midasin); forms extended pre-60S particle with the Rix1 complex; involved with interaction partners Rsa4p and Ytm1p ; in the ATP-dependent remodeling of the pre-60S particle at successive maturation steps during ribosomal biogenesis; involved in the removal of biogenesis factors including GTPase Nog2p prior to nuclear export; contains a hexameric AAA-motor head domain and a long flexible tail with a MIDAS (metal ion-dependent adhesion site) domain""",Verified ORF
7836,12,364406,-0.0593184072672432,0.152194393468244,0.696953344360539,YLR107W,REX3,SGDID:S000004097,CDS,CDS,"""RNA exonuclease; required for maturation of the RNA component of RNase MRP; functions redundantly with Rnh70p and Rex2p in processing of U5 snRNA and RNase P RNA; member of RNase D family of exonucleases""",Verified ORF
7837,12,364988,-0.104996094739898,0.151671237881336,0.489228496807215,YLR107W,REX3,SGDID:S000004097,CDS,CDS,"""RNA exonuclease; required for maturation of the RNA component of RNase MRP; functions redundantly with Rnh70p and Rex2p in processing of U5 snRNA and RNase P RNA; member of RNase D family of exonucleases""",Verified ORF
