SNP,Chr,Pos,Effect,SE,ALO1_UIP4_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
5150,8,289717,-0.0647519110583557,0.0604732117595715,0.285011774211326,YHR092C,HXT4,SGDID:S000001134,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity glucose transporter; member of the major facilitator superfamily ; expression is induced by low levels of glucose and repressed by high levels of glucose; HXT4 has a paralog ; HXT7 ; that arose from the whole genome duplication""",Verified ORF
5153,8,292640,-0.0566804533061099,0.0609416316123405,0.352966443254687,YHR094C,HXT1,SGDID:S000001136,Close to 3'-UTR,Close to 3'-UTR,"""Low-affinity glucose transporter of the major facilitator superfamily; expression is induced by Hxk2p in the presence of glucose and repressed by Rgt1p when glucose is limiting; HXT1 has a paralog ; HXT6 ; what arose from the whole genome duplication""",Verified ORF
5154,8,298467,-0.0439032214646475,0.0596768597425949,0.462412474229661,YHR097C,PAL2,SGDID:S000001139,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in clathrin-mediated endocytosis; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and the nucleus; YHR097C has a paralog ; PAL1 ; that arose from the whole genome duplication""",Verified ORF
5155,8,298906,-0.0376533802700258,0.0602034014023005,0.532088999238973,YHR097C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5156,8,300010,-0.0708245251846139,0.0598592025343113,0.237531962735716,YHR098C,SFB3,SGDID:S000001140,CDS,CDS,"""Component of the Sec23p-Sfb3p heterodimer of the COPII vesicle coat; COPII coat is required for cargo selection during vesicle formation in ER to Golgi transport; scaffolding function of Lst1p required to generate vesicles that can accommodate difficult cargo proteins that include large oligomeric assemblies and asymmetrically distributed membrane proteins; with Atg40p acts in autophagy of the ER; homologous to Sec24p and Sfb2p""",Verified ORF
5157,8,302175,-0.0831977126126358,0.0598140904295203,0.165120236349624,YHR098C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5158,8,303954,-0.034696282548687,0.0604645745124011,0.566449436054509,YHR099W,TRA1,SGDID:S000001141,CDS,CDS,"""Subunit of SAGA and NuA4 histone acetyltransferase complexes; interacts with acidic activators (e.g. ; Gal4p) which leads to transcription activation; similar to human TRRAP ; which is a cofactor for c-Myc mediated oncogenic transformation""",Verified ORF
5159,8,312174,-0.0502214862618041,0.0598650347345576,0.402086514701427,YHR099W,TRA1,SGDID:S000001141,CDS,CDS,"""Subunit of SAGA and NuA4 histone acetyltransferase complexes; interacts with acidic activators (e.g. ; Gal4p) which leads to transcription activation; similar to human TRRAP ; which is a cofactor for c-Myc mediated oncogenic transformation""",Verified ORF
5160,8,313105,-0.0783507515537174,0.0596700646274978,0.190013524200533,YHR099W,TRA1,SGDID:S000001141,CDS,CDS,"""Subunit of SAGA and NuA4 histone acetyltransferase complexes; interacts with acidic activators (e.g. ; Gal4p) which leads to transcription activation; similar to human TRRAP ; which is a cofactor for c-Myc mediated oncogenic transformation""",Verified ORF
5161,8,315156,-0.0539807668034416,0.0597550552562528,0.366946995148132,YHR101C,BIG1,SGDID:S000001143,CDS,CDS,"""Integral membrane protein of the endoplasmic reticulum; required for normal content of cell wall beta-1,6-glucan""",Verified ORF
5162,8,315211,-0.0548125821947977,0.0597444222696827,0.359532729707696,YHR101C,BIG1,SGDID:S000001143,CDS,CDS,"""Integral membrane protein of the endoplasmic reticulum; required for normal content of cell wall beta-1,6-glucan""",Verified ORF
5163,8,317992,-0.0443534979263084,0.0599066142300527,0.459563234098573,YHR102W,KIC1,SGDID:S000001144,CDS,CDS,"""Protein kinase of the PAK/Ste20 family ; required for cell integrity; physically interacts with Cdc31p (centrin) ; which is a component of the spindle pole body; phosphorylates Cbk1p kinase after allosteric activation by Hym1p; part of the RAM network that regulates cellular polarity and morphogenesis""",Verified ORF
5164,8,318497,-0.0422914134845057,0.0598345936475058,0.480153713282123,YHR102W,KIC1,SGDID:S000001144,CDS,CDS,"""Protein kinase of the PAK/Ste20 family ; required for cell integrity; physically interacts with Cdc31p (centrin) ; which is a component of the spindle pole body; phosphorylates Cbk1p kinase after allosteric activation by Hym1p; part of the RAM network that regulates cellular polarity and morphogenesis""",Verified ORF
5165,8,319453,-0.0615630816164713,0.0597257943773548,0.303358131915526,YHR102W,KIC1,SGDID:S000001144,CDS,CDS,"""Protein kinase of the PAK/Ste20 family ; required for cell integrity; physically interacts with Cdc31p (centrin) ; which is a component of the spindle pole body; phosphorylates Cbk1p kinase after allosteric activation by Hym1p; part of the RAM network that regulates cellular polarity and morphogenesis""",Verified ORF
5166,8,321066,-0.0622107480962092,0.0602209498116778,0.302291633660548,YHR103W,SBE22,SGDID:S000001145,CDS,CDS,"""Protein involved in bud growth; involved in the transport of cell wall components from the Golgi to the cell surface; similar in structure and functionally redundant with Sbe2p; SBE22 has a paralog ; SBE2 ; that arose from the whole genome duplication""",Verified ORF
5167,8,321259,-0.0629199263730382,0.0601845668375651,0.296530612581113,YHR103W,SBE22,SGDID:S000001145,CDS,CDS,"""Protein involved in bud growth; involved in the transport of cell wall components from the Golgi to the cell surface; similar in structure and functionally redundant with Sbe2p; SBE22 has a paralog ; SBE2 ; that arose from the whole genome duplication""",Verified ORF
5169,8,323454,-0.0768110383042689,0.0602196897252178,0.202966225709811,YHR104W,GRE3,SGDID:S000001146,CDS,CDS,"""Aldose reductase; involved in methylglyoxal ; d-xylose ; arabinose ; and galactose metabolism; stress induced (osmotic ; ionic ; oxidative ; heat shock ; starvation and heavy metals); regulated by HOG pathway; overexpression allows xylose fermentation in strains expressing heterologous xylitol dehydrogenase and xylulokinase; protein abundance increases in response to DNA replication stress""",Verified ORF
5170,8,324043,-0.0863521313907856,0.0597002644896276,0.148944528935927,YHR104W,GRE3,SGDID:S000001146,CDS,CDS,"""Aldose reductase; involved in methylglyoxal ; d-xylose ; arabinose ; and galactose metabolism; stress induced (osmotic ; ionic ; oxidative ; heat shock ; starvation and heavy metals); regulated by HOG pathway; overexpression allows xylose fermentation in strains expressing heterologous xylitol dehydrogenase and xylulokinase; protein abundance increases in response to DNA replication stress""",Verified ORF
5171,8,327592,-0.106045554888375,0.0596468664155523,0.0762827307819635,YHR107C,CDC12,SGDID:S000001149,CDS,CDS,"""Component of the septin ring that is required for cytokinesis; septins are GTP-binding proteins that assemble into rod-like hetero-oligomers that can associate with other rods to form filaments; septin rings at the mother-bud neck act as scaffolds for recruiting cell division factors and as barriers to prevent diffusion of specific proteins between mother and daughter cells""",Verified ORF
5172,8,329765,-0.142008136325239,0.0593675041846256,0.0172786176269817,YHR108W,GGA2,SGDID:S000001150,CDS,CDS,"""Protein that regulates Arf1p ; Arf2p to facilitate Golgi trafficking; binds phosphatidylinositol 4-phosphate ; which plays a role in TGN localization; has homology to gamma-adaptin; GGA2 has a paralog ; GGA1 ; that arose from the whole genome duplication""",Verified ORF
5173,8,330276,-0.123312773760085,0.0597349442457036,0.0397163596413877,YHR109W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5175,8,334370,-0.0972164355245866,0.0600885725608514,0.106580412455871,YHR111W,UBA4,SGDID:S000001153,CDS,CDS,"""E1-like protein that activates Urm1p before urmylation; also acts in thiolation of the wobble base of cytoplasmic tRNAs by adenylating and then thiolating Urm1p; receives sulfur from Tum1p""",Verified ORF
5176,8,334394,-0.0919554825498229,0.0606414158038307,0.130318037478591,YHR111W,UBA4,SGDID:S000001153,CDS,CDS,"""E1-like protein that activates Urm1p before urmylation; also acts in thiolation of the wobble base of cytoplasmic tRNAs by adenylating and then thiolating Urm1p; receives sulfur from Tum1p""",Verified ORF
5177,8,334431,-0.0627725772925373,0.0610019482198591,0.304172118260787,YHR111W,UBA4,SGDID:S000001153,Close to 3'-UTR,Close to 3'-UTR,"""E1-like protein that activates Urm1p before urmylation; also acts in thiolation of the wobble base of cytoplasmic tRNAs by adenylating and then thiolating Urm1p; receives sulfur from Tum1p""",Verified ORF
5178,8,334619,-0.0998995776571669,0.059818509383967,0.0957969685719614,YHR112C,YHR112C,SGDID:S000001154,CDS,CDS,"""Protein of unknown function; localizes to the cytoplasm and nucleus; overexpression affects protein trafficking through the endocytic pathway""",Verified ORF
5179,8,334786,-0.0789774576503534,0.0598255372966491,0.187647152172469,YHR112C,YHR112C,SGDID:S000001154,CDS,CDS,"""Protein of unknown function; localizes to the cytoplasm and nucleus; overexpression affects protein trafficking through the endocytic pathway""",Verified ORF
5180,8,334860,-0.0723492464338445,0.0597610142690734,0.226842255133261,YHR112C,YHR112C,SGDID:S000001154,CDS,CDS,"""Protein of unknown function; localizes to the cytoplasm and nucleus; overexpression affects protein trafficking through the endocytic pathway""",Verified ORF
5182,8,338392,-0.0747099546738706,0.059758469015175,0.212055143516823,YHR114W,BZZ1,SGDID:S000001156,CDS,CDS,"""SH3 domain protein implicated in regulating actin polymerization; able to recruit actin polymerization machinery through its SH3 domains; colocalizes with cortical actin patches and Las17p; interacts with type I myosins""",Verified ORF
5183,8,340175,-0.0721183859446115,0.0598700542015684,0.229171730631907,YHR115C,DMA1,SGDID:S000001157,CDS,CDS,"""Ubiquitin-protein ligase (E3); controls septin dynamics ; spindle position checkpoint (SPOC) with ligase Dma2p by regulating recruitment of Elm1p to bud neck; regulates levels of eIF2 subunit Gcd11p ; as well as abundance ; localization ; and ubiquitination of Cdk inhibitory kinase Swe1p; ubiquitinates cyclin Pcl1p; ortholog of human RNF8 ; similar to human Chfr; contains FHA ; RING fingers; DMA1 has a paralog ; DMA2 ; that arose from the whole genome duplication""",Verified ORF
5184,8,340253,-0.0797950264021973,0.0596533159097439,0.181872984883451,YHR115C,DMA1,SGDID:S000001157,CDS,CDS,"""Ubiquitin-protein ligase (E3); controls septin dynamics ; spindle position checkpoint (SPOC) with ligase Dma2p by regulating recruitment of Elm1p to bud neck; regulates levels of eIF2 subunit Gcd11p ; as well as abundance ; localization ; and ubiquitination of Cdk inhibitory kinase Swe1p; ubiquitinates cyclin Pcl1p; ortholog of human RNF8 ; similar to human Chfr; contains FHA ; RING fingers; DMA1 has a paralog ; DMA2 ; that arose from the whole genome duplication""",Verified ORF
5185,8,341299,-0.0831396976728671,0.059558429956602,0.163611375316001,YHR115C,DMA1,SGDID:S000001157,CDS,CDS,"""Ubiquitin-protein ligase (E3); controls septin dynamics ; spindle position checkpoint (SPOC) with ligase Dma2p by regulating recruitment of Elm1p to bud neck; regulates levels of eIF2 subunit Gcd11p ; as well as abundance ; localization ; and ubiquitination of Cdk inhibitory kinase Swe1p; ubiquitinates cyclin Pcl1p; ortholog of human RNF8 ; similar to human Chfr; contains FHA ; RING fingers; DMA1 has a paralog ; DMA2 ; that arose from the whole genome duplication""",Verified ORF
5186,8,341317,-0.0892306574887998,0.0597020175517547,0.135912134198502,YHR115C,DMA1,SGDID:S000001157,CDS,CDS,"""Ubiquitin-protein ligase (E3); controls septin dynamics ; spindle position checkpoint (SPOC) with ligase Dma2p by regulating recruitment of Elm1p to bud neck; regulates levels of eIF2 subunit Gcd11p ; as well as abundance ; localization ; and ubiquitination of Cdk inhibitory kinase Swe1p; ubiquitinates cyclin Pcl1p; ortholog of human RNF8 ; similar to human Chfr; contains FHA ; RING fingers; DMA1 has a paralog ; DMA2 ; that arose from the whole genome duplication""",Verified ORF
5187,8,342706,-0.0503884368728327,0.0596567147934366,0.398884043481718,YHR117W,TOM71,SGDID:S000001159,CDS,CDS,"""Mitochondrial outer membrane protein; probable minor component of the TOM (translocase of outer membrane) complex responsible for recognition and import of mitochondrially directed proteins; TOM71 has a paralog ; TOM70 ; that arose from the whole genome duplication""",Verified ORF
5188,8,343053,-0.0870298068242501,0.0597910240330981,0.1464012502226,YHR117W,TOM71,SGDID:S000001159,CDS,CDS,"""Mitochondrial outer membrane protein; probable minor component of the TOM (translocase of outer membrane) complex responsible for recognition and import of mitochondrially directed proteins; TOM71 has a paralog ; TOM70 ; that arose from the whole genome duplication""",Verified ORF
5189,8,343641,-0.101921109894401,0.0598279971502003,0.0893417733194714,YHR117W,TOM71,SGDID:S000001159,CDS,CDS,"""Mitochondrial outer membrane protein; probable minor component of the TOM (translocase of outer membrane) complex responsible for recognition and import of mitochondrially directed proteins; TOM71 has a paralog ; TOM70 ; that arose from the whole genome duplication""",Verified ORF
5190,8,345499,-0.131976790475015,0.0593903460733928,0.026903614244597,YHR118C,ORC6,SGDID:S000001160,CDS,CDS,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; phosphorylated by Cdc28p; mutation in the human Orc6p is linked to Meier-Gorlin syndrome""",Verified ORF
5191,8,346432,-0.134634111153109,0.0594660958343853,0.0241774236230621,YHR119W,SET1,SGDID:S000001161,CDS,CDS,"""Histone methyltransferase ; subunit of the COMPASS (Set1C) complex; COMPASS methylates histone H3K4; Set1p-dependent H3K4 trimethylation recruits Nrd1p ; allowing efficient termination of snoRNAs and cryptic unstable transcripts (CUTs) by Nrd1p-Nab3p-Sen1p pathway; modulates histone acetylation levels in promoter proximal regions to ensure efficient Nrd1p-dependent termination; required in transcriptional silencing near telomeres and at silent mating type loci; has a SET domain""",Verified ORF
5192,8,347011,-0.133791828253805,0.0598046705985891,0.0259004477964366,YHR119W,SET1,SGDID:S000001161,CDS,CDS,"""Histone methyltransferase ; subunit of the COMPASS (Set1C) complex; COMPASS methylates histone H3K4; Set1p-dependent H3K4 trimethylation recruits Nrd1p ; allowing efficient termination of snoRNAs and cryptic unstable transcripts (CUTs) by Nrd1p-Nab3p-Sen1p pathway; modulates histone acetylation levels in promoter proximal regions to ensure efficient Nrd1p-dependent termination; required in transcriptional silencing near telomeres and at silent mating type loci; has a SET domain""",Verified ORF
5193,8,350623,-0.131831752811621,0.0594781676515892,0.0272961170784727,YHR120W,MSH1,SGDID:S000001162,CDS,CDS,"""DNA-binding protein of the mitochondria; involved in repair of mitochondrial DNA; has ATPase activity and binds to DNA mismatches; has homology to E. coli MutS; transcription is induced during meiosis""",Verified ORF
