SNP,locus_id,GENE,sgd_id,snps_class_down,description,Human homolog
7834,YLR140W,YLR140W,SGDID:S000004130,Dubious ORF,"""Dubious open reading frame unlikely to encode a functional protein; overlaps essential RRN5 gene which encodes a member of the UAF transcription factor involved in transcription of rDNA by RNA polymerase I""",
7835,YLR142W,PUT1,SGDID:S000004132,Verified ORF,"""Proline oxidase; nuclear-encoded mitochondrial protein involved in utilization of proline as sole nitrogen source; PUT1 transcription is induced by Put3p in the presence of proline and the absence of a preferred nitrogen source""",
7836,YLR142W,PUT1,SGDID:S000004132,Verified ORF,"""Proline oxidase; nuclear-encoded mitochondrial protein involved in utilization of proline as sole nitrogen source; PUT1 transcription is induced by Put3p in the presence of proline and the absence of a preferred nitrogen source""",
7837,YLR142W,PUT1,SGDID:S000004132,Close to 3'-UTR,"""Proline oxidase; nuclear-encoded mitochondrial protein involved in utilization of proline as sole nitrogen source; PUT1 transcription is induced by Put3p in the presence of proline and the absence of a preferred nitrogen source""",
7838,YLR144C,ACF2,SGDID:S000004134,Verified ORF,"""Intracellular beta-1,3-endoglucanase; expression is induced during sporulation; may have a role in cortical actin cytoskeleton assembly; protein abundance increases in response to DNA replication stress""",
7839,YLR144C,ACF2,SGDID:S000004134,Verified ORF,"""Intracellular beta-1,3-endoglucanase; expression is induced during sporulation; may have a role in cortical actin cytoskeleton assembly; protein abundance increases in response to DNA replication stress""",
7840,YLR144C,ACF2,SGDID:S000004134,Verified ORF,"""Intracellular beta-1,3-endoglucanase; expression is induced during sporulation; may have a role in cortical actin cytoskeleton assembly; protein abundance increases in response to DNA replication stress""",
7841,YLR146C,SPE4,SGDID:S000004136,Verified ORF,"""Spermine synthase; required for the biosynthesis of spermine and also involved in biosynthesis of pantothenic acid""",
7842,YLR146W-A,YLR146W-A,SGDID:S000113566,Verified ORF,"""Protein of unknown function""",
7843,YLR149C,YLR149C,SGDID:S000004139,Verified ORF,"""Protein of unknown function; overexpression causes a cell cycle delay or arrest; null mutation results in a decrease in plasma membrane electron transport; YLR149C is not an essential gene; protein abundance increases in response to DNA replication stress""",
7844,YLR149C_NFR/NDR,,,Promoter,fragile,
7845,YLR149C_NFR/NDR,,,Promoter,fragile,
7846,YLR149C_NFR/NDR,,,Promoter,fragile,
7847,YLR150W,STM1,SGDID:S000004140,Verified ORF,"""Protein required for optimal translation under nutrient stress; perturbs association of Yef3p with ribosomes; involved in TOR signaling; binds G4 quadruplex and purine motif triplex nucleic acid; helps maintain telomere structure; protein abundance increases in response to DNA replication stress; serves as a ribosome preservation factor both during quiescence and recovery""",
7848,YLR150W,STM1,SGDID:S000004140,Verified ORF,"""Protein required for optimal translation under nutrient stress; perturbs association of Yef3p with ribosomes; involved in TOR signaling; binds G4 quadruplex and purine motif triplex nucleic acid; helps maintain telomere structure; protein abundance increases in response to DNA replication stress; serves as a ribosome preservation factor both during quiescence and recovery""",
7849,CUT263_NFR/NDR,,,Promoter,,
7850,CUT263,,,CUT,ncRNA_UNB,
7851,CUT263,,,CUT,ncRNA_UNB,
7852,CUT263,,,CUT,ncRNA_UNB,
7853,CUT263,,,CUT,ncRNA_UNB,
7854,CUT263,,,CUT,ncRNA_UNB,
7855,YLR151C_NFR/NDR,,,Promoter,,
7856,YLR151C_NFR/NDR,,,Promoter,,
7857,YLR151C_NFR/NDR,,,Promoter,,
7858,YLR151C_NFR/NDR,,,Promoter,,
7859,YLR152C,YLR152C,SGDID:S000004142,Uncharacterized ORF,"""Putative protein of unknown function; YLR152C is not an essential gene""",
7860,YLR152C,YLR152C,SGDID:S000004142,Uncharacterized ORF,"""Putative protein of unknown function; YLR152C is not an essential gene""",
7861,YLR154C_NFR/NDR,,,Promoter,stable,
7862,YLR154C,RNH203,SGDID:S000004144,Close to 3'-UTR,"""Ribonuclease H2 subunit; required for RNase H2 activity; role in ribonucleotide excision repair; related to human AGS3 that causes Aicardi-Goutieres syndrome""",
7863,L:449029-450484,,,Intergenic region,between YLRWdelta6 and ARS1216,
7864,L:449029-450484,,,Intergenic region,between YLRWdelta6 and ARS1216,
7865,L:449029-450484,,,Intergenic region,between YLRWdelta6 and ARS1216,
7866,L:449029-450484,,,Intergenic region,between YLRWdelta6 and ARS1216,
7867,L:450726-451574,,,Intergenic region,between ARS1216 and YNCL0011C,
7868,YLR154W-A,YLR154W-A,SGDID:S000028675,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; encoded within the 25S rRNA gene on the opposite strand""",
7869,YLR154W-A,YLR154W-A,SGDID:S000028675,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; encoded within the 25S rRNA gene on the opposite strand""",
7870,NTS1-2,NTS1-2,SGDID:S000029714,Mating-related region,"""Non-transcribed region of the rDNA repeat between the 3' ETS and RDN5; required for rDNA repeat expansion""",
7871,NTS1-2,NTS1-2,SGDID:S000029714,Mating-related region,"""Non-transcribed region of the rDNA repeat between the 3' ETS and RDN5; required for rDNA repeat expansion""",
7872,NTS1-2,NTS1-2,SGDID:S000029714,Mating-related region,"""Non-transcribed region of the rDNA repeat between the 3' ETS and RDN5; required for rDNA repeat expansion""",
7873,NTS1-2,NTS1-2,SGDID:S000029714,Mating-related region,"""Non-transcribed region of the rDNA repeat between the 3' ETS and RDN5; required for rDNA repeat expansion""",
7874,SUT265,,,SUT,ncRNA_UNB,
7875,XUT_12F-191,,,XUT,ncRNA_UNB,
7876,XUT_12F-191,,,XUT,ncRNA_UNB,
7877,XUT_12F-191,,,XUT,ncRNA_UNB,
7878,YLR164W_NFR/NDR,,,Promoter,stable,
7879,YLR164W,SHH4,SGDID:S000004154,Close to 3'-UTR,"""Putative alternate subunit of succinate dehydrogenase (SDH); mitochondrial inner membrane protein; genetic interaction with SDH4 suggests that Shh4p can function as a functional SDH subunit; a fraction copurifies with SDH subunit Sdh3p; expression induced by nitrogen limitation in a GLN3 ; GAT1-dependent manner; Shh4p has greater similarity to human SDHD (subunit D of SDH ; implicated in paraganglioma) than does its paralog Sdh4p""",
7880,YLR165C,PUS5,SGDID:S000004155,Verified ORF,"""Pseudouridine synthase; catalyzes only the formation of pseudouridine (Psi)-2819 in mitochondrial 21S rRNA; not essential for viability""",
7881,YLR166C,SEC10,SGDID:S000004156,Verified ORF,"""Essential 100kDa subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane prior to SNARE-mediated fusion""",
7882,YLR166C_NFR/NDR,,,Promoter,stable,
7883,SUT267,,,SUT,ncRNA_UNB,
7884,YLR168C,UPS2,SGDID:S000004158,Verified ORF,"""Mitochondrial intermembrane space protein; involved in phospholipid metabolism; forms complex with Mdm35p that transfers phosphatidylserine from outer membrane to inner membrane for phosphatidylethanolamine synthesis; null mutant has defects in mitochondrial morphology; similar to Ups1p ; Ups3p and to human PRELI; UPS2 has a paralog ; UPS3 ; that arose from the whole genome duplication""",
7885,YLR171W,YLR171W,SGDID:S000004161,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",
7886,YLR171W,YLR171W,SGDID:S000004161,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",
7887,YLR170C_NFR/NDR,,,Promoter,stable,
7888,SUT268,,,SUT,ncRNA_TFO,
7889,SUT268,,,SUT,ncRNA_TFO,
7890,SUT268,,,SUT,ncRNA_TFO,
7891,SUT268,,,SUT,ncRNA_TFO,
7892,SUT268,,,SUT,ncRNA_TFO,
7893,SUT268,,,SUT,ncRNA_TFO,
7894,SUT268,,,SUT,ncRNA_TFO,
7895,SUT268,,,SUT,ncRNA_TFO,
7896,SUT268,,,SUT,ncRNA_TFO,
7897,YLR173W,TAG1,SGDID:S000004163,Verified ORF,"""Vacuolar membrane protein involved in termination of autophagy; regulates autophagy termination during persistent nitrogen starvation through Atg1p-mediated re-phosphorylation of Atg13p and PAS disassembly; type II membrane protein containing a hydrophobic transmembrane region ; with N-terminal region oriented toward the cytosol and C-terminus inside the lumen; luminal domain is glycosylated; forms foci in the vacuole membrane during starvation""",
7898,YLR174W_NFR/NDR,,,Promoter,,
7899,YLR174W,IDP2,SGDID:S000004164,Verified ORF,"""Cytosolic NADP-specific isocitrate dehydrogenase; catalyzes oxidation of isocitrate to alpha-ketoglutarate; levels are elevated during growth on non-fermentable carbon sources and reduced during growth on glucose; IDP2 has a paralog ; IDP3 ; that arose from the whole genome duplication; mutation in human homolog IDH1 is associated with low-grade gliomas and secondary glioblastomas""",
7900,YLR175W,CBF5,SGDID:S000004165,Verified ORF,"""Pseudouridine synthase catalytic subunit of box H/ACA snoRNPs; acts on large and small rRNAs ; on snRNA U2 ; and on some mRNAs; mutations in human ortholog dyskerin cause the disorder dyskeratosis congenita; small nucleolar ribonucleoprotein particles are also known as snoRNPs""",
7901,YLR176C,RFX1,SGDID:S000004166,Verified ORF,"""Major transcriptional repressor of DNA-damage-regulated genes; recruits repressors Tup1p and Cyc8p to their promoters; involved in DNA damage and replication checkpoint pathway; similar to a family of mammalian DNA binding RFX1-4 proteins""",
7902,YLR176C,RFX1,SGDID:S000004166,Verified ORF,"""Major transcriptional repressor of DNA-damage-regulated genes; recruits repressors Tup1p and Cyc8p to their promoters; involved in DNA damage and replication checkpoint pathway; similar to a family of mammalian DNA binding RFX1-4 proteins""",
7903,YLR176C,RFX1,SGDID:S000004166,Verified ORF,"""Major transcriptional repressor of DNA-damage-regulated genes; recruits repressors Tup1p and Cyc8p to their promoters; involved in DNA damage and replication checkpoint pathway; similar to a family of mammalian DNA binding RFX1-4 proteins""",
7904,YLR177W_NFR/NDR,,,Promoter,stable,
7905,YLR177W_NFR/NDR,,,Promoter,stable,
7906,YLR176C,RFX1,SGDID:S000004166,Close to 3'-UTR,"""Major transcriptional repressor of DNA-damage-regulated genes; recruits repressors Tup1p and Cyc8p to their promoters; involved in DNA damage and replication checkpoint pathway; similar to a family of mammalian DNA binding RFX1-4 proteins""",
7907,YLR177W,YLR177W,SGDID:S000004167,Uncharacterized ORF,"""Putative protein of unknown function; phosphorylated by Dbf2p-Mob1p in vitro; some strains contain microsatellite polymophisms at this locus; not an essential gene; YLR177W has a paralog ; PSP1 ; that arose from the whole genome duplication""",
7908,YLR177W,YLR177W,SGDID:S000004167,Uncharacterized ORF,"""Putative protein of unknown function; phosphorylated by Dbf2p-Mob1p in vitro; some strains contain microsatellite polymophisms at this locus; not an essential gene; YLR177W has a paralog ; PSP1 ; that arose from the whole genome duplication""",
7909,YLR177W,YLR177W,SGDID:S000004167,Uncharacterized ORF,"""Putative protein of unknown function; phosphorylated by Dbf2p-Mob1p in vitro; some strains contain microsatellite polymophisms at this locus; not an essential gene; YLR177W has a paralog ; PSP1 ; that arose from the whole genome duplication""",
7910,YLR177W,YLR177W,SGDID:S000004167,Uncharacterized ORF,"""Putative protein of unknown function; phosphorylated by Dbf2p-Mob1p in vitro; some strains contain microsatellite polymophisms at this locus; not an essential gene; YLR177W has a paralog ; PSP1 ; that arose from the whole genome duplication""",
7911,YLR177W,YLR177W,SGDID:S000004167,Uncharacterized ORF,"""Putative protein of unknown function; phosphorylated by Dbf2p-Mob1p in vitro; some strains contain microsatellite polymophisms at this locus; not an essential gene; YLR177W has a paralog ; PSP1 ; that arose from the whole genome duplication""",
7912,YLR177W,YLR177W,SGDID:S000004167,Uncharacterized ORF,"""Putative protein of unknown function; phosphorylated by Dbf2p-Mob1p in vitro; some strains contain microsatellite polymophisms at this locus; not an essential gene; YLR177W has a paralog ; PSP1 ; that arose from the whole genome duplication""",
7913,YLR179C,YLR179C,SGDID:S000004169,Verified ORF,"""Protein of unknown function with similarity to Tfs1p; transcription is activated by paralogous proteins Yrm1p and Yrr1p along with proteins involved in multidrug resistance; GFP-tagged protein localizes to the cytoplasm and nucleus""",
