,SNP,SNPs_localization,GENE,snps_class_down,CLOSEST_GENE,description
7683,7684.0,YLR061W_NFR/NDR,,Promoter,RPL22A,"""Ribosomal 60S subunit protein L22A; required for translation of long 5' UTR of IME1 mRNA and meiotic entry; required for the oxidative stress response ; pseudohyphal and invasive growth; homologous to mammalian ribosomal protein L22 ; no bacterial homolog; RPL22A has a paralog ; RPL22B ; that arose from the whole genome duplication"""
7684,7685.0,YLR064W_NFR/NDR,,Promoter,PER33,"""Protein that localizes to the endoplasmic reticulum; also associates with the nuclear pore complex; deletion extends chronological lifespan; highly conserved across species ; orthologous to human TMEM33 and paralogous to Pom33p; protein abundance increases in response to DNA replication stress"""
7685,7686.0,YLR064W_NFR/NDR,,Promoter,PER33,"""Protein that localizes to the endoplasmic reticulum; also associates with the nuclear pore complex; deletion extends chronological lifespan; highly conserved across species ; orthologous to human TMEM33 and paralogous to Pom33p; protein abundance increases in response to DNA replication stress"""
7686,7687.0,YLR065C,SND2,Verified ORF,SND2,"""Protein involved in SRP-independent targeting of substrates to the ER; component of an alternative ER targeting pathway that has partial functional redundancy with the GET pathway; preference for substrates with downstream transmembrane domains; interacts with Snd1p ; Pho88p/Snd3p and Sec61p-translocon subunits; can compensate for loss of SRP; role in the late endosome-vacuole interface; putative role in secretory protein quality control"""
7687,7688.0,YLR068W,FYV7,Verified ORF,FYV7,"""Nucleolar protein required for maturation of 18S rRNA; required for survival upon exposure to K1 killer toxin"""
7688,7689.0,YLR068W,FYV7,Verified ORF,FYV7,"""Nucleolar protein required for maturation of 18S rRNA; required for survival upon exposure to K1 killer toxin"""
7689,7690.0,YLR069C,MEF1,Verified ORF,MEF1,"""Mitochondrial elongation factor involved in translational elongation"""
7690,7691.0,SUT256,,SUT,,
7691,7692.0,SUT256,,SUT,,
7692,7693.0,YLR071C,RGR1,Verified ORF,RGR1,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for glucose repression ; HO repression ; RME1 repression and sporulation"""
7693,7694.0,YLR071C,RGR1,Verified ORF,RGR1,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for glucose repression ; HO repression ; RME1 repression and sporulation"""
7694,7695.0,YLR071C,RGR1,Verified ORF,RGR1,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for glucose repression ; HO repression ; RME1 repression and sporulation"""
7695,7696.0,YLR072W,LAM6,Verified ORF,LAM6,"""Sterol transporter that transfers sterols between membranes; may regulate and coordinate formation of contact sites between organelles; localizes to ER-mitochondrial contact sites in a Tom70p- and Tom71p-dependent manner; mitochondrial localization requires GRAM domain; also localizes to ER-vacuole contact sites ; in a Vac8p-dependent manner; has GRAM and StART-like (VASt) domains; one of six StART-like domain-containing proteins in yeast; conserved across eukaryotes"""
7696,7697.0,YLR073C,RFU1,Verified ORF,RFU1,"""Protein that inhibits Doa4p deubiquitinating activity; contributes to ubiquitin homeostasis by regulating the conversion of free ubiquitin chains to ubiquitin monomers by Doa4p; GFP-fusion protein localizes to endosomes"""
7697,7698.0,YLR073C,RFU1,Verified ORF,RFU1,"""Protein that inhibits Doa4p deubiquitinating activity; contributes to ubiquitin homeostasis by regulating the conversion of free ubiquitin chains to ubiquitin monomers by Doa4p; GFP-fusion protein localizes to endosomes"""
7698,7699.0,YLR073C_NFR/NDR,,Promoter,RFU1,"""Protein that inhibits Doa4p deubiquitinating activity; contributes to ubiquitin homeostasis by regulating the conversion of free ubiquitin chains to ubiquitin monomers by Doa4p; GFP-fusion protein localizes to endosomes"""
7699,7700.0,YLR073C_NFR/NDR,,Promoter,RFU1,"""Protein that inhibits Doa4p deubiquitinating activity; contributes to ubiquitin homeostasis by regulating the conversion of free ubiquitin chains to ubiquitin monomers by Doa4p; GFP-fusion protein localizes to endosomes"""
7700,7701.0,SUT258,,SUT,,
7701,7702.0,SUT258,,SUT,,
7702,7703.0,SUT258,,SUT,,
7703,7704.0,SUT258,,SUT,,
7704,7705.0,SUT258,,SUT,,
7705,7706.0,YLR075W,RPL10,Verified ORF,RPL10,"""Ribosomal 60S subunit protein L10; homologous to mammalian ribosomal protein L10 and bacterial L16; responsible for joining the 40S and 60S subunits; regulates translation initiation; similar to members of the QM gene family; protein abundance increases under DNA replication stress; mutations in human homolog implicated in T-cell acute lymphoblastic leukemia and also autism spectrum disorders (ASD); human RPL10 can complement yeast null mutant"""
7706,7707.0,YLR077W_NFR/NDR,,Promoter,FMP25,"""Protein required for assembly of respiratory complex III; mitochondrial inner membrane protein; required for an early step in assembly of respiratory complex III (cytochrome bc1 complex); mRNA is targeted to mitochondria"""
7707,7708.0,YLR077W,FMP25,Verified ORF,FMP25,"""Protein required for assembly of respiratory complex III; mitochondrial inner membrane protein; required for an early step in assembly of respiratory complex III (cytochrome bc1 complex); mRNA is targeted to mitochondria"""
7708,7709.0,YLR077W,FMP25,Verified ORF,FMP25,"""Protein required for assembly of respiratory complex III; mitochondrial inner membrane protein; required for an early step in assembly of respiratory complex III (cytochrome bc1 complex); mRNA is targeted to mitochondria"""
7709,7710.0,YLR078C,BOS1,Verified ORF,BOS1,"""v-SNARE (vesicle specific SNAP receptor); localized to the endoplasmic reticulum membrane and necessary for vesicular transport from the ER to the Golgi; required for efficient nuclear fusion during mating"""
7710,7711.0,YLR080W,EMP46,Close to 3'-UTR,EMP46,"""Integral membrane component of ER-derived COPII-coated vesicles; functions in ER to Golgi transport; EMP46 has a paralog ; EMP47 ; that arose from the whole genome duplication"""
7711,7712.0,YLR081W,GAL2,Verified ORF,GAL2,"""Galactose permease; required for utilization of galactose; also able to transport glucose"""
7712,7713.0,YLR081W,GAL2,Verified ORF,GAL2,"""Galactose permease; required for utilization of galactose; also able to transport glucose"""
7713,7714.0,YLR081W,GAL2,Verified ORF,GAL2,"""Galactose permease; required for utilization of galactose; also able to transport glucose"""
7714,7715.0,YLR081W,GAL2,Close to 3'-UTR,GAL2,"""Galactose permease; required for utilization of galactose; also able to transport glucose"""
7715,7716.0,YLR081W,GAL2,Close to 3'-UTR,GAL2,"""Galactose permease; required for utilization of galactose; also able to transport glucose"""
7716,7717.0,YLR081W,GAL2,Close to 3'-UTR,GAL2,"""Galactose permease; required for utilization of galactose; also able to transport glucose"""
7717,7718.0,YLR082C,SRL2,Verified ORF,SRL2,"""Protein of unknown function; overexpression suppresses the lethality caused by a rad53 null mutation"""
7718,7719.0,YLR083C,EMP70,Verified ORF,EMP70,"""Protein with a role in cellular adhesion and filamentous growth; also endosome-to-vacuole sorting; similar to Tmn3p; member of Transmembrane Nine family of proteins with 9 transmembrane segments; EMP70 has a paralog ; TMN2 ; that arose from the whole genome duplication"""
7719,7720.0,YLR084C,RAX2,Verified ORF,RAX2,"""Protein required for the maintenance of bud site selection; localizes; localization to the bud neck and previous sites of cell division (bud scars; cytokinesis remnants (CRMs)) is interdependent with Rax2p; required with Rax1p to anchor both Nba1p and Nis1p to CRMs where a Cdc42p inhibitory zone is established preventing repolarization of cells at previous division sites; RAX2 mRNA stability is regulated by Mpt5p; predicted type I membrane-spanning protein; N-glycosylated"""
7720,7721.0,XUT_12F-121,,XUT,,
7721,7722.0,XUT_12F-121,,XUT,,
7722,7723.0,YLR085C,ARP6,Verified ORF,ARP6,"""Actin-related protein that binds nucleosomes; a component of the SWR1 complex ; which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A"""
7723,7724.0,YLR085C,ARP6,Verified ORF,ARP6,"""Actin-related protein that binds nucleosomes; a component of the SWR1 complex ; which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A"""
7724,7725.0,YLR086W,SMC4,Verified ORF,SMC4,"""Subunit of the condensin complex; condensin reorganizes chromosomes during both mitosis and meiosis; forms a subcomplex with Smc2p that has ATP-hydrolyzing and DNA-binding activity ; but other condensin subunits are required for chromatin binding; required for tRNA gene clustering at the nucleolus; potential Cdc28p substrate"""
7725,7726.0,YLR087C,CSF1,Verified ORF,CSF1,"""Protein required for fermentation at low temperature; plays a role in the maturation of secretory proteins; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies"""
7726,7727.0,YLR087C,CSF1,Verified ORF,CSF1,"""Protein required for fermentation at low temperature; plays a role in the maturation of secretory proteins; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies"""
7727,7728.0,YLR087C,CSF1,Verified ORF,CSF1,"""Protein required for fermentation at low temperature; plays a role in the maturation of secretory proteins; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies"""
7728,7729.0,YLR088W,GAA1,Verified ORF,GAA1,"""Subunit of the GPI:protein transamidase complex; removes the GPI-anchoring signal and attaches GPI (glycosylphosphatidylinositol) to proteins in the ER; human homolog GPAA1 can complement growth defects of yeast thermosensitive mutant at restrictive temperature"""
7729,7730.0,YLR090W,XDJ1,Verified ORF,XDJ1,"""Chaperone with a role in facilitating mitochondrial protein import; ascomycete-specific member of the DnaJ-like family ; closely related to Ydj1p; predicted to be C-terminally prenylated; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies"""
7730,7731.0,YLR090W,XDJ1,Verified ORF,XDJ1,"""Chaperone with a role in facilitating mitochondrial protein import; ascomycete-specific member of the DnaJ-like family ; closely related to Ydj1p; predicted to be C-terminally prenylated; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies"""
7731,7732.0,YLR090W,XDJ1,Verified ORF,XDJ1,"""Chaperone with a role in facilitating mitochondrial protein import; ascomycete-specific member of the DnaJ-like family ; closely related to Ydj1p; predicted to be C-terminally prenylated; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies"""
7732,7733.0,YLR091W_NFR/NDR,,Promoter,GEP5,"""Protein of unknown function; required for efficient 5' processing of mitochondrial tRNAs ; for respiratory growth and mitochondrial genome maintenance; null mutant has decreased levels of cardiolipin and phosphatidylethanolamine; localizes to the matrix side of the inner mitochondrial membrane"""
7733,7734.0,YLR091W,GEP5,Verified ORF,GEP5,"""Protein of unknown function; required for efficient 5' processing of mitochondrial tRNAs ; for respiratory growth and mitochondrial genome maintenance; null mutant has decreased levels of cardiolipin and phosphatidylethanolamine; localizes to the matrix side of the inner mitochondrial membrane"""
7734,7735.0,YLR091W,GEP5,Verified ORF,GEP5,"""Protein of unknown function; required for efficient 5' processing of mitochondrial tRNAs ; for respiratory growth and mitochondrial genome maintenance; null mutant has decreased levels of cardiolipin and phosphatidylethanolamine; localizes to the matrix side of the inner mitochondrial membrane"""
7735,7736.0,YLR092W,SUL2,Verified ORF,SUL2,"""High affinity sulfate permease; sulfate uptake is mediated by specific sulfate transporters Sul1p and Sul2p ; which control the concentration of endogenous activated sulfate intermediates"""
7736,7737.0,YLR093C,NYV1,Verified ORF,NYV1,"""v-SNARE component of the vacuolar SNARE complex; involved in vesicle fusion; inhibits ATP-dependent Ca(2+) transport activity of Pmc1p in the vacuolar membrane"""
7737,7738.0,YLR093C,NYV1,Close to 3'-UTR,NYV1,"""v-SNARE component of the vacuolar SNARE complex; involved in vesicle fusion; inhibits ATP-dependent Ca(2+) transport activity of Pmc1p in the vacuolar membrane"""
7738,7739.0,YLR093C_NFR/NDR,,Promoter,NYV1,"""v-SNARE component of the vacuolar SNARE complex; involved in vesicle fusion; inhibits ATP-dependent Ca(2+) transport activity of Pmc1p in the vacuolar membrane"""
7739,7740.0,YLR095C,IOC2,Verified ORF,IOC2,"""Subunit of the Isw1b complex; exhibits nucleosome-stimulated ATPase activity and acts within coding regions to coordinate transcription elongation with termination and processing; contains a PHD finger motif; other complex members are Isw1p and Ioc4p"""
7740,7741.0,YLR095C,IOC2,Verified ORF,IOC2,"""Subunit of the Isw1b complex; exhibits nucleosome-stimulated ATPase activity and acts within coding regions to coordinate transcription elongation with termination and processing; contains a PHD finger motif; other complex members are Isw1p and Ioc4p"""
