CHR	BP	SNP	N	P	P(R)	OR	OR(R)	I	snps_class_up	locus_id	name	description
8	135448	4987	62	0.04544	0.04544	0.0283	0.0283	0.0	ORF	YHR015W	MIP6	"""Putative RNA-binding protein; interacts with Mex67p ; which is a component of the nuclear pore involved in nuclear mRNA export; MIP6 has a paralog ; PES4 ; that arose from the whole genome duplication"""
8	135849	4988	62	0.91	0.91	-0.0016	-0.0016	0.0	ORF	YHR015W	MIP6	"""Putative RNA-binding protein; interacts with Mex67p ; which is a component of the nuclear pore involved in nuclear mRNA export; MIP6 has a paralog ; PES4 ; that arose from the whole genome duplication"""
8	138689	4989	62	0.000693	0.000693	0.0462	0.0462	0.0	Promoter	YHR017W_NFR/NDR		stable
8	139684	4990	62	0.001439	0.001439	0.0435	0.0435	0.0	ORF	YHR017W	YSC83	"""Non-essential mitochondrial protein of unknown function; mRNA induced during meiosis ; peaking between mid to late prophase of meiosis I; similar to S. douglasii YSD83"""
8	140044	4991	62	0.0441	0.0441	0.0276	0.0276	0.0	ORF	YHR018C	ARG4	"""Argininosuccinate lyase; catalyzes the final step in the arginine biosynthesis pathway"""
8	140065	4992	62	0.3899	0.3899	0.0117	0.0117	0.0	ORF	YHR018C	ARG4	"""Argininosuccinate lyase; catalyzes the final step in the arginine biosynthesis pathway"""
8	141525	4993	62	1.853e-08	1.853e-08	-0.1523	-0.1523	0.0	Promoter	YHR018C_NFR/NDR		stable
8	143451	4994	62	4.144e-08	4.144e-08	-0.0742	-0.0742	0.0	ORF	YHR019C	DED81	"""Cytosolic asparaginyl-tRNA synthetase; required for protein synthesis ; catalyzes the specific attachment of asparagine to its cognate tRNA"""
8	144266	4995	62	7.304e-08	7.304e-08	-0.0728	-0.0728	0.0	ORF	YHR020W	YHR020W	"""Prolyl-tRNA synthetase; N-terminal domain shows weak homology to prokaryotic posttransfer editing domain ; but does not possess posttransfer editing activity; may interact with ribosomes ; based on co-purification experiments"""
8	144671	4996	62	4.919e-08	4.919e-08	-0.0737	-0.0737	0.0	ORF	YHR020W	YHR020W	"""Prolyl-tRNA synthetase; N-terminal domain shows weak homology to prokaryotic posttransfer editing domain ; but does not possess posttransfer editing activity; may interact with ribosomes ; based on co-purification experiments"""
8	146416	4997	62	1.848e-11	1.848e-11	-0.2215	-0.2215	0.0	Other features	YHRCsigma2	YHRCsigma2	"""Ty3 LTR"""
8	150593	4998	62	4.911e-11	4.911e-11	0.0934	0.0934	0.0	Promoter	XUT_8F-67_NFR/NDR		
8	151325	4999	62	4.908e-07	4.908e-07	0.0687	0.0687	0.0	Unstable transcript	SUT154		ncRNA_STM
8	151383	5000	62	8.08e-09	8.08e-09	-0.0814	-0.0814	0.0	Unstable transcript	XUT_8F-67		ncRNA_STM
8	154940	5001	62	2.996e-14	2.996e-14	0.1049	0.1049	0.0	ORF	YHR023W	MYO1	"""Type II myosin heavy chain; required for wild-type cytokinesis and cell separation; localizes to the actomyosin ring; binds to myosin light chains Mlc1p and Mlc2p through its IQ1 and IQ2 motifs respectively"""
8	156216	5002	62	1.494e-08	1.494e-08	0.0768	0.0768	0.0	ORF	YHR023W	MYO1	"""Type II myosin heavy chain; required for wild-type cytokinesis and cell separation; localizes to the actomyosin ring; binds to myosin light chains Mlc1p and Mlc2p through its IQ1 and IQ2 motifs respectively"""
8	159162	5003	62	6.172e-11	6.172e-11	0.0883	0.0883	0.0	ORF	YHR024C	MAS2	"""Alpha subunit of the mitochondrial processing protease (MPP); essential processing enzyme that cleaves the N-terminal targeting sequences from mitochondrially imported proteins"""
8	159677	5004	62	5.821e-14	5.821e-14	-0.1013	-0.1013	0.0	ORF	YHR025W	THR1	"""Homoserine kinase; conserved protein required for threonine biosynthesis; long-lived protein that is preferentially retained in mother cells and forms cytoplasmic filaments; expression is regulated by the GCN4-mediated general amino acid control pathway"""
8	160087	5005	62	1.758e-08	1.758e-08	-0.0761	-0.0761	0.0	ORF	YHR025W	THR1	"""Homoserine kinase; conserved protein required for threonine biosynthesis; long-lived protein that is preferentially retained in mother cells and forms cytoplasmic filaments; expression is regulated by the GCN4-mediated general amino acid control pathway"""
8	160450	5006	62	3.995e-08	3.995e-08	-0.0744	-0.0744	0.0	ORF	YHR025W	THR1	"""Homoserine kinase; conserved protein required for threonine biosynthesis; long-lived protein that is preferentially retained in mother cells and forms cytoplasmic filaments; expression is regulated by the GCN4-mediated general amino acid control pathway"""
8	160596	5007	62	5.349e-11	5.349e-11	-0.089	-0.089	0.0	Promoter	YHR026W_NFR/NDR		
8	161761	5008	62	4.7399999999999997e-23	4.7399999999999997e-23	0.1342	0.1342	0.0	ORF	YHR027C	RPN1	"""Non-ATPase base subunit of the 19S RP of the 26S proteasome; may participate in the recognition of several ligands of the proteasome; contains a leucine-rich repeat (LRR) domain ; a site for protein-protein interactions; RP is the acronym for regulatory particle"""
8	164143	5009	62	1.113e-10	1.113e-10	0.087	0.087	0.0	ORF	YHR027C	RPN1	"""Non-ATPase base subunit of the 19S RP of the 26S proteasome; may participate in the recognition of several ligands of the proteasome; contains a leucine-rich repeat (LRR) domain ; a site for protein-protein interactions; RP is the acronym for regulatory particle"""
8	164304	5010	62	8.202e-13	8.202e-13	0.0966	0.0966	0.0	ORF	YHR027C	RPN1	"""Non-ATPase base subunit of the 19S RP of the 26S proteasome; may participate in the recognition of several ligands of the proteasome; contains a leucine-rich repeat (LRR) domain ; a site for protein-protein interactions; RP is the acronym for regulatory particle"""
8	164380	5011	62	2.538e-09	2.538e-09	0.0804	0.0804	0.0	ORF	YHR027C	RPN1	"""Non-ATPase base subunit of the 19S RP of the 26S proteasome; may participate in the recognition of several ligands of the proteasome; contains a leucine-rich repeat (LRR) domain ; a site for protein-protein interactions; RP is the acronym for regulatory particle"""
8	165385	5012	62	6.717e-14	6.717e-14	0.1013	0.1013	0.0	Unstable transcript	SUT155		ncRNA_TFO
8	165566	5013	62	6.47e-14	6.47e-14	0.1019	0.1019	0.0	Unstable transcript	SUT155		ncRNA_TFO
8	165572	5014	62	1.236e-13	1.236e-13	0.1007	0.1007	0.0	Unstable transcript	SUT155		ncRNA_TFO
8	165588	5015	62	2.918e-13	2.918e-13	0.099	0.099	0.0	Unstable transcript	SUT155		ncRNA_TFO
8	165608	5016	62	2.761e-15	2.761e-15	0.1069	0.1069	0.0	Unstable transcript	SUT155		ncRNA_TFO
8	165710	5017	62	9.236000000000001e-20	9.236000000000001e-20	0.1239	0.1239	0.0	Unstable transcript	SUT155		ncRNA_TFO
8	165734	5018	62	7.761e-11	7.761e-11	0.0895	0.0895	0.0	Unstable transcript	SUT155		ncRNA_TFO
8	165797	5019	62	1.653e-13	1.653e-13	0.1004	0.1004	0.0	Unstable transcript	SUT155		ncRNA_TFO
8	165986	5020	62	1.794e-19	1.794e-19	0.1218	0.1218	0.0	Unstable transcript	SUT155		ncRNA_TFO
8	165995	5021	62	9.278e-18	9.278e-18	0.1164	0.1164	0.0	Unstable transcript	SUT155		ncRNA_TFO
8	166046	5022	62	3.592e-16	3.592e-16	0.1099	0.1099	0.0	Unstable transcript	SUT155		ncRNA_TFO
8	166130	5023	62	6.617e-20	6.617e-20	0.1235	0.1235	0.0	Unstable transcript	SUT155		ncRNA_TFO
8	166209	5024	62	2.253e-19	2.253e-19	0.1221	0.1221	0.0	Unstable transcript	SUT155		ncRNA_TFO
8	166367	5025	62	5.64e-19	5.64e-19	0.1205	0.1205	0.0	Unstable transcript	SUT155		ncRNA_TFO
8	166391	5026	62	5.958e-18	5.958e-18	0.1169	0.1169	0.0	Unstable transcript	SUT155		ncRNA_TFO
8	166445	5027	62	3.018e-15	3.018e-15	0.1075	0.1075	0.0	Unstable transcript	SUT155		ncRNA_TFO
8	166892	5028	62	1.371e-14	1.371e-14	0.1038	0.1038	0.0	Unstable transcript	XUT_8F-72		ncRNA_TFO
8	167286	5029	62	2.382e-23	2.382e-23	0.1345	0.1345	0.0	ORF	YHR028C	DAP2	"""Dipeptidyl aminopeptidase; synthesized as a glycosylated precursor; localizes to the vacuolar membrane; similar to Ste13p"""
8	168070	5030	62	6.475e-15	6.475e-15	0.1056	0.1056	0.0	ORF	YHR029C	YHI9	"""Protein of unknown function; null mutant is defective in unfolded protein response; possibly involved in a membrane regulation metabolic pathway; member of the PhzF superfamily ; though most likely not involved in phenazine production"""
8	168732	5031	62	1.614e-14	1.614e-14	0.104	0.104	0.0	Promoter	YHR029C_NFR/NDR		stable
8	168762	5032	62	2.695e-17	2.695e-17	-0.1159	-0.1159	0.0	Promoter	YHR029C_NFR/NDR		stable
8	169190	5033	62	1.593e-10	1.593e-10	-0.0868	-0.0868	0.0	ORF	YHR030C	SLT2	"""Serine/threonine MAP kinase; coordinates expression of all 19S regulatory particle assembly-chaperones (RACs) to control proteasome abundance; involved in regulating maintenance of cell wall integrity ; cell cycle progression ; nuclear mRNA retention in heat shock ; septum assembly; required for mitophagy ; pexophagy; affects recruitment of mitochondria to phagophore assembly site; plays role in adaptive response of cells to cold; regulated by the PKC1-mediated signaling pathway"""
8	169199	5034	62	5.121e-21	5.121e-21	0.1331	0.1331	0.0	ORF	YHR030C	SLT2	"""Serine/threonine MAP kinase; coordinates expression of all 19S regulatory particle assembly-chaperones (RACs) to control proteasome abundance; involved in regulating maintenance of cell wall integrity ; cell cycle progression ; nuclear mRNA retention in heat shock ; septum assembly; required for mitophagy ; pexophagy; affects recruitment of mitochondria to phagophore assembly site; plays role in adaptive response of cells to cold; regulated by the PKC1-mediated signaling pathway"""
8	169202	5035	62	3.384e-08	3.384e-08	0.0852	0.0852	0.0	ORF	YHR030C	SLT2	"""Serine/threonine MAP kinase; coordinates expression of all 19S regulatory particle assembly-chaperones (RACs) to control proteasome abundance; involved in regulating maintenance of cell wall integrity ; cell cycle progression ; nuclear mRNA retention in heat shock ; septum assembly; required for mitophagy ; pexophagy; affects recruitment of mitochondria to phagophore assembly site; plays role in adaptive response of cells to cold; regulated by the PKC1-mediated signaling pathway"""
8	170381	5036	62	1.597e-09	1.597e-09	0.0823	0.0823	0.0	Close to 3'-UTR	YHR030C	SLT2	"""Serine/threonine MAP kinase; coordinates expression of all 19S regulatory particle assembly-chaperones (RACs) to control proteasome abundance; involved in regulating maintenance of cell wall integrity ; cell cycle progression ; nuclear mRNA retention in heat shock ; septum assembly; required for mitophagy ; pexophagy; affects recruitment of mitochondria to phagophore assembly site; plays role in adaptive response of cells to cold; regulated by the PKC1-mediated signaling pathway"""
8	170419	5037	62	5.421e-07	5.421e-07	0.0682	0.0682	0.0	Close to 3'-UTR	YHR030C	SLT2	"""Serine/threonine MAP kinase; coordinates expression of all 19S regulatory particle assembly-chaperones (RACs) to control proteasome abundance; involved in regulating maintenance of cell wall integrity ; cell cycle progression ; nuclear mRNA retention in heat shock ; septum assembly; required for mitophagy ; pexophagy; affects recruitment of mitochondria to phagophore assembly site; plays role in adaptive response of cells to cold; regulated by the PKC1-mediated signaling pathway"""
8	170619	5038	62	0.004169	0.004169	0.0725	0.0725	0.0	Promoter	YHR030C_NFR/NDR		fragile
8	173136	5039	62	4.414e-10	4.414e-10	0.2116	0.2116	0.0	Promoter	YHR032W_NFR/NDR		fragile
8	173184	5040	62	0.0186	0.0186	0.0607	0.0607	0.0	Promoter	YHR032W_NFR/NDR		fragile
8	175778	5041	62	7.855000000000001e-26	7.855000000000001e-26	0.1418	0.1418	0.0	ORF	YHR033W	YHR033W	"""Putative protein of unknown function; epitope-tagged protein localizes to the cytoplasm; YHR033W has a paralog ; PRO1 ; that arose from the whole genome duplication"""
8	176997	5042	62	1.493e-17	1.493e-17	0.1155	0.1155	0.0	ORF	YHR034C	PIH1	"""Component of the conserved R2TP complex (Rvb1-Rvb2-Tah1-Pih1); R2TP complex interacts with Hsp90 (Hsp82p and Hsc82p) to mediate assembly large protein complexes such as box C/D snoRNPs and RNA polymerase II"""
8	179821	5043	62	0.3797	0.3797	-0.0119	-0.0119	0.0	ORF	YHR035W	NEL1	"""Activator of Sar1p GTPase activity; paralog of Sec23 but does not associate with the COPII components; not an essential gene"""
8	183857	5044	62	0.3636	0.3636	-0.0129	-0.0129	0.0	Close to 3'-UTR	YHR037W	PUT2	"""Delta-1-pyrroline-5-carboxylate dehydrogenase; nuclear-encoded mitochondrial protein involved in utilization of proline as sole nitrogen source; deficiency of human homolog ALDH4A1 causes type II hyperprolinemia (HPII) ; an autosomal recessive inborn error of metabolism; human homolog ALDH4A1 can complement yeast null mutant"""
8	185325	5045	62	1.858e-06	1.858e-06	-0.0651	-0.0651	0.0	ORF	YHR039C	MSC7	"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; msc7 mutants are defective in directing meiotic recombination events to homologous chromatids"""
8	185478	5046	62	1.103e-05	1.103e-05	-0.0599	-0.0599	0.0	ORF	YHR039C	MSC7	"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; msc7 mutants are defective in directing meiotic recombination events to homologous chromatids"""
8	188007	5047	62	0.02308	0.02308	-0.0308	-0.0308	0.0	ORF	YHR040W	BCD1	"""Essential protein required for the accumulation of box C/D snoRNA"""
8	188958	5048	62	0.1049	0.1049	0.0219	0.0219	0.0	ORF	YHR040W	BCD1	"""Essential protein required for the accumulation of box C/D snoRNA"""
8	190366	5049	62	0.1518	0.1518	-0.0194	-0.0194	0.0	Promoter	YHR042W_NFR/NDR		fragile
8	190872	5050	62	0.03454	0.03454	0.0287	0.0287	0.0	ORF	YHR042W	NCP1	"""NADP-cytochrome P450 reductase; involved in ergosterol biosynthesis; associated and coordinately regulated with Erg11p"""
8	191947	5051	62	3.373e-05	3.373e-05	0.0563	0.0563	0.0	ORF	YHR042W	NCP1	"""NADP-cytochrome P450 reductase; involved in ergosterol biosynthesis; associated and coordinately regulated with Erg11p"""
8	193408	5052	62	0.05583	0.05583	0.0271	0.0271	0.0	ORF	YHR043C	DOG2	"""2-deoxyglucose-6-phosphate phosphatase; member of a family of low molecular weight phosphatases ; induced by oxidative and osmotic stress ; confers 2-deoxyglucose resistance when overexpressed; DOG2 has a paralog ; DOG1 ; that arose from a single-locus duplication; the last half of DOG1 and DOG2 are subject to gene conversions among S. cerevisiae ; S. paradoxus ; and S. mikatae"""
8	193417	5053	62	1.03e-05	1.03e-05	0.064	0.064	0.0	ORF	YHR043C	DOG2	"""2-deoxyglucose-6-phosphate phosphatase; member of a family of low molecular weight phosphatases ; induced by oxidative and osmotic stress ; confers 2-deoxyglucose resistance when overexpressed; DOG2 has a paralog ; DOG1 ; that arose from a single-locus duplication; the last half of DOG1 and DOG2 are subject to gene conversions among S. cerevisiae ; S. paradoxus ; and S. mikatae"""
8	193425	5054	62	2.706e-07	2.706e-07	0.0825	0.0825	0.0	ORF	YHR043C	DOG2	"""2-deoxyglucose-6-phosphate phosphatase; member of a family of low molecular weight phosphatases ; induced by oxidative and osmotic stress ; confers 2-deoxyglucose resistance when overexpressed; DOG2 has a paralog ; DOG1 ; that arose from a single-locus duplication; the last half of DOG1 and DOG2 are subject to gene conversions among S. cerevisiae ; S. paradoxus ; and S. mikatae"""
8	193426	5055	62	1.515e-05	1.515e-05	0.0693	0.0693	0.0	ORF	YHR043C	DOG2	"""2-deoxyglucose-6-phosphate phosphatase; member of a family of low molecular weight phosphatases ; induced by oxidative and osmotic stress ; confers 2-deoxyglucose resistance when overexpressed; DOG2 has a paralog ; DOG1 ; that arose from a single-locus duplication; the last half of DOG1 and DOG2 are subject to gene conversions among S. cerevisiae ; S. paradoxus ; and S. mikatae"""
8	193438	5056	62	3.56e-09	3.56e-09	0.1035	0.1035	0.0	ORF	YHR043C	DOG2	"""2-deoxyglucose-6-phosphate phosphatase; member of a family of low molecular weight phosphatases ; induced by oxidative and osmotic stress ; confers 2-deoxyglucose resistance when overexpressed; DOG2 has a paralog ; DOG1 ; that arose from a single-locus duplication; the last half of DOG1 and DOG2 are subject to gene conversions among S. cerevisiae ; S. paradoxus ; and S. mikatae"""
8	194308	5057	62	8.108e-10	8.108e-10	-0.1672	-0.1672	0.0	ORF	YHR044C	DOG1	"""2-deoxyglucose-6-phosphate phosphatase; member of a family of low molecular weight phosphatases; confers 2-deoxyglucose resistance when overexpressed; DOG1 has a paralog ; DOG2 ; that arose from a single-locus duplication; the last half of DOG1 and DOG2 are subject to gene conversions among S. cerevisiae ; S. paradoxus ; and S. mikatae"""
